"FSC-A","FSC-H","SSC-A","B515-A","G610-A","V450-A","Time"
97249.8,73238,83800.1,114.66,71.28,1406.16,37.5929
71635.6,50666,70072.1,85.02,68.58,1687.02,37.5993
102789,68102,69330.3,104.52,108.54,2105.52,37.5993
88814.2,61158,80279.2,95.16,99.9,1731.66,37.6056
86163.7,69905,77018,107.64,108,2246.88,37.6066
101058,77786,89563.5,117.78,169.56,1542.87,37.6087
158754,112967,118453,186.42,88.02,1499.16,37.6129
130638,81587,98147.4,142.74,150.12,3082.95,37.615
85232.3,57642,58930.6,92.82,115.56,116.25,37.6214
111952,84566,82775.2,141.18,98.28,1666.56,37.6235
105327,78312,98593.6,129.48,153.9,2805.81,37.6277
79756,57092,59628.7,88.14,71.28,6165.9,37.6287
93483.1,65430,71570.5,122.46,75.6,1881.39,37.6329
88551.9,66478,78231.7,128.7,81.54,1272.24,37.6329
115421,84479,72929.2,146.64,73.98,1369.89,37.634
81042.1,57795,81583.3,93.6,67.5,1123.44,37.6382
99517.1,76256,79241,101.4,101.52,2246.88,37.6424
73062.4,42294,100530,117.78,69.66,1114.14,37.6456
48713.8,37115,80060.8,81.9,84.24,1948.35,37.6477
175472,112005,169833,285.48,235.98,5645.1,37.6498
58758.6,45102,57497.7,50.7,72.9,75.33,37.6529
52505,35331,81830.6,94.38,61.02,1872.09,37.6561
79907.7,57692,131445,220.74,189.54,7673.43,37.6561
149899,107369,140559,183.3,165.78,3084.81,37.6656
98832.2,70189,75862.8,88.92,104.76,2442.18,37.675
77563,57637,60616.9,79.56,96.66,58.59,37.6771
65751.7,44879,82549,72.54,98.28,83.7,37.694
134293,96705,85303.9,145.86,183.06,1453.59,37.694
81846.4,54034,50081.5,91.26,85.86,620.31,37.7045
142749,104867,119090,178.62,85.32,1386.63,37.7045
95884.7,51587,95564,114.66,11.34,805.38,37.7108
69004.9,46986,74550.1,88.92,84.78,1654.47,37.7171
153322,113107,112779,171.6,255.96,3326.61,37.7192
57602.9,39398,87316.3,84.24,61.02,2468.22,37.7361
112592,87682,113538,161.46,138.24,1116.93,37.7361
104550,70218,62432.8,115.44,97.74,1308.51,37.7382
100420,72702,85409.2,115.44,70.74,662.16,37.7382
50710.1,36754,62199.5,66.3,79.92,863.97,37.7413
70602.3,46334,73258.4,83.46,70.74,1317.81,37.7445
156753,112888,89428.6,166.14,117.72,2546.34,37.7456
87563.6,62471,126745,152.1,136.08,2338.95,37.7529
69775.2,49051,120273,164.58,145.26,2259.9,37.7592
153081,110796,108670,117.78,99.36,81.84,37.7603
89484.9,65174,103017,154.44,109.62,3060.63,37.7719
140545,107208,79009.3,95.94,126.36,96.72,37.775
110922,80195,68168.1,119.34,89.64,46.5,37.7771
102254,75974,112040,126.36,115.56,1899.99,37.7887
61301.6,44899,72507.2,70.2,97.2,878.85,37.7919
113164,72938,121920,219.18,164.16,146.94,37.7992
170651,121558,121643,180.96,199.26,3273.6,37.8003
94070.8,69338,80976.5,90.48,108.54,3504.24,37.8055
101744,68311,104240,145.86,142.56,2754.66,37.8066
144053,104198,106135,169.26,152.28,2457.06,37.8087
61642.9,46146,99465.6,132.6,52.38,819.33,37.8098
134740,87540,110438,167.7,104.22,872.34,37.8129
124206,86885,98308.1,113.88,170.64,199.02,37.8129
84813.6,64100,74195.9,102.96,62.1,996.96,37.814
115199,87954,81660.5,143.52,159.84,3147.12,37.815
93325.1,65211,86566,76.44,100.98,64.17,37.8182
174021,118755,106519,248.82,74.52,1403.37,37.8224
81334.5,55507,98724.6,99.84,86.94,3025.29,37.8255
165582,119857,83363.3,178.62,98.82,1619.13,37.8329
88002.8,64246,84123,107.64,48.6,981.15,37.835
95080.5,55382,82905.4,95.16,27,1778.16,37.8361
113094,71495,131197,148.2,159.3,101.37,37.8361
169974,120311,102975,201.24,98.28,2355.69,37.8498
59738.2,44666,69841.2,95.16,77.76,1931.61,37.8498
87201.8,62467,99443.8,134.94,89.64,42.78,37.8603
107626,69150,81864.1,120.12,94.5,2546.34,37.8603
86788.6,51849,77782.4,108.42,44.82,1435.92,37.8624
85750.6,60901,78502.3,112.32,113.94,106.02,37.8782
101035,61451,119966,156.78,114.48,2567.73,37.8782
146046,106698,83151.1,158.34,80.46,1155.99,37.8813
165123,116380,108427,141.18,143.1,171.12,37.8834
190552,121659,136891,252.72,54.54,856.53,37.8876
58926.9,45359,74986.9,119.34,113.94,2349.18,37.8887
119285,85782,92187.4,107.64,47.52,675.18,37.8961
71224,55634,58330.7,73.32,79.92,1979.04,37.8961
105497,74734,81453.1,124.02,42.12,552.42,37.9013
106605,66931,71161.7,101.4,35.1,80.91,37.9066
84767,63919,71729.6,98.28,116.1,2404.98,37.9066
197847,140079,114942,181.74,125.28,1957.65,37.9087
147510,95671,106426,239.46,40.5,1420.11,37.9108
139169,87090,93180.4,146.64,138.24,1130.88,37.9129
85534.1,61422,94541.5,127.14,102.6,1523.34,37.9129
158398,102158,133501,244.92,62.1,1463.82,37.914
92571.4,69476,95205.2,142.74,75.6,969.99,37.9182
92800.5,60922,91460.5,100.62,57.24,2497.98,37.9224
86117.1,49102,120047,111.54,63.18,85.56,37.9255
70392.2,52367,68913,78,76.68,2987.16,37.9255
161661,104291,107456,135.72,78.84,31.62,37.9276
71490.3,51674,86093.3,106.86,106.38,67.89,37.9361
46871.5,35770,73535.3,79.56,93.96,734.7,37.9382
128186,99190,83148,131.04,131.22,2536.11,37.9392
154707,108666,120468,184.08,102.6,1576.35,37.9403
99043.1,73414,109553,130.26,131.76,3433.56,37.9434
187943,131155,128879,219.96,183.6,3955.29,37.9455
115276,78867,123040,145.08,92.88,67.89,37.9529
54201.1,34817,88583.8,92.82,112.86,2143.65,37.9529
94014,74555,73499.4,90.48,86.94,87.42,37.9592
109466,80327,124891,161.46,54.54,382.23,37.9592
69113.9,43839,85156.5,90.48,57.24,1185.75,37.9634
88581.9,67239,80882.1,115.44,101.52,4316.13,37.9718
104609,76405,82625.4,141.18,65.88,1116.93,37.975
86474.2,61928,68423.9,95.16,70.2,48.36,37.9761
88822.9,72090,66013,99.84,97.74,1759.56,37.9792
168120,121041,85440.4,154.44,61.56,1155.99,37.9813
84220.3,53907,96627.2,114.66,81.54,2000.43,37.9855
74684.2,57419,72391.8,118.56,62.64,996.96,37.9929
87668.7,68413,65596.4,97.5,117.18,2628.18,38.0013
67899.7,45748,63235.4,78,45.9,1277.82,38.0024
172466,118493,96581.9,256.62,126.36,2587.26,38.0024
159696,96376,111112,198.12,52.92,1213.65,38.0024
75543.8,46720,70989.4,122.46,31.32,1245.27,38.0024
103585,68258,109399,158.34,71.82,967.2,38.0066
93538.4,69571,87529.3,103.74,90.72,2861.61,38.0087
87110.9,60383,90899.6,135.72,55.62,1504.74,38.0118
83567.8,58170,101943,105.3,91.8,90.21,38.0129
83189.4,54320,101941,99.06,106.92,2857.89,38.0139
119160,88155,85715,130.26,75.06,1964.16,38.0213
127072,98214,80022.5,139.62,106.38,3005.76,38.0234
210720,130495,135169,263.64,102.6,1307.58,38.0445
63512.8,43995,78950.8,81.12,77.22,2086.92,38.0455
204561,133323,155992,397.8,217.62,10339.7,38.0487
66506.1,47255,119313,107.64,122.58,125.55,38.0487
59900.2,46001,73111.7,93.6,63.72,2795.58,38.0571
126063,87506,89877.8,116.22,104.76,2992.74,38.0676
69843.9,38474,89704.7,106.08,127.44,1103.91,38.0687
109771,85362,87147.8,119.34,146.34,74.4,38.0792
146457,102133,94538.3,166.14,102.06,971.85,38.0792
85345.3,53422,92560.3,81.9,114.48,2699.79,38.0813
121710,89793,84707.2,127.14,108.54,1654.47,38.0824
54273,38551,63566.9,51.48,93.42,50.22,38.0834
150735,107938,101025,130.26,144.18,129.27,38.0918
97858.1,77794,81836.8,121.68,151.2,6757.38,38.0992
162710,113922,96140.5,156.78,113.94,715.17,38.1118
64298.1,39991,69764.8,85.8,79.92,79.98,38.1213
174031,109898,138331,249.6,75.6,1908.36,38.1413
79677.8,59899,64227.5,93.6,49.68,814.68,38.1434
107056,68991,86446.6,125.58,119.88,3094.11,38.1466
60013.1,46498,83087.9,71.76,52.92,40.92,38.1466
113130,74660,73834,114.66,24.3,1338.27,38.1508
112964,84655,81105.2,115.44,124.74,3112.71,38.1518
82547.9,53462,109506,139.62,91.8,2360.34,38.1518
120143,88918,80180.1,113.1,56.7,36.27,38.1729
76650.5,57423,53039.2,74.1,82.62,1373.61,38.1739
180769,113913,108620,268.32,49.14,1112.28,38.176
97019.1,58121,90296.7,94.38,7.56,855.6,38.1771
187444,136890,119507,195,169.56,3784.17,38.1823
88802.3,66427,71848.1,85.8,70.74,57.66,38.1876
55435.9,39298,85314.1,108.42,81,2910.9,38.195
61763.8,43847,66030.9,81.12,40.5,1230.39,38.195
100535,64610,97390.8,125.58,74.52,1805.13,38.1971
98750,73586,62549,105.3,83.16,66.03,38.2023
49093.8,34000,76553.9,95.94,85.32,83.7,38.2055
93573.9,54659,117303,289.38,237.6,74.4,38.2097
174310,114780,113922,186.42,94.5,586.83,38.2118
83907.5,61160,78872,87.36,135.54,64.17,38.2244
85366.6,59054,67105.7,72.54,88.02,1255.5,38.2287
130922,81465,117020,152.88,76.68,1441.5,38.235
88526.6,61825,66040.3,72.54,75.6,2405.91,38.236
107524,84483,75857.3,92.82,101.52,155.31,38.2423
64686,42732,94958,115.44,112.86,724.47,38.2434
151828,103805,119303,174.72,120.96,2322.21,38.2476
60028.2,44433,55195.1,80.34,60.48,1369.89,38.2497
99758.8,72118,87792.9,134.16,52.38,1288.98,38.2518
107517,79893,86606.5,95.94,79.92,47.43,38.2529
171044,122279,99998.3,134.16,85.86,65.1,38.2539
93586.6,65326,68916.1,93.6,62.1,1267.59,38.2613
111596,81832,100205,134.94,105.84,2630.04,38.2634
127675,96131,95180.3,149.76,131.22,3849.27,38.2665
100403,73912,60046,127.14,96.12,2624.46,38.2708
118374,79063,129245,148.98,50.22,41.85,38.2739
131962,97715,145539,340.08,251.1,1640.52,38.276
92298.9,70753,74287.2,114.66,95.58,2454.27,38.2792
63354.1,42084,81573.2,88.14,35.64,1539.15,38.2802
131788,96168,77067.9,102.96,85.32,40.92,38.2907
114627,81431,84903.8,110.76,92.34,1089.03,38.2918
58471.1,40011,121077,138.84,136.08,66.96,38.2939
60668.8,50315,49751.5,53.82,92.34,44.64,38.2939
147330,89420,127317,141.18,99.36,54.87,38.2981
78278.7,57177,80891.5,123.24,72.9,926.28,38.3002
117720,90483,115445,100.62,105.84,227.85,38.3002
108740,79963,95961.8,124.8,57.78,1674,38.3055
78849.9,55298,66301.6,77.22,60.48,83.7,38.3097
60393.1,42206,115587,116.22,55.62,59.52,38.3107
99235.9,75382,64191.7,81.12,92.88,115.32,38.3129
119356,90380,126312,182.52,132.3,3066.21,38.315
67087.6,44186,86725.9,100.62,94.5,1084.38,38.3192
76699.5,56532,66275,69.42,78.84,632.4,38.3202
106903,73601,84924.8,140.4,93.42,1890.69,38.3223
83346.6,64531,53763.1,70.2,75.06,42.78,38.3276
116647,86854,97456.3,120.9,100.44,2000.43,38.3339
79061.6,48125,84867.9,83.46,40.5,80.91,38.335
121740,87646,86027,146.64,70.74,2381.73,38.3381
99921.6,74621,70373.2,114.66,54.54,1168.08,38.3434
119913,79136,88794.4,124.8,80.46,64.17,38.3486
47875.6,38040,98468,91.26,77.22,3138.75,38.3486
128050,95306,92012.7,104.52,137.16,117.18,38.3528
175679,113792,153619,226.2,200.88,1549.38,38.3549
85256,59427,100503,158.34,62.1,1128.09,38.356
76503.6,58603,111320,89.7,106.38,1066.71,38.3571
80436.2,61136,86989.5,100.62,138.78,82.77,38.3634
186103,118519,128896,277.68,90.72,1847.91,38.3655
134859,99328,92586.8,142.74,99.36,1413.6,38.375
164251,111495,113946,226.2,166.86,200.88,38.3876
158782,115272,107340,152.1,96.12,1020.21,38.3876
134538,85659,147300,230.1,239.76,4412.85,38.3928
92337.6,65138,78939.1,84.24,38.34,1548.45,38.4034
72992.1,50087,95887,104.52,164.7,108.81,38.4086
89280.3,60581,121607,169.26,60.48,1078.8,38.4097
199958,118370,149998,217.62,51.3,66.96,38.416
167154,111752,118828,196.56,116.64,1461.96,38.4181
83992,58622,82525.6,112.32,103.68,2195.73,38.4213
98723.1,75379,76604.6,70.98,77.76,1548.45,38.4255
139290,98641,97475.8,151.32,100.98,2489.61,38.4255
127244,86806,119475,163.8,132.3,1196.91,38.4297
75146.4,57131,54554,76.44,102.6,1826.52,38.437
145028,99964,127982,174.72,140.94,2869.98,38.4392
84455.7,58694,103813,167.7,43.2,829.56,38.4476
172223,113998,90511.2,230.88,89.1,1060.2,38.4665
144132,101750,83849.2,203.58,76.68,1597.74,38.4676
116600,85587,85925.6,140.4,77.76,828.63,38.4676
181076,112579,166338,326.04,42.66,1822.8,38.4686
84927.4,56243,107040,138.84,51.3,810.03,38.4739
124548,90818,89392.7,133.38,137.16,2569.59,38.477
115262,88607,82037.3,105.3,149.04,119.04,38.4844
93587.4,60890,79368.9,103.74,75.06,2292.45,38.4865
92280.7,64774,107908,117,70.2,39.06,38.4918
62180.9,44669,60888.4,63.96,47.52,895.59,38.4928
113822,86482,77710.6,141.96,46.44,715.17,38.4939
131023,87049,114520,173.16,59.94,699.36,38.5034
104970,79892,74801.2,118.56,54.54,1654.47,38.5065
87969.7,65870,66831.2,106.08,119.34,2380.8,38.5128
73162.7,53096,93366,113.88,50.22,1379.19,38.5149
87686.8,64449,52094.6,81.12,70.2,2100.87,38.5181
144526,92627,151424,237.9,108.54,1806.06,38.5255
64631.5,45983,87699.3,94.38,64.26,1500.09,38.5286
94039.2,62410,61186.3,117.78,57.24,55.8,38.5307
106058,65482,81306.4,127.14,77.22,1530.78,38.536
90977.2,59139,102423,160.68,132.84,4017.6,38.5434
80798,64559,54706.9,70.98,60.48,92.07,38.5434
82848.1,61802,61463.2,76.44,105.84,128.34,38.5465
87584.1,68666,89848.2,89.7,74.52,116.25,38.5507
115058,87867,86668.9,94.38,95.04,59.52,38.5528
52832,40203,48850.6,48.36,55.08,30.69,38.556
115279,88036,76351.9,103.74,106.92,1459.17,38.5602
87682.9,63742,68576,95.94,96.66,2878.35,38.5633
74608.4,49840,110590,113.88,122.58,1939.98,38.5644
91337.4,69039,60348.6,74.88,113.4,53.01,38.5939
83055.9,58288,78805.7,125.58,85.32,2250.6,38.5939
78427.2,61355,49450.4,68.64,100.44,1780.02,38.6002
130269,90570,92226.4,128.7,97.2,1394.07,38.6002
97204,67089,78218.4,117.78,145.8,185.07,38.6002
137499,102717,84464.6,168.48,106.92,2705.37,38.6023
65644.3,49469,71037.7,67.08,70.74,87.42,38.6054
75840.8,50751,61138.7,81.12,52.38,1437.78,38.6097
150883,108257,100718,143.52,88.56,1091.82,38.6107
48709.8,30361,93958,122.46,97.2,1155.99,38.6107
63470.2,47380,67659.5,63.18,36.72,29.76,38.6139
81878.8,59791,85986.4,90.48,41.04,50.22,38.6191
112152,82306,89967.5,117.78,134.46,64.17,38.6202
74429.9,51011,110179,118.56,104.22,1659.12,38.6223
102871,78792,78853.3,117.78,111.24,1727.01,38.6233
78742.5,54371,69414.5,92.04,87.48,1806.99,38.6233
116774,76735,89658.7,141.18,145.26,1740.96,38.6339
114050,84874,85003.6,109.98,65.34,709.59,38.6412
80330.4,49867,106875,136.5,144.18,2678.4,38.6507
104663,76954,111407,148.2,107.46,1639.59,38.6549
149408,103946,118198,217.62,75.6,2152.02,38.6612
78870.4,57489,63215.9,85.02,64.8,2104.59,38.6612
75478.2,55267,104970,171.6,62.64,1878.6,38.6623
118878,77484,97677.8,173.94,244.08,3588.87,38.6623
100825,68250,109286,112.32,23.22,18.6,38.6665
187856,117338,146167,279.24,54,1294.56,38.6781
61080.4,42605,78098.3,88.14,78.3,1900.92,38.6781
48118.9,33133,100851,100.62,112.86,97.65,38.6802
113228,70944,94837.1,122.46,135.54,179.49,38.6844
96500.9,64202,76268.4,99.06,57.78,1299.21,38.6896
78504.7,61711,84300.1,122.46,143.1,2517.51,38.697
178428,123499,136371,223.86,139.86,6531.39,38.7023
168290,110451,167963,198.9,204.66,3154.56,38.7033
124011,89463,115145,119.34,123.12,3483.78,38.7044
100688,70782,96956.3,106.86,61.02,61.38,38.7044
140138,99498,123841,172.38,70.2,1471.26,38.7107
88242.2,59856,72089.2,102.18,119.88,1828.38,38.7149
79342.9,58575,66990.3,234,845.1,2436.6,38.7149
87252.3,65629,130549,226.98,116.1,60.45,38.7181
78233.7,56546,58006.3,91.26,54,112.53,38.7212
56067.1,41923,93544.6,85.02,46.44,66.03,38.7265
87954.7,69330,100962,125.58,70.2,1653.54,38.7317
158157,111893,113760,191.88,41.58,1393.14,38.7328
101592,62825,144224,197.34,80.46,1742.82,38.737
65345.6,44781,74670.2,85.02,76.68,2418,38.7412
59077.8,45910,67264.1,74.1,90.18,3448.44,38.7423
126150,95643,81045.1,127.14,56.7,1618.2,38.7486
77850.6,59063,92242.8,116.22,72.9,2029.26,38.7528
127737,93919,90239.8,102.18,73.44,51.15,38.7528
167736,112435,117944,307.32,163.62,1280.61,38.7528
119868,94714,75953.3,106.08,111.24,1927.89,38.7528
74026.2,51842,75994.6,89.7,59.94,1355.01,38.7538
73886.3,55243,57805,55.38,57.78,66.96,38.7549
87077,60326,69244.5,95.16,119.34,2782.56,38.7623
54585.8,40647,86698.6,104.52,112.86,10722,38.7675
66436.6,46910,90522.1,100.62,106.92,67.89,38.7675
112607,87963,66340.6,87.36,66.96,49.29,38.7707
52520,34523,81522.5,97.5,95.04,55.8,38.7707
153614,103220,114202,200.46,56.7,1249.92,38.7812
107127,71364,86056.6,109.98,111.78,2048.79,38.7844
82243,60894,79248.8,62.4,49.68,32.55,38.7865
174653,121440,102946,180.18,85.32,879.78,38.7917
159575,108282,99386.8,154.44,85.86,717.96,38.7938
94183,59815,90615.7,109.98,109.08,3045.75,38.797
153320,101706,143507,202.8,85.86,943.02,38.7991
139119,103603,81193.3,110.76,109.62,63.24,38.8023
55702.1,44454,57346.4,53.82,93.96,79.98,38.8033
176470,120290,100841,219.96,92.34,1334.55,38.8065
71139.5,48451,89440.3,113.88,109.08,111.6,38.817
173438,123978,102172,180.96,121.5,1532.64,38.8202
174773,111663,119816,235.56,35.1,899.31,38.8223
91655,67038,62379.7,91.26,106.38,92.07,38.8233
157775,100902,112117,229.32,69.12,1647.03,38.8254
56967.7,37643,79271.4,68.64,82.08,64.17,38.8296
148619,108440,100223,220.74,190.08,4580.25,38.8307
161587,113663,139952,202.8,55.62,817.47,38.8307
107724,66514,101281,124.8,45.36,1188.54,38.8349
71800.7,45076,101950,92.82,31.32,861.18,38.8359
92783.1,57021,87791.3,74.88,45.36,698.43,38.8402
87712.9,61330,72331,88.14,81,123.69,38.8402
119436,84479,103490,151.32,70.2,1510.32,38.8433
115779,85646,79945.3,108.42,40.5,44.64,38.8475
90525.3,61694,82639.4,107.64,92.34,1259.22,38.8475
106947,71382,116555,175.5,99.9,1660.05,38.8528
139971,102123,81179.3,105.3,92.34,86.49,38.8559
79513.5,62111,55280.2,68.64,72.9,65.1,38.857
170694,118315,96610.8,214.5,99.9,2323.14,38.8591
171805,112079,128880,255.06,92.34,1200.63,38.8612
80492.3,58394,100649,126.36,78.84,1030.44,38.8633
71207.4,53507,79382.2,70.2,93.42,43.71,38.8738
80805.1,59224,82206.5,127.92,114.48,2674.68,38.8801
159491,107475,110081,197.34,73.44,1319.67,38.8844
91741.9,69652,93851.9,169.26,146.34,2219.91,38.8844
65705.9,48648,96302.7,92.82,89.1,2622.6,38.8875
91960.7,65746,106659,113.1,130.14,74.4,38.9022
122388,86129,92316.1,154.44,44.28,1191.33,38.9044
141777,107685,104640,134.16,135.54,111.6,38.9044
89115.2,63719,119849,108.42,152.82,81.84,38.9054
95196.6,71285,70133.7,92.82,147.42,111.6,38.9086
174000,115842,113344,118.56,76.14,73.47,38.9096
115748,86255,109174,152.88,138.78,2518.44,38.9096
54985.6,40195,72981.5,56.94,65.34,2495.19,38.9117
151274,102735,134357,132.6,59.4,80.91,38.9138
92121.1,63689,76077.3,66.3,32.4,52.08,38.9275
90851.6,71097,70669.6,95.16,71.82,19.53,38.9422
185335,130586,125565,201.24,113.94,1494.51,38.9433
59616.6,42130,69271.8,90.48,76.68,2521.23,38.9443
47979.1,31114,79595.1,78,43.74,46.5,38.9465
159969,113986,105695,158.34,85.86,66.96,38.9475
181777,129822,122677,164.58,79.38,1456.38,38.9486
93976.8,69579,84041.9,111.54,75.06,1060.2,38.9507
90223.5,59703,69648.5,100.62,86.4,1213.65,38.9528
121568,93763,99743.3,153.66,62.1,83.7,38.9643
107973,72958,80084.9,56.94,10.26,62.31,38.9717
117501,66679,108493,183.3,139.86,2850.45,38.9717
86585.6,56862,70208.6,92.04,57.78,2014.38,38.978
55844.3,42515,98046,90.48,129.06,49.29,38.9833
107516,81546,88700.8,103.74,114.48,1915.8,38.9833
69830.5,44816,66830.4,86.58,69.66,1174.59,38.9896
63671.6,47268,86157.2,89.7,60.48,52.08,38.9907
130653,87965,100788,142.74,140.94,2755.59,38.9928
63893.6,42695,63169.9,74.88,68.04,51.15,38.9928
96952.8,66163,75550.8,115.44,83.16,56.73,38.9959
146837,113554,78064.7,138.84,81.54,1534.5,39.0033
89222.6,58507,103405,120.9,132.3,1767,39.0033
72295.3,46568,114701,166.14,65.34,1241.55,39.0033
201668,119387,138987,304.2,29.16,1521.48,39.0043
135984,94045,116682,152.88,115.56,73.47,39.0096
155440,106416,100338,207.48,102.06,1980.9,39.0117
97497.9,72576,70445.7,138.84,72.9,2188.29,39.0222
160791,112507,112215,205.14,107.46,1718.64,39.0243
125014,82124,144474,177.06,118.8,100.44,39.0243
68542,49163,71775.6,79.56,52.38,1819.08,39.038
139982,105620,105138,134.94,146.88,2684.91,39.0412
78266.9,53908,71612.6,102.96,39.42,1845.12,39.0412
150422,110156,95725.5,183.3,68.58,1480.56,39.0422
118327,82647,130672,148.2,133.92,148.8,39.0485
83651.5,61454,57607.7,63.96,71.28,1587.51,39.0507
56602.7,41973,61099,85.02,79.38,1948.35,39.0675
77995.1,61199,78734.8,72.54,54.54,28.83,39.0685
63305.9,45470,89801.4,104.52,100.44,2298.96,39.0728
97678.8,65231,107458,134.16,46.98,1678.65,39.0791
92283.1,64301,81558.4,103.74,55.62,26.97,39.0833
122224,85323,91687.4,154.44,349.92,2158.53,39.0875
93313.2,64671,109105,179.4,101.52,2330.58,39.0906
85861.1,56181,46180.7,95.16,43.74,105.09,39.097
74579.2,50749,82219,95.94,99.9,3390.78,39.1001
90151.6,67680,55384.7,84.24,105.3,132.06,39.1085
74809.8,56514,93656.2,81.12,150.12,62.31,39.1148
65535.2,49542,71837.2,85.8,75.6,1790.25,39.118
70152,53357,58812.8,63.18,98.82,1741.89,39.1212
84311.2,63035,63729.9,92.04,86.4,1966.02,39.1243
104565,75961,69383.3,131.04,61.56,1033.23,39.1306
164912,116420,104167,187.98,69.12,960.69,39.1327
93492.6,64446,91264.7,129.48,86.4,1288.05,39.1327
86867.6,54771,72455.8,93.6,86.4,1458.24,39.138
69045.2,51093,58282.4,92.04,74.52,1544.73,39.1517
116271,91719,103246,115.44,119.34,660.3,39.157
138463,97937,83293.9,136.5,115.56,739.35,39.1622
78348.2,56671,59116.2,92.04,125.28,2421.72,39.1622
144549,101314,141923,166.92,186.84,2414.28,39.1654
101499,79860,105458,106.86,106.92,1014.63,39.1685
73045,51253,88796.8,109.2,130.68,75.33,39.1696
166673,117397,93344.2,134.16,83.16,677.04,39.1717
110445,82696,57092.9,78.78,35.1,83.7,39.178
182131,117824,94434.6,185.64,80.46,88.35,39.1854
65391.5,50653,62306.4,60.06,101.52,32.55,39.1917
113200,85071,69299.9,64.74,77.22,76.26,39.1948
51215.7,35491,77617,84.24,61.02,1327.11,39.198
76923.9,56645,66204.8,94.38,78.84,1799.55,39.2001
113916,69292,95482.9,135.72,30.78,1717.71,39.2012
178974,115891,103048,240.24,42.66,1277.82,39.2022
76054.9,53431,78905.6,81.12,61.02,764.46,39.2096
129221,90750,89159.5,145.86,136.08,937.44,39.2264
125535,90764,86287.5,132.6,57.78,806.31,39.2285
102316,74307,68978.5,91.26,76.14,2837.43,39.2296
88081.8,66846,87299.9,194.22,49.14,1385.7,39.2327
119283,83908,114109,117,39.42,16.74,39.2369
174241,105906,153708,244.92,85.86,124.62,39.2411
160112,109690,154091,188.76,214.92,113.46,39.2422
94819,67354,73962.7,109.2,90.72,66.96,39.2433
82334.6,52535,118175,157.56,126.9,1230.39,39.2485
78682.4,63378,77599.1,70.2,95.58,34.41,39.2506
143066,98869,86788.3,176.28,120.42,1697.25,39.2622
127135,93014,106075,168.48,91.8,1420.11,39.2643
54625.3,41823,95333.2,136.5,73.98,2531.46,39.2643
84395.7,57657,73316.9,81.12,84.78,44.64,39.2717
85831.9,55879,81172.3,99.84,49.68,121.83,39.2769
92986.2,56799,90336.5,142.74,84.78,168.33,39.2769
99971.3,74042,74636.6,119.34,95.04,1182.03,39.2801
154090,95399,114756,230.88,39.42,938.37,39.2832
86368.3,62462,62620.7,83.46,59.94,992.31,39.2864
151289,107901,124226,141.18,139.32,105.09,39.2885
92659.1,61301,124818,154.44,134.46,2357.55,39.2885
83014,59024,64350.8,91.26,94.5,1420.11,39.2927
66567.8,40685,93589.1,113.88,96.66,3101.55,39.3032
171138,109856,142078,231.66,82.62,1670.28,39.3064
98167,68735,66016.9,130.26,71.28,259.47,39.3064
60581.2,46800,60805.7,57.72,48.06,28.83,39.3085
108834,76142,112052,185.64,58.32,1489.86,39.3201
126853,97008,94815.2,137.28,132.84,2695.14,39.3211
105309,78785,86356.9,116.22,72.36,52.08,39.3222
93286.4,70310,75670.9,104.52,119.34,105.09,39.3253
133708,96754,94530.5,155.22,78.84,1813.5,39.3253
83258.1,62306,63118.4,74.1,69.66,63.24,39.3306
146131,106093,109609,173.16,115.56,2220.84,39.3338
114958,71794,143415,163.8,110.16,1350.36,39.3359
108617,72210,99114.6,133.38,149.04,2605.86,39.339
55996.8,37445,97644.3,94.38,98.82,61.38,39.3411
200593,121135,139745,237.12,18.9,59.52,39.3453
100661,64487,82829.8,107.64,36.72,1807.92,39.3506
73561.6,55816,83407.7,88.14,86.4,72.54,39.3506
121952,72272,97659.1,136.5,35.1,90.21,39.3559
79888.8,59526,73783.3,81.12,50.22,36.27,39.3559
73451,55277,60485.9,88.14,113.94,2667.24,39.3622
173658,119534,90445.7,169.26,75.06,1106.7,39.3632
68244.9,47470,80234.7,87.36,82.62,223.2,39.3643
129633,90785,81471,148.98,73.98,1075.08,39.3664
81053.2,58907,58251.2,92.82,100.98,2337.09,39.3664
91926,59250,82463.2,84.24,109.62,2455.2,39.3696
122994,93557,83105.9,143.52,86.4,2060.88,39.3706
134168,99400,90265.5,131.82,115.56,1076.01,39.3738
75727.8,58508,71228.8,88.14,63.18,1558.68,39.378
140592,98326,133919,168.48,117.72,1404.3,39.4053
74102.8,50194,90428.5,113.1,64.26,899.31,39.4085
94777.9,71999,84170.6,118.56,85.86,1547.52,39.4085
83389.2,61671,109209,165.36,54,1751.19,39.4106
82884.4,52958,137420,183.3,127.44,2996.46,39.4117
49856.1,35195,67593.2,56.94,57.78,1400.58,39.4159
54358.3,40512,62258,79.56,82.08,5533.5,39.4201
139942,85964,143790,234.78,72.36,1239.69,39.4222
55040.1,37136,71160.2,75.66,76.14,93.93,39.4253
135250,92804,81891.4,105.3,55.08,89.28,39.4306
134366,93364,139393,203.58,153.36,3512.61,39.4359
81844,58258,100381,149.76,138.78,2154.81,39.4359
78563.1,52670,125192,150.54,77.76,1296.42,39.439
82638.7,62446,78495.3,92.82,118.26,1501.02,39.439
171680,119009,103368,183.3,113.94,1682.37,39.4401
106785,79719,65470.9,108.42,79.92,1496.37,39.4506
