"FSC-A","FSC-H","SSC-A","B515-A","G610-A","V450-A","Time"
89948.6,67145,139232,110.76,108,51.15,27.1869
95454.1,66960,100859,106.86,104.22,2914.62,27.1996
107363,78475,78570.2,116.22,78.84,1421.97,27.2017
90914.8,55015,71852,113.88,48.06,1146.69,27.2027
111651,84054,73951.8,111.54,92.34,41.85,27.2038
80151.8,58756,65612,87.36,126.9,4143.15,27.2122
51900.6,31747,87023,100.62,106.38,2235.72,27.2175
89568.6,65716,90866.9,141.18,178.2,3241.05,27.2175
93989.5,67399,121093,120.9,138.78,81.84,27.2238
166333,109027,136537,223.08,153.9,3277.32,27.2322
104985,74855,58658.3,78.78,88.02,953.25,27.2343
96342.9,66636,67037.1,92.04,181.98,142.29,27.2354
97108.4,74366,79169.2,82.68,133.38,92.07,27.2522
168163,103187,151192,184.08,64.8,56.73,27.2533
101328,65895,89311.6,181.74,119.34,2134.35,27.2585
88427.1,66650,65081.6,87.36,82.62,5993.85,27.2638
163201,110286,115825,187.2,90.18,1929.75,27.2659
108706,76575,101936,182.52,92.34,2142.72,27.268
107376,79303,106976,166.92,91.26,2355.69,27.2743
71528.2,52105,101763,118.56,133.38,2368.71,27.2754
99501.3,65002,113988,127.14,141.48,3497.73,27.2827
62839,43862,65529.4,83.46,50.22,783.06,27.2922
85449.6,65266,77416.6,80.34,121.5,1430.34,27.3038
95352.2,67855,70366.9,103.74,116.64,116.25,27.3132
145441,107225,80870.4,86.58,81.54,66.03,27.3196
91810.6,61830,66094.9,109.2,80.46,1914.87,27.3259
170389,117957,149134,187.98,174.42,2716.53,27.329
121211,82410,158281,243.36,135,3344.28,27.3511
135076,82538,119228,146.64,112.86,73.47,27.3532
103605,71431,78627.9,100.62,96.12,2112.96,27.3575
67462.1,48610,89744.5,198.9,522.72,7973.82,27.3585
111388,86212,67629.9,98.28,46.98,708.66,27.3617
112601,83101,65230.6,117,73.44,597.99,27.3848
113626,87676,85564.4,120.12,146.34,70.68,27.3911
79946.4,50378,91729.6,100.62,110.7,89.28,27.3922
55375.8,39850,69643.1,85.02,55.08,937.44,27.4017
45470,34950,77597.5,76.44,52.92,1370.82,27.4059
125987,91380,70620.4,179.4,73.98,1784.67,27.4153
131085,88999,113991,134.16,73.44,66.96,27.4153
141984,99235,103323,159.9,64.26,987.66,27.4174
95775.7,74863,84996.6,125.58,91.8,2129.7,27.4269
64046.1,50591,88179,85.8,62.1,1421.04,27.4406
156757,110492,105255,207.48,63.18,1624.71,27.4417
168116,111507,123340,170.82,43.2,572.88,27.4459
142638,108914,108304,209.82,156.06,5793.9,27.4553
86188.2,61811,80028,106.08,101.52,2602.14,27.4564
113746,78586,104802,134.16,103.68,3610.26,27.4606
134396,95019,77918.1,108.42,112.86,172.98,27.4606
97089.4,74090,66033.2,126.36,144.18,2730.48,27.4616
80132.9,57043,75149.9,113.1,146.34,2216.19,27.4638
94589.1,75713,73060.3,100.62,75.6,1883.25,27.4711
91554.7,65347,82397.6,104.52,65.34,951.39,27.4806
101780,70856,80606.8,100.62,106.92,1903.71,27.4859
131546,97306,75023.5,131.82,67.5,1142.04,27.489
62651.7,44968,80404.7,99.84,156.06,2949.96,27.4911
102533,72994,100554,138.84,126.9,263.19,27.4953
133213,100239,72665.6,149.76,98.82,3049.47,27.5195
112741,75912,118108,132.6,123.12,4768.11,27.5206
80804.4,53907,89802.2,104.52,124.2,2011.59,27.5227
177996,120589,114960,179.4,145.8,2017.17,27.5395
85376.9,65186,58772.2,67.86,117.18,1884.18,27.5406
68387.9,42737,94042.3,120.9,139.86,3162.93,27.5406
81784,61776,81452.3,95.94,64.26,1995.78,27.5701
100745,75638,73544.6,100.62,89.64,1318.74,27.5722
123172,91298,101820,174.72,106.92,1379.19,27.5732
101497,65963,101348,167.7,126.9,2850.45,27.5743
72745.6,50934,84672.9,111.54,112.32,1892.55,27.5837
145833,100964,95195.9,145.86,102.6,66.96,27.5869
58622.7,38264,86197,80.34,78.84,2046.93,27.5922
55804,41958,80357.2,104.52,107.46,3342.42,27.6048
97510.5,62859,91758.4,95.94,69.66,58.59,27.609
104733,73485,93693.6,134.94,29.7,939.3,27.6101
72452.5,55307,56227.1,64.74,89.1,100.44,27.6206
98156.7,71996,86092.5,99.06,98.28,59.52,27.6269
162824,107703,127005,189.54,69.66,981.15,27.6279
147657,106531,98670,130.26,70.74,1156.92,27.629
66184.6,50767,78833,99.06,56.7,456.63,27.6311
109336,59342,93560.2,131.04,86.4,2596.56,27.6332
139975,102470,84376.5,135.72,69.66,1573.56,27.6343
111062,77102,102775,158.34,81.54,1225.74,27.6353
91083.1,69218,72938.6,95.16,151.2,90.21,27.6353
118137,89417,82283,86.58,135.54,114.39,27.6364
73470,53288,77411.9,146.64,40.5,1116,27.6374
92375.5,58192,99156.7,113.88,128.52,2224.56,27.6437
90598.8,67782,78665.3,117.78,86.4,1069.5,27.6553
76049.4,51977,85386.6,111.54,130.14,4741.14,27.6553
149225,101681,112585,170.04,124.2,4052.94,27.6606
129280,90075,79772.9,144.3,72.9,636.12,27.6606
101719,70218,94064.9,117,148.5,119.97,27.6616
53490.9,41210,86359.3,109.98,54,874.2,27.6753
102037,65220,72420.7,109.98,67.5,2861.61,27.6848
82915.2,57367,99769.8,159.12,117.72,1114.14,27.6869
161512,110075,114716,171.6,61.56,99.51,27.6943
82979.2,55595,98487.5,92.82,68.58,61.38,27.6985
50949.5,36154,101746,125.58,179.28,2739.78,27.7069
84999.3,51465,80983.5,92.82,75.6,978.36,27.7069
80450.4,57968,83833.6,81.12,152.82,125.55,27.71
113927,80215,121182,300.3,926.64,3601.89,27.7111
77101.6,59727,74587.5,106.86,88.56,1197.84,27.7185
88884.5,65386,56433.8,94.38,131.76,2961.12,27.7206
96109.8,78919,66271.1,109.2,81,1521.48,27.7237
55098.6,41592,88577.6,100.62,96.12,1350.36,27.729
89066.2,66294,99391.5,109.98,100.44,65.1,27.7332
81690.7,59841,77512.5,108.42,99.9,2242.23,27.7448
62972.5,37194,104786,99.06,128.52,134.85,27.7574
104945,80394,72341.9,116.22,75.6,893.73,27.7584
114496,78606,96208.3,122.46,117.18,137.64,27.7627
71198.8,52979,87386.5,89.7,47.52,55.8,27.7711
71200.3,47774,75001.7,99.06,88.56,68.82,27.7721
71443.6,45867,106799,119.34,82.08,88.35,27.7721
98592.8,73565,92750.6,126.36,112.86,90.21,27.7721
108328,59106,110959,113.1,48.6,1936.26,27.7795
108520,68731,88898.9,112.32,93.42,1960.44,27.789
83161.7,59762,71049.4,96.72,108.54,2690.49,27.79
202441,125651,127534,177.06,30.24,50.22,27.7932
93986.3,71877,63026.3,113.1,89.64,968.13,27.7942
69539.8,49170,121419,137.28,103.68,37.2,27.8027
77668.1,47375,98837.7,117,133.92,112.53,27.8142
179226,115995,131261,216.84,88.02,1273.17,27.8153
74707.9,53955,88253.9,88.92,92.34,144.15,27.8163
137283,98579,119051,140.4,83.16,39.06,27.8174
112097,78154,94232.6,167.7,66.42,1793.97,27.8174
168150,113646,101175,126.36,73.98,61.38,27.8311
104820,77448,70180.5,92.04,90.72,830.49,27.8321
113583,77177,124434,108.42,32.94,39.99,27.8332
112893,87075,79783.1,98.28,123.66,1631.22,27.8353
57830.4,44098,69219.5,80.34,81,1186.68,27.8363
110672,72415,79920.4,131.82,44.28,1340.13,27.8395
100563,74875,88322.5,98.28,63.72,790.5,27.8416
129108,91821,101072,124.02,70.74,28.83,27.8458
52397.5,37105,105472,81.12,101.52,1942.77,27.8574
105304,82199,69444.2,103.74,108.54,1168.08,27.8679
81013.7,56545,84126.9,130.26,112.86,2072.04,27.8711
112445,85062,91320.8,137.28,93.42,1550.31,27.8732
67546.6,45398,89027.6,120.9,121.5,1653.54,27.8742
99853.6,74014,53933.1,78.78,92.34,68.82,27.8858
95467.6,73767,77759.8,122.46,57.78,923.49,27.889
104335,72606,109372,112.32,127.98,1581,27.8911
107931,78951,81504.5,128.7,109.62,1957.65,27.9121
113386,62497,92793.5,122.46,6.48,505.92,27.9142
160856,109071,107667,193.44,84.78,1443.36,27.9205
102050,79999,65193.2,108.42,51.3,1325.25,27.9216
168007,109763,109822,194.22,171.18,1259.22,27.9237
164254,113639,100753,175.5,149.58,1398.72,27.9279
102703,81919,72228.8,113.1,117.72,2670.03,27.9374
154120,100878,120051,282.36,39.96,782.13,27.9426
98634.7,67943,85325.8,135.72,107.46,2594.7,27.9426
87945.2,66214,68435.6,99.06,75.06,106.95,27.9437
96000,72385,70470.7,93.6,114.48,75.33,27.9437
102228,66350,116092,144.3,126.36,2549.13,27.9437
91889.6,70995,64811.8,82.68,83.16,1738.17,27.9542
129630,94966,80480.4,148.98,73.44,2025.54,27.9563
73053.7,44694,121149,157.56,160.92,4704.87,27.9658
183208,121410,112965,143.52,30.24,39.06,27.9784
80585.5,59406,93398,96.72,38.88,490.11,27.9805
98607,71018,72274.8,102.18,48.6,38.13,27.9826
62225.1,42002,89133.7,112.32,139.32,2936.94,27.9868
187694,119314,97454.8,249.6,60.48,891.87,27.99
111553,75787,85574.6,138.84,75.06,1436.85,27.9911
59201.8,36973,114951,135.72,104.22,2638.41,27.9921
100022,64407,91999.4,108.42,89.1,2294.31,27.9921
134583,96506,90939.4,131.04,96.12,844.44,28.01
149721,108806,127567,202.8,174.42,3045.75,28.0132
75049.2,51503,73128.9,99.84,63.18,2015.31,28.0174
83233.6,61984,50026.1,98.28,50.76,1280.61,28.0184
94006.8,71797,71726.5,104.52,109.62,2900.67,28.0289
88685.4,56262,92542.3,123.24,111.78,2689.56,28.03
137481,93518,106949,144.3,46.98,634.26,28.0332
103968,62238,105022,121.68,49.68,1059.27,28.0342
70374.8,51084,92299.7,92.82,118.26,1975.32,28.0458
139405,99630,88103.3,173.16,96.12,1871.16,28.0479
96536.4,70459,98833.8,102.18,118.26,146.01,28.0521
146103,98514,141798,187.2,84.24,2139.93,28.0574
83013.2,55511,83353.9,93.6,87.48,843.51,28.0605
95751.2,70451,73684.3,109.2,131.22,99.51,28.0721
115373,75737,104201,175.5,107.46,1329.9,28.0731
110303,79277,91248.3,159.12,93.42,1154.13,28.0753
141441,99820,75638.2,145.86,81,1019.28,28.0763
84387.8,64778,70415.3,80.34,100.98,63.24,28.09
56782,39728,88887.2,98.28,131.76,2560.29,28.0942
100846,73063,89559.6,139.62,78.84,1465.68,28.0995
95635.8,70105,67031.6,95.94,81.54,123.69,28.1016
84319.1,62647,91806,117,103.68,2052.51,28.1037
62214.9,44193,99964,102.96,93.96,111.6,28.1068
148405,96351,127379,199.68,73.44,1060.2,28.11
152901,105122,142180,208.26,189,4485.39,28.1163
110473,78460,85361.6,93.6,98.82,2030.19,28.1174
79246.5,52982,73415.9,98.28,98.28,132.99,28.1289
108434,82682,73964.3,140.4,81,1204.35,28.1321
63604.5,45473,100776,127.14,112.32,2091.57,28.1331
59496.5,43293,104992,108.42,109.62,1911.15,28.1395
87650.5,60814,112973,135.72,43.2,730.05,28.1437
119535,80764,126127,130.26,81.54,34.41,28.1437
179687,123923,123376,205.14,113.4,2438.46,28.1447
152330,105602,84152.6,126.36,59.94,677.97,28.1458
60548.8,44018,74950.2,78.78,79.38,1619.13,28.1468
47345.5,36603,70520.6,99.06,106.92,930.93,28.1479
148316,106249,93314.5,113.88,46.98,485.46,28.15
82363.8,63258,80639.5,105.3,47.52,1155.99,28.151
69287.7,39558,90378.6,98.28,90.18,79.98,28.1542
143974,103606,94107.8,156,118.26,1674,28.1542
60400.2,44635,71705.4,82.68,105.84,85.56,28.1595
86445.8,65155,79758.9,87.36,54.54,967.2,28.1689
95477.8,68477,76944.7,102.18,152.28,132.06,28.1742
87062,55349,103014,115.44,59.94,66.03,28.1773
75343.1,57212,65780.5,91.26,91.8,89.28,28.1773
145539,111307,76311.3,138.84,133.38,2964.84,28.1794
126327,90011,91749.8,148.98,56.16,1648.89,28.1837
94725.7,67991,73968.2,108.42,110.16,69.75,28.1858
47204.9,34662,77012.5,76.44,68.58,1933.47,28.1879
82863.9,57431,80570.9,71.76,70.2,90.21,28.1942
60939,38991,84630,70.98,119.34,49.29,28.1942
131927,97848,84261.1,133.38,50.76,1230.39,28.2016
103217,73091,73550.1,108.42,73.98,782.13,28.2079
87150.4,64677,76171.7,102.18,117.18,2593.77,28.211
98276.8,62765,125220,113.1,120.96,2041.35,28.2152
119915,86622,91096.2,126.36,103.68,2216.19,28.2163
76790.4,52154,108032,110.76,90.72,1454.52,28.2205
123780,85543,99930.5,156.78,60.48,1053.69,28.2426
113645,83985,65348.4,96.72,43.74,916.98,28.2479
70339.2,55399,60506.2,81.9,85.32,1340.13,28.2531
133251,93485,88555.7,133.38,62.64,38.13,28.2542
93025.7,70189,103359,166.14,409.86,86.49,28.2552
83674.4,60530,62336.8,81.9,78.84,95.79,28.2668
104089,75619,90168.8,138.84,149.58,1768.86,28.2679
73055.2,46771,111037,122.46,119.34,1985.55,28.2679
110590,70442,114870,102.96,151.74,1928.82,28.2731
102301,81566,65337.5,85.02,109.08,118.11,28.2731
62212.5,43891,100083,114.66,41.58,752.37,28.2794
88481.6,57336,123832,115.44,129.6,89.28,28.2815
88300.7,69579,73217,101.4,70.2,66.03,28.2858
170744,117596,109248,217.62,129.6,2033.91,28.3068
107526,83339,81081.8,109.2,135.54,918.84,28.31
165706,110446,127050,195,156.06,2038.56,28.3163
128902,92915,94117.9,139.62,152.28,2377.08,28.3163
100550,67415,80224.6,110.76,90.72,2387.31,28.3184
106077,71190,79871.2,201.24,109.62,1826.52,28.3194
82380.4,65826,48631.4,100.62,76.68,1363.38,28.3247
119632,82758,88878.7,141.18,50.76,611.94,28.3268
51352.4,39447,80608.3,80.34,78.3,1701.9,28.33
156583,105079,125468,143.52,71.82,64.17,28.33
90701.5,66361,71730.4,123.24,134.46,2114.82,28.33
98332.1,61765,74381.6,106.86,67.5,1180.17,28.3405
94378.1,66588,81914.8,84.24,57.78,1162.5,28.3468
81992.5,54057,68034.7,78,120.96,2945.31,28.35
70119.6,45782,76903.3,73.32,85.86,1593.09,28.351
103849,80391,64119.1,101.4,119.88,2726.76,28.351
76760.4,57616,84212.7,92.82,138.24,107.88,28.3531
136942,102231,109592,156,138.78,115.32,28.3542
108681,77136,84527.8,105.3,137.7,108.81,28.3636
135476,97813,88597.9,128.7,77.22,73.47,28.3678
135272,103850,95520.4,137.28,116.64,3091.32,28.3678
55732.9,42063,93124.2,106.86,103.68,1314.09,28.371
87537.5,63507,111141,120.9,93.42,1353.15,28.3731
139200,102716,93933.1,115.44,105.3,57.66,28.3773
154287,105658,115289,190.32,108.54,1547.52,28.3784
82476,55650,59209.8,102.96,106.38,2089.71,28.3826
79230.7,59557,73706.9,75.66,110.7,118.11,28.3836
73795.5,53475,77713,83.46,78.84,1321.53,28.3847
84697.5,65368,56723.9,97.5,65.34,1291.77,28.3963
89071.7,62018,93944,121.68,98.28,2274.78,28.3963
140463,90130,104572,175.5,137.16,1279.68,28.4057
68487.5,48175,65200.2,95.94,104.22,2609.58,28.4068
109651,78046,95690.4,90.48,90.72,39.06,28.4089
149170,108706,100942,146.64,96.12,1049.97,28.4121
77077.1,52714,65381.2,81.12,61.56,1574.49,28.4226
85456.7,58854,105951,154.44,38.34,1025.79,28.4226
75961.7,55845,101632,91.26,113.4,2939.73,28.4373
102412,73764,71317,96.72,79.92,56.73,28.4405
94637.3,71259,70952.7,80.34,83.7,117.18,28.4415
96478,65190,97052.3,149.76,59.4,109.74,28.4415
113799,84467,94676.4,117,86.4,34.41,28.4447
104941,72706,89797.5,111.54,162,186.93,28.4478
78688,57547,79426.6,87.36,84.78,61.38,28.4615
116954,81055,114660,146.64,138.78,3142.47,28.4636
65947.6,44699,102877,149.76,32.4,1370.82,28.4699
111742,85699,72482.3,122.46,124.74,1361.52,28.4815
96925.1,55222,103355,129.48,146.88,1705.62,28.4857
84149.2,52204,92903.5,122.46,67.5,87.42,28.4878
94407.4,68461,66426.4,81.9,83.7,1806.06,28.4973
189018,120945,112274,235.56,28.08,1084.38,28.5005
72690.3,56750,52967.5,113.88,118.8,2445.9,28.5057
79032.4,58531,88416.1,107.64,35.1,97.65,28.5068
108275,84607,65841.4,134.94,79.92,1985.55,28.5141
163045,111931,123887,166.92,24.3,783.06,28.5152
113875,80455,99602.1,113.88,111.78,3645.6,28.5215
107194,71026,144571,187.2,56.16,66.96,28.5257
70207.3,54808,70079.9,71.76,64.26,27.9,28.5257
86342.3,67242,73772.4,74.88,86.94,30.69,28.5289
153693,102603,87443.5,173.94,97.2,1698.18,28.5331
146716,114236,102090,147.42,95.58,1992.06,28.5352
129571,92427,110134,180.96,110.7,1738.17,28.5394
95656.4,67756,99965.6,109.2,91.26,2329.65,28.5415
106585,74319,88640.8,95.94,50.22,47.43,28.5499
74626.6,57619,58299.5,109.2,83.16,1912.08,28.5552
71950,56009,57143.6,82.68,63.72,1933.47,28.5594
123286,87556,109457,177.06,77.22,1366.17,28.5594
94379.7,73106,75172.5,125.58,99.36,961.62,28.5626
117155,82586,123196,152.1,100.98,59.52,28.5689
80175.5,54455,110659,112.32,82.62,49.29,28.5826
110068,82886,77635,128.7,59.94,1175.52,28.5899
192253,115320,108717,201.24,15.12,58.59,28.5983
115759,76742,147373,150.54,68.04,1036.95,28.6015
61331.7,40290,106887,103.74,84.78,110.67,28.6036
90147.7,57757,90019.8,103.74,74.52,2987.16,28.6068
115425,80332,92077.4,108.42,59.94,35.34,28.6078
74306.6,54136,111366,93.6,111.24,1307.58,28.611
63898.4,47299,86040.2,93.6,98.82,1581,28.611
92681.2,59126,83485.7,142.74,143.64,3135.96,28.6152
142727,91064,137434,288.6,70.2,2149.23,28.6225
100983,74659,67617.4,106.86,36.18,45.57,28.6362
115594,80563,65146.4,82.68,91.26,203.67,28.6373
164822,114635,92270.1,180.18,105.3,1827.45,28.6383
86210.3,62578,81078.7,102.18,74.52,52.08,28.6404
145961,100265,94854.2,183.3,102.6,1538.22,28.6415
99593.7,69195,59524.1,106.86,55.62,1313.16,28.6457
82524.2,56663,56722.4,80.34,67.5,2057.16,28.6499
59885.2,41571,76961,88.14,62.1,66.96,28.6625
98481.4,76696,69012.8,98.28,124.2,116.25,28.6625
97826.5,70175,96775.4,145.08,147.42,2008.8,28.6657
117327,89206,73868.3,123.24,79.92,1021.14,28.6699
76701.9,58591,68121.3,89.7,94.5,4082.7,28.671
88038.4,67737,83479.5,106.08,110.16,2790.93,28.671
160424,105203,104196,226.98,70.74,1343.85,28.6794
121153,87341,88374,104.52,69.66,48.36,28.6794
87619.7,55900,94115.6,116.22,146.34,2175.27,28.6804
80385.7,59895,89195.3,101.4,143.64,2625.39,28.692
81834.5,59564,85217.3,146.64,159.84,2032.98,28.7036
116580,90578,81389.9,114.66,104.76,91.14,28.711
90724.4,59177,95498.5,109.98,90.18,1781.88,28.712
102147,67374,76806.6,95.16,20.52,1229.46,28.7173
60589.1,46271,69000.4,95.16,60.48,1922.31,28.7215
94859.2,67198,109237,175.5,146.34,2608.65,28.7225
87095.9,68806,68665,107.64,79.38,1355.94,28.7278
105836,75545,80893.8,149.76,106.38,2542.62,28.7299
93351.9,59269,102312,135.72,150.12,1415.46,28.7373
91042.8,65438,67404.5,96.72,99.36,131.13,28.7488
118519,90270,75423.7,131.82,91.8,1437.78,28.7488
72368,54746,79658.3,112.32,52.38,1109.49,28.7499
91031.7,69967,74378.5,87.36,44.28,50.22,28.7541
101114,72082,112870,127.92,29.16,38.13,28.7552
178355,120400,124197,163.02,184.68,181.35,28.7552
113168,81041,64744.7,105.3,58.86,724.47,28.7583
116621,87158,73865.2,141.18,56.16,1072.29,28.7604
128779,90785,82872.7,131.82,66.42,1116,28.7699
70302.1,55150,64390.6,86.58,78.84,67.89,28.7741
88798.4,62998,69951.2,93.6,88.56,1817.22,28.7752
159610,113769,79663,216.06,62.64,1815.36,28.7815
166263,118461,123951,143.52,86.4,58.59,28.7867
89807.2,64524,92073.5,137.28,81,1200.63,28.8036
52358.8,41515,57507.8,83.46,31.86,15.81,28.8046
51778.2,35854,82306.4,86.58,65.88,2028.33,28.812
90238.5,60467,67917.7,90.48,62.1,1873.02,28.8162
85038,64145,69192.2,108.42,57.78,931.86,28.8194
129795,90901,118945,153.66,114.48,1723.29,28.8204
78486.5,60647,50329.5,87.36,102.06,101.37,28.8204
113306,84307,77953.2,130.26,115.56,4092,28.8225
89265.3,59851,140063,210.6,78.3,2996.46,28.8352
91819.3,59547,91203.1,102.18,50.76,1202.49,28.8383
108930,78902,86225.9,146.64,50.76,966.27,28.8415
71713.8,48979,78387.7,80.34,100.98,93.93,28.8415
56519,35432,88430.9,76.44,78.3,1343.85,28.8467
156882,107570,113816,177.06,49.14,1198.77,28.8488
116276,84249,88572.1,127.14,63.72,906.75,28.852
177887,105502,134909,294.84,127.44,1637.73,28.8562
97524.7,77670,64453.7,86.58,122.58,1717.71,28.8604
146614,92784,168794,191.88,61.56,553.35,28.873
72273.9,52428,77767.6,92.04,98.82,1653.54,28.8741
84508.7,68299,81659,113.1,136.08,3050.4,28.8741
96159.6,70827,80293.2,89.7,103.14,2572.38,28.8773
137886,100284,78110,108.42,55.08,64.17,28.8783
85320,57726,81665.2,77.22,69.12,79.05,28.8888
96109.8,74396,78897.8,103.74,97.2,2615.16,28.892
115657,73351,123182,151.32,147.96,2259.9,28.8983
140208,93999,92228,200.46,55.62,965.34,28.8983
88123.7,61782,86092.5,111.54,102.6,2112.03,28.9036
75879.5,53633,80841.5,95.16,35.64,78.12,28.9046
66935.9,52696,49315.5,80.34,125.82,1454.52,28.9299
168541,117855,94720.1,138.84,72.36,49.29,28.9309
55039.3,36542,106077,98.28,81,55.8,28.9309
103153,77358,67583.1,92.04,138.78,121.83,28.933
80312.2,54863,75111.7,89.7,78.84,89.28,28.9351
188312,121444,103508,187.98,81.54,876.99,28.9404
80324.8,60411,80294.8,102.96,105.3,123.69,28.9467
99301.4,78200,71968.3,114.66,131.76,875.13,28.9467
69102.9,52106,79507,80.34,63.18,456.63,28.9478
187954,113822,140094,246.48,35.1,49.29,28.9499
60675.2,37409,74087.5,70.98,61.02,1458.24,28.9562
85089.3,68071,60515.5,72.54,75.6,41.85,28.9625
68472.5,51762,87794.5,82.68,141.48,35.34,28.9625
93029.6,71258,69212.5,97.5,47.52,77.19,28.9657
174924,117651,135021,207.48,163.08,2589.12,28.9667
55657.1,38622,85595.6,71.76,49.68,4383.09,28.9804
87197,63296,99541.3,106.86,162,2528.67,28.9825
71807.8,51808,59792.5,71.76,36.72,50.22,28.9825
108975,71650,96959.5,93.6,104.76,1180.17,28.9836
56927.4,37406,77356.5,78.78,106.38,1319.67,28.9857
173166,116390,116156,297.18,14.04,1370.82,28.9878
135434,103042,77844,139.62,85.86,1369.89,29.0025
65499.7,45733,82960,92.04,106.38,108.81,29.0057
122181,82907,63098.1,102.18,103.14,113.46,29.0067
118226,87697,80137.2,113.1,103.14,70.68,29.0088
147330,104719,125161,212.16,196.02,2705.37,29.0162
99384.4,73231,101687,130.26,58.86,943.95,29.0162
102045,71602,87034.7,77.22,92.34,1328.04,29.0236
115041,76793,74819.9,114.66,52.38,85.56,29.0236
134810,75628,144442,170.82,150.12,1629.36,29.0278
120943,88583,105264,91.26,57.24,12.09,29.0393
83472.2,58689,106386,119.34,115.02,50.22,29.0488
55454.8,38478,71919.9,70.98,81.54,52.08,29.0509
116694,89202,83711.9,130.26,119.88,2590.05,29.0541
121520,78147,94185,113.1,124.2,3275.46,29.0783
107413,71276,88281.2,115.44,166.86,130.2,29.0793
71948.5,55367,71579.8,70.98,96.12,81.84,29.0899
89266.8,68987,69547.9,109.98,84.78,854.67,29.0972
87633.1,68854,60977.3,101.4,112.32,1549.38,29.0983
83326,61686,75128,103.74,89.64,28.83,29.1014
83689.4,56827,81076.3,132.6,118.8,2204.1,29.132
78032.2,55874,83699.5,71.76,23.76,75.33,29.1341
83748.7,61675,66224.3,87.36,142.02,3312.66,29.1341
126309,84011,94926.8,176.28,128.52,1847.91,29.1372
71886.1,52655,68104.9,92.82,124.74,58.59,29.1393
66467.4,48598,93823.1,97.5,78.84,712.38,29.1393
62342.9,39729,111621,104.52,148.5,114.39,29.1446
79235.4,50400,93328.6,123.24,77.22,67.89,29.152
150955,114151,93313,186.42,69.12,1342.92,29.1677
68828.8,45995,97054.6,101.4,91.8,106.02,29.1677
110847,85418,61233.9,118.56,54,557.07,29.1719
72710.8,54150,88466.8,125.58,23.76,696.57,29.1719
175910,117439,138684,218.4,32.94,1008.12,29.193
85593.3,59744,76471.2,124.8,116.64,2213.4,29.1972
156337,101004,127130,282.36,28.08,1117.86,29.1993
114642,80963,95174.8,134.94,192.24,185.07,29.2014
53086.4,38222,84849.2,102.18,79.92,1662.84,29.2046
108392,63498,106493,112.32,88.02,1408.95,29.2067
75102.9,51791,74208.4,78.78,98.82,1041.6,29.2067
107630,74308,107924,191.1,58.32,1242.48,29.214
81411.9,62549,68670.4,99.06,105.84,104.16,29.2151
127707,95234,95999.3,127.14,124.2,156.24,29.2393
85274.2,65943,73125.8,120.9,109.62,50.22,29.2393
105831,79002,80484.3,96.72,130.14,2550.06,29.254
83953.3,63750,55295.8,97.5,84.24,89.28,29.2561
80622.7,60326,101594,95.94,28.08,22.32,29.2561
143917,92051,123469,166.14,91.8,1514.97,29.2583
89559.1,72319,67759.4,60.06,112.86,72.54,29.2625
97175.5,63947,74954.9,99.84,76.14,2061.81,29.2656
80348.5,58728,63041.9,65.52,76.14,48.36,29.2698
128566,90579,84636.2,117,97.2,37.2,29.2709
84386.2,59071,107284,118.56,129.6,178.56,29.2719
78008.6,53815,114591,107.64,27.54,28.83,29.2719
60145.9,46295,75640.5,112.32,74.52,44.64,29.273
81396.9,60175,93035.3,124.8,30.24,67.89,29.2761
113092,82219,100184,149.76,185.76,184.14,29.2793
139312,101102,82351.6,150.54,111.24,1165.29,29.2793
60945.3,41186,71295.1,102.18,86.4,125.55,29.2835
66397.1,45525,90855.2,119.34,63.72,876.06,29.2888
83007.7,56771,81212.8,91.26,113.94,2258.97,29.2919
104333,71599,116841,144.3,216.54,102.3,29.2919
125322,95818,75775.4,140.4,90.72,1091.82,29.2961
96314.4,76010,60376.7,83.46,88.02,53.01,29.3014
94221.7,62616,117392,131.82,115.02,108.81,29.3035
105567,71998,130842,130.26,55.62,54.87,29.3214
79610.7,62324,57841.7,82.68,113.4,77.19,29.3235
45591.7,33955,67420.9,65.52,86.94,101.37,29.3256
54950.8,38887,70883.3,81.12,98.28,47.43,29.3256
103071,68126,111650,187.2,118.26,1780.95,29.3593
96914.8,73787,70844.3,104.52,106.92,79.05,29.3656
101014,68248,75755.9,101.4,91.8,1453.59,29.3656
121359,90722,87076.9,134.94,115.02,82.77,29.3688
89281.9,60365,96216.9,106.86,119.34,90.21,29.373
124519,96062,119741,192.66,226.26,49.29,29.3761
71956.4,54047,63195.6,84.24,82.62,87.42,29.4088
128673,90402,87300.7,163.8,63.72,1323.39,29.4161
81455.3,61295,60649.7,95.94,98.28,1730.73,29.4193
86158.2,61529,100556,166.92,109.62,1825.59,29.4203
100095,71920,76223.2,95.94,58.32,52.08,29.4298
55906.7,41119,75589.8,85.02,90.72,1631.22,29.4309
128836,87887,106463,145.08,86.4,963.48,29.4403
102138,73433,88726.6,147.42,119.34,1936.26,29.4424
86407,65190,60614.6,81.12,117.72,2340.81,29.4467
65468.9,47479,78359.6,79.56,77.76,1607.97,29.4593
160815,110439,99763.6,173.94,71.82,938.37,29.4645
75317,55638,74400.3,95.94,55.08,1623.78,29.4656
96804.2,69607,77771.5,110.76,50.22,1221.09,29.4719
90887.9,50295,100263,110.76,27.54,1384.77,29.4782
135276,93831,113477,192.66,106.92,1609.83,29.4793
109978,77375,115913,195,62.1,1061.13,29.4909
