"FSC-A","FSC-H","FSC-W","SSC-A","BL1-A","RL1-A","RL2-A","VL1-A","YL2-A","Time"
179516,123832,88,295867,-4,24,53,89,51,11.2388
242018,176013,89,137265,74,87,25,21,70,11.2388
272214,179723,97,145069,131,-75,-70,4000,38,11.2388
373403,220341,112,376109,296,149,269,7000,261,11.2408
389792,237734,106,359520,14,-10,-17,5067,49,11.2448
416400,258708,100,303555,-8,39,4,7035,3,11.2448
387254,233982,110,341834,96,54,21,6013,75,11.2458
513259,296037,112,307809,166,-42,50,10064,33,11.2468
433395,264232,102,326521,48,-36,20,7726,-42,11.2468
276084,201495,94,241958,35,-75,15,73,-1,11.2468
412493,236667,114,248215,-17,68,-77,61,63,11.2468
353160,232468,100,254119,43,52,-4,1938,34,11.2488
326210,230413,97,175015,145,24,21,4011,98,11.2488
274787,212718,87,180630,-11,11,-65,4833,-44,11.2517
397816,255435,101,383372,-37,34,81,4844,75,11.2517
327274,240422,92,159314,50,-50,-43,1248,23,11.2517
513998,269172,114,507371,125,107,-91,374,103,11.2557
231122,178634,85,124124,-94,34,35,2113,-22,11.2567
299991,203458,96,188059,-28,46,-36,5525,22,11.2567
341088,229469,95,223961,-44,100,35,5469,-52,11.2567
262645,207745,85,162650,84,82,-56,4371,-12,11.2567
343802,211821,94,303060,-4,3,-27,4473,44,11.2567
410734,269881,95,306336,38,90,3,4397,-36,11.2567
284910,187159,95,379337,9,-47,-1,74,-170,11.2567
268029,190981,92,164219,57,-29,-39,149,26,11.2577
437091,256878,114,453977,72,67,26,9408,82,11.2577
359955,232402,107,193362,-81,-20,-11,6273,92,11.2587
317019,204204,101,227492,47,-22,-32,99,-6,11.2597
417668,231635,118,391007,64,26,6,8627,29,11.2607
360251,232669,102,264018,72,43,54,3893,-80,11.2627
261973,158915,105,304895,91,3,-22,9065,53,11.2677
341019,205805,101,298244,-5,24,-6,50,38,11.2687
245994,158539,100,269886,-45,16,-35,2658,40,11.2717
452922,259169,106,384455,-75,-10,-20,5041,125,11.2717
332955,238141,96,175256,-5,-14,24,4541,22,11.2717
384767,249253,110,305341,36,-44,-28,4130,-28,11.2737
357236,197461,107,444873,-62,-7,42,6322,44,11.2737
393892,233183,107,479284,47,-45,38,5153,57,11.2737
352771,222170,108,254069,6,61,-11,6193,35,11.2737
364435,226141,101,428576,29,98,-15,147,196,11.2757
211870,168702,95,147268,40,-48,-12,2055,96,11.2757
448663,223902,124,517212,2,124,76,10699,35,11.2787
310343,222023,91,150870,-53,-15,-20,166,-74,11.2787
296326,199002,95,340968,-6,-15,-50,5883,193,11.2787
277974,170143,98,134704,43,-4,65,-24,-105,11.2827
402501,267199,103,308312,-10,-31,15,11182,56,11.2827
294271,198005,104,189911,-39,-13,99,3836,71,11.2827
275250,202176,88,138975,3,42,73,76,-17,11.2947
412188,256017,106,258559,112,18,-83,4875,-42,11.2957
306245,221530,103,273079,-15,12,72,2641,110,11.2957
307549,190406,96,341038,30,8,-42,4373,19,11.2957
190730,129446,92,293135,56,5,14,94,54,11.2957
257761,169186,100,281419,-45,4,-14,2781,-30,11.2957
331079,218544,106,265986,25,1,70,5180,49,11.2957
398328,258733,110,317663,-48,4,14,3982,-2,11.2977
551089,305191,123,473429,194,-8,88,1648,132,11.2977
267833,201000,89,163703,25,19,28,3217,100,11.2977
301595,195411,99,302769,89,21,-1,7555,117,11.2977
436336,259943,104,404233,58,29,40,24155,-14,11.2987
300366,208419,89,252418,17,-30,45,3622,-38,11.2987
322924,183167,99,478254,111,-32,64,6257,-39,11.2987
422468,272242,111,247594,-52,60,-21,68,35,11.2997
407124,219840,118,230505,-39,-26,-3,6138,-13,11.2997
421587,255164,104,357442,7,-9,72,6414,-98,11.2997
171972,131796,85,143522,41,52,48,1068,511,11.2997
284638,202668,96,190874,15,-36,77,5056,-10,11.3017
321595,198177,108,368368,29,-39,16,4184,-28,11.3027
454507,283608,104,305664,84,4,-7,4106,71,11.3027
423950,270659,104,296917,19,-19,-35,8732,13,11.3056
301565,200103,92,307361,-31,66,29,3440,-7,11.3056
355705,215659,109,260210,78,43,96,4881,57,11.3066
423832,250349,120,295493,127,-96,-22,5413,105,11.3066
275905,178265,102,272775,38,36,-116,4769,54,11.3076
387046,209163,112,295886,70,-70,-21,4880,35,11.3116
263041,169563,103,181383,15,-25,-49,4544,29,11.3126
469970,219340,124,425176,28,29,-80,111,-49,11.3126
260909,186566,100,145537,7,49,61,4408,52,11.3136
318877,211009,97,188782,78,65,-31,2294,26,11.3136
411136,248323,105,332701,-15,-33,69,6236,-35,11.3146
262174,194007,87,156240,-15,-17,-22,109,106,11.3146
308730,213824,104,208062,-45,-92,41,5581,77,11.3166
418014,279392,102,352583,72,-12,-21,2485,90,11.3166
145660,106687,84,185735,1,-17,-61,1805,26,11.3176
275809,214548,85,194698,36,24,14,1160,447,11.3176
396776,257492,99,232586,27,29,69,5132,218,11.3186
199279,155409,95,106226,39,-12,1,666,-29,11.3186
224475,145382,91,263875,46,22,17,1647,126,11.3186
369387,247426,95,236647,86,56,-4,3531,34,11.3186
383872,246159,110,323178,125,-29,44,5880,41,11.3196
268353,183869,102,218112,19,75,8,3189,26,11.3196
364820,239986,104,275709,63,-8,1,7909,-27,11.3216
326863,180912,100,289057,101,25,44,2301,155,11.3216
398591,272370,96,293048,28,48,111,125,-79,11.3216
341394,223287,106,215548,101,42,46,4555,33,11.3226
420891,265319,111,245487,60,-27,20,6961,-19,11.3236
365941,225728,109,303501,55,51,-68,4066,57,11.3236
413373,238755,109,325112,61,-10,38,8065,-4,11.3256
292529,168668,104,298498,78,16,-12,7841,-17,11.3256
350632,233681,108,197583,136,-4,55,4814,-30,11.3266
351622,252359,92,271418,11,6,87,60,50,11.3266
428661,260418,111,374332,36,-11,-5,8680,-16,11.3346
282634,181634,106,312809,45,-18,18,2842,137,11.3356
278139,200495,90,177409,10,3,68,118,67,11.3356
319995,228282,91,250147,38,1,41,3468,-5,11.3356
282528,194266,100,151992,-17,35,-54,3134,74,11.3366
187765,117057,91,215323,2,-20,43,3959,53,11.3366
285388,204879,94,186250,-37,25,10,2788,150,11.3386
390515,262329,95,277606,11,-48,-70,6958,-112,11.3426
360216,232905,97,243771,117,35,53,3263,61,11.3426
403489,251086,112,220206,25,-53,-51,4521,79,11.3426
334660,203593,110,329841,125,33,11,4226,-41,11.3436
297028,207590,99,148669,4,-27,-22,3715,-55,11.3436
300236,213369,90,151929,13,3,25,4797,-66,11.3446
269562,189227,94,169992,48,27,83,4081,-53,11.3466
389516,216179,114,370928,44,19,87,13813,173,11.3486
478071,263045,109,400947,32,50,8,10284,18,11.3486
305513,172597,99,343321,-38,-7,-3,3189,33,11.3486
399415,241930,111,280560,29,68,-28,5820,125,11.3496
355140,245699,96,229691,62,22,10,3332,169,11.3496
358090,196847,107,630118,273,61,-34,4097,-52,11.3526
481364,256401,114,370109,28,32,24,10625,63,11.3526
432543,258729,105,251004,35,41,47,5343,33,11.3546
447928,250793,113,379961,42,36,6,8301,2,11.3595
274579,168159,95,284438,39,11,-15,3918,62,11.3615
284567,210512,91,124275,12,71,-24,2927,62,11.3615
390869,259330,99,223717,-43,65,22,2082,-6,11.3625
241543,167023,89,151375,23,-32,7,1356,30,11.3625
288193,218595,87,142854,54,14,-13,2257,14,11.3625
331254,191324,96,454591,57,16,18,6743,-56,11.3625
307895,217190,103,164415,-3,2,24,5295,85,11.3635
365141,237787,99,245800,88,3,24,6807,-28,11.3635
198910,120076,97,393604,111,41,-24,3552,50,11.3635
320104,227371,104,182263,-21,73,0,1760,38,11.3655
193849,116674,103,325862,-7,-25,11,4860,35,11.3655
365554,224648,99,317836,154,-7,37,7844,-7,11.3655
309021,210530,104,237890,62,-27,-63,5091,-39,11.3665
410846,275237,105,317954,56,30,-48,27,8,11.3665
336821,215855,108,342587,110,19,29,103,-15,11.3685
325620,232597,97,168040,67,36,-11,3457,34,11.3685
271121,180937,104,282889,150,43,24,131,117,11.3685
295406,217997,90,177250,51,-28,5,3409,54,11.3685
239831,181267,90,165825,58,-2,73,152,7014,11.3695
319021,230907,91,146611,-28,-24,-44,2330,63,11.3695
296335,214167,100,188088,17,87,-5,85,78,11.3755
292997,206734,94,165404,96,-59,-24,150,-83,11.3755
341329,228627,93,327306,105,-31,12,5222,-74,11.3785
353229,214946,111,295049,65,-7,12,3714,37,11.3795
461660,278764,114,348551,51,38,188,23388,78,11.3805
336387,231010,94,199495,155,21,-21,4913,77,11.3805
309147,192085,105,331070,187,54,18,3669,70,11.3815
396551,253567,98,277412,6,-64,-15,8892,37,11.3815
295708,193560,104,273294,60,21,-16,6095,-63,11.3825
358904,208916,104,506445,73,51,21,9683,89,11.3825
211672,108378,112,362542,-66,50,34,3227,7,11.3865
524291,254408,124,390166,46,-3,32,7893,118,11.3875
293086,206563,100,241261,87,-65,-22,6478,67,11.3875
290744,183702,106,452256,44,5,-5,6768,23,11.3885
316693,218989,100,180130,60,69,43,4347,-28,11.3895
311915,217680,91,241769,47,53,67,8973,-68,11.3935
414880,267412,98,278795,104,57,57,7758,-61,11.3935
288030,201239,103,183535,93,66,74,5886,-62,11.3935
301110,198810,100,170117,43,-53,-61,96,0,11.3945
343645,198504,100,402111,31,-30,-21,4847,3,11.3945
354948,233971,108,361718,-66,12,16,1529,-97,11.3945
465335,254886,106,570525,57,16,60,13304,20,11.3945
338508,207245,99,239970,93,22,72,9906,-2,11.3945
374139,204376,116,456594,89,24,15,7144,101,11.3955
365660,223603,110,258409,-75,41,63,7739,64,11.3955
315582,218151,95,181187,117,-19,40,5119,11,11.3965
434505,243447,115,424293,116,-26,26,2910,40,11.3975
309367,216659,104,229977,109,-40,12,222,27,11.3975
389093,256322,100,279536,119,89,29,5214,-1,11.3985
362318,240074,99,235948,-116,14,80,7170,119,11.3985
454099,253004,117,401840,112,-80,51,13524,180,11.4015
370552,249948,102,217481,-89,-30,16,7133,138,11.4015
308099,219130,97,239619,121,22,-6,110,104,11.4025
276842,190130,94,180195,104,21,-58,2698,-22,11.4025
343406,229387,106,224917,4,82,2,7846,28,11.4045
264350,188053,101,179653,-51,20,-6,291,24,11.4045
268377,185419,93,148032,2,12,45,-33,44,11.4055
352962,240802,106,216352,14,-6,6,5138,2,11.4055
249508,173252,91,118190,32,35,-55,5488,34,11.4055
399894,257046,100,280275,8,-41,19,4356,35,11.4065
317279,219418,104,150038,48,34,26,1756,79,11.4075
421378,265583,106,264873,56,-15,-111,6287,44,11.4085
296506,188508,106,314534,79,51,-51,5894,6,11.4085
363665,239926,102,226973,19,-22,55,152,32,11.4085
391610,244927,112,292108,-4,16,23,6526,26,11.4094
361303,254817,93,231816,-11,-30,-7,5981,59,11.4174
349821,220004,100,338665,64,44,55,4323,87,11.4194
355685,240920,98,204609,-22,20,39,7316,-14,11.4194
174673,122756,86,236135,15,75,20,3381,57,11.4204
345141,213082,106,284903,19,95,-13,5789,39,11.4204
309200,208837,96,153535,21,82,30,2225,62,11.4204
349819,246602,92,205105,-42,32,54,5588,79,11.4204
382133,240525,101,272825,89,16,71,5474,2,11.4214
221333,119631,108,417922,81,-3,95,4966,112,11.4214
328932,199034,116,232240,123,-10,-31,2155,-29,11.4214
384656,223639,110,392525,-14,54,-35,2140,-32,11.4214
306703,220761,97,197121,-131,-40,71,2770,6,11.4214
305066,205502,105,252893,160,-11,34,6446,-6,11.4224
284773,203303,102,164508,45,-68,45,4397,43,11.4224
418117,259797,109,272552,14,67,-2,5333,-28,11.4234
470349,269422,116,382060,44,22,-19,182,103,11.4244
400530,257934,103,278243,24,-18,-32,2420,115,11.4244
329625,213253,95,195653,92,-63,-52,4599,-92,11.4244
196402,121505,96,348006,96,54,85,2624,151,11.4264
331682,226910,99,215204,16,13,20,81,77,11.4274
293030,210127,94,190021,-18,-46,-44,4018,110,11.4284
373683,255796,101,264597,31,64,-47,8296,47,11.4294
421005,246545,105,407601,67,44,30,13574,166,11.4294
182025,127591,87,174574,80,71,12,2671,-117,11.4294
399280,240868,108,338976,31,21,16,5428,29,11.4304
149949,96710,92,224940,38,14,-36,4009,69,11.4324
414775,258635,112,365515,105,20,45,5043,24,11.4334
313633,185871,103,426838,13,36,9,197,-22,11.4334
281944,202009,92,146253,126,23,-4,-19,-26,11.4334
353072,237534,102,257819,90,86,75,3217,-50,11.4384
202511,161426,85,97687,47,-40,-49,2959,3,11.4384
265672,161113,96,329008,-43,22,54,4122,1,11.4384
432183,255631,98,256275,111,13,-77,7931,27,11.4434
367930,225556,101,303008,50,21,-32,6065,39,11.4444
412409,245467,98,423689,60,33,14,5447,62,11.4444
204948,129056,101,339879,-11,13,41,3552,52,11.4444
355267,221067,104,364193,108,0,-3,4821,-76,11.4444
457326,259118,117,413676,142,-13,19,8375,-44,11.4454
406980,243609,110,306331,37,22,-24,4100,3,11.4464
282814,181217,100,253246,8,67,-17,1813,-80,11.4464
419842,264973,111,429700,201,89,99,7900,133,11.4484
392211,220152,109,531672,101,74,-30,8640,193,11.4514
363858,220120,102,243865,119,-3,-37,3360,24,11.4514
357004,247520,95,370290,46,9,-13,4340,-54,11.4564
444105,257129,109,335286,-73,-9,72,6769,-31,11.4564
312097,220646,95,296891,53,24,-15,2008,10,11.4574
381720,247164,109,292430,-29,-18,-36,4554,96,11.4584
308002,173672,104,428877,44,20,54,8159,101,11.4604
431315,237527,105,404456,61,49,26,10098,104,11.4633
320937,228644,94,219722,48,0,-9,143,101,11.4633
288471,195478,94,234112,-55,-29,11,975,-44,11.4643
303990,214613,103,234568,-3,-18,-30,3189,85,11.4653
303470,214443,103,156986,81,22,62,2363,-84,11.4653
465933,262573,109,433752,62,-16,11,3577,62,11.4673
172736,93276,100,221340,67,-16,-52,3207,59,11.4673
367855,255743,91,297379,79,61,28,8214,-3,11.4713
281982,214680,89,121171,15,-20,20,2615,63,11.4723
346189,231581,95,221407,10,40,19,3677,41,11.4723
364382,240161,94,201834,75,74,1,8518,-43,11.4723
389571,248059,110,266998,164,62,23,698,37,11.4723
336164,220277,106,283102,-67,-11,102,5445,297,11.4733
316744,212818,97,209154,-71,-72,-62,28,18,11.4743
419738,251154,105,211055,108,-7,-27,194,-16,11.4743
400241,232361,105,395106,106,28,-94,3720,196,11.4753
358962,232772,108,234190,15,6,26,57,12,11.4773
370461,206813,116,545592,52,7,26,11187,5,11.4773
380875,233278,111,254382,48,-36,66,6107,50,11.4773
228299,143803,105,432384,42,47,15,3393,51,11.4773
288257,207019,89,165276,56,-54,-63,3852,13,11.4793
367904,221349,112,380887,-66,32,19,7871,12,11.4813
332751,191174,104,262327,47,-40,-39,7006,-77,11.4813
312458,210485,105,197491,-23,-28,-47,4087,72,11.4813
229717,165225,99,187901,18,-71,15,2558,-29,11.4813
372692,227869,102,252182,-50,-5,-80,3670,-31,11.4813
251142,164395,94,319902,61,8,-21,2703,144,11.4813
268220,167240,105,339889,73,13,79,5341,-10,11.4843
407393,277318,95,345333,38,43,-19,4706,24,11.4863
345770,235225,106,227214,63,-10,11,3268,21,11.4893
371949,210957,108,394295,107,-12,85,9053,-19,11.4893
249468,174104,102,162843,65,-9,9,4743,37,11.4893
295232,207520,90,177519,37,11,-28,5162,2,11.4893
386782,209927,101,229932,-5,38,58,4012,108,11.4893
380922,245565,111,228415,-7,46,38,8021,75,11.4903
333740,206199,103,314675,12,49,-2,3953,36,11.4903
402679,244678,100,433809,30,56,-5,8632,68,11.4923
340470,187393,112,321986,86,-57,40,5356,174,11.4933
271135,160987,96,369405,49,-13,18,3097,129,11.4933
256321,155527,105,386219,-39,100,78,567,57,11.5003
465535,271512,117,502162,86,29,15,17855,94,11.5003
311594,179884,101,483486,168,79,158,1080,79,11.5013
330889,225713,105,166931,-3,-1,4,3730,41,11.5013
246122,195117,84,166028,91,4,-12,7021,-32,11.5023
526487,278447,121,512278,-41,-23,59,1311,34,11.5033
441873,268130,113,283843,57,-24,65,5255,104,11.5043
381570,235330,106,275704,-39,100,51,5950,-63,11.5043
453127,250208,117,398519,124,-42,-54,8501,-48,11.5053
366250,226232,100,244122,56,98,31,1903,39,11.5053
333945,225557,98,274186,52,44,27,4028,91,11.5053
490115,233354,112,320527,132,-70,72,6188,-11,11.5053
376054,254035,98,287482,54,57,22,165,30,11.5063
326155,205533,108,294888,180,-22,6,5312,-60,11.5063
398990,234021,113,405276,45,-111,-8,6565,50,11.5083
400979,247061,108,433508,-22,-12,23,4602,62,11.5083
327107,215475,92,187890,-57,-28,16,5154,7,11.5113
351983,252037,94,203870,-65,-16,-37,6275,-18,11.5113
356510,216938,103,332813,-53,44,-43,10838,50,11.5133
301099,196443,109,215388,-61,37,-38,2975,-22,11.5133
551673,311608,122,468952,-8,-17,-30,8980,23,11.5133
256230,198624,99,211452,-25,45,-2,3878,58,11.5133
400940,237849,113,253501,33,-16,40,4897,-35,11.5152
315016,227157,97,202674,32,77,-18,71,43,11.5162
419778,263862,110,235366,-20,50,30,6280,69,11.5162
342293,251709,104,153555,-12,1,12,4125,51,11.5202
341353,229862,96,212393,-15,31,23,4844,9,11.5202
486005,289334,104,307948,13,3,26,3920,107,11.5202
401305,233528,112,277688,23,45,17,2766,72,11.5212
292955,175746,99,320890,14,-97,23,160,33,11.5212
278509,192877,97,201049,-5,10,-52,3188,-3,11.5212
378061,240025,97,317433,36,44,-2,6139,-18,11.5212
236279,158888,102,313054,-17,33,100,128,100,11.5292
433116,283842,113,379989,-28,72,26,2259,2257,11.5292
376644,225361,98,301665,-8,-5,3,8695,62,11.5292
261098,205131,86,169596,21,26,-43,4650,67,11.5302
297415,218125,96,214645,-58,49,17,2973,-15,11.5322
421692,272827,113,331689,60,39,36,6698,73,11.5322
405783,284808,97,275864,35,-58,-4,6744,97,11.5322
332225,204447,99,230794,60,25,29,2119,102,11.5322
422766,260560,103,219164,46,-18,-31,8893,102,11.5322
293785,202602,96,253379,37,24,19,-15,80,11.5322
381471,237153,97,358393,34,-29,-12,4815,17,11.5322
350753,223715,106,314871,37,13,39,5192,14,11.5352
412541,266792,104,322040,112,15,42,5544,35,11.5352
385404,251630,108,441556,25,40,-43,2233,93,11.5352
272925,196106,101,244031,-13,-34,90,4973,122,11.5352
356424,234360,108,212906,28,-22,71,7201,36,11.5372
212776,132898,102,217585,30,-48,-37,3639,-25,11.5372
289574,177601,98,282103,23,-19,15,4794,-4,11.5372
447908,285415,107,325120,18,-14,-36,82,106,11.5392
156523,104543,86,241310,11,23,-14,2327,2,11.5392
266733,172492,95,248225,47,-38,52,3041,50,11.5392
448432,275310,114,335958,-94,-49,-22,4928,34,11.5402
441921,252930,115,291439,88,89,29,12404,46,11.5402
417448,251287,102,403360,76,55,-26,7780,-63,11.5402
189408,119919,90,215939,60,70,0,2837,-54,11.5412
225746,137600,95,262677,24,-78,-6,8729,17,11.5412
399123,262852,104,217093,132,53,6,4372,61,11.5412
385653,240369,109,355187,47,15,42,3899,81,11.5432
229259,158514,92,293117,-17,99,-6,2760,78,11.5472
346394,236193,95,192498,14,47,26,2910,69,11.5472
313083,223091,90,198451,-73,-48,-4,3773,42,11.5472
300475,211255,104,157288,0,-21,-4,3302,79,11.5482
288895,208366,87,199587,-6,8,-26,208,98,11.5522
256338,192382,86,167253,56,-38,-18,5819,18,11.5522
281607,208132,100,205778,-45,38,-18,3772,37,11.5522
242158,152086,93,132059,22,-11,2,4261,114,11.5522
357969,227734,100,268464,-14,32,-3,8041,35,11.5522
328148,243428,90,209188,-28,-61,16,1885,37,11.5522
138755,88340,85,415568,131,5,20,1910,-82,11.5562
355163,216813,100,203612,-13,27,81,3617,29,11.5572
406783,232003,111,460567,82,14,26,97,-70,11.5572
447339,273545,104,501181,90,-59,-18,4498,6,11.5602
220034,115684,108,423448,123,54,145,4597,99,11.5612
329673,193157,109,442363,57,73,-49,5084,-48,11.5622
511211,283812,113,516525,66,32,93,11489,157,11.5642
229366,157585,92,178910,-22,-33,56,120,17,11.5642
244603,160909,102,309847,-48,36,43,4638,8,11.5652
297968,175162,106,303034,146,-36,30,217,142,11.5662
251753,184152,86,138201,-124,-18,20,2421,53,11.5662
493026,266917,114,480357,-86,16,70,4772,-55,11.5672
290663,190663,94,191832,54,1,24,5708,-32,11.5672
374017,213973,103,476209,33,-73,19,3479,69,11.5681
298003,188187,105,304494,-10,39,57,6989,82,11.5681
261142,166129,97,325702,-10,53,-43,6811,164,11.5711
365187,200445,115,371334,114,-13,20,5366,0,11.5711
382681,236167,106,361600,24,2,-29,6219,27,11.5721
439700,274529,101,316651,43,58,-77,6831,54,11.5751
256009,200050,88,138273,86,-70,-93,1390,1,11.5751
393961,244773,107,270886,84,-2,-52,4022,6,11.5751
371766,234805,101,280387,88,67,101,128,73,11.5751
349145,248038,93,221790,-36,-16,-7,2017,-11,11.5761
455283,277978,108,297647,100,14,-1,5647,4,11.5761
250247,182962,89,177612,109,51,42,1683,123,11.5761
500620,241481,117,338183,-26,92,-31,4428,108,11.5781
156898,87743,91,291317,81,-29,64,2686,92,11.5791
473504,314944,110,250195,-62,-4,25,3979,97,11.5791
349860,235058,102,247402,11,67,22,7049,3,11.5801
405420,241026,112,299739,-4,58,-11,5465,-21,11.5811
421691,257663,108,320117,127,11,19,418,67,11.5831
152261,95984,90,309868,-16,-22,0,5792,40,11.5841
302743,214963,91,178828,94,16,30,3761,110,11.5841
394277,240101,106,360167,59,-61,2,8754,-80,11.5861
334233,218747,99,197901,-4,72,6,3880,-22,11.5901
342333,228174,96,184300,-26,55,-50,8441,-10,11.5901
300476,140131,120,136539,-35,-14,45,3229,41,11.5901
415566,240046,104,394656,-16,124,55,7813,41,11.5931
367133,250099,107,252057,-19,-11,5,3873,16,11.5941
274898,165691,99,236802,49,22,133,3849,32,11.5941
310035,219564,98,159071,42,56,-17,3997,-9,11.5941
464767,247367,121,419295,10,-105,30,6806,153,11.5951
294756,219139,91,169976,11,-8,51,2831,61,11.5961
253755,193836,89,155212,-33,-13,1,-16,-14,11.5971
371228,232934,99,267663,6,18,-30,6071,29,11.5991
398043,242701,101,295687,93,-24,18,6035,60,11.6031
260534,179811,91,254528,-75,-29,-24,3339,57,11.6031
429682,243684,114,322985,37,86,14,5935,-70,11.6041
338092,239706,95,182121,159,35,35,1800,-97,11.6041
341507,238080,105,206068,32,5,-26,4167,-1,11.6051
448838,236725,116,485626,56,74,-28,6512,141,11.6091
402347,254842,98,332000,-34,-28,94,7481,-7,11.6091
347238,236723,92,229675,40,34,-31,4076,31,11.6091
260216,172184,94,239045,-61,-2,-69,5369,107,11.6101
430975,256976,108,494030,-8,0,-14,3647,32,11.6101
315202,209726,94,211243,41,-123,-8,62,48,11.6101
281141,204553,90,168166,5,10,-67,3780,-16,11.6101
360368,222509,105,371988,110,87,42,6747,32,11.6111
354623,223303,110,234406,27,75,3,181,4,11.6111
322783,218362,102,202653,-19,-129,29,4155,110,11.6121
295903,179363,99,307529,131,27,155,3713,70,11.6121
358191,229533,105,266396,38,20,21,3979,22,11.6121
237384,128441,106,323149,145,43,73,4161,74,11.6141
266967,167813,101,232826,32,67,67,2153,-12,11.6141
308466,195869,102,347392,14,89,-30,4768,-6,11.6151
406493,253723,103,229485,160,-15,-20,451,204,11.6161
300505,206842,104,171328,4,-3,9,4064,33,11.6181
347543,220156,104,224838,51,-103,42,7032,7,11.6181
370652,234964,106,212386,-1,-91,-4,3654,79,11.622
243311,163188,91,257870,88,-68,15,4796,66,11.622
220783,136326,93,266111,-11,33,-47,2981,51,11.622
379855,248630,100,184928,55,79,6,4806,-55,11.623
345600,227199,98,204566,58,67,-18,5180,21,11.623
441790,274187,107,438148,68,32,25,3007,93,11.624
204703,108050,164,316804,43,-11,46,1561,2251,11.627
319360,221997,96,273574,-65,56,50,4679,30,11.628
316626,223387,101,175737,18,31,-15,3226,-67,11.628
374020,243496,98,252641,-7,-27,-34,5432,40,11.628
153181,113082,86,212072,22,34,-56,3050,-6,11.629
414069,239990,115,358484,56,52,30,7481,73,11.631
388123,240568,100,316253,36,-22,47,4773,-21,11.631
320812,224115,92,199573,-12,-45,-18,3905,72,11.631
360986,238852,103,258334,74,111,-61,5782,20,11.633
239465,167347,95,274227,44,-25,2,4230,-68,11.634
327033,212572,99,275894,86,64,-3,6911,-17,11.634
299905,208573,92,227525,31,20,19,4353,39,11.634
378009,240559,110,274380,-17,15,-44,5415,56,11.635
419989,221272,112,623446,-67,-8,-16,11455,88,11.641
312180,226866,87,207964,73,14,14,3060,-37,11.642
247216,141196,97,331243,-4,43,17,4502,4,11.642
340780,224902,101,160858,38,-6,-44,4292,4,11.642
284388,199896,90,193889,9,147,27,68,17310,11.642
339976,194790,111,325034,74,67,-68,5187,-23,11.643
392941,220618,116,369990,38,25,-44,6538,70,11.646
443362,263681,114,497833,-87,176,122,341,24948,11.646
320714,221187,93,294513,-15,17,29,2548,-71,11.647
315813,219258,105,210341,50,54,43,79,-92,11.647
377745,242119,97,253428,10,1,32,7515,-94,11.647
381491,220435,105,440345,68,25,-90,4038,47,11.65
371596,259446,100,181708,45,57,-12,3375,118,11.651
307977,213568,97,208109,93,40,104,6422,-67,11.651
218007,146771,89,206784,50,-60,0,1761,96,11.652
421821,269930,104,293358,-88,37,61,11548,4,11.652
351175,225616,103,224997,-67,-2,88,2722,158,11.652
422414,251606,113,379131,95,-87,-12,4042,54,11.653
287193,199111,99,189526,86,17,-37,-18,-43,11.653
294153,206120,103,192414,106,-47,-9,3473,-21,11.654
193089,117348,103,132450,45,7,40,3138,-34,11.654
434789,272740,105,358904,84,2,18,33,12,11.654
377772,254723,102,175232,51,-8,-19,5892,56,11.655
518523,255902,118,562284,1,-25,17,8545,53,11.657
307042,205754,105,227005,26,1,55,6986,167,11.657
412820,259979,100,277233,52,24,63,10532,52,11.663
364013,235465,96,226760,71,-49,-40,5466,9,11.663
295614,213314,89,171482,26,-61,24,148,59,11.664
328490,222012,101,223300,11,-42,-64,148,54,11.664
396147,226723,117,385630,43,3,-28,8911,-62,11.665
484190,297956,104,325259,61,-25,-8,9574,35,11.666
301815,212648,92,229048,-26,-19,23,1431,-7,11.666
408394,196530,117,564548,12,-43,16,4393,-30,11.668
297569,192594,93,256517,1,18,17,7441,-39,11.669
342663,193879,105,524730,103,58,64,4867,100,11.671
384778,221618,113,440907,12,51,-20,5935,100,11.673
385331,239162,101,430393,-14,54,-34,8267,-19,11.673
376351,250785,98,191237,0,-40,-10,3039,-23,11.673
319203,229453,92,134852,-25,59,19,129,-23,11.673
288812,212291,98,137667,-12,31,15,-36,61,11.6739
333106,227238,100,251124,19,15,67,112,-17,11.6739
363816,242892,107,229168,16,38,10,4780,37,11.6749
471549,279531,114,255910,-26,-5,54,20,2882,11.6749
353680,247616,96,219211,78,-15,2,7932,28,11.6749
422138,255807,107,337075,149,42,-74,10377,30,11.6759
433052,230753,105,273003,130,-14,29,7526,7,11.6789
299517,219560,89,171587,-30,26,51,1135,70,11.6789
353112,217941,101,318700,19,56,65,7436,-10,11.6819
407927,259882,108,239884,-52,4,17,6637,-25,11.6839
311624,229848,90,192424,-28,-44,9,4997,17,11.6839
400710,222539,114,439256,-17,29,-14,13514,-53,11.6859
316663,210013,106,227498,20,78,-30,2113,21,11.6869
294121,180581,105,138917,-39,-93,21,2246,-54,11.6869
336407,230326,99,217495,173,46,-54,4085,59,11.6899
447866,250157,109,366451,97,48,28,316,23,11.6899
496364,273751,116,375573,41,38,-30,5748,-75,11.6909
266794,199256,100,136386,-34,12,94,2785,61,11.6919
343725,201015,111,508750,23,49,33,5734,27,11.6919
387156,259869,108,226520,-27,54,2,5834,57,11.6929
402910,232872,104,236189,116,42,76,6044,48,11.6939
275354,188329,103,179310,17,-40,34,1422,21,11.6939
412724,267105,111,254612,113,19,-15,3773,-112,11.6949
333735,223645,98,224186,-9,-2,6,2705,109,11.6949
