"FSC-A","FSC-H","FSC-W","SSC-A","BL1-A","RL1-A","RL2-A","VL1-A","YL2-A","Time"
441239,255317,110,339307,-32,24,-30,8396,87,0.549053
383942,256847,108,213736,48,90,-33,122,79,0.553135
375495,239960,109,272427,-93,-62,-68,4590,23,0.557217
409076,276017,109,203989,25,-74,-69,8100,14,0.558238
376107,235049,110,246942,241,79,99,7751,54,0.565381
372604,243917,97,240337,4,30,40,7119,-60,0.569464
397758,266700,101,235606,9,-64,3,43,22,0.579669
342386,238721,96,193695,-30,33,6,6941,89,0.579669
396385,250031,104,273479,25,-48,102,3950,73,0.582731
319446,219528,95,252840,72,47,-33,4827,-5,0.588854
361309,246444,96,206912,59,7,-39,4234,78,0.588854
254341,173872,92,266113,92,29,49,7361,75,0.590895
291577,174213,97,358508,70,-6,5,4934,86,0.602121
365006,234757,101,324998,-35,21,-57,5896,96,0.603141
298619,211079,94,172901,25,23,51,143,32,0.606203
343024,206314,108,291219,131,22,48,4317,92,0.615388
416748,273542,100,288885,83,-6,-20,7295,26,0.61845
345151,247250,100,188251,-13,95,-33,2816,113,0.623552
274921,153420,105,337332,75,50,24,53,-52,0.627635
448572,233411,110,496328,109,47,53,12168,-13,0.630696
192971,133184,90,209580,124,86,65,1609,579,0.632737
331195,199678,113,407819,110,80,44,9762,115,0.642943
408047,267440,105,297742,115,12,-17,7887,80,0.642943
413989,249375,105,314973,108,59,40,2732,14,0.649066
295111,208745,96,186594,-21,37,101,5179,41,0.652128
311774,211055,96,208091,99,61,36,6994,-17,0.662333
375646,254560,103,255355,46,34,-18,3512,-4,0.666415
363871,248775,106,209090,53,63,23,4911,55,0.669477
304741,197545,97,231526,193,18,64,6589,129,0.6756
292654,207053,94,184829,-39,33,44,2645,5,0.676621
295033,222611,100,174259,-4,3,23,2233,137,0.692949
378921,257858,104,196613,81,8,34,125,-37,0.698052
514999,273286,116,297670,22,92,-34,10957,73,0.704175
400946,229239,105,398802,25,-10,46,6826,44,0.708257
311886,195419,107,544767,67,0,-11,9776,-14,0.709278
434711,278465,103,257384,26,62,14,5036,125,0.710299
362240,225413,99,386693,-48,60,48,4194,91,0.717442
295327,188862,105,263763,129,1,39,5306,41,0.732751
349051,224852,104,262915,-27,43,-14,4839,44,0.736833
305391,217044,92,181898,74,83,15,4017,45,0.736833
434368,267086,114,262054,-19,-10,-12,5450,67,0.739894
289413,217962,93,135410,86,78,-2,4134,-14,0.739894
215427,120462,111,137736,65,-35,-45,2686,-61,0.740915
463949,280235,107,367026,28,21,65,3636,-38,0.755203
341762,204369,100,438456,34,79,-13,9075,71,0.759285
413377,257658,105,316827,96,52,18,98,3,0.761326
420959,253376,103,418797,3412,238,81,71,20825,0.76847
330630,204908,97,228167,31,21,-14,11009,-61,0.76847
427925,273766,111,208839,56,36,0,7712,49,0.774593
411198,266549,108,226524,125,29,0,7414,-25,0.78786
183785,123652,90,230419,72,42,-28,-9,13,0.802148
389759,244056,103,417986,62,13,-14,8578,37,0.802148
495408,268951,111,414668,135,75,10,5375,-1,0.814394
226519,156966,90,230750,118,40,-16,5823,-120,0.817456
347138,232389,101,264259,113,42,112,147,33,0.823579
408597,261798,99,317974,43,-27,-9,7344,66,0.834805
210589,152043,87,189381,103,68,-32,1730,57,0.837867
370281,235733,100,305272,-43,11,42,5297,119,0.842969
374594,258651,94,222584,36,93,65,6743,71,0.855216
262656,199592,87,168248,119,34,12,3723,43,0.855216
371172,221179,103,344471,50,46,72,4396,24,0.855216
279318,208087,92,149855,52,-53,8,4704,-5,0.858277
393014,228762,113,360962,29,-24,-42,4283,106,0.864401
371029,254269,97,297335,2,-10,53,6321,113,0.873586
424765,266069,104,222753,30,70,-4,6103,125,0.877668
423800,264663,108,401360,70,58,135,434,59,0.878688
424304,250723,105,334634,79,7,-34,14787,-58,0.88175
310723,216085,92,211353,-19,33,117,4000,-41,0.88175
411697,241887,104,331168,59,55,46,6034,113,0.885832
436542,274063,105,312185,-60,53,10,8832,26,0.892976
352529,246915,92,168010,17,2,-16,5094,-52,0.892976
346134,225488,107,296907,34,-34,24,3954,-31,0.893997
433924,260273,113,364217,105,36,1,4695,7,0.898079
256604,169672,98,226364,37,-16,26,2611,-77,0.899099
280214,198049,91,150997,83,46,-2,238,87,0.899099
280284,179520,95,308060,-19,7,57,3640,64,0.902161
270444,189991,102,299930,86,19,-1,2315,4,0.905223
377633,257070,97,305180,27,68,33,160,1,0.905223
418917,249019,111,378389,-15,-3,45,4949,0,0.906243
313938,219904,95,164120,-18,0,25,4362,-71,0.906243
336901,227309,95,228795,62,-23,29,4516,14,0.907264
230010,146356,93,233198,82,108,-3,1495,-10,0.910325
359291,206253,106,323837,190,33,26,9029,-178,0.912366
212721,121491,101,431355,102,69,-57,3655,-2,0.914407
442161,247316,111,343050,73,-12,11,186,22,0.920531
415124,244739,103,312317,75,44,31,5986,50,0.923592
345846,221923,98,273605,71,55,25,3071,0,0.923592
502348,262734,115,525588,-16,52,4,8270,144,0.924613
407211,278337,100,292519,9,14,7,148,-11,0.927674
416948,245390,106,252027,110,109,87,10516,-3,0.931757
376920,262549,101,257765,52,-36,2,5542,57,0.933798
296036,208141,92,172123,36,-17,-48,29,13,0.933798
357017,211079,104,422419,81,75,45,5410,99,0.93788
518499,287790,110,488908,-17,1,67,8345,-32,0.941962
401357,257158,111,256903,118,19,26,6871,-24,0.941962
433550,251832,113,414758,134,9,8,8447,16,0.942983
281737,204627,103,110967,12,30,120,2716,-71,0.947065
304929,221292,90,138769,66,-53,79,4451,70,0.947065
280698,204445,96,198495,105,105,27,9872,71,0.948085
343619,221804,101,243390,-20,-56,-4,5819,22,0.95625
422333,256862,111,279643,-79,-11,44,11145,39,0.958291
374876,234728,104,298531,31,2,25,3875,-25,0.958291
420616,263180,110,273402,17,-40,44,8270,94,0.960332
405637,250122,107,469418,80,102,-14,7069,7,0.962373
375320,239871,102,345720,-46,138,106,5128,118,0.969517
357612,234389,98,317499,162,45,65,6246,111,0.969517
397814,255424,109,263889,97,-44,-6,136,93,0.970537
224107,135422,100,292787,47,63,46,4608,32,0.972578
370473,241297,106,251103,10,28,23,12623,48,0.97564
269281,193125,90,136222,-97,35,37,3281,-14,0.976661
375293,253425,103,231264,-2,53,-62,3439,-17,0.984825
342396,209564,105,338315,38,60,-1,7850,107,0.991969
329658,190411,107,308606,18,84,82,6783,86,0.996051
325536,202902,106,189612,-28,66,11,3594,83,1.01238
337393,224263,97,237153,85,28,32,4051,32,1.03585
326434,211758,97,247326,2791,66,101,166,16965,1.043
247355,192607,98,131966,-22,54,4,4224,63,1.05116
400535,243958,103,302759,35,44,-47,5049,51,1.05116
380168,252250,101,255359,7,-1,49,135,67,1.06341
306115,213088,97,201096,159,0,3,4269,-23,1.06545
415294,263772,110,353298,75,98,-2,130,77,1.06749
269845,194889,98,150905,62,30,52,3426,38,1.07157
259402,166994,104,156067,114,48,17,1650,12,1.07565
334924,187379,112,523806,126,75,1,7192,10,1.07974
392486,249907,103,272131,115,1,11,-19,100,1.08586
343008,234489,93,209963,34,7,-15,81,60,1.08586
352970,231469,97,214615,88,80,18,3185,-3,1.08586
394638,258172,100,299393,121,31,13,-25,116,1.09606
331890,222383,93,233787,-20,21,3,3768,49,1.09708
461045,256127,110,431838,90,48,110,13578,32,1.09913
310351,215387,92,142698,95,26,14,5710,-20,1.09913
246792,173616,92,166727,-10,-39,5,73,-10,1.10627
388316,258350,101,277993,-17,-45,45,6409,39,1.11443
272528,188127,92,175078,77,57,1,46,44,1.11443
227204,174211,87,127160,4,-36,57,8719,-2,1.11545
436731,268775,111,339366,51,-8,10,6403,46,1.11852
314130,225782,97,202579,-52,11,-44,2410,-23,1.12056
391730,258640,104,266614,55,41,-33,5475,131,1.12362
410620,231896,105,603250,63,123,158,9607,117,1.13893
482040,277767,108,278741,69,131,76,9013,93,1.14097
222497,159716,98,178043,98,61,-23,3335,111,1.14097
408874,243380,105,375078,28,84,46,3079,-25,1.14913
246786,160013,93,246628,-72,68,-19,4580,-87,1.14913
302409,215120,93,269810,-65,-23,-19,2251,92,1.15526
293159,208322,94,163763,-3,32,-16,4615,-8,1.15526
214107,123611,102,385315,145,1,1,5649,-100,1.16444
431636,256011,103,368345,71,72,14,9656,39,1.18077
407426,236630,105,440949,36,45,32,7581,47,1.19404
355035,224052,101,313491,113,28,17,169,75,1.19404
436046,273052,112,199629,135,9,-12,13670,25,1.20016
454621,264973,105,322487,19,37,99,4563,-40,1.20016
323806,161579,112,497311,246,-25,9,368,80,1.20424
229829,148693,96,298353,101,66,-26,3053,87,1.2073
236152,144738,102,270405,-26,-46,39,4073,-17,1.21343
433373,263867,109,329253,187,30,33,4641,-1,1.22159
336251,230015,97,273726,96,2,34,175,9,1.22465
346711,241089,94,174300,24,-7,20,126,25,1.22465
331510,217620,102,259247,-82,-24,10,5342,93,1.22567
285936,197757,102,171835,84,82,66,1565,-83,1.242
235273,146395,95,294836,-67,-6,-51,5018,-29,1.242
351950,232459,104,217152,15,-36,10,4643,-6,1.24915
322194,230212,95,162056,97,-92,20,3952,39,1.24915
243834,141285,101,443794,-2,82,24,4038,21,1.25119
301005,218992,92,143626,6,22,-37,1582,-18,1.25833
366208,223873,103,508035,26,52,-18,5874,-19,1.26547
405875,249546,107,369317,163,69,65,6970,20,1.26752
413203,214094,108,621960,101,88,89,9721,159,1.27568
323685,211534,96,249745,13,43,77,5066,37,1.2767
443643,255684,108,590817,222,118,67,15190,22,1.28078
394697,243413,106,359325,95,45,0,3404,34,1.28997
381736,253840,98,253919,33,15,-9,8188,38,1.28997
303751,181727,94,265978,106,35,75,3292,-62,1.29303
285298,188938,96,293723,-16,-13,69,6765,65,1.30936
332110,224160,103,203388,79,-8,25,4796,8,1.32058
373330,264591,104,175895,70,30,40,2990,-36,1.32263
413215,255807,113,285986,72,-16,32,166,70,1.32263
345769,228154,102,243550,67,46,-4,3916,-77,1.32365
401841,278234,95,249691,-17,-4,31,4672,-79,1.32875
356620,242168,95,314913,-42,-24,20,4582,-2,1.32875
329086,205092,99,370565,86,-47,6,4169,11,1.33079
361658,226902,100,407174,2,104,13,72,-2,1.33487
287103,192479,95,251249,60,55,-29,4037,-41,1.33589
282414,189556,102,401717,23,48,79,7812,41,1.34304
342623,228254,100,173345,50,7,-6,1475,-64,1.34508
380891,231270,101,353087,160,124,143,9546,125,1.3461
509428,327789,103,372896,211,55,177,5552,252,1.3461
346843,220076,103,340853,100,40,-43,7433,-12,1.35324
403974,253478,102,278716,-29,62,60,10501,15,1.35426
436199,243754,109,284558,19,31,77,115,58,1.35528
258480,199764,99,113224,12,-11,-11,1854,66,1.36549
262297,166672,99,293384,11,24,-11,7332,-39,1.36753
362900,224102,101,283790,-9,-9,-21,3523,72,1.36855
333874,187620,111,435394,137,39,87,3204,0,1.36957
316985,197621,97,552373,98,21,12,11978,15,1.37978
303902,208818,98,150221,-89,42,50,4291,18,1.38182
279576,193192,88,200414,27,7,-28,27,20,1.38998
325823,214648,103,192897,3466,87,172,91,23387,1.391
457598,243394,135,488178,140,45,40,6723,7,1.39304
406321,245394,106,405273,44,140,70,9435,147,1.39508
458352,273247,115,308322,154,-16,143,9924,86,1.39815
243911,183440,92,129008,-30,38,109,2736,27,1.39815
423477,263803,111,281918,3,85,19,271,18,1.40121
385734,251903,99,255953,35,46,11,6104,31,1.40223
465919,276988,114,317628,139,24,89,8416,55,1.40427
362298,219175,107,307343,-86,19,26,8212,-15,1.40529
444775,255736,104,469526,119,18,31,4503,46,1.40529
326109,227411,104,199514,-1,55,70,3689,7,1.41039
368558,230199,110,238180,-39,-29,-56,4913,47,1.41447
557315,293560,124,391258,39,80,52,8349,12,1.41447
263833,171162,90,294392,100,2,16,-1,-29,1.41447
168775,144887,82,205036,-11,57,61,1247,-43,1.41549
444971,249738,110,516263,162,114,96,8840,-114,1.41651
233610,131930,98,478061,8,43,103,4461,103,1.42162
272160,187265,97,208365,-22,-65,-15,3524,45,1.42366
366144,220346,102,174365,48,52,63,3788,-69,1.42366
368983,235492,102,214268,-9,-51,63,64,-33,1.42366
377600,240066,95,275250,94,15,63,214,16,1.42366
296434,168713,110,470754,87,28,8,8641,69,1.42468
377582,261584,102,216599,-57,10,-12,5246,-16,1.4257
402872,253759,109,254476,94,69,40,6604,32,1.42774
504794,269286,121,535107,115,31,22,12454,36,1.42978
404441,250028,105,164712,0,54,5,8695,65,1.43284
400474,252988,110,343541,34,45,24,3842,99,1.43795
291486,176781,102,371558,-23,74,89,6275,14,1.43795
326647,224614,103,289621,13,7,13,11382,114,1.43897
352803,226914,108,246985,64,44,-1,143,-37,1.44509
271394,193493,93,140533,-21,44,30,3287,-36,1.44611
510737,273965,122,541799,80,13,-7,14629,54,1.44713
349189,236592,104,276427,164,23,4,171,-7,1.45019
258857,187249,91,138428,-34,28,96,3571,-40,1.45019
427832,238344,107,445757,164,45,23,14381,67,1.45121
365741,240271,105,256354,73,4,86,4602,51,1.45223
402945,247185,104,323081,-11,24,33,6865,42,1.45325
283668,178540,104,376040,-27,83,72,4315,1,1.45428
386039,248221,99,287805,-114,40,-36,6255,74,1.45734
387815,228862,102,244330,119,38,90,5801,90,1.4604
316516,227256,90,210839,178,9,-30,89,-47,1.46448
446771,224624,113,539617,135,66,105,236,70,1.46448
306869,221244,91,242099,67,6,8,5388,10,1.46448
434216,243661,106,484068,87,-24,30,195,141,1.4655
327028,187640,113,405416,24,91,44,2472,9,1.46958
335193,226134,104,195965,-112,-17,53,-5,45,1.46958
534213,291000,111,404166,126,28,52,13944,13,1.47367
397638,233307,101,331458,92,73,-47,4741,79,1.47469
189352,134113,86,306471,123,3,-46,5409,-8,1.47469
478080,273826,113,318365,-16,80,54,4592,115,1.47571
251180,185670,100,133579,41,22,93,4446,96,1.47673
241462,161831,102,255598,-23,-93,2,5978,126,1.47775
264866,174572,97,307245,32,-58,12,3911,91,1.48183
346500,237312,105,177091,58,36,92,3597,2,1.48387
349290,244174,99,208451,2,70,55,3503,-13,1.48591
491112,257655,118,470133,26,33,36,6390,25,1.48693
396738,259750,106,306152,191,-1,76,3745,52,1.48897
406565,261318,104,301697,-65,107,30,15806,129,1.49306
330265,192662,102,403902,6,-53,23,1510,-55,1.49714
345771,243066,105,200413,8,7,-8,2415,-54,1.49714
424399,264826,103,330972,209,26,-59,220,89,1.49714
293184,207231,103,187236,28,9,65,2174,16,1.5002
410317,226936,106,396785,118,44,32,14168,-19,1.5002
430538,257762,105,333942,1,47,-8,6558,42,1.50122
332283,236708,98,214016,122,-28,53,297,181,1.50224
430203,227213,108,458046,-31,69,-53,2305,85,1.50734
396924,247822,99,410217,118,90,2,10945,143,1.50734
430120,235184,112,480998,24,84,58,7276,23,1.51041
241314,165406,90,217535,77,34,44,4355,-45,1.51041
366170,229757,103,281858,20,41,-16,6728,64,1.51143
397392,258092,103,257677,12,11,-2,9868,56,1.51551
316222,223343,103,180977,-89,28,-7,4327,105,1.52469
268028,178304,98,178355,-53,-16,26,5396,-1,1.52775
367499,243904,100,278024,-19,35,-46,278,85,1.52775
496928,300659,117,332472,-62,44,-43,7656,46,1.52877
432727,272944,103,324890,33,-8,16,64,56,1.53286
346367,245951,92,165283,-32,-3,7,4325,10,1.53286
446697,274020,102,334746,-52,-27,54,48,107,1.53388
436555,273998,111,286694,33,-3,89,8905,21,1.53898
328852,207949,98,297993,122,-4,11,4055,-3,1.53898
392870,245167,101,355977,137,104,122,3192,73,1.54
322021,225005,104,224962,110,15,34,3678,0,1.54102
288784,195607,94,265363,-71,21,14,274,-7,1.54204
435455,256757,105,248881,13,71,-16,10099,15,1.54306
371981,251025,104,203410,45,14,18,35,73,1.54306
517844,273938,121,536846,-16,134,115,8527,14,1.54817
313620,203807,93,186050,85,57,22,4596,-3,1.54817
413405,235539,107,481977,-71,-26,-27,6052,-31,1.55021
442445,258041,113,351471,45,22,-46,6973,94,1.55327
414664,268906,111,260891,100,43,52,6661,83,1.55531
385949,201742,115,589682,16,-8,15,11142,47,1.55633
450836,272700,104,404176,-1,87,21,12323,13,1.55837
365617,206125,104,355538,172,85,22,8092,120,1.55939
455161,236619,115,451011,22,68,79,14617,-4,1.56041
394315,238615,100,436519,94,41,-9,186,9,1.56041
349364,235426,94,347843,82,54,29,6387,-125,1.56143
372716,219188,111,424526,85,21,67,245,157,1.56551
321592,219037,98,243333,-10,12,14,4640,38,1.56653
309385,201522,96,287295,72,33,-9,54,8,1.56756
413876,252911,113,267315,75,21,7,5437,94,1.56756
246538,180710,90,267537,31,15,-35,3792,23,1.56756
364234,225295,104,344696,-45,58,91,8089,22,1.5696
301002,207800,94,292242,69,26,20,5444,12,1.57164
370140,241993,101,213309,52,-54,48,4903,96,1.57266
368850,210293,106,537608,-56,39,24,206,1,1.57368
394250,241713,103,249491,-37,65,38,6149,-7,1.57674
314891,207546,101,206054,141,-77,-26,6489,-32,1.57878
425316,239933,115,306365,27,50,55,190,-21,1.58286
330369,246004,94,150158,133,-26,1,63,10,1.58286
351592,229367,99,301667,18,123,86,735,176,1.58695
427679,264741,109,255752,-26,-24,28,6024,140,1.59103
427794,206378,141,271690,40,53,-62,4518,98,1.59103
399970,251956,101,284597,5,2,59,10228,7,1.59103
385018,249332,110,276237,115,9,49,9230,6,1.59307
372886,220474,112,194939,47,47,57,4087,43,1.59307
366186,239856,99,257687,39,27,-6,6160,48,1.59613
334255,207398,101,311879,107,34,-70,6761,-49,1.60123
352714,202093,104,556711,-82,58,33,4315,4,1.60225
454880,246975,109,255537,100,44,24,6604,60,1.6043
298294,210605,93,254087,62,58,-1,5529,77,1.6043
535229,298591,107,425906,78,19,-19,5376,72,1.6043
405347,274981,98,365269,115,63,54,8644,18,1.6043
239195,167461,92,173031,-4,-14,5,1685,19,1.60634
398203,230325,117,302899,-37,18,-38,3391,85,1.60634
448155,260179,115,318150,59,93,16,5617,-17,1.60634
385748,235478,104,390072,104,26,-31,370,-27,1.6094
469576,272483,103,455207,31,153,-39,21088,24,1.61042
268572,192374,89,254789,16,-4,-21,4460,-5,1.61042
449347,270605,109,298869,-55,60,15,5764,84,1.61144
360361,221415,100,307854,-26,39,67,7608,-16,1.61246
331545,217232,101,236014,64,6,25,4511,49,1.61348
318172,232716,99,180691,-8,26,23,3252,-33,1.6145
324126,219496,98,192585,17,21,113,3451,38,1.61858
377198,233421,101,230421,101,100,11,5498,-13,1.6196
385416,226189,106,391373,90,74,15,22909,124,1.62164
259058,156991,94,268418,69,6,23,6509,-44,1.62266
361314,238085,106,266594,54,15,25,5607,-62,1.62675
234918,186520,90,112822,-50,65,53,1416,-9,1.62777
327864,228034,94,209082,-124,44,-17,203,-113,1.63287
289644,211562,92,170295,95,85,8,2159,-13,1.63389
403352,239808,113,377920,23,-31,-26,3535,73,1.63593
269764,173013,104,118589,8,22,22,1951,63,1.63797
498454,275432,109,534454,113,44,-1,15523,52,1.63797
494883,255678,115,423582,116,43,19,15723,64,1.63899
412681,261641,103,178545,45,-80,8,12,61,1.64001
341778,235683,106,188381,73,53,1,2626,51,1.64103
280592,208919,89,160529,142,40,-25,3136,15,1.64103
468326,258528,106,428117,58,109,38,402,8,1.64103
548791,325821,113,407123,25,28,18,10848,89,1.64206
298324,219414,98,160224,58,-31,24,1302,52,1.64308
311388,206051,102,245405,61,17,31,6403,-5,1.64716
388897,270683,108,362942,118,79,57,6239,-53,1.65328
304045,224149,87,216569,-38,16,29,2007,71,1.65328
412535,254763,108,302548,103,84,-10,10080,59,1.65532
329474,230174,97,184260,90,-26,42,2621,10,1.65736
337768,244301,96,184009,-22,116,4,4849,-12,1.6594
335719,186063,110,285890,104,85,-10,7356,324,1.66451
277047,196793,93,151323,78,-24,21,5032,47,1.66451
219131,148149,90,285980,80,105,38,5105,79,1.67063
289841,194724,99,167580,-87,35,-12,2651,7,1.67165
328870,229901,105,223856,131,-26,20,3156,56,1.67471
235477,163876,97,318401,231,96,66,2503,54,1.67777
328056,218846,106,260540,-19,14,98,4738,-64,1.67982
452541,254425,107,368946,135,61,51,5458,119,1.68186
310297,218455,92,159337,-37,43,5,8997,71,1.6839
197019,135915,89,266858,12,40,-15,6769,-62,1.6839
264455,184036,100,289255,115,-50,52,5121,14,1.68492
372300,230458,99,389867,43,10,82,5542,-99,1.68492
354786,237664,96,218672,4060,116,151,24,24653,1.68492
252857,190698,91,147907,-27,27,-107,3686,-12,1.68696
366470,203441,103,399864,26,71,35,3803,10,1.69002
298961,201158,94,202401,87,71,-30,3042,118,1.69104
343645,229506,106,258065,-7,56,58,5539,51,1.69206
371876,206538,115,495076,49,79,-39,8962,-13,1.6941
423926,268172,102,241083,-78,86,41,5469,-75,1.69716
356319,248515,102,274899,-12,34,21,1882,6,1.69921
377615,228968,110,270130,77,3,-2,6780,-10,1.70227
311261,227738,92,183616,-31,-1,71,3297,-21,1.70227
351499,227186,96,316653,179,64,54,6274,-10,1.70227
464523,270685,110,406010,-22,46,-14,9049,68,1.70533
509300,286426,118,424540,172,-33,-9,7113,27,1.70635
338985,220983,98,246762,3774,174,133,47,27315,1.70737
343596,246070,102,189219,56,-22,-32,5964,-65,1.70839
519203,274558,112,529489,44,21,14,8254,21,1.70839
254736,152270,104,344152,20,-4,20,2681,-40,1.71247
364761,211872,107,215333,52,15,59,5316,-31,1.71247
359923,221525,99,308122,40,46,108,9446,90,1.71655
400335,254561,114,420909,32,-8,17,7354,31,1.72268
243232,153732,93,348808,74,50,-19,3954,-58,1.72268
494143,295743,108,416152,50,34,132,1534,100,1.72472
254151,181045,92,205629,203,23,-11,1440,64,1.72472
284036,208943,93,193235,-56,12,96,3650,43,1.72676
277331,214122,100,184431,118,8,-61,1440,84,1.72982
525019,296717,112,464421,28,44,31,5944,79,1.73595
450627,265547,108,327344,-22,55,-62,6839,-47,1.73595
238188,156603,94,483148,-46,48,23,206,109,1.73697
295117,206494,103,161554,40,-2,35,3143,4,1.74207
347168,224531,104,512793,314,91,46,5154,250,1.74207
474228,243971,119,285277,134,-17,52,8838,101,1.74309
358962,224890,109,205389,-48,25,-72,6827,-31,1.74309
355383,230450,101,209051,-14,60,-38,2941,-33,1.74309
355095,244078,103,205510,-137,80,13,5789,94,1.74411
151319,108927,90,256629,34,23,-27,4796,70,1.74717
328277,193914,105,529657,66,141,-33,7340,132,1.75329
441841,274138,108,297307,53,45,89,5750,52,1.75432
417151,278568,100,310194,-30,96,82,4627,-6,1.75534
334859,221738,99,319487,143,42,26,5934,-1,1.75534
462524,280099,110,283220,28,-25,11,7019,35,1.75636
366991,251211,102,205902,58,2,45,6458,-36,1.76044
370251,251594,95,263043,45,33,33,6841,-52,1.76044
364181,223770,98,308981,44,50,75,4352,16,1.76044
389584,238236,111,261286,84,46,27,10537,-51,1.76146
359205,233995,100,313475,51,20,-8,-9,-8,1.76146
430256,248230,111,210175,-16,33,41,8405,84,1.7635
556829,276074,127,492904,170,28,108,8284,-31,1.7635
472538,277754,109,525247,122,89,94,8142,67,1.76758
312087,202694,104,363050,6,14,93,6227,-13,1.76758
412297,256500,104,274932,-21,-2,-50,5202,38,1.76962
311047,191030,99,363666,-11,30,3,5527,-66,1.77064
297344,166571,100,373971,51,-32,-36,3618,-3,1.77064
311102,220262,92,201448,55,69,4,4722,23,1.77371
365140,228298,103,255116,65,32,-81,3442,-103,1.77779
431225,271253,108,272262,-12,-32,54,5899,60,1.78289
355965,245761,106,205186,-39,-16,29,25,26,1.78799
