"FSC-A","FSC-H","SSC-A","B515-A","G610-A","V450-A","Time"
125913,100451,79130.2,2484.3,20483.8,151.59,0.956284
195333,118739,158740,4330.56,31419.9,508.71,0.957947
104677,84601,94367.5,2851.68,21588.7,106.95,0.957947
96185.7,75405,62969.4,3211.26,21842.5,175.77,0.95961
87038.2,68832,64344.5,608.4,4512.24,126.48,0.95961
166357,115035,79177,3498.3,10463,106.95,0.95961
127892,95693,74369.9,1623.18,14387.2,138.57,0.95961
81693.9,64070,51723.4,2609.88,19092.8,152.52,0.961273
172839,124333,118710,818.22,4171.5,238.08,0.962937
81712.1,65556,56642,2299.44,16715.2,78.12,0.9646
102747,79354,74905.7,312,2593.08,146.01,0.9646
160531,116410,117006,3324.36,24933.4,159.96,0.9646
158041,110907,87108.1,3643.38,26310.4,337.59,0.9646
96846.9,75571,69289,1177.02,7786.8,153.45,0.969589
96523,76726,51986.2,2237.04,16022.3,90.21,0.969589
111219,85457,83901.5,4542.72,37836.7,186.93,0.972915
74423.5,61431,47674.4,844.74,7860.78,100.44,0.974578
155083,118902,100956,2237.82,16240,158.1,0.974578
76403.3,62812,49372.4,1521,10224.4,130.2,0.974578
102612,79170,69924.7,707.46,5479.38,138.57,0.976241
126463,94639,91364.5,3185.52,19541.5,217.62,0.979568
109325,82118,66031.7,1886.04,11827.1,128.34,0.979568
129942,101059,91027.6,3496.74,24365.9,239.94,0.979568
115630,83926,88240.6,2241.72,14616.7,252.96,0.981231
108843,83610,66302.3,842.4,9655.74,101.37,0.982894
84319.1,70287,49289.8,1828.32,14915.9,86.49,0.984557
105175,82300,68541.7,1175.46,8858.16,200.88,0.984557
111949,80296,105293,109.2,126.36,211.11,0.984557
130450,103996,82653.5,1010.88,8225.82,118.11,0.98622
142866,96248,93691.3,4190.16,32262.8,251.1,0.98622
112970,90380,82691.7,1233.96,6636.06,116.25,0.98622
72961.2,59145,58305,677.04,7542.72,193.44,0.98622
93966.6,75799,59351.8,341.64,2159.46,205.53,0.98622
110000,87448,66803.1,2592.72,20706.3,159.96,0.987883
114070,91015,75915.8,2284.62,17363.7,154.38,0.987883
116853,92100,72458.1,2044.38,14078.9,290.16,0.987883
133105,98430,117279,863.46,11071.1,274.35,0.987883
144169,108277,107159,3651.96,23963.6,212.97,0.991209
59453,50098,49089.3,569.4,5607.9,94.86,0.991209
122087,95279,84073.9,1329.9,9606.06,137.64,0.992872
163711,107683,115914,5374.2,42852.8,297.6,0.992872
159347,115841,106153,2223,14927.8,151.59,0.992872
88751,69618,57521.1,1772.16,13933.6,174.84,0.992872
57331.1,40638,87971.5,1951.56,9370.08,201.81,0.994535
86544.5,70138,60983.5,1232.4,9009.36,145.08,0.996199
92795,71183,70776.4,2216.76,16705.4,154.38,0.997862
75713.6,59623,54060.2,1957.02,13778.6,141.36,0.997862
89725.8,71710,68308.5,1442.22,13498.9,143.22,0.997862
111952,84843,109122,3802.5,23343.7,412.92,0.999525
102364,77687,70104.8,1983.54,14612.9,157.17,0.999525
141419,111944,98182.5,1361.1,14114.5,249.24,0.999525
145719,99855,108581,2532.66,17206.6,266.91,0.999525
82627.7,64155,60228.5,2166.06,14186.9,131.13,1.00119
115196,80683,85940.4,3615.3,40968.2,254.82,1.00285
91017.5,73650,62920.3,723.84,5509.62,139.5,1.00618
151053,109682,103228,5116.02,18019.3,149.73,1.00784
151678,114751,114269,3045.9,20835.4,212.04,1.00784
122353,92423,81011.6,3747.9,29545.6,198.09,1.00784
128789,98499,85785.2,3441.36,19687.9,109.74,1.00784
110971,85131,81669.1,2237.82,17946.9,103.23,1.01117
122700,86974,108800,1950,16626.6,187.86,1.01117
93983.9,77395,55212.3,618.54,5320.08,125.55,1.01283
113329,84733,88240.6,798.72,7059.42,229.71,1.01449
153387,113268,115087,3981.12,28348.9,181.35,1.01616
109723,82317,98182.5,436.8,5361.66,124.62,1.01948
125228,93182,92816.9,2230.8,18343.3,281.79,1.01948
149787,111002,87857.6,4655.04,26559.4,136.71,1.01948
120653,95043,82435.1,4557.54,28723.1,205.53,1.02115
110321,79827,102758,2838.42,18494.5,222.27,1.02447
86050.8,70583,55834,1630.98,10895,135.78,1.02613
119297,91911,62598.9,4082.52,22696.2,104.16,1.02613
98855.1,78350,74627.3,1278.42,7709.58,141.36,1.0278
107600,83471,73492.4,2981.16,21289.5,181.35,1.0278
102250,80525,67929.4,1474.98,12056,88.35,1.02946
107552,77602,94514.9,3159,22295.5,213.9,1.03112
118437,92352,68318.6,2287.74,19137.1,92.07,1.03112
100661,75778,96573.4,2725.32,18361.6,281.79,1.03279
139267,104647,82318.9,125.58,377.46,117.18,1.03445
96244.9,73870,54905,1039.74,6833.16,160.89,1.03445
107452,88303,76516.4,1607.58,14374.8,113.46,1.03611
114692,84711,87354.5,3085.68,28662.1,161.82,1.03778
109548,84522,69222.7,1039.74,11114.8,137.64,1.03944
145761,108538,104100,1669.2,13645.8,388.74,1.0411
108533,86747,88859.9,2462.46,17344.8,277.14,1.0411
103361,78960,88652.5,390,4213.62,80.91,1.0411
102173,80968,76287.9,1708.98,11976.1,225.99,1.04277
134219,104925,92375.4,4298.58,30566.2,163.68,1.04443
53479.8,37333,103642,179.4,1847.88,7.44,1.04443
69320.1,56528,48701.6,1346.28,8914.32,91.14,1.04443
102030,79429,66995,2811.9,19118.2,155.31,1.04443
154312,113277,96107.7,124.02,145.26,213.9,1.04609
122638,94899,71972.9,334.62,3907.98,178.56,1.04609
100625,77076,76024.3,1478.88,11315.7,225.06,1.04775
101218,82551,69931.7,3309.54,19886,177.63,1.04775
83916.2,68271,61017.1,2072.46,14490.4,84.63,1.04942
88155.3,70744,60315.8,1480.44,13810.5,125.55,1.05108
116286,78763,82231.5,933.66,15977,151.59,1.05108
124235,94605,108962,101.4,172.8,225.99,1.05108
141009,111442,89930.1,2100.54,14274.4,134.85,1.05108
115658,91350,77889.2,2547.48,15008.8,126.48,1.05441
91060.9,70569,71841.9,878.28,9861.48,213.9,1.05441
105516,82507,86417.8,2903.16,16383.6,145.08,1.05607
102578,81235,72405.8,3686.28,30039.1,124.62,1.05773
101059,77023,88231.3,4467.06,26055,164.61,1.0594
97825.7,79831,63502.9,1448.46,11549,131.13,1.0594
161540,116926,123206,2681.64,32908.1,292.95,1.0594
120153,96510,78152.9,3053.7,22001.2,210.18,1.06106
174067,125694,135755,6066.84,40971.4,230.64,1.06272
121393,92411,98136.5,3627,30986.3,167.4,1.06272
140724,107624,99087.3,1655.16,15885.7,223.2,1.06439
65100.7,52818,55005.6,1357.98,10201.7,43.71,1.06605
105695,82082,72325.5,1848.6,14902.9,110.67,1.06605
96225.2,77287,60909.4,2754.96,17078.6,166.47,1.06771
48694,35985,97908.7,34.32,98.82,-5.58,1.06938
117563,85873,96150.6,2201.16,19646.8,385.95,1.06938
111305,79560,100747,2737.8,19756.4,443.61,1.06938
90667.5,70180,67230.5,2024.1,17341.6,89.28,1.07104
104653,81700,74011.9,2073.24,11940.5,212.04,1.07104
92659.1,71857,65361.7,2209.74,19503.2,98.58,1.0727
99817.3,79644,74691.2,2126.28,15664.3,266.91,1.07436
147766,107919,111034,4469.4,24175.3,129.27,1.07436
87268.1,68347,62105.2,1787.76,14680.4,177.63,1.07603
169743,117103,106726,4123.86,18999.4,194.37,1.07603
90813.7,74827,55247.4,1694.16,19788.8,253.89,1.07603
133403,98515,103411,1759.68,14189,196.23,1.07603
111275,88738,72511.9,3063.06,19139.8,100.44,1.08102
79099.5,60823,83672.9,2474.94,18260.6,112.53,1.08102
85983.6,67984,90852.8,958.62,17568.4,214.83,1.08102
90959.8,70731,64871,525.72,5300.64,110.67,1.08434
117422,86550,94356.6,2485.08,21733.9,173.91,1.08434
99299.8,74854,74405,1965.6,15732.4,205.53,1.08434
128851,97327,71287.3,5144.1,36060.7,139.5,1.08434
93469.6,75418,69512.8,817.44,8548.74,149.73,1.08601
105380,82686,63051.3,2398.5,18540.4,148.8,1.08601
113319,85865,67353,250.38,1396.44,115.32,1.08601
116416,88718,74452.6,3288.48,25787.7,114.39,1.08767
114442,88743,54052.4,2155.14,13604.8,181.35,1.08767
97557.9,73294,76381.5,2554.5,18003.6,176.7,1.08933
179885,133711,118928,4083.3,31012.2,257.61,1.08933
108194,86977,63010.7,2496,16560.2,195.3,1.08933
102843,81543,58858,3182.4,20122,142.29,1.091
129323,95026,80298.7,3792.36,22028.2,165.54,1.09432
136181,104570,71694.5,473.46,2265.84,91.14,1.09432
97549.2,77222,61974.9,861.12,7857.54,191.58,1.09598
159233,100624,131595,6507.54,26814.2,195.3,1.09598
75108.5,58008,47629.9,993.72,7467.66,167.4,1.09598
84180.8,69847,67408.4,62.4,59.94,127.41,1.09765
116262,93371,86103.4,91.26,253.26,187.86,1.09765
138586,105216,96698.9,3274.44,25941.1,146.94,1.09765
85128,70451,59529.6,869.7,5025.78,105.09,1.09931
117928,91325,77094.4,3542.76,25933.5,151.59,1.09931
106588,83508,65605.8,2956.98,19657.1,177.63,1.09931
132595,98096,94901.8,1061.58,13516.2,238.08,1.10097
167832,126042,113966,2602.08,15651.4,149.73,1.10097
150604,109851,104647,122.46,306.72,252.03,1.10264
91019.9,68862,66308.6,933.66,8308.44,206.46,1.10264
91696.9,76526,59403.2,3258.84,22062.8,148.8,1.1043
173061,125538,115720,1214.46,9333.36,224.13,1.1043
122213,96918,84470.9,1333.8,10458.7,144.15,1.10596
136873,101958,104691,4088.76,25758,69.75,1.10763
140214,108063,104076,2780.7,22071.4,217.62,1.10763
102981,80166,72171.1,3057.6,15304.7,123.69,1.10929
155367,112523,116643,2602.86,14359.7,185.07,1.10929
109161,86936,69725.8,2981.16,22872.8,163.68,1.10929
114964,87430,83945.2,1889.16,15729.1,181.35,1.10929
118102,91155,83406.2,2536.56,15383.5,222.27,1.11095
95717.2,74827,62921,1364.22,9736.2,244.59,1.11262
81682.1,61528,60924.2,1708.98,10078.6,106.02,1.11262
92093.5,72630,57053.1,2255.76,11713.1,146.94,1.1176
114254,89122,79002.3,2130.96,14513,137.64,1.1176
142096,97977,122465,3018.6,25772,304.11,1.11927
123681,99007,75818.3,92.04,120.42,195.3,1.12093
114482,84534,93855.8,1283.1,10692,174.84,1.12093
184507,127918,133766,971.1,4395.6,335.73,1.12093
147922,111843,115450,4261.14,29625.5,301.32,1.12093
84768.6,66898,52713.2,2499.9,15161,76.26,1.12093
187514,117658,108837,4423.38,19204.6,257.61,1.12093
171891,102327,169893,3605.94,20307.2,531.03,1.12426
89272.4,72501,62222.9,2293.98,11460.4,129.27,1.12592
110459,83252,91069.7,1219.92,6769.98,225.99,1.12592
143800,110433,97083.5,3486.6,18196.9,163.68,1.12758
94799.2,77410,66346,2546.7,24277.3,130.2,1.12758
173717,112253,142431,1611.48,20552.9,324.57,1.12925
136727,97495,88479.3,1677.78,12567.4,132.06,1.12925
96226,78285,55887,1744.08,12302.3,122.76,1.12925
97219.8,74946,76806.6,999.96,12254.2,178.56,1.13091
165202,101370,147814,2948.4,23798.9,273.42,1.13091
107957,84211,78343.2,953.16,6534.54,146.94,1.13091
100061,78658,70665.7,2038.14,14069.2,138.57,1.13257
140279,99143,92835.6,3385.98,18886,97.65,1.13424
93555,73619,65598,1069.38,8489.88,79.98,1.13424
106341,80079,80864.9,2179.32,13892,213.9,1.1359
95563.9,75175,63628.5,2501.46,19010.7,127.41,1.1359
72877.5,56421,52362.2,1740.96,11474.5,132.99,1.13756
109022,85543,81831.4,2137.2,23227.6,147.87,1.13756
125141,101316,82921.8,783.12,6117.66,199.95,1.14089
94459.5,70780,76482.1,943.02,5414.04,134.85,1.14089
97417.3,76558,75005.6,1519.44,12888.7,236.22,1.14421
116294,90915,79390.7,1306.5,23610.4,166.47,1.14421
135521,100446,99258.1,1584.18,20261.9,260.4,1.14421
81456.9,65227,61479.6,2422.68,17891.3,114.39,1.14421
105643,82687,86555,1279.2,8725.86,156.24,1.14588
129415,99126,94656.1,3419.52,27143.6,264.12,1.14588
142397,104951,93626.5,3209.7,18101.9,184.14,1.14754
167357,125339,124442,2540.46,17360.5,208.32,1.1492
135936,107274,88863.1,4411.68,25308.7,127.41,1.1492
125548,97694,70806.8,1800.24,11671.6,117.18,1.1492
124254,99549,68381,1184.04,11768.2,161.82,1.1492
105821,81173,58683.3,887.64,6089.58,196.23,1.15087
113313,84376,87310.1,1647.36,13175.5,235.29,1.15087
130416,101644,98519.5,3596.58,16035.8,134.85,1.15087
115669,82212,96944.6,1322.88,9070.92,254.82,1.15087
121272,97932,78397.8,3014.7,20786.8,156.24,1.15253
111209,90761,81715.1,1268.28,14021.1,186.93,1.15253
76238.2,63289,68695.4,608.4,6242.4,119.97,1.15253
94911.4,76936,67232.9,1228.5,9558.54,121.83,1.15253
121026,94461,93969.7,3013.92,22916,154.38,1.15419
88766,69749,59861.9,1965.6,16053.7,196.23,1.15419
104320,78569,89097.1,1552.98,12239.1,215.76,1.15586
114822,82219,94522.7,3936.66,29625.5,227.85,1.15752
101202,75038,80240.2,1641.9,14400.2,152.52,1.15918
168332,114174,122813,152.88,470.88,306.9,1.16085
94612,72650,60804.9,1698.06,9149.22,51.15,1.16085
110553,86714,77738.7,648.96,5031.18,149.73,1.16085
165564,123357,112059,194.22,96.66,136.71,1.16085
107684,81822,61509.2,2261.22,11965.9,119.04,1.16085
131890,95600,94176.4,1953.9,7885.08,137.64,1.16251
90402.1,73647,62876.6,912.6,7859.16,99.51,1.16251
105185,79320,82240.1,1652.82,12995.6,158.1,1.16584
107754,82970,84202.6,818.22,8008.2,162.75,1.1675
147092,111413,83370.3,3173.04,15256.6,128.34,1.1675
108871,83710,75124.1,2808,22289,226.92,1.16916
108563,82583,71588.4,2539.68,20291,206.46,1.17082
137203,105189,84410,3232.32,19640.9,184.14,1.17249
104316,80488,65569.1,2208.96,17060.8,214.83,1.17415
128020,94271,96679.4,2542.02,21128.6,190.65,1.17748
155966,112141,114694,1103.7,6636.06,87.42,1.17748
84882.3,67287,69735.9,99.84,246.24,147.87,1.17748
127362,98556,79549.9,2861.82,20914.7,67.89,1.17748
130701,105076,81059.9,1081.86,7868.88,179.49,1.17914
136863,95289,113373,3499.08,32833.6,228.78,1.1808
85045.1,68746,56195.9,1152.84,8572.5,158.1,1.1808
161493,116060,105723,3095.82,16612.6,111.6,1.1808
135896,107508,80090.4,1859.52,13370.9,133.92,1.1808
149163,108725,110852,4112.16,32993.5,286.44,1.18413
109759,83507,77245.7,2097.42,14075.6,99.51,1.18413
124632,98523,85316.4,2425.8,15677.8,113.46,1.18579
102227,76166,98220.7,1981.98,12421.1,207.39,1.18579
88189.3,70887,60896.2,607.62,4980.42,172.05,1.18746
137094,99539,103558,4765.8,35150.2,148.8,1.18912
137084,103366,94135.9,3161.34,13542.7,133.92,1.18912
101484,72267,56196.7,678.6,4450.68,125.55,1.19078
120839,95011,71557.2,3060.72,20349.4,232.5,1.19078
121213,90295,103735,2428.92,17577,231.57,1.19244
161662,121098,105678,4384.38,27187.9,234.36,1.19411
105377,79856,94059.4,2636.4,20470.3,164.61,1.19577
102070,72070,70031.5,1282.32,10387.4,146.94,1.19577
108588,78891,86401.4,1622.4,12616.6,166.47,1.19577
128914,97287,88053.4,2072.46,18585.7,186.93,1.19577
158152,111933,126108,1902.42,27641,303.18,1.19743
128190,93379,97174,2010.84,16903.6,216.69,1.19743
91403,73417,54110.2,3486.6,21948.3,144.15,1.1991
97126.6,79539,71452.7,3598.92,30037,112.53,1.1991
203592,133255,143557,1616.16,10760,296.67,1.20076
140175,108470,88366.2,484.38,4775.22,203.67,1.20076
98659.9,81319,66180.7,1745.64,14412.1,106.02,1.20242
139643,103530,96374.5,2159.04,10894.5,224.13,1.20409
101577,78420,85161.2,2206.62,23036.9,167.4,1.20409
126568,100743,78051.5,2287.74,31378.9,199.95,1.20409
156238,110582,94535.2,2940.6,14985,178.56,1.20575
103629,79672,74325.4,1657.5,10365.8,136.71,1.20575
147589,110488,106738,2448.42,14242,168.33,1.20741
116598,72156,138519,2634.84,17725.5,304.11,1.20741
113408,89160,86489.5,2875.86,612.36,131.13,1.20908
105260,89532,62683.9,94.38,359.64,135.78,1.21074
91351.7,72409,54844.1,1840.8,15043.3,158.1,1.21074
90612.2,70172,71218.7,181.74,2168.1,116.25,1.21407
172568,116067,145277,2970.24,10000.8,120.9,1.21407
121460,93294,85176.8,1219.14,12637.1,197.16,1.21407
102450,80695,68955.9,3754.92,20030.2,90.21,1.21739
115587,92859,75597.6,2934.36,22905.2,214.83,1.21739
92128.2,72535,58522.6,2060.76,12305,180.42,1.21905
156236,110274,115435,3385.2,27504.9,287.37,1.21905
85103.5,69728,55140.5,2196.48,9918.72,174.84,1.21905
107792,81462,73744.3,2540.46,17563,142.29,1.21905
106725,79476,84181.5,1191.84,10418.2,169.26,1.22072
116514,92394,78467.2,992.16,5727.24,144.15,1.22238
145805,113075,83416.3,3728.4,29852.3,184.14,1.22404
109061,83754,75263.8,1191.84,9758.88,196.23,1.22404
102277,82527,60769.8,2834.52,17995,175.77,1.22404
157599,118094,100814,2990.52,12830.4,118.11,1.22571
125992,91595,131295,261.3,2967.84,241.8,1.22571
123938,88171,123690,2848.56,23667.7,507.78,1.22903
56741,46267,72391,2701.14,22751.8,117.18,1.22903
87017.7,69274,46518.4,2570.1,23886.4,53.94,1.22903
199863,119281,124839,3988.92,24526.8,215.76,1.22903
142448,109951,90869.2,3772.08,26710,203.67,1.2307
89811.9,70851,62028.7,4774.38,37808.6,167.4,1.23236
109601,85189,62031.8,2489.76,16010.5,112.53,1.23569
166226,121237,122819,1016.34,15108.1,189.72,1.23569
76102.3,62457,68881,805.74,10254.6,168.33,1.24067
106084,83227,65105,1689.48,12289.9,136.71,1.24067
106428,87419,74522.8,2281.5,16414.4,86.49,1.24234
98570.7,77131,73737.3,2325.18,22066,117.18,1.244
111863,88922,68602.6,1118.52,7916.4,222.27,1.244
96692.8,80133,56486,716.04,5962.14,86.49,1.24566
131635,101640,91313.8,124.8,149.58,150.66,1.24733
106799,83162,68718,2788.5,19477.8,156.24,1.24899
117738,93907,78152.1,1885.26,15583.9,203.67,1.24899
127515,94198,100999,405.6,4687.74,134.85,1.24899
143002,103286,109675,787.02,8742.06,242.73,1.24899
84215.6,65078,55063.3,1669.2,11128.9,147.87,1.24899
118282,88579,72601.6,1959.36,15627.6,332.94,1.25065
173465,123358,121072,5250.18,28014.1,192.51,1.25065
103589,80987,74301.2,2046.72,19179.7,180.42,1.25232
117418,92994,84459.2,862.68,5691.06,102.3,1.25398
126488,98842,68114.3,1386.84,9684.9,101.37,1.25398
81361.3,63458,47541,1625.52,11664.5,106.02,1.25398
87620.5,68766,67248.5,2367.3,17220.6,124.62,1.25398
140205,104574,126692,2597.4,24487.4,172.98,1.25564
153061,111990,117895,3362.58,27820.3,220.41,1.25731
143252,106895,94089.8,4264.26,30094.2,218.55,1.25731
134183,107583,84101.2,3768.96,21500.1,167.4,1.25731
135724,105634,83719,2871.96,22732.4,181.35,1.25897
108619,79357,87377.9,1386.84,11971.8,341.31,1.25897
118144,84214,99814.3,2239.38,10851.3,147.87,1.26063
138609,102312,101394,3949.14,16863.1,180.42,1.26063
139317,104400,116741,2410.98,18315.2,207.39,1.2623
99646.7,76137,60309.6,1597.44,19337.4,100.44,1.2623
128332,92664,104873,121.68,1119.42,180.42,1.26396
143075,106661,92758.4,2533.44,14497.9,176.7,1.26396
127805,97944,91985.4,3527.16,24175.8,129.27,1.26562
109396,76065,66541.8,232.44,2582.82,109.74,1.26562
101618,81849,75200.6,1650.48,13681.4,147.87,1.26562
123751,85942,76672.4,2742.48,19126.3,281.79,1.26895
109989,80751,80009.3,1542.84,11997.2,139.5,1.26895
108279,86741,77399.4,1139.58,15826.9,153.45,1.26895
152480,95107,150146,2315.04,19164.1,336.66,1.27061
93806.2,74268,71217.9,1797.12,12548,118.11,1.27394
115799,87826,72792.7,2254.98,13633.4,47.43,1.2756
125238,97585,73713.1,3943.68,27314.3,158.1,1.27726
109425,81739,81066.2,1800.24,21955.3,166.47,1.27726
123920,89396,84756.4,2610.66,19188.4,215.76,1.27893
96692.1,76083,65858.5,1953.9,13695.5,96.72,1.27893
108906,87146,77627.9,2520.18,16577.5,148.8,1.28059
89834.1,73512,108974,312.78,8047.08,138.57,1.28059
131157,98561,95448.6,4041.18,24811.9,202.74,1.28225
95577.4,78214,76645.1,2093.52,19548,100.44,1.28225
136599,94494,111357,2968.68,23790.8,237.15,1.28392
89005.4,69626,64655,444.6,3580.2,192.51,1.28392
114233,94337,78783.1,1178.58,8517.96,142.29,1.28558
141889,104707,108440,5148,40712.8,162.75,1.28724
134353,103859,79389.2,1935.96,15204.2,175.77,1.2889
146951,109036,110301,2276.04,16004.5,261.33,1.2889
118705,90997,68175.1,142.74,1509.3,179.49,1.2889
98416.6,74184,85161.2,2071.68,21257.6,196.23,1.29057
144789,106268,97675.5,1334.58,7792.2,155.31,1.29057
108480,83881,73029.8,739.44,11286.5,158.1,1.29057
91267.1,72655,54054,1431.3,7078.32,110.67,1.29556
110919,85868,73959.6,1239.42,8494.74,159.96,1.29556
173036,127369,120692,3934.32,26983.3,192.51,1.29722
130724,97343,89604.8,1112.28,7716.06,234.36,1.29722
178899,113529,146301,3463.98,30546.7,252.96,1.29722
150954,109835,105356,4408.56,23368,199.95,1.29888
98528.8,76214,64708,2578.68,12117.6,159.03,1.30055
102543,84672,77180.2,2371.2,17208.7,146.94,1.30055
136611,96565,69424.7,2308.02,18432.9,214.83,1.30221
75426,59713,52224.1,2120.82,15832.8,114.39,1.30221
