"FSC-A","FSC-H","SSC-A","B515-A","G610-A","V450-A","Time"
72145.2,58958,67318.7,35.1,43.74,134.85,2.29508
96402.9,71746,64611.3,1429.74,10625,216.69,2.29508
136401,105583,107283,6424.08,43349.6,305.04,2.29675
115471,93460,68881,1154.4,7618.86,144.15,2.29675
150308,117115,105100,2285.4,16649.3,378.51,2.30007
97617.1,78185,58588.9,1422.72,11904.8,184.14,2.30007
186686,141146,113545,5064.54,43538.6,227.85,2.30173
144136,107446,114116,795.6,6650.1,161.82,2.30173
136346,106179,81201.9,2478.84,14826.2,112.53,2.30173
136848,98343,98281.6,306.54,2803.68,323.64,2.3034
139527,88123,92875.4,579.54,4180.68,451.98,2.30506
157539,113448,111985,2631.72,15704.8,132.06,2.30839
100501,75972,83175.3,3448.38,51986.3,207.39,2.31005
105226,84889,67757,121.68,417.42,106.95,2.31005
103613,79049,63232.3,1132.56,12722.9,126.48,2.31005
109951,73606,136623,5265,40372.6,318.99,2.31171
122206,89920,106037,3089.58,23599.1,359.91,2.31171
49017.9,41426,112652,145.08,444.42,122.76,2.31338
95289,76146,63960.8,2312.7,10835.6,95.79,2.31338
149383,109067,121275,4123.08,35459.6,221.34,2.31504
157027,111023,87837.4,3284.58,21440.7,219.48,2.3167
112346,90392,64750.1,2623.14,17504.6,131.13,2.31837
97710.4,79967,58408,1438.32,7135.56,77.19,2.31837
106913,84074,73845.7,1284.66,7443.36,121.83,2.32003
91132.8,71755,66264.1,1885.26,15622.7,144.15,2.32003
146842,112622,86750.8,3259.62,19768.9,154.38,2.32169
122004,92464,86507.5,1787.76,13909.3,273.42,2.32169
107112,84831,79571.7,3958.5,27431.5,295.74,2.32169
104701,76851,81497.5,2793.18,21609.7,252.03,2.32335
120106,87447,86120.6,1268.28,14312.2,162.75,2.32668
97742,79714,77574.1,1716.78,18052.7,159.96,2.32668
121362,88511,102976,4180.02,40114.4,182.28,2.32834
122468,96355,82354,1411.8,7571.34,106.02,2.33001
107190,87745,63574.7,2268.24,15136.7,164.61,2.33001
129155,98420,83409.3,2570.1,14922.9,130.2,2.33001
146830,104626,105352,127.14,225.72,215.76,2.33167
103484,77882,72548.6,838.5,7193.88,122.76,2.33167
161895,109830,106571,3539.64,28571.9,330.15,2.33167
110825,86713,86492.6,3000.66,24463.1,116.25,2.33333
108351,84783,76224.7,722.28,7656.66,150.66,2.33333
127088,96717,101830,2788.5,17269.2,117.18,2.335
118178,90226,75409.6,1982.76,16595.3,199.02,2.33832
94631.7,73642,62923.4,1766.7,13244,114.39,2.33832
124103,93365,86974.7,4463.94,27484.4,134.85,2.33832
136358,97066,89082.2,4424.16,29720,258.54,2.33832
101765,82716,67386.5,1794,8838.18,167.4,2.33999
150303,107371,103284,3650.4,43766.5,264.12,2.33999
149498,108075,118636,5208.84,38561.4,288.3,2.33999
92360.5,71777,67884.2,565.5,8837.1,122.76,2.34165
175077,129267,123291,3697.98,22386.8,148.8,2.34331
136677,99851,123082,4603.56,27947.7,213.9,2.34331
98522.5,80030,61606.7,4512.3,32434.6,146.94,2.34497
124017,95694,90969.8,2580.24,20420.6,206.46,2.34664
106993,83602,75876.1,1477.32,12058.2,222.27,2.3483
135415,109445,80046.7,1953.9,25987.5,156.24,2.3483
149105,115647,90767.8,3793.14,18461.5,174.84,2.3483
158043,112819,85615.1,3517.8,17302.7,129.27,2.3483
70383.5,48952,63192.5,1355.64,1845.18,62.31,2.3483
89813.5,75155,74566.4,2287.74,13440.6,192.51,2.34996
95030.7,74246,67410.7,762.06,5257.44,155.31,2.34996
125183,94211,103626,4063.8,33890.4,228.78,2.35163
116324,90304,78484.4,437.58,5542.02,158.1,2.35163
87206.5,68030,69935.6,1035.06,9600.12,122.76,2.35329
99903.4,77951,80892.2,1148.94,7390.44,110.67,2.35329
132983,99322,94135.1,102.18,233.28,92.07,2.35495
73428.9,53084,118759,3759.6,21822.5,202.74,2.35495
90655.7,73335,54677.2,833.04,6476.76,66.96,2.35495
175415,123086,125213,3800.94,29097.4,166.47,2.35495
139474,100574,117813,2876.64,21465.5,171.12,2.35662
134693,103490,98802.6,4980.3,28869.5,199.95,2.35662
167189,121274,127907,4469.4,31220.6,324.57,2.35828
141297,100142,115894,2514.72,23769.2,301.32,2.35828
131177,100668,87307.7,1595.88,11234.7,196.23,2.36493
112800,89325,73795,2768.22,19369.3,189.72,2.36493
103340,81201,76088.2,2042.04,22121.6,167.4,2.36493
95868.1,78208,64580.9,1506.18,12406,186.93,2.3666
152464,113613,99641.1,3591.9,19760.8,158.1,2.3666
81337.6,66012,61676.2,2127.84,16387.4,102.3,2.3666
113076,90876,80845.4,2334.54,7100.46,172.98,2.3666
89856.2,72015,68707.9,1439.88,10405.3,183.21,2.3666
146009,99872,106207,3764.28,23135.2,410.13,2.3666
84293.8,67886,54644.5,375.96,4265.46,113.46,2.3666
158035,115540,88692.2,3564.6,14502.8,119.04,2.36992
109059,86127,71841.9,1691.82,15031.4,201.81,2.36992
132927,94907,93539.2,196.56,1723.14,195.3,2.36992
107454,81531,80474.9,1841.58,17580.2,133.92,2.37158
98247.6,77974,64481.8,1921.14,10651.5,93.93,2.37158
108587,75846,99184.8,1473.42,12037.1,266.91,2.37158
117178,90427,78513.2,1788.54,13963.3,181.35,2.37325
88030.5,69854,68806.9,1130.22,10428.5,211.11,2.37491
154519,116390,105500,3822.78,18103.5,142.29,2.37491
83334.7,70342,60782.3,1475.76,12080.3,101.37,2.37657
85231.5,65522,103231,2156.7,16786.4,199.02,2.37657
141739,110775,98601.4,2193.36,17569.4,180.42,2.37824
111663,84820,71476.1,1789.32,13404.4,103.23,2.37824
122304,95419,75698.2,2054.52,12918.4,207.39,2.3799
133892,100206,99075.6,3900,26449.2,212.97,2.3799
109709,80669,77889.2,1326.78,10647.2,209.25,2.3799
183232,126771,139803,4582.5,33792.7,254.82,2.38156
105155,82821,64620.7,1949.22,9847.44,97.65,2.38156
73618.5,50091,45797.7,1448.46,2103.3,65.1,2.38156
124588,96158,89538.5,2566.2,18390.2,169.26,2.38156
91489.1,71324,75824.6,90.48,106.38,130.2,2.38156
129013,89470,100385,514.8,3166.02,175.77,2.38323
106703,78418,98572.5,3588.78,23478.1,231.57,2.38323
123026,95490,80922.7,2694.9,19218.1,211.11,2.38489
111439,88186,64121.5,77.22,190.62,160.89,2.38489
152543,113119,104463,2978.04,18379.4,130.2,2.38489
88088.2,66794,63960,2141.88,14008.1,136.71,2.38655
137379,99744,118430,2329.86,21034.1,358.05,2.38655
115767,88015,74838.7,1730.82,9204.3,117.18,2.38655
91317.7,71187,61144.2,610.74,4328.64,157.17,2.38822
144964,104883,101888,717.6,6684.12,84.63,2.38988
153947,115675,110563,1065.48,7250.04,191.58,2.38988
95605.8,76015,70739.8,2093.52,14913.2,77.19,2.3932
126793,97736,78766,3576.3,22794.5,119.04,2.39487
144560,100828,101123,2346.24,18277.4,292.02,2.39487
139222,102976,93908.1,5307.12,37323.2,224.13,2.39487
88804.7,69305,64093.4,1793.22,13576.1,104.16,2.39653
116318,81756,95187.3,2882.1,21484.4,204.6,2.39653
169175,109704,128758,172.38,260.28,305.04,2.39653
171402,103843,157225,2457.78,16598,194.37,2.39986
122271,90464,62597.3,2128.62,8429.94,71.61,2.39986
158054,111082,107822,5945.16,25998.8,110.67,2.39986
96910.1,75110,76286.3,776.1,6437.34,138.57,2.40318
160467,114455,88221.9,601.38,5814.18,173.91,2.40485
137764,94726,100989,2535,23142.2,270.63,2.40485
124071,85022,74514.2,4188.6,28434.8,311.55,2.40817
126856,97275,130579,1314.3,6549.66,249.24,2.40817
141693,106198,96741.8,3205.8,24448,199.95,2.40984
153168,105321,108809,3168.36,26276.4,234.36,2.40984
117516,94061,78271.4,3247.14,23805.9,114.39,2.40984
46839.9,42022,48806.2,42.12,78.3,95.79,2.40984
150869,115646,89898.9,4353.96,21696.7,229.71,2.40984
106626,83756,67780.4,2179.32,16367.4,212.04,2.4115
146597,107575,82811,898.56,5815.8,220.41,2.4115
126172,89952,109533,1649.7,12784.5,244.59,2.41316
86140,66993,61322.8,1332.24,10899.4,131.13,2.41316
110310,85883,73809.8,1684.02,7295.94,109.74,2.41316
89012.5,66926,52426.1,3625.44,17578.6,112.53,2.41316
118528,86682,72490.9,92.82,335.88,185.07,2.41316
108355,85393,97957.1,2293.98,19697.6,284.58,2.41483
109035,78570,83965.4,1946.1,13893.1,213.9,2.41483
124119,96279,81011.6,2345.46,16140.6,149.73,2.41483
164096,120746,116672,3427.32,28273.3,191.58,2.41649
112291,91459,67435.7,2628.6,15399.7,111.6,2.41649
127920,96765,84981.8,2864.16,20917.4,156.24,2.41815
130841,97495,95372.9,1803.36,8387.28,136.71,2.41815
124204,94536,88098.7,1744.08,12389.8,194.37,2.41981
88611.9,69649,59809.6,1122.42,8490.96,143.22,2.41981
78558.4,59271,70215.6,1515.54,9822.6,138.57,2.42148
144043,86709,111145,4993.56,32700.2,248.31,2.4248
88460.2,65646,60649.7,2074.8,11349.2,190.65,2.4248
204281,128330,132492,12284.2,55804.1,295.74,2.4248
92523.2,71679,74959.6,651.3,6028.02,185.07,2.42647
73859.5,60050,65017.7,2363.4,18011.2,123.69,2.42647
144165,104839,111667,1216.8,6383.34,111.6,2.42647
110113,82898,76504,1327.56,10019.2,171.12,2.42647
105541,81254,74924.5,744.12,6712.2,189.72,2.42647
110350,91239,64565.3,1877.46,12421.6,206.46,2.42813
136481,100839,91293.5,3034.98,19861.2,191.58,2.42813
99908.1,79490,67334.3,2600.52,19632.8,188.79,2.42979
68143.8,51015,85831.2,1084.2,8084.88,227.85,2.42979
91105.2,68600,60239.4,727.74,9901.44,172.05,2.43146
83469,69628,82736.2,869.7,7056.18,356.19,2.43312
175663,122211,122298,3122.34,22224.8,185.07,2.43645
113068,85330,95782.4,335.4,4671,151.59,2.43645
141481,105630,93810.6,4820.4,19371.4,92.07,2.43645
95056,74118,71031.5,3829.02,29567.2,314.34,2.43645
98689.2,75855,64814.1,1323.66,11084,146.94,2.43811
171883,120966,123694,4006.86,22745.9,157.17,2.43977
90943.2,73987,61120.8,882.18,5290.92,98.58,2.43977
101582,79815,66115.1,2468.7,17055.4,184.14,2.43977
78225.8,61664,57922.8,2471.04,14580,111.6,2.44143
131980,96731,92621.9,2622.36,16510,162.75,2.4431
81642.6,64810,49890.4,1879.8,15753.4,96.72,2.4431
117959,80711,122767,2926.56,27459,227.85,2.4431
94858.5,76135,74060.2,482.04,4100.76,141.36,2.44642
121959,94921,87549.5,3296.28,29290.7,124.62,2.44642
100526,80937,68942.6,2460.12,17844.8,220.41,2.44642
100868,80537,55284.8,1633.32,14050.8,165.54,2.44809
150091,111539,105256,3886.74,25947.5,296.67,2.44809
160328,119953,123459,3952.26,27770,219.48,2.44975
93547.1,77056,73971.3,1782.3,11101.3,86.49,2.44975
95492.8,75860,66304.7,2292.42,16415.5,119.04,2.45141
120961,93333,83811,1179.36,6071.22,133.92,2.45141
91647.1,71400,64851.5,155.22,850.5,78.12,2.45141
137374,92651,115009,2772.12,20164.1,313.41,2.45308
97196.1,73781,68682.1,1233.18,16972.7,222.27,2.45308
127147,100599,90531.5,4083.3,18353.5,275.28,2.45474
102547,80275,67108.9,1760.46,14126.4,177.63,2.45474
178081,109022,162968,3729.96,54399.1,378.51,2.45474
98423.7,75475,77331.5,1174.68,9282.06,120.9,2.4564
116324,86170,100307,3817.32,27321.3,186.93,2.45807
113999,88139,69164.2,1103.7,8023.86,202.74,2.45807
102587,78569,87331.9,4217.46,33377.4,170.19,2.45973
149403,97126,124278,2981.94,23077.4,358.05,2.45973
82310.9,64111,65998.1,848.64,7274.88,126.48,2.45973
138131,106319,96252.8,1399.32,20776,179.49,2.45973
87551.8,68834,65162,1663.74,12980.5,179.49,2.45973
101057,79028,64970.9,1957.02,10883.7,79.05,2.46139
94384.5,71150,75818.3,2194.92,15661.6,83.7,2.46139
79292.3,58931,66227.5,648.18,10324.8,127.41,2.46306
110335,83310,89432.5,3580.2,25952.4,239.01,2.46306
161833,114130,102621,1639.56,9695.7,224.13,2.46472
128406,95315,93614,3822,29839.9,256.68,2.46472
89985,69646,73179.6,1357.98,9862.02,110.67,2.46638
112900,87718,57259.8,472.68,3573.18,267.84,2.46638
182020,114549,160611,4784.52,37782.2,406.41,2.46638
144959,109007,123638,4069.26,22472.6,182.28,2.46638
91550.7,73342,65702.5,3781.44,32009,156.24,2.46638
139780,102894,92672.6,2220.66,27775.4,223.2,2.46804
110036,85803,72619.6,831.48,7660.44,146.94,2.46804
156621,112398,121701,5270.46,23450.6,140.43,2.46971
143085,106690,103015,1956.24,12682.4,238.08,2.46971
100623,79987,63983.4,1965.6,8280.36,164.61,2.46971
126142,97077,80833.7,2023.32,14049.7,180.42,2.47303
97178.7,76502,58804.2,1989,9791.82,71.61,2.4747
113680,92550,77009.4,1428.18,10688.8,155.31,2.47636
47669.4,35834,73916.7,317.46,1234.98,135.78,2.47802
117572,89433,81809.5,85.8,138.24,216.69,2.47802
70236.5,55047,55327.7,1786.2,16632.5,140.43,2.47802
88731.2,74040,54745.9,2376.66,14805.7,91.14,2.47969
117779,87764,72422.2,3168.36,18786.1,165.54,2.47969
152158,113293,100602,2985.84,15599,239.94,2.47969
170387,118290,122028,2031.12,12879.5,280.86,2.47969
89081.2,70718,59075.6,2371.2,16413.3,135.78,2.48135
113572,90658,68400.5,2815.8,16323.7,118.11,2.48135
145885,116499,107007,155.22,1024.38,221.34,2.48135
100845,77406,66616.7,3192.54,26419,186,2.48135
95834.9,75398,73637.5,92.04,381.24,251.1,2.48301
97275.9,79638,69290.5,1635.66,15611.9,63.24,2.48468
68760.8,59306,115580,167.7,2384.1,26.04,2.48468
137118,103771,109556,3818.88,18371.3,110.67,2.48634
115476,89282,64325,2609.88,13145.2,93.93,2.48634
96192,75995,75305.9,3304.86,24282.2,104.16,2.488
140192,106970,100295,2815.8,18043.6,125.55,2.48966
149634,112075,110608,4066.14,26658.2,217.62,2.49133
108744,86176,69851.3,2120.82,17345.9,152.52,2.49133
132882,99111,119735,3987.36,26762.9,209.25,2.49299
141460,108218,96270.7,3690.18,21043.8,214.83,2.49299
85655,66862,67041,2737.02,19607.9,161.82,2.49299
173821,131166,111806,167.7,794.88,193.44,2.49299
115840,92967,81184.7,1792.44,13200.8,130.2,2.49299
169252,124907,88016.8,6306.3,35894.9,409.2,2.49465
148191,108315,99157.5,2549.04,26717,300.39,2.49465
93921.5,75769,61332.2,1890.72,9682.2,154.38,2.49632
98412.7,78906,68076.1,2389.14,33754.9,179.49,2.49798
99074.7,81499,62652.7,1916.46,16054.7,161.82,2.49798
91779,74092,70181.3,1421.94,8999.1,153.45,2.49798
113217,85559,70895,1974.96,17233.6,221.34,2.49964
136846,99091,120850,1671.54,15851.2,208.32,2.50131
83224.1,66389,61148.9,58.5,39.96,61.38,2.50131
95082.8,76588,62392.2,1250.34,8925.66,155.31,2.50297
171211,122124,133718,5007.6,30481.4,265.05,2.50297
159383,109791,143327,3200.34,42566,257.61,2.50297
96130.4,76967,57379.1,1356.42,10917.7,88.35,2.5063
78345.1,62852,66688.4,1630.2,11657,144.15,2.50796
85900.6,65802,62603.6,897,8015.22,140.43,2.51129
173391,101895,146114,2220.66,18194.2,251.1,2.51295
152689,109834,108116,4970.16,38416.7,236.22,2.51295
98227,77987,65759.5,104.52,97.74,200.88,2.51295
109023,78003,74820.7,2164.5,13455.7,140.43,2.51295
98511.4,80755,90502.6,87.36,259.2,180.42,2.51295
120290,91791,93167.1,4070.04,30512.7,214.83,2.51627
177997,126989,99955.4,2441.4,14346.2,145.08,2.51794
175356,121582,117903,3381.3,14706.4,105.09,2.51794
126448,93506,85352.3,1610.7,8623.26,100.44,2.51794
112222,88759,75879.2,1106.04,13646.3,130.2,2.5196
138057,100527,106972,3662.88,25162.9,261.33,2.5196
149786,109775,89068.2,2328.3,2395.98,53.01,2.5196
92382.6,70843,74362.1,2057.64,14904,156.24,2.5196
139591,97974,118193,2101.32,15156.2,170.19,2.5196
106080,84542,81829.8,2428.14,16419.2,94.86,2.52126
95212.4,70056,73814.5,2299.44,18038.2,112.53,2.52459
110582,86134,78790.9,1741.74,11159.6,130.2,2.52459
116003,91851,71926.9,265.98,2621.7,116.25,2.52459
113397,82263,68829.5,4123.86,28549.3,219.48,2.52625
105599,84574,66164.3,1666.86,14227.9,139.5,2.52625
153236,108187,114920,1907.1,13193.8,283.65,2.52625
104989,83162,80115.4,1489.02,15783.1,179.49,2.52625
122049,86471,88682.9,646.62,16628.2,101.37,2.52625
112052,77294,96773.8,2523.3,19089,178.56,2.52625
89165.7,69435,67899.8,1975.74,24911.8,69.75,2.52792
144329,102221,111340,798.72,9627.66,258.54,2.52958
160618,114717,111496,2224.56,15440.2,248.31,2.52958
88575.6,69945,62811.1,719.16,7145.28,189.72,2.52958
126549,103841,76030.5,1342.38,11202.8,172.05,2.53124
104172,78873,72393.4,2951.52,19553.4,138.57,2.53124
127233,97835,76248.1,2352.48,13045.3,107.88,2.53124
88099.2,73265,64855.4,1857.96,15017.9,154.38,2.53291
102832,85099,73581.3,1192.62,9434.88,125.55,2.53291
76542.3,60812,56992.3,2311.14,17621.8,133.92,2.53291
106123,81290,70644.6,921.18,12732.1,179.49,2.53291
97170,77832,63300.1,1877.46,11510.6,199.02,2.53457
124686,93596,89746.8,113.1,422.82,316.2,2.53623
111322,86699,83023.2,1297.92,11343.2,106.95,2.53956
118532,92958,90403.6,1184.04,9359.82,241.8,2.54122
107231,83162,78289.4,2894.58,22556.3,124.62,2.54288
84678.5,67686,78357.2,2354.82,18960.5,117.18,2.54288
95435.2,75487,67826.5,893.1,7891.56,176.7,2.54288
113675,92282,78686.4,2874.3,21400.2,126.48,2.54288
137722,89511,95603,2414.1,18632.2,204.6,2.54288
99298.3,80050,75049.3,997.62,7947.18,161.82,2.54288
168713,123988,103260,3871.14,29580.1,286.44,2.54455
96904.6,81334,65769.6,1969.5,12884.9,183.21,2.54455
165614,114226,108616,3791.58,14271.1,153.45,2.54621
108610,84655,78743.3,2903.16,22616.3,121.83,2.54787
121924,94054,97616.2,985.14,7770.06,126.48,2.54954
140234,103811,97560.8,2273.7,14449.3,123.69,2.5512
89057.5,72258,63433.5,2636.4,20697.1,176.7,2.5512
92530.3,73179,58243.4,1052.22,7799.22,155.31,2.55286
136219,106586,90199.2,2379,18165.6,225.99,2.55286
104052,82727,59030.4,3341.52,23144.4,155.31,2.55286
99901,79978,60912.5,401.7,2924.1,140.43,2.55286
72805.6,58366,62435.1,1822.86,15266.3,80.91,2.55453
62244.1,47306,92832.5,2371.2,15356,60.45,2.55453
81306.8,65531,58815.1,1439.88,11342.7,110.67,2.55453
87159.9,69102,63229.9,1807.26,12097.1,86.49,2.55453
138484,100674,111426,3362.58,28773.9,205.53,2.55619
81647.3,62269,58373.6,2332.98,17145,123.69,2.55951
134836,99208,96944.6,3455.4,18163.4,106.02,2.55951
100387,83574,77553.8,1774.5,13556.2,107.88,2.56118
101028,80753,62822.8,1954.68,15750.7,162.75,2.56284
91612.4,74725,71009.6,2351.7,18180.7,94.86,2.5645
141852,104986,90748.3,4180.02,28725.3,417.57,2.5645
123930,95109,68896.6,1194.96,6720.3,103.23,2.56617
119905,94355,84300.1,2151.24,23391.2,119.97,2.56949
169145,115891,101111,5040.36,16045,172.05,2.57116
106997,86057,74377.7,2116.92,16014.8,103.23,2.57116
150095,109422,105309,1181.7,9413.82,202.74,2.57116
95625.6,74846,69076.8,2041.26,14961.8,145.08,2.57116
105270,83599,62467.1,984.36,8514.18,212.97,2.57116
143011,105046,120594,2433.6,26720.8,239.01,2.57116
126620,98726,75381.5,533.52,4038.66,112.53,2.57116
102928,78874,103581,2701.14,22261.5,300.39,2.57282
115885,88922,68618.9,2062.32,14630.2,199.95,2.57282
101152,81738,82244.8,3659.76,20864.5,214.83,2.57448
111904,86135,64679.2,1851.72,12680.3,160.89,2.57448
139249,104118,91656.2,2448.42,19221.3,228.78,2.57615
148187,108802,104295,3499.08,27551.3,208.32,2.57947
120510,98498,70377.8,1319.76,10307,169.26,2.58114
108645,83372,91341.1,3933.54,27158.8,222.27,2.5828
101568,82176,71945.6,2397.72,13605.8,163.68,2.5828
131299,98791,83251.7,113.1,116.1,135.78,2.5828
113040,86844,65899.9,1318.2,8961.84,134.85,2.5828
92545.3,75810,100853,629.46,8759.34,202.74,2.5828
90265.4,71999,61900,1306.5,11241.7,70.68,2.58446
114642,75979,83491.2,2016.3,12010.7,209.25,2.58612
156736,113541,83768.1,1985.1,12315.8,366.42,2.58779
148320,115310,94696.7,2814.24,19929.8,213.9,2.58945
109620,86445,75152.2,2354.82,19340.6,138.57,2.58945
114471,91794,82591.9,2321.28,15607.6,193.44,2.59111
100017,77834,76195.1,1639.56,13790.5,151.59,2.59111
132241,104458,75463.4,3706.56,19019.9,159.03,2.59111
113966,87518,90639.1,4792.32,35801.5,163.68,2.59111
179611,109071,125217,4303.26,32800.1,304.11,2.5961
111164,87409,74610.9,1943.76,13171.1,119.97,2.5961
80313.8,65071,63323.5,118.56,1126.44,175.77,2.5961
115423,85799,95915,3288.48,25111.6,181.35,2.59777
79763.1,63387,57329.2,3358.68,15021.7,203.67,2.59777
132895,102987,88448.1,2795.52,19875.8,141.36,2.59943
97532.6,78263,57546.8,1307.28,15932.7,149.73,2.59943
118877,85183,96103.8,2939.04,20857,218.55,2.59943
107919,75271,90200,1573.26,9964.08,181.35,2.60109
77055.8,61812,50943.4,1389.96,8371.08,105.09,2.60442
133265,103147,103554,3109.86,39343.9,193.44,2.60608
123099,89754,104439,4697.94,26753.8,328.29,2.60775
106216,85551,60623.9,2175.42,14884,120.9,2.60941
84608.2,70415,53559.5,647.4,5768.82,100.44,2.61107
147810,110208,105193,3772.86,27798.1,224.13,2.61107
123091,83041,94168.6,1003.08,6687.9,222.27,2.61273
156270,114905,153867,590.46,9572.04,183.21,2.61273
115124,86056,88718.8,2573.22,18767.7,264.12,2.61273
132592,91936,76933,4963.14,51618.1,236.22,2.61273
160853,118024,111139,3172.26,25535,245.52,2.6144
139248,102996,108906,3355.56,23773,245.52,2.6144
135780,103781,102439,1626.3,23835.6,194.37,2.61606
141136,104757,94262.2,3531.84,21303,223.2,2.61772
107278,82407,70059.6,2119.26,24885.9,162.75,2.61939
82755.7,68195,53264.6,1622.4,12730.5,110.67,2.62105
104773,75606,84006,3116.88,26884.4,201.81,2.62105
111430,86310,67013.7,3052.92,21495.2,126.48,2.62271
154833,97795,150818,4687.02,35141,343.17,2.62438
147944,113634,87405.2,3329.82,22301.5,141.36,2.6277
165462,125439,113920,3277.56,19967,212.04,2.6277
127499,99478,86807.8,234.78,2349,180.42,2.6277
119086,95295,77720.8,510.9,5373.54,139.5,2.62937
116395,81011,92139.1,2410.2,18856.8,320.85,2.63103
84886.3,68699,56958.7,2119.26,15631.4,142.29,2.63269
147898,105975,101856,4528.68,24390.2,248.31,2.63269
106468,77679,91688.2,1694.94,12402.7,308.76,2.63269
101567,79031,75377.6,495.3,3740.58,150.66,2.63269
86042.9,67998,58161.5,1247.22,9093.06,125.55,2.63435
94469,74355,66323.4,2357.16,19471.3,182.28,2.63435
176302,123993,87264.1,7651.8,48953.2,359.91,2.63435
113792,89420,78000,1941.42,15361.9,191.58,2.63768
140461,104762,94514.2,2460.9,18657.5,178.56,2.64101
125079,90368,100493,2160.6,17581.3,200.88,2.64101
95138.9,72308,71355.2,2237.82,17041.9,199.95,2.64101
96055.3,74357,63229.1,1379.82,9673.02,121.83,2.64267
99893.9,78180,64308.7,2090.4,16436.5,120.9,2.64433
118991,93327,88069,107.64,291.6,195.3,2.64433
126525,95459,86498.1,2274.48,15833.9,197.16,2.64433
116059,85876,87959.8,237.9,3191.94,222.27,2.64433
103153,81473,64703.3,3261.18,17687.2,130.2,2.646
100832,76726,90296.7,2771.34,24737.9,187.86,2.646
113046,90315,76224.7,3308.76,25910.8,192.51,2.64766
168692,120551,120908,1797.9,13471.9,152.52,2.65099
118991,91757,89055.7,1363.44,10307.5,163.68,2.65099
135754,101511,106349,3588.78,25858.4,250.17,2.65099
102869,79360,65140.9,978.12,7459.02,102.3,2.65265
136962,94342,83704.9,2476.5,19995.7,279.93,2.65265
151633,112769,95493.8,5788.38,25589,324.57,2.65265
106324,84435,68049.5,1155.18,4929.66,108.81,2.65265
130354,95618,77391.6,2188.68,9708.66,105.09,2.65265
155466,113995,114060,5456.88,34811.1,225.99,2.65265
73159.5,59868,59243.3,310.44,3471.66,73.47,2.65431
119597,94746,110935,1055.34,9784.26,199.02,2.65598
142056,104018,101012,3960.06,18987.5,125.55,2.65764
117217,88531,80329.9,5027.88,29984,163.68,2.65764
96797.1,73610,86313.2,1673.1,9338.76,90.21,2.65764
134566,96644,92075.9,851.76,10394.5,256.68,2.65764
113930,87178,83528.6,2915.64,22378.7,292.95,2.6593
114598,91066,75265.3,1323.66,12761.3,210.18,2.6593
99905,78971,72774.8,3066.18,25800.7,145.08,2.66096
112113,87810,67100.3,2421.9,16659,222.27,2.66263
116745,91194,74167.1,121.68,510.84,197.16,2.66263
122932,96995,76493.8,3736.2,28263.1,202.74,2.66429
88112.7,71402,57148.3,2057.64,14368.9,106.95,2.66429
129040,98555,92873.8,3890.64,29945.2,199.02,2.66429
127722,91331,109422,2463.24,20427.1,132.99,2.66595
110782,88387,66523.9,2304.12,15562.3,114.39,2.66595
150027,112050,104186,3440.58,23004,219.48,2.66762
144159,106062,108618,3130.14,23684.9,202.74,2.66762
130768,96676,89097.8,1891.5,21238.2,127.41,2.66928
125327,91989,92787.2,3242.46,26521,180.42,2.67261
105968,82543,72936.2,2477.28,23105,134.85,2.67593
112026,78150,106013,1769.04,30282.1,174.84,2.67593
113674,89771,81143.4,4936.62,32201.3,199.95,2.6776
137423,101669,73283.3,2056.86,10884.2,62.31,2.67926
115207,83105,78961,217.62,1827.9,265.98,2.67926
110405,81010,75722.4,1606.02,12436.2,251.1,2.68092
129210,103170,82441.3,113.88,124.74,164.61,2.68092
151238,113905,96463.4,1893.06,15785.8,197.16,2.68258
133623,97179,105400,3560.7,26778.6,255.75,2.68258
98419.8,79707,64718.2,2333.76,14877,123.69,2.68591
110222,88383,77347.9,2908.62,22180,93,2.68591
124199,96585,73628.9,3398.46,19445.9,90.21,2.68591
138972,99430,105756,3286.92,28311.7,297.6,2.68591
68150.1,51183,72491.6,1283.88,10808.6,92.07,2.68757
135397,105994,89109.5,3177.72,20930.4,174.84,2.68757
112856,88383,59294.8,1305.72,10678.5,125.55,2.68924
137876,109451,95335.5,3846.18,29945.2,157.17,2.68924
118823,89499,109755,1636.44,12369.8,149.73,2.6909
112268,89275,75666.2,3307.98,24261.7,175.77,2.6909
180562,128111,88962.1,2663.7,15013.1,236.22,2.6909
123475,97059,67725.1,1700.4,11825.5,160.89,2.6909
133984,101302,73748.2,2269.02,10463.6,112.53,2.6909
159642,113940,129893,3889.08,23225.4,134.85,2.6909
89751.9,73830,67017.6,1403.22,10323.2,100.44,2.69256
115376,88978,88438.7,2008.5,22950,196.23,2.69256
108961,84070,82857.8,655.2,6073.38,312.48,2.69256
111624,82520,91984.6,3800.94,23103.4,207.39,2.69423
140703,109337,98309.6,580.32,3446.28,121.83,2.69589
129110,96222,84335.9,3848.52,32465.9,149.73,2.69589
112141,91530,63244,746.46,9111.96,159.96,2.69755
119551,91116,115537,3563.82,42530.4,347.82,2.69755
108552,87809,74341,3349.32,23580.2,127.41,2.69755
150211,109153,133928,3491.28,27322.9,236.22,2.69755
114612,87743,77907.2,3428.88,28125.9,225.06,2.69755
97404.6,78053,66069.1,3237,19836.4,119.04,2.69755
105064,82908,64925.6,1411.8,12955.7,160.89,2.69755
86809.2,69492,61135.6,2294.76,17256.2,152.52,2.70088
