"FSC-A","FSC-H","SSC-A","B515-A","G610-A","V450-A","Time"
86573.7,62827,83807.9,76.44,2916.54,252.03,3.8231
42659.2,36854,56312.9,-3.12,4.86,7.44,3.82425
149097,114799,126645,123.24,493.02,132.06,3.82425
148434,115142,108033,133.38,9155.16,411.99,3.82657
151268,109333,134964,159.12,309.96,331.08,3.83466
142582,100357,115591,163.8,10564,352.47,3.8543
62886.4,50716,79477.3,49.92,2441.34,39.99,3.86124
46860.4,38438,104610,21.84,129.6,1.86,3.86124
104691,73433,102600,118.56,5400,330.15,3.86355
124465,92418,97763.6,119.34,220.86,269.7,3.86355
139749,105358,119703,143.52,359.1,293.88,3.87511
145644,105926,112981,161.46,24325.9,376.65,3.87857
56678.6,47195,112000,16.38,55.08,8.37,3.87973
111971,75914,143487,201.24,2744.28,156.24,3.8832
131988,97676,115541,680.94,11732,351.54,3.88782
100795,84513,72323.2,127.92,222.48,117.18,3.89013
90290.7,72703,58754.3,69.42,6579.36,161.82,3.8936
109778,81320,101876,107.64,7274.88,342.24,3.90515
178745,122660,124739,173.94,11269.8,310.62,3.91093
106048,84514,76489.1,71.76,50.76,184.14,3.91556
114334,90388,69790.5,105.3,1264.14,215.76,3.9248
155106,110540,100245,324.48,11528.5,327.36,3.92596
140899,98337,106282,156.78,8072.46,474.3,3.93289
109608,86559,71824.7,238.68,10127.7,369.21,3.93289
103935,77687,87737.5,101.4,2783.16,252.03,3.9352
120830,91960,93301.3,103.74,10084.5,293.88,3.94214
65330.6,46990,112574,101.4,209.52,17.67,3.94792
85336.6,68966,62311.9,92.04,8002.8,212.04,3.94907
100788,76426,71955,623.22,9873.36,291.09,3.95254
123381,93920,99652.8,120.12,1085.94,285.51,3.95369
134223,102407,85225.9,145.08,11566.8,338.52,3.97565
105011,77463,83772,108.42,168.48,254.82,3.97912
50041,42371,107612,35.88,95.58,18.6,3.98028
156908,110079,97126.4,137.28,1131.3,423.15,3.9849
115525,90458,79946.9,258.96,9425.16,344.1,3.9849
147075,110571,103578,371.28,10999.8,377.58,3.99068
92503.5,73891,63790.7,635.7,8597.88,174.84,4.00108
48986.3,40468,112813,29.64,78.84,4.65,4.00339
128727,101199,80779.9,95.16,9169.2,238.08,4.0057
146092,104701,116778,141.18,4857.84,327.36,4.01495
121569,82299,93357.4,91.26,460.62,224.13,4.03691
140938,99613,108391,762.84,7800.84,155.31,4.04268
111648,82143,99214.4,90.48,1725.84,257.61,4.05424
125800,92916,106461,120.12,419.04,332.01,4.05886
46858.1,40559,51462.8,-8.58,12.96,-11.16,4.06695
98715.2,76930,63930.4,70.98,1659.42,187.86,4.06811
177618,124842,103003,156.78,424.98,380.37,4.07504
99984.8,78350,70090.8,82.68,807.84,215.76,4.0762
86027.8,70322,55260.7,74.88,141.48,162.75,4.09238
108947,81946,74302,80.34,324.54,233.43,4.11087
56245.6,35955,97611.5,124.8,10824.8,132.06,4.11318
82856.8,64218,93918.2,94.38,10234.1,208.32,4.11318
110197,83316,81893,103.74,3625.02,262.26,4.11434
131892,99156,78324.5,125.58,897.48,214.83,4.11434
134750,93823,97481.3,160.68,185.76,488.25,4.12821
95642.9,70530,58902.5,76.44,8908.38,244.59,4.12821
118508,80650,132374,140.4,5871.42,394.32,4.14092
176791,122013,132309,187.98,12902.8,338.52,4.15248
150611,106332,168333,1435.98,19291.5,329.22,4.1571
98489.3,77575,80368.1,73.32,145.26,206.46,4.1675
62344.4,46654,67285.1,3.9,25.92,13.02,4.17212
98108.5,79843,55631.2,1647.36,18501.5,172.05,4.18715
102168,71690,83841.4,117,6705.72,232.5,4.21257
104500,81735,102411,111.54,643.68,285.51,4.2172
104628,80335,86276.6,109.2,5846.58,327.36,4.23222
135075,84139,113751,179.4,245.7,556.14,4.23338
57148.6,49851,109559,7.02,39.42,-1.86,4.238
95308.8,76716,69198.5,71.76,354.78,197.16,4.24493
129643,99351,95748.9,125.58,874.26,330.15,4.24609
119318,90117,101831,125.58,21459.6,374.79,4.25071
62460.6,49985,77159.2,63.18,27965,100.44,4.25534
104540,78820,139581,99.06,168.48,179.49,4.25996
185080,121348,164113,214.5,13404.4,173.91,4.26111
55277.1,46911,121072,39.78,37.8,12.09,4.26111
107826,82690,71788.1,89.7,4173.12,254.82,4.26805
92266.5,69372,75781.7,92.82,117.72,252.03,4.27036
116876,89575,84638.6,138.06,685.26,340.38,4.27383
88751,65744,107922,1726.92,27862.4,178.56,4.27383
64598.3,49273,87443.5,14.04,89.1,0,4.27729
98031.9,76583,73196.8,70.98,3871.8,222.27,4.27729
122572,89862,84609.7,99.84,842.94,251.1,4.28307
132220,104303,92001.8,124.8,15627.1,361.77,4.28538
132422,98548,84917,117,14652.4,229.71,4.2877
77023.4,58674,97387.7,53.04,10352.3,205.53,4.29463
53725.5,42661,109885,17.16,37.26,-5.58,4.29694
66074,47277,132504,147.42,233.28,308.76,4.30734
46686.6,43006,107628,10.14,52.38,0,4.31197
80362.8,60974,95405.7,80.34,318.6,182.28,4.3189
120932,89423,117942,106.08,184.68,219.48,4.33161
123675,94947,77941.5,105.3,201.96,126.48,4.33161
131796,77518,146941,159.9,7702.56,368.28,4.34086
110557,85519,85214.2,104.52,20251.1,162.75,4.35242
54449.2,45658,60287.8,16.38,64.26,-4.65,4.35357
137591,103387,93825.4,145.86,8344.62,279.93,4.36282
121493,87488,94084.4,107.64,9936.54,276.21,4.36628
160437,117533,114590,154.44,20351.5,285.51,4.36628
135471,95085,77649,119.34,2126.52,390.6,4.40327
111768,83440,114828,106.08,6661.98,141.36,4.40673
147489,107523,151070,109.2,18563.6,443.61,4.40905
117698,85038,100784,107.64,291.06,268.77,4.4102
142947,101330,100437,130.26,4614.84,372.93,4.41945
125961,96605,77869.7,109.98,127.98,155.31,4.42176
119885,93352,85290.7,107.64,6532.92,332.94,4.42407
120666,84696,139063,132.6,241.92,282.72,4.44141
62838.2,50242,130195,28.08,75.06,0,4.44256
144781,108927,87101,145.86,7419.06,331.08,4.44372
108515,83894,74169.4,102.18,731.16,257.61,4.45296
55757.4,38030,119506,386.88,16930.1,67.89,4.49457
156610,116955,109978,131.04,3475.98,343.17,4.50266
120277,96339,81436.7,87.36,1090.26,254.82,4.50959
148083,106882,152580,177.84,7061.58,406.41,4.51075
112361,84951,104283,119.34,7989.84,262.26,4.5119
120038,92906,74589.8,610.74,11222.3,346.89,4.52462
131007,96918,84966.2,99.06,19083.6,337.59,4.52577
95208.4,72804,110805,82.68,13105.8,151.59,4.53386
109815,84973,82306.4,83.46,15719.9,327.36,4.53733
41663,39205,74350.4,21.06,23.22,-1.86,4.53849
116483,83964,93975.2,106.86,486,199.95,4.53849
204538,130627,157631,222.3,856.98,404.55,4.53964
121086,92002,96703.6,159.9,2525.58,344.1,4.5408
143586,103678,99915.7,161.46,17105.6,372.93,4.5408
94360.8,69519,70062.7,88.14,1725.84,200.88,4.54889
156988,107975,116261,358.02,8492.04,220.41,4.56969
72675.3,52838,89992.5,631.02,6266.7,240.87,4.572
132166,99042,87017.6,97.5,17190.9,279,4.58009
144914,106686,108645,138.84,2390.58,231.57,4.58356
104483,80446,63479.5,113.1,1541.16,186,4.58934
119493,95970,83669,91.26,15869,267.84,4.59049
106274,75097,102462,105.3,151.74,278.07,4.59512
101144,80479,72020.5,121.68,3240.54,157.17,4.59858
96677.8,78291,62832.1,87.36,122.58,246.45,4.60089
130756,92366,117420,942.24,10835.1,303.18,4.60436
75110.8,52211,98687.9,111.54,1976.94,142.29,4.6113
122023,97036,73869.9,124.02,8199.36,322.71,4.61592
130222,103291,89014.4,114.66,3409.56,207.39,4.6217
132120,102410,96789.4,113.88,151.2,248.31,4.62285
95602.6,76062,68635.3,87.36,478.98,225.06,4.62863
97686.7,68403,95388.5,112.32,4416.66,247.38,4.63788
123817,94278,105858,123.24,11017.1,362.7,4.64366
98963.3,72047,99223.8,1238.64,10671.5,314.34,4.64366
99728.8,77847,60436,78,3047.76,124.62,4.64828
90795.5,68715,91650,108.42,465.48,175.77,4.65175
101771,75861,95477.5,85.02,201.96,357.12,4.65406
86906.3,65148,81227.6,79.56,1325.7,172.05,4.65984
96968.6,81411,67947.4,68.64,1144.8,205.53,4.66561
75321,60619,77712.2,75.66,3799.98,186.93,4.67139
98483,73332,133324,167.7,19298,236.22,4.67255
127504,95350,96433.7,146.64,13029.7,176.7,4.69104
152580,98306,130615,138.06,14542.2,303.18,4.69913
167377,117375,106017,158.34,5896.26,305.97,4.70029
49884.6,44958,116642,24.18,65.88,9.3,4.70491
105743,85748,74060.2,564.72,8749.62,158.1,4.70953
56415.5,49201,113318,27.3,62.1,-3.72,4.70953
98469.6,74300,58778.5,478.92,3074.76,212.04,4.71415
79183.3,58520,110599,109.98,6342.3,217.62,4.72687
42775.3,36901,71987,14.82,17.28,5.58,4.72802
138743,102239,85362.4,120.9,2375.46,189.72,4.7338
43676.7,40811,65094.9,10.92,2.7,-2.79,4.73727
99029.7,71471,90373.9,116.22,4477.14,307.83,4.7442
70987,48838,126674,60.06,267.3,17.67,4.74536
66220.2,55751,85393.6,7.02,38.88,0.93,4.75114
125078,90634,103207,1084.98,13221.9,318.99,4.75114
124344,93685,90265.5,154.44,4223.88,411.06,4.76732
87188.4,65869,69045.6,99.84,480.06,391.53,4.76732
115300,91423,65405.3,119.34,3271.86,257.61,4.76732
95281.9,75149,67157.2,82.68,92.34,235.29,4.77194
133204,97154,91150,94.38,129.6,334.8,4.77656
113630,82758,95199,97.5,174.96,216.69,4.77772
137730,98236,101620,129.48,139.32,171.12,4.78928
119929,93725,75226.3,87.36,899.64,237.15,4.80199
45542.7,36826,93610.1,17.94,64.26,0,4.80892
154618,106931,115431,160.68,9602.28,351.54,4.81123
49738.4,42736,95089.8,23.4,67.5,9.3,4.8147
79178.5,61377,88746.1,100.62,2274.48,260.4,4.8147
117697,90815,84747,104.52,24079.7,219.48,4.83319
67223.5,46347,80086.5,69.42,3646.08,160.89,4.83782
109376,86022,85492.7,184.08,4579.2,254.82,4.84128
87615,69335,87026.2,58.5,4142.34,124.62,4.85515
126521,96746,117811,117,11651.6,206.46,4.85977
90819.2,49928,128567,143.52,2197.8,109.74,4.87249
68184.1,48034,126751,24.96,75.06,0,4.87942
158713,118445,102876,97.5,24011.1,202.74,4.88751
60742.3,49919,134420,25.74,137.7,13.02,4.89213
43984,41556,98812,11.7,29.16,5.58,4.90138
87943.6,67494,73121.1,203.58,10422.5,220.41,4.906
99270.6,78402,83347.7,250.38,1745.82,217.62,4.91294
118708,93568,62844.6,109.2,1726.38,283.65,4.91756
110022,84973,76171.7,121.68,3143.88,285.51,4.92449
97944.2,76891,78173.9,97.5,16015.9,276.21,4.92796
50565.5,41294,85095.7,26.52,92.88,2.79,4.94299
103582,76459,103435,117,240.3,218.55,4.95801
139371,103918,95351.9,136.5,1232.28,358.98,4.96494
120717,86763,83464.7,82.68,977.94,188.79,4.97072
62132.7,40947,116450,49.14,279.72,-4.65,4.97303
85800.3,69070,68132.2,318.24,6009.12,206.46,4.97535
164911,118736,112680,137.28,10568.3,385.95,4.97881
121289,92938,99795.5,83.46,21379.1,248.31,4.98921
92862.1,68399,113073,117.78,901.26,245.52,4.99384
44649.2,38057,76994.6,10.14,56.16,-1.86,4.99846
105636,81296,91940.2,140.4,8275.5,388.74,4.99962
112981,89019,81517,573.3,6385.5,276.21,5.00539
138737,102954,93360.5,138.06,509.76,241.8,5.02504
89210,56077,74985.3,138.06,1987.74,165.54,5.02966
55291.3,48245,78295.6,19.5,65.34,-13.02,5.0366
130025,89574,110121,117,12351.4,254.82,5.04931
142531,99200,112206,1074.84,16549.9,469.65,5.05624
98769,71818,83387.5,108.42,149.58,150.66,5.0574
133571,99083,110234,126.36,14936.4,305.04,5.06087
92997.2,73563,61715.9,73.32,867.24,157.17,5.09207
81791.1,66570,59599,250.38,11941,262.26,5.09785
97974.2,75552,80284.6,92.82,1762.02,172.05,5.1175
145610,104659,109924,165.36,1634.04,228.78,5.1175
101218,79362,85451.3,74.88,123.66,282.72,5.14061
95182.4,67054,116869,142.74,1240.38,164.61,5.14177
97742.8,80275,76895.5,88.14,1083.24,179.49,5.14524
54827.6,46134,63962.3,317.46,4087.8,107.88,5.14755
93971.3,73226,77625.6,69.42,3614.76,199.02,5.15679
127072,98259,83276.7,240.24,2789.64,266.91,5.18453
126816,97119,109290,125.58,179.28,273.42,5.188
82757.2,65753,62405.5,53.04,14251.7,145.08,5.19031
104346,84098,83676.1,91.26,8450.46,194.37,5.19724
140718,103538,84112.9,126.36,17349.1,420.36,5.20186
121537,95887,74171,108.42,144.18,234.36,5.20186
59716.9,48219,82768.1,17.94,48.06,-0.93,5.20533
67847.6,54715,103272,119.34,127.98,103.23,5.21804
78340.4,61329,116236,135.72,4498.2,172.98,5.22845
58228.5,45206,116959,53.82,153.36,4.65,5.23654
156482,108073,150527,205.14,7037.82,427.8,5.24809
82242.2,67734,53881.6,61.62,85.32,168.33,5.24809
121931,89620,90668.8,107.64,12020.9,345.03,5.28392
64569.1,53271,133196,42.9,128.52,8.37,5.2897
53270.5,40954,108356,16.38,96.66,0.93,5.29432
154752,107422,111959,166.14,9216.18,171.12,5.3105
43992.7,35607,85532.5,7.8,24.84,-2.79,5.31628
123651,88798,115199,145.08,1322.46,333.87,5.31744
114637,75030,148947,497.64,6818.04,190.65,5.32668
101794,77866,87107.3,88.14,1290.6,225.99,5.32784
177787,128835,103305,153.66,1014.12,188.79,5.33477
113049,83910,88791.3,1376.7,17848.6,253.89,5.34748
121997,91043,97729.3,132.6,12245.6,309.69,5.3706
105743,84022,76376,93.6,1605.96,248.31,5.38562
53185.2,45909,101614,3.9,2.16,6.51,5.39949
89695.8,47012,104916,100.62,30526.2,201.81,5.39949
87051.7,68334,76345.6,84.24,26289.9,174.84,5.40643
121391,84435,80491.3,102.96,1463.94,107.88,5.42261
159192,118092,93472.9,152.88,19176.5,290.16,5.43879
95854.7,78711,58747.3,519.48,5523.66,184.14,5.4411
79444,61583,78762.8,83.46,3680.64,145.08,5.44572
148644,109719,107693,235.56,7174.98,276.21,5.45381
126744,85272,116393,109.2,14048.1,273.42,5.45728
134263,98837,117629,160.68,3809.7,339.45,5.4619
112450,83858,76882.3,101.4,4042.98,230.64,5.46999
153407,101199,166525,184.08,2500.74,358.98,5.51853
130258,96548,104588,761.28,14162,236.22,5.52662
56101.1,39480,75015.7,80.34,4545.72,155.31,5.5324
102995,77699,104426,89.7,166.32,282.72,5.5636
85845.4,59678,130912,127.92,279.72,305.97,5.5636
122829,84764,109269,128.7,22798.8,330.15,5.57169
116916,91480,129543,136.5,933.66,240.87,5.57516
104874,78975,96459.5,505.44,7720.38,287.37,5.57516
92573,61110,103727,112.32,22822.6,317.13,5.58209
50096.3,35086,105327,20.28,119.34,0,5.58325
112798,82982,79788.5,92.04,1418.04,287.37,5.58672
102619,72335,128446,236.34,3810.78,372.93,5.59018
52246.7,44998,101893,25.74,65.34,16.74,5.59365
121132,89031,104719,118.56,3515.94,385.95,5.59365
149570,110375,111457,134.94,127.98,160.89,5.6029
146993,105503,109130,132.6,13556.2,310.62,5.6341
89890.2,72444,64853.9,81.12,17699.6,244.59,5.63872
94891.6,73450,65958.4,70.2,966.6,235.29,5.65144
55492.8,45515,96174,11.7,22.68,1.86,5.67802
104158,82201,81645.7,98.28,609.12,331.08,5.69189
124505,94214,99126.3,105.3,27116.6,350.61,5.69998
112162,87461,69552.6,94.38,14447.7,257.61,5.70807
82636.4,66527,105878,21.06,144.18,-0.93,5.715
119384,91654,79100.6,497.64,9693.54,254.82,5.71616
158444,110880,121945,148.98,436.32,186,5.72887
87152.8,70570,99218.3,86.58,3886.38,107.88,5.73118
147170,95716,142546,798.72,11795.8,463.14,5.74389
108585,72740,78182.5,179.4,10168.7,531.03,5.74505
116764,85112,108918,152.88,7708.5,280.86,5.75083
155741,110576,123470,163.8,27860.8,531.96,5.76123
60721.8,48674,112189,21.84,24.3,17.67,5.7647
125927,87063,108099,147.42,27863.5,372.93,5.76585
157639,111027,115162,165.36,13842.9,518.01,5.77625
46190.5,40725,85454.5,21.84,35.64,6.51,5.78319
118512,87280,84755.6,111.54,517.86,321.78,5.7855
94555.1,75730,61561.5,66.3,143.1,172.05,5.78781
97275.1,70241,92404.3,93.6,191.16,217.62,5.79012
118916,91901,78008.6,79.56,6851.52,195.3,5.79475
77802.4,63759,63308.7,56.94,1537.92,183.21,5.79937
164026,104040,152573,211.38,428.22,657.51,5.80052
67123.9,52485,125216,29.64,63.18,12.09,5.80052
97776.7,78591,75582,57.72,4245.48,206.46,5.80977
86858.1,63194,110533,146.64,561.6,316.2,5.80977
165964,118154,134498,142.74,3143.88,305.97,5.81093
66566.2,37856,108791,215.28,1945.08,199.95,5.81786
123479,96929,72905.8,128.7,9185.4,145.08,5.81786
154786,115665,108512,1487.46,30377.2,304.11,5.82133
115354,86496,89655.5,110.76,119.34,158.1,5.82364
48119.7,39389,84147.2,31.98,96.12,-0.93,5.83288
136000,95795,114301,120.12,169.02,330.15,5.8352
42101.5,38405,79085.8,38.22,387.72,20.46,5.85947
57839.1,45393,117204,74.88,177.66,34.41,5.86178
138493,99595,121487,142.74,51685,443.61,5.86987
97189.8,74030,97936.8,100.62,3959.28,412.92,5.88258
125221,96784,72678.8,93.6,3707.64,284.58,5.8976
82021.8,68009,70781.1,64.74,7497.9,119.04,5.89876
82045.5,67976,70931.6,74.88,11004.7,141.36,5.90916
105934,82913,74933,92.04,76.68,198.09,5.91263
123918,94491,91208.5,113.1,5518.26,249.24,5.92881
156422,100878,165879,133.38,219.78,425.94,5.93343
164746,110801,169549,418.86,8805.24,514.29,5.93459
112920,87874,90231.2,106.08,4228.74,282.72,5.94152
134888,97912,124912,137.28,15748,352.47,5.9473
91489.9,70147,88885.7,136.5,3075.84,188.79,5.96232
110978,86363,70686.7,87.36,7212.78,235.29,5.96579
130933,98063,99108.4,198.12,5534.46,391.53,5.96926
176901,125215,87017.6,193.44,6671.7,174.84,5.96926
62225.9,50795,105137,21.06,25.38,3.72,5.97041
93624.5,73221,68718.8,92.82,1184.22,203.67,5.97157
139377,101706,106222,125.58,9520.2,359.91,5.98891
102143,79998,66927.9,68.64,213.3,163.68,5.99006
165744,108349,151226,157.56,18992.9,315.27,5.997
110096,86542,79711.3,86.58,2042.82,164.61,6.01202
113883,86820,83004.5,72.54,1276.02,224.13,6.01433
86232.5,59703,108146,119.34,2008.26,159.96,6.01895
126750,96624,92081.3,130.26,6121.44,259.47,6.02473
53372.4,40054,114177,29.64,43.74,0.93,6.02936
111253,82957,77050.7,125.58,1495.26,245.52,6.03398
108470,78202,69501.1,94.38,176.04,269.7,6.03513
99172.7,74447,83494.3,73.32,177.66,265.98,6.03629
98498,75875,59501.5,75.66,210.6,144.15,6.0386
150189,107563,106982,154.44,703.62,196.23,6.04091
132308,97213,80473.4,173.16,116.64,210.18,6.05247
72217.1,55067,58562.4,67.86,216,205.53,6.05478
118527,90379,74858.2,94.38,147.96,259.47,6.0594
83188.6,60033,97119.4,17.94,48.06,7.44,6.06749
63444.1,49514,72564.2,736.32,14539.5,200.88,6.08945
115901,86197,85462.3,96.72,8121.06,313.41,6.09292
76111.8,60486,68659.5,67.08,151.2,262.26,6.09292
50173.7,45134,104564,27.3,35.1,10.23,6.09292
139644,106169,101133,106.86,11985.8,307.83,6.1091
111222,85382,90827.1,115.44,125.28,211.11,6.11835
109853,82130,126564,118.56,32475.6,305.97,6.12181
106302,86190,80306.5,84.24,20941.7,168.33,6.12412
129642,101186,83794.6,111.54,111.78,229.71,6.12759
119603,94043,76781.6,99.06,9601.2,215.76,6.13106
102206,84904,76433,90.48,32573.9,285.51,6.14839
96977.2,77850,77159.9,94.38,7299.18,135.78,6.15533
98310.8,75557,80344.7,148.98,1785.24,438.03,6.16457
114104,82907,87491,889.98,8606.52,391.53,6.17266
126571,96146,92780.2,118.56,636.66,252.03,6.18191
140342,98768,100684,691.86,10956.6,397.11,6.18306
75181.9,53424,136045,23.4,134.46,-9.3,6.19231
144405,90395,135445,140.4,308.88,374.79,6.2004
121000,91690,73757.6,89.7,120.96,164.61,6.20849
88414.4,69201,69077.6,85.8,9318.78,241.8,6.22005
116211,77573,89108.8,109.2,13923.9,372,6.22583
125959,85410,139506,112.32,1664.28,303.18,6.23623
121588,87403,109829,109.2,22764.8,215.76,6.23854
84643,63602,71209.3,74.88,3172.5,173.91,6.2501
120525,95134,91652.3,110.76,17671.5,260.4,6.25125
90702.3,59830,125886,112.32,2484.54,274.35,6.26281
98806.1,76850,68200.9,81.12,118.26,200.88,6.26974
99156.9,78084,94405,652.08,22933.8,285.51,6.27668
74813,51872,99163,118.56,2253.42,276.21,6.31597
168668,117647,130818,152.1,17860.5,378.51,6.32175
97807.5,76239,71213.2,81.9,6670.62,127.41,6.32984
104499,67528,91613.3,123.24,2410.02,119.04,6.33677
100688,72808,120996,120.9,607.5,242.73,6.3414
136719,91366,86648.6,148.98,700.38,319.92,6.34255
96143.8,68655,100397,109.98,5435.1,250.17,6.34718
62831.1,45703,86498.9,67.86,2164.32,24.18,6.35642
120493,94217,103335,95.16,35620,322.71,6.35642
111994,88597,96512.5,106.08,16421.9,264.12,6.35758
155990,118259,87253.9,153.66,25795.3,259.47,6.35989
127000,90903,71139.1,99.06,5810.4,204.6,6.36105
93860.7,74886,62176.9,99.06,1552.5,204.6,6.36567
83859.3,61041,80170,93.6,2628.18,246.45,6.36682
152672,112254,83271.2,1460.94,17478.2,396.18,6.37145
121341,90910,100321,88.92,183.06,269.7,6.3726
98290.2,79858,64273.6,173.16,1797.12,212.04,6.38185
96122.5,79455,72014.3,90.48,12791.5,212.97,6.38878
71574.8,52646,108264,140.4,112.86,226.92,6.39803
83707.6,68354,58840.9,83.46,6959.52,153.45,6.40034
82003.6,66559,48984.8,66.3,3503.52,152.52,6.40381
115068,90786,81753.4,107.64,1060.56,226.92,6.40727
107950,83633,81953,81.9,12980.5,199.95,6.43386
108870,81543,109738,114.66,137.16,283.65,6.4431
92082.4,64816,114456,121.68,11440.4,345.03,6.44426
87212.8,67569,84438.9,102.96,423.36,272.49,6.45119
119134,92814,95411.2,88.14,197.1,227.85,6.45581
65085.7,50968,67893.5,646.62,8265.78,182.28,6.45697
46187.4,42421,93933.8,20.28,44.28,-12.09,6.47199
57304.2,44857,108734,26.52,122.58,-3.72,6.47315
134893,97818,112302,2399.28,21514.7,297.6,6.47777
109173,84690,90643.8,101.4,8919.18,269.7,6.47893
98438.7,73063,101430,108.42,193.86,249.24,6.48008
143511,106656,97395.5,130.26,8533.62,251.1,6.48702
136661,104083,93280.2,109.2,4195.26,289.23,6.49395
136692,99354,116037,118.56,11245,378.51,6.49511
116519,93134,81761.2,890.76,11327.6,252.96,6.49742
101456,77653,82933.5,94.38,217.08,298.53,6.50204
152038,101579,124709,170.82,14680.4,344.1,6.5032
149342,104787,143039,138.06,1031.4,422.22,6.50551
76692.4,65313,46069.9,33.54,113.94,51.15,6.50666
109165,83831,95265.3,1109.16,10939.3,375.72,6.51938
44717.2,42314,105206,52.26,215.46,25.11,6.52747
50135,42984,88911.4,17.16,65.34,-8.37,6.52862
49510.1,40779,82820.4,22.62,82.08,-3.72,6.53093
109899,86927,76050,230.88,2030.94,158.1,6.53209
162668,117043,158398,156.78,2552.58,152.52,6.53902
103818,84519,65888.9,75.66,416.88,233.43,6.5448
104461,77836,84292.3,100.62,3282.12,278.07,6.54827
102440,78281,94832.4,93.6,8399.16,279.93,6.54827
95337.2,79239,84295.4,274.56,7695,171.12,6.55867
137216,94867,90285.8,120.12,5632.2,338.52,6.56214
79749.7,60591,72777.1,84.24,1229.04,204.6,6.57023
160370,121435,126448,1630.2,25199.6,345.03,6.5737
158141,121351,91136,118.56,11174.2,377.58,6.57832
148142,107177,100622,158.34,995.76,244.59,6.58063
46912.6,43212,97016.4,34.32,81,5.58,6.58641
134952,87887,148759,150.54,3574.8,280.86,6.59565
65118.9,47808,90386.4,95.94,1268.46,193.44,6.60721
96526.2,74834,80249.5,121.68,2984.04,175.77,6.61068
117509,89363,84841.4,127.14,3148.74,362.7,6.62686
116474,95164,66260.2,103.74,474.66,209.25,6.62686
121970,93186,82229.9,1728.48,19838,265.98,6.63495
59867,48111,114999,10.14,13.5,0.93,6.63842
82749.3,65362,70529.9,85.8,3021.84,141.36,6.64882
126891,97484,92052.5,108.42,10300.5,288.3,6.64882
97598.2,71142,93510.3,90.48,5445.36,173.91,6.65113
111488,80148,70136,74.1,3861.54,217.62,6.65344
55816.7,46005,116534,38.22,95.04,7.44,6.65806
52209.5,41967,80405.5,17.16,23.76,-2.79,6.66846
99378.1,74099,121146,116.22,889.92,330.15,6.66846
109598,87970,82323.5,78,19925.5,230.64,6.67424
164159,105317,127211,1270.62,24586.7,341.31,6.68002
113861,87468,123593,124.02,4245.48,239.01,6.68233
41869.2,40193,69762.4,35.1,106.38,-5.58,6.68349
118528,79614,112237,99.84,6849.36,279.93,6.68927
159842,118315,125585,165.36,754.92,411.99,6.69042
99158.4,79330,64266.5,69.42,11702.9,186.93,6.69389
124832,96541,88575.2,113.88,138.78,284.58,6.70198
129238,96065,122843,145.08,6378.48,245.52,6.7066
71399.4,52568,109680,617.76,11422.6,203.67,6.7066
137313,100506,94944.7,117.78,293.76,89.28,6.70776
96469.3,69030,97443.8,72.54,535.14,302.25,6.71238
80012,62323,74639.8,54.6,6106.32,231.57,6.71469
101878,75499,76328.5,81.9,4946.4,259.47,6.73203
53805.3,43747,117165,-3.12,23.22,-6.51,6.73203
61739.3,50506,110222,3.9,21.06,-3.72,6.73318
121784,87378,103767,119.34,824.04,367.35,6.74127
129767,104675,80370.4,699.66,5886,328.29,6.7459
58236.4,46729,122612,14.82,72.36,14.88,6.75745
119879,88810,81743.2,118.56,8788.5,246.45,6.77017
104510,77926,63244,127.92,128.52,270.63,6.77017
58697,47443,69763.2,74.88,98.28,114.39,6.77363
97258.5,67976,99483.5,106.08,32704.6,196.23,6.77363
149637,108038,118399,131.04,6164.1,340.38,6.7771
98086.4,79977,75266.9,75.66,798.66,132.06,6.77941
117853,79796,120748,122.46,23072.6,246.45,6.79675
46101.2,37481,78808.1,51.48,98.28,24.18,6.79906
100837,73883,91780.3,514.8,6441.12,205.53,6.80022
143911,95515,136708,144.3,28926.7,320.85,6.81062
123762,92518,110214,111.54,5525.28,223.2,6.81293
94540.1,69885,88875.5,82.68,1556.28,235.29,6.82102
116344,87471,112880,906.36,13671.2,332.94,6.82911
92847.9,66315,111166,143.52,9249.66,267.84,6.82911
142987,103328,112326,631.8,8397,328.29,6.84067
94341.8,65182,92724.1,107.64,125.82,215.76,6.84876
108666,65523,109901,164.58,5555.52,240.87,6.86378
42588.9,38078,84803.9,17.16,88.02,13.95,6.87303
94388.4,73422,80836.9,121.68,477.9,258.54,6.87996
65562.1,50691,128617,40.56,118.8,17.67,6.88458
61420.1,45066,124234,17.94,28.62,11.16,6.88689
81197,60949,111010,113.88,137.16,162.75,6.89614
132172,94214,122657,133.38,4437.18,421.29,6.8973
90551.4,59606,99085,173.94,8446.14,307.83,6.90076
47667,43613,100491,24.18,40.5,20.46,6.90885
130641,95429,100325,124.8,6608.52,324.57,6.91116
86416.5,65172,95608.5,106.86,291.06,166.47,6.91348
112378,86366,76018.8,100.62,19468.6,295.74,6.91925
57122.5,35873,99929.7,117.78,200.34,328.29,6.92503
87136.2,52363,114719,99.84,224.64,288.3,6.92619
106065,77641,121677,136.5,3567.78,227.85,6.93543
43499,38750,78113.9,-2.34,12.96,1.86,6.93659
124235,84650,132368,139.62,1951.02,284.58,6.94121
173636,120766,160480,174.72,724.68,247.38,6.95277
127611,93206,124011,103.74,2735.64,225.99,6.95855
45327,35729,98628.7,24.18,69.66,11.16,6.96317
