"FSC-A","FSC-H","FSC-W","SSC-A","BL1-A","RL1-A","RL2-A","VL1-A","YL2-A","Time"
266597,129378,107,156414,-62,-59,21,3505,-49,10.0493
282858,190198,103,340155,85,27,-20,6468,-91,10.0503
126258,83880,86,315582,60,18,36,3806,12,10.0523
242139,154222,102,278906,9,49,46,3253,67,10.0523
341330,226163,107,247219,-37,72,41,4056,16,10.0523
306324,174518,97,555270,-43,62,36,647,143,10.0523
217328,142766,92,420112,29,-28,57,3953,-5,10.0533
396598,266361,98,259061,274,-52,87,7073,54,10.0533
228279,120650,111,693726,-11,124,41,151,19,10.0543
212300,129407,97,485935,103,23,56,3200,-6,10.0574
128217,62379,103,346604,78,-33,29,5470,90,10.0574
282157,208176,89,268650,45,-13,-27,23,16,10.0604
182245,114904,91,534464,11,-22,-25,4143,-3,10.0604
395080,241991,111,460668,42,91,84,8705,-10,10.0665
161745,93945,90,542910,77,66,72,8771,228,10.0665
297395,158263,114,439048,43,62,15,5349,-37,10.0665
371814,214160,112,467572,97,45,36,12591,77,10.0685
131196,76858,93,521021,77,17,7,70,-22,10.0726
201159,127180,100,301293,164,82,-39,3017,21,10.0726
210710,112335,107,389444,-9,36,-25,3952,81,10.0746
191080,89141,104,697642,-3,93,58,8753,46,10.0756
146794,93148,98,338959,108,50,20,3112,48,10.0756
175160,87286,103,451905,96,21,57,4426,85,10.0888
176694,111867,97,306447,-10,34,59,3416,32,10.0888
249731,165557,102,172724,51,-2,8,6346,-67,10.0888
318301,175097,113,517009,79,115,70,11189,12,10.0888
307356,197241,106,380345,23,32,94,158,40,10.0918
141788,91560,87,376679,27,21,-39,4401,56,10.0938
265537,155217,99,423015,-66,-11,40,9070,63,10.0938
216549,157456,96,324305,-81,41,13,6787,11,10.0999
377737,249816,108,372528,21,-37,5,9021,-57,10.1019
158691,86596,104,367824,-19,-31,52,3964,-5,10.1019
344331,233155,107,257775,129,100,73,197,57,10.1019
115248,63426,89,300098,22,48,-74,4367,18,10.1019
228589,155487,94,309273,43,57,35,119,16,10.1019
136669,77450,99,428205,-29,85,50,4414,56,10.1019
257281,180196,91,197412,32,29,46,5545,77,10.103
322438,206321,106,252165,37,35,-23,6160,80,10.103
146314,104221,84,429634,46,-8,44,6411,-8,10.1141
177113,90390,106,616351,155,63,80,-17,94,10.1222
177334,111364,91,304236,-44,-5,5,4021,48,10.1222
335739,212685,96,761729,-33,144,44,4549,55,10.1232
413199,236699,111,339080,56,100,53,11269,-13,10.1232
195732,132063,99,273071,91,39,49,3785,-78,10.1232
163217,105711,99,394042,57,-2,-15,2597,61,10.1252
341760,180054,119,704658,131,26,47,242,85,10.1252
156506,107418,85,306957,93,85,181,-12,45,10.1303
245785,163576,88,264484,43,74,44,46,-43,10.1313
173865,82865,110,572028,85,16,11,6579,32,10.1313
186737,142693,93,234173,-34,-11,44,1542,43,10.1364
224632,158483,99,191255,-28,17,16,1986,-72,10.1364
257715,131779,111,504307,172,27,89,5902,65,10.1384
240797,116173,108,602315,107,14,80,5588,-1,10.1404
153849,101469,94,301082,81,-7,-63,0,109,10.1414
106879,66866,82,281278,21,5,-11,3360,-5,10.1445
178953,99281,96,495051,59,27,10,6500,38,10.1475
230727,166582,90,176240,25,41,-30,2512,-26,10.1475
127663,102631,80,498011,65,195,123,194,10,10.1475
176452,114434,88,316029,-16,-20,49,3783,-1,10.1505
127612,77329,86,324446,-47,4,1,79,20,10.1505
281445,173241,101,401442,60,25,22,1219,87,10.1505
317819,194972,108,295067,88,16,-53,5160,-18,10.1556
271508,141022,128,620293,95,83,71,367,94,10.1566
158653,82289,102,453436,35,19,43,5383,-51,10.1576
195947,109927,107,701366,11,40,-8,7821,124,10.1576
253667,152479,106,351729,82,13,13,6524,-107,10.1576
175127,91041,107,370743,71,7,11,2239,-22,10.1576
102708,61777,88,374562,120,-26,57,3093,20,10.1586
144489,87188,96,448228,82,41,1,4277,-29,10.1586
225108,158208,94,389207,-26,10,19,7190,22,10.1607
139645,96034,88,267210,29,-45,25,5751,36,10.1637
338004,217563,104,478594,133,25,2,198,-14,10.1657
229033,133331,94,787961,167,11,17,9245,93,10.1667
193144,109382,98,597217,263,54,22,13249,70,10.1678
175705,104953,98,391628,27,19,20,4950,-23,10.1688
326336,163804,118,612473,55,84,2,3468,64,10.1698
324194,208712,105,217441,99,19,45,6713,-7,10.1698
204111,139648,99,209370,53,8,-9,6896,70,10.1728
175543,128344,92,232083,-5,52,-32,3905,-34,10.1728
154680,82009,99,650930,113,56,61,4293,79,10.1738
105795,90814,86,220382,72,34,19,184,25,10.1769
309464,216893,102,257183,18,-7,19,5539,87,10.1799
157738,102066,91,275393,-56,-42,73,2391,10,10.1799
229323,146026,104,375613,58,43,-22,4566,0,10.1809
328455,189658,103,478820,-1,-1,27,6229,-30,10.1819
244067,155966,103,348428,89,-57,36,7235,20,10.1829
176989,112414,101,293845,154,48,25,5077,105,10.1829
252070,157233,105,296554,19,36,-15,2665,64,10.1829
188183,92688,109,454617,44,2,8,4149,78,10.191
104641,67999,84,316692,4,-37,-29,3924,2,10.191
351427,207356,106,444029,53,9,24,6567,17,10.1921
191064,140648,63,239528,51,43,38,-101,83,10.2154
357865,190562,105,674081,135,76,89,18139,85,10.2154
142623,81404,100,361167,33,158,67,107,45,10.2224
169045,113528,91,306460,58,-18,-25,3830,1,10.2235
137562,87560,96,293308,16,11,5,3004,-24,10.2235
281442,177858,103,255027,1,47,85,6207,-29,10.2235
177526,105751,97,498498,106,66,105,13580,-13,10.2235
144270,90054,96,339776,-10,26,155,-26,49,10.2255
185117,88981,112,395111,0,38,67,4907,-63,10.2255
172393,110275,88,333036,26,41,40,3907,-21,10.2255
256827,172192,103,335065,51,-53,-20,7463,54,10.2275
165412,98382,100,333870,14,49,17,51,41,10.2295
135728,90984,94,355915,62,19,78,2865,-9,10.2305
341576,173899,107,735090,127,73,42,5715,73,10.2305
116699,68748,94,351392,55,-21,-27,4521,74,10.2305
238870,134291,106,628285,-66,149,26,4726,47,10.2346
172639,93866,103,361580,108,65,18,4514,-24,10.2346
162365,101713,98,336311,67,-41,61,3396,-77,10.2427
170063,100499,100,536176,128,63,50,6223,143,10.2457
258196,178284,98,325635,111,68,40,2823,-19,10.2467
281851,197684,92,222766,-11,-21,61,206,-1,10.2498
177637,103881,102,324024,109,-16,20,2570,93,10.2498
178033,94586,94,373142,-40,-38,19,4691,20,10.2498
273462,154929,111,493860,-57,42,59,6108,98,10.2508
170646,109233,96,295906,35,-46,18,2377,-54,10.2508
125992,78878,94,258017,72,52,25,-43,-20,10.2508
162078,107886,92,288099,83,21,-12,4031,-5,10.267
145812,97834,86,262321,-64,97,41,2699,18,10.267
338140,172037,111,737973,71,-12,-32,15185,120,10.267
238178,153288,94,299677,-25,47,1,5458,0,10.267
327921,191975,110,476016,64,103,109,10110,67,10.267
99643,62703,89,290879,8,-68,-2,130,-37,10.267
189031,115535,96,449652,10,108,123,199,6716,10.267
214469,133255,99,405670,-23,22,36,5402,-1,10.268
173473,109010,99,363996,-47,-2,-11,2153,-13,10.27
244854,127700,108,531752,132,-40,-37,3043,126,10.2731
231514,148805,103,473220,88,98,20,6898,-25,10.2741
182059,116325,100,321807,58,3,7,3405,69,10.2771
277794,192058,103,292072,34,53,0,39,57,10.2771
176695,110202,100,283964,48,7,46,9812,11,10.2771
168105,104435,94,348680,-68,23,14,6208,63,10.2893
277696,189342,99,216995,36,-1,22,3844,-86,10.2933
178029,109238,103,602654,-4,53,24,6472,12,10.3014
237799,156937,102,297904,-31,93,20,5810,39,10.3045
163475,93932,103,379296,36,-22,-30,5252,18,10.3045
178561,97680,104,304908,29,39,70,2977,78,10.3065
262985,139908,111,493707,102,14,73,3890,121,10.3075
169944,86505,102,287615,-14,-64,7,43,33,10.3085
108902,66374,90,349511,75,108,74,5729,37,10.3085
127244,101560,79,413531,75,117,110,21,182,10.3085
270005,187583,87,197715,-57,6,-45,3820,-36,10.3085
163690,107999,88,363868,14,60,46,3673,9,10.3085
93152,70495,59,286879,150,53,65,688,57,10.3085
170820,138994,79,116253,30,18,-33,40,69,10.3126
226678,133769,95,400156,16,61,3,5058,121,10.3136
152945,95855,88,320350,5,-38,1,2934,6,10.3136
266872,181910,98,171275,-55,21,-13,2895,45,10.3136
279641,161259,109,528062,94,-42,55,5821,-12,10.3146
416486,249599,115,671526,38,61,-3,4899,122,10.3166
360510,220566,103,424434,373,132,80,7175,159,10.3166
164713,79575,106,692586,42,-6,78,6181,94,10.3328
160347,82860,105,347114,-13,47,6,516,7353,10.3399
192830,123108,91,341421,64,35,-16,63,7135,10.3399
158865,89509,99,435809,83,52,-16,5077,26,10.3399
244355,158804,103,258092,79,1,26,13,71,10.3409
213381,127775,105,503457,92,37,17,6516,59,10.3409
122881,86039,89,317391,47,35,71,2548,126,10.3409
121089,85600,91,413002,110,93,15,4166,48,10.3409
189990,131971,86,284947,31,89,41,3011,-16,10.3419
253434,150304,109,488694,54,31,40,33,78,10.3429
219229,127659,107,381161,-32,14,36,2957,59,10.345
276983,198264,98,266208,-8,74,36,4662,-27,10.345
176483,111357,90,351010,134,-8,-4,103,22,10.3612
193799,130119,87,237107,33,-16,59,2395,-74,10.3632
279092,144055,116,465593,227,98,121,5109,220,10.3652
113387,77860,91,211372,97,-35,34,9047,65,10.3662
164340,106799,99,384088,109,12,-13,-19,56,10.3662
323468,190684,108,437368,155,65,40,91,71,10.3662
136080,83436,88,336042,-45,8,-17,4167,14,10.3693
150155,116215,92,318094,-6,91,114,3680,47,10.3693
202354,122442,94,547112,148,90,33,4723,30,10.3703
130548,90378,82,262728,126,-17,45,5768,38,10.3703
144208,91182,92,304986,46,-22,1,1969,56,10.3733
218796,136185,98,259435,52,55,-11,-94,-2,10.3743
310592,197956,109,288228,61,39,-18,12,-37,10.3743
113255,65917,87,468850,1,49,33,4794,-11,10.3753
323311,205102,98,387667,-66,15,40,7945,116,10.3753
218158,135865,99,322212,102,71,-10,5716,95,10.3753
188809,106427,93,424244,4,82,0,-29,47,10.3753
187912,126271,88,288667,100,24,58,6003,-35,10.3764
199031,128162,93,293177,63,-13,48,3565,18,10.3764
232589,130706,112,535313,3,-31,132,76,9237,10.3784
260483,148558,94,714199,122,30,19,11036,176,10.3915
155099,109852,73,257344,-58,70,14,5023,12,10.3915
157745,89185,102,591236,4,52,16,763,43,10.3936
216526,155454,98,185074,39,-13,19,4342,22,10.3936
103342,52236,95,513167,88,45,55,491,-18,10.3976
239090,116909,113,365632,157,-69,66,4534,38,10.3976
432008,233327,119,562042,67,49,-42,9622,52,10.3976
209750,114994,94,640328,76,84,18,7388,-14,10.4017
130994,77874,97,439965,-10,-25,17,3038,159,10.4027
130939,89042,90,309596,-15,29,-42,5470,1,10.4027
194786,94438,104,538486,54,79,-12,8724,-93,10.4027
229493,101245,102,682620,77,4,84,7657,52,10.4088
215472,138068,102,257961,-56,7,-49,4809,-56,10.4098
254736,181855,101,218274,151,101,130,6912,137,10.4098
209469,140436,99,223657,-37,38,52,358,4498,10.4098
171296,108516,92,726930,83,91,-1,6716,15,10.4098
320966,206298,101,453542,78,65,52,6066,98,10.4098
328033,201444,103,495985,17,-58,-2,13849,102,10.4138
211896,130952,103,306408,-75,-3,20,189,-46,10.4148
189924,106612,105,648714,32,13,-47,9944,-27,10.4159
303243,169326,113,630039,90,-8,46,518,38,10.427
116076,74823,83,283790,17,-14,-45,2246,-64,10.427
191640,124364,91,275939,-26,-6,44,4038,66,10.427
250082,183695,91,180355,57,51,19,4268,-64,10.427
305218,179796,110,364093,144,66,70,1992,7,10.427
293754,221956,101,382899,575,227,200,6816,265,10.429
148875,94743,96,403048,-2,20,33,3672,-11,10.4341
255664,162202,104,332260,15,15,12,8392,42,10.4341
154026,96024,101,580028,36,14,47,5906,-15,10.4412
137286,79559,100,623599,-39,40,41,4381,40,10.4422
220945,138829,98,385995,29,6,54,3961,98,10.4472
330697,229508,103,353096,92,40,-12,9225,-58,10.4493
150280,92454,99,355332,-15,26,21,2578,-71,10.4543
167494,98357,93,404130,81,21,39,4743,25,10.4543
229297,131120,101,325375,77,8,48,4178,-46,10.4543
138139,100026,90,220470,-4,50,3,3340,61,10.4543
260756,189704,93,270205,-20,55,104,4862,30,10.4553
240292,169221,100,225729,-35,-32,-13,2471,91,10.4584
156556,127402,85,127446,10,27,60,389,17,10.4614
202351,149078,86,195381,-6,12,-57,-29,13,10.4665
302090,195345,107,342470,57,64,37,4563,53,10.4665
400847,223255,116,605940,48,53,20,10633,20,10.4695
223537,121592,105,398902,74,10,-27,6517,58,10.4705
182507,110774,91,388096,-33,40,50,5893,52,10.4715
299639,190914,108,416043,-34,99,-8,5239,138,10.4715
283844,175574,99,377783,-55,37,24,-45,48,10.4756
153316,137475,83,176963,52,78,77,2886,72,10.4766
402076,240153,114,261817,49,95,92,9306,67,10.4766
273564,182642,104,265572,31,66,-58,3396,-104,10.4766
368698,233328,100,268106,47,50,52,132,-11,10.4766
238219,146845,105,396627,-3,45,32,5444,16,10.4786
180967,149291,90,465726,47,130,64,6530,29,10.4847
135133,79004,98,312792,84,19,-6,2554,160,10.4857
159217,83592,98,587707,86,-59,60,115,-83,10.4888
284023,179757,101,315779,29,133,127,5434,12,10.4888
224328,113741,102,681252,82,38,83,4799,62,10.4898
255305,157403,105,708227,92,33,55,7719,32,10.4898
272629,153141,108,602580,-2,103,86,28,82,10.4898
113860,71144,85,618817,-52,57,3,3645,190,10.4908
159683,86414,92,437779,-20,89,-8,3434,-71,10.4908
235872,144880,105,429929,55,-41,-15,151,-69,10.4928
143802,84399,99,441089,99,35,34,4846,106,10.4928
224785,141536,103,335231,15,-34,10,6897,24,10.4938
269064,167796,102,271859,48,31,62,955,117,10.4958
304192,207577,105,288444,55,-52,47,89,-41,10.4958
186928,124043,92,315141,61,105,73,92,-26,10.4958
115280,76391,84,265920,80,65,-15,4113,17,10.4989
204436,150283,87,213227,-79,37,-48,2595,-3,10.5009
209843,142699,91,287790,68,38,36,10027,89,10.5009
216561,137368,93,414761,91,36,-22,88,-6,10.505
281117,145889,116,769483,140,118,149,3634,-19,10.512
238670,174224,95,164536,-34,23,21,3392,18,10.5131
255354,168000,98,299372,57,-7,82,5040,100,10.5141
196551,125309,94,292418,137,10,51,7417,-15,10.5141
220259,151139,92,277967,9,3,-41,4416,22,10.5212
207831,137111,91,302934,41,91,92,3320,5656,10.5212
127970,80442,95,323376,4,30,26,4559,70,10.5232
333156,208305,105,360447,17,120,80,12919,112,10.5242
216243,116899,106,466853,-70,-18,35,5568,137,10.5242
93897,60225,84,391432,132,64,73,3958,-95,10.5242
150564,100094,97,328380,-52,46,-37,4043,-6,10.5272
251444,168845,104,317229,-78,43,-20,3349,-36,10.5272
263300,159309,107,369614,69,-12,-10,-41,105,10.5374
336011,196901,114,707251,98,30,-59,7626,134,10.5384
195422,121027,103,272831,23,39,39,5373,-7,10.5384
148910,99962,92,319185,27,54,27,2693,-80,10.5384
108905,49591,100,510715,110,-1,49,148,-27,10.5384
207998,123762,99,558656,46,-70,-10,3828,124,10.5384
194079,119525,94,389308,68,58,-15,3646,20,10.5414
158918,92205,97,318894,-67,-21,-21,154,21,10.5505
290269,187954,104,667050,30,109,61,1543,99,10.5505
181311,147635,83,111133,6,47,39,3068,-118,10.5536
209528,81841,113,822163,99,67,12,6853,-18,10.5536
157139,94103,91,344419,-45,62,19,2945,-14,10.5536
163287,99412,99,379649,6,128,-41,6432,87,10.5536
148165,105033,89,217534,11,14,37,235,48,10.5536
317856,165078,120,324923,-89,46,61,5679,30,10.5566
104352,56647,94,400171,70,-37,0,3859,31,10.5586
174388,115128,98,224483,16,-27,18,3121,76,10.5586
152482,94703,98,330385,45,-7,-33,93,50,10.5627
285274,180944,98,370882,53,-17,-57,5737,31,10.5627
224324,146693,95,275309,46,6,60,3590,-81,10.5627
257557,166703,94,431269,83,22,-20,4340,75,10.5627
179210,92450,104,380420,63,-42,2,4410,78,10.5637
400099,267095,110,314343,124,67,86,10457,137,10.5647
109649,73551,91,253986,14,0,-6,2043,31,10.5667
235402,161805,89,263754,-43,-4,22,8061,2,10.5667
138548,90762,94,307074,-6,62,73,453,-5,10.5677
201194,119339,105,822132,59,110,30,7487,105,10.5738
223807,133856,98,429748,84,41,84,7827,-57,10.5738
254031,150636,101,538792,5,-31,-9,5687,144,10.5738
290548,199365,103,204150,2,45,10,2040,-6,10.5748
240947,171679,100,220881,21,-13,37,2907,-17,10.5748
349030,212332,109,308012,-8,29,4,194,11,10.5748
134451,80371,94,500302,128,28,0,4155,45,10.5789
250201,168734,104,514323,269,114,91,9646,24,10.5789
413890,255274,113,358670,76,-4,6,5155,55,10.5809
219743,138591,96,413306,51,12,68,4673,83,10.5809
150164,105327,87,474568,70,13,28,5031,43,10.585
140449,98422,86,261692,-54,35,-19,3079,105,10.585
157084,115719,95,319763,-59,58,4,2790,0,10.585
247004,152397,104,331879,76,-10,67,4776,-10,10.588
139299,80313,93,457849,97,32,6,8371,101,10.588
150386,92514,94,286624,30,-40,38,14,-93,10.588
223135,158258,97,147517,-37,76,-38,3596,-30,10.588
148992,92397,98,513234,14,45,40,48,-10,10.589
233495,124474,101,716815,84,-39,34,3764,222,10.5951
203251,115935,99,521760,56,62,-21,6773,-108,10.5961
229610,124948,96,629756,11,63,16,34551,247,10.6224
160139,107502,85,263678,-28,-47,56,4689,62,10.6224
338872,211793,109,276911,41,103,76,7438,93,10.6224
232397,130018,109,442602,100,76,-10,7806,78,10.6224
313222,183876,102,418159,35,85,23,21,31,10.6224
218190,126416,106,370634,-73,25,89,3381,86,10.6245
184743,104039,102,344745,-2,150,53,4190,48,10.6255
219676,107788,110,562992,75,24,44,6387,18,10.6265
322618,200036,108,376299,20,-16,19,1034,-26,10.6265
174068,110158,95,673832,101,329,503,3729,176,10.6265
283018,180876,101,575222,115,56,63,6932,94,10.6396
184232,100460,105,497665,38,112,19,39,-59,10.6417
143394,73341,96,426146,17,-49,2,23,110,10.6417
277291,166148,107,364373,82,-13,51,3362,1,10.6427
392167,265806,102,514334,76,90,54,7529,59,10.6427
200659,113224,103,366135,171,49,70,917,143,10.6437
184143,101554,94,588569,34,45,131,8069,-28,10.6477
307791,174055,109,766451,-1,36,91,8541,2,10.6488
265825,176948,102,236254,38,-73,87,4489,38,10.6488
199590,131923,100,278353,126,30,39,-26,-3,10.6488
231049,180061,90,149372,47,10,35,2208,27,10.6488
245004,146817,98,434899,-8,26,14,5262,-38,10.6498
144583,85308,99,379067,-43,-1,50,7431,41,10.6508
376314,243713,111,414675,109,63,29,6864,-39,10.6518
240838,154111,100,488311,22,56,-31,6968,94,10.6538
142877,82936,97,237648,97,89,18,2201,-89,10.6548
243179,150185,98,480465,158,-1,4,6332,0,10.6558
165935,117296,88,392798,105,119,42,149,8180,10.6639
256027,148702,109,361139,47,-3,36,91,5,10.667
164996,103073,101,468381,63,65,120,2955,-79,10.668
276893,156590,104,539185,72,-33,90,10469,12,10.668
210136,120518,101,278127,23,18,108,161,55,10.6801
99564,71836,88,306785,20,-27,-27,5222,31,10.6832
341746,221115,96,283083,90,61,75,3667,85,10.6832
195359,128167,90,403273,101,19,29,2882,14,10.6832
379595,219268,113,642615,189,203,170,8025,89,10.6842
291449,173534,107,318018,-20,107,25,13583,123,10.6893
300570,173054,109,447623,-8,29,-15,4503,30,10.6893
246699,129974,112,783155,175,142,96,9371,248,10.7186
162841,107640,62,573242,78,64,47,223,-69,10.7186
130455,96655,55,325572,112,31,39,4495,-60,10.7186
430029,245549,98,673782,34,91,21,45,10,10.7196
128424,80121,95,249035,-11,21,-23,3390,33,10.7196
280295,164491,104,497956,104,18,3,7489,155,10.7207
243501,130385,111,582150,-38,113,10,5649,-25,10.7227
189070,139696,96,441095,-24,59,23,2481,37,10.7237
367473,241110,109,194472,76,4,-31,5383,-55,10.7247
116707,77271,83,375748,38,-19,38,4506,14,10.7257
145153,92874,89,332464,37,17,7,2850,95,10.7267
248205,153559,104,401398,-74,14,10,4331,60,10.7308
293409,190390,96,336946,81,35,-2,4214,-60,10.7328
219729,136185,97,515213,-11,-4,17,5213,23,10.7348
141539,93797,88,309896,16,26,-31,3766,3,10.7358
144891,92947,87,385471,44,42,-10,5585,49,10.7389
174154,100235,95,423684,53,-42,19,404,30,10.7389
332494,182796,111,471222,153,47,35,208,-12,10.7399
146415,84455,99,413213,-20,37,85,4162,148,10.7409
379561,210243,103,543514,210,153,101,12012,114,10.75
185073,115212,101,328714,52,-69,16,3699,79,10.752
262226,188938,95,153595,29,28,-10,5747,9,10.7531
123224,66052,100,269039,0,2,2,1243,63,10.7531
205501,115789,105,416975,-9,54,-4,145,16,10.7531
159284,103868,89,338890,84,43,-16,4478,-28,10.7571
299799,200344,103,282138,26,6,48,3853,124,10.7571
214512,117701,108,302180,78,30,18,293,-25,10.7571
294621,178748,100,578122,171,67,-19,4246,77,10.7571
314440,155852,116,557171,72,59,42,4784,30,10.7591
216554,132172,105,495716,8,9,29,6104,-62,10.7591
196327,130917,99,335031,59,-17,74,3234,5,10.7591
184749,107308,94,429561,0,13,48,5289,-55,10.7591
269709,154768,109,386533,36,67,4,6222,70,10.7672
213987,120088,107,683915,75,49,63,6190,13,10.7703
134019,90587,94,276664,81,25,53,3587,18,10.7713
117334,64373,92,480749,77,20,14,2137,-34,10.7743
151906,85849,94,528178,53,7,-37,32,17,10.7743
97789,72036,83,189948,66,-51,10,-15,27,10.7763
211387,122577,106,344069,70,97,52,5863,68,10.7774
306021,215484,104,216137,135,-24,61,202,28,10.7784
208231,129758,97,389786,84,-29,-20,6073,6,10.7784
344109,201833,105,311733,27,-23,0,9609,76,10.7804
102108,96493,74,288663,24,68,0,343,17,10.7824
198758,107496,108,462492,88,-62,48,78,30,10.7855
182888,128577,92,225929,-40,66,14,1107,4,10.7865
236208,133386,107,612589,49,90,33,445,4,10.7895
181972,120638,98,257856,-10,37,20,3777,57,10.7905
120427,76641,86,251083,-3,38,-14,2930,-45,10.7905
157146,106434,86,351164,55,83,43,4477,68,10.7976
220394,162171,98,189195,46,49,34,2827,-12,10.8037
266652,169501,104,347903,26,92,82,161,64,10.8037
167613,106870,99,286474,49,16,50,2792,-6,10.8037
299140,196215,102,275473,37,7,35,17,-27,10.8047
141823,84851,93,364973,6,22,16,19,-11,10.8077
128188,79115,93,331045,-37,47,17,3403,14,10.8148
135883,87008,96,427983,90,35,89,3600,48,10.825
153407,102101,96,190388,149,52,38,5209,70,10.825
320676,168848,112,449483,71,54,5,8780,18,10.826
305686,160896,102,746413,155,80,-114,12214,134,10.827
189205,120464,99,363633,-22,-14,23,106,-5,10.827
140072,81295,98,377045,13,16,-9,3249,32,10.828
189092,139340,86,123305,-15,-29,22,42,-3,10.828
254842,158710,105,407059,53,102,79,5964,3,10.8341
170135,84440,105,658460,134,-15,-48,7152,49,10.8361
334510,227486,105,325297,15,73,64,4064,49,10.8412
117303,79607,84,268849,-66,-51,39,3631,-76,10.8412
230733,141295,105,515404,168,12,-21,17893,58,10.8432
116188,70461,89,346108,68,82,14,3137,43,10.8442
350957,205137,112,708576,108,101,61,12939,13,10.8462
221926,137698,104,332297,-64,34,7,4021,2,10.8482
157193,94897,98,381177,138,-4,24,2409,-106,10.8503
120585,79650,86,321256,-16,-14,-38,3471,-30,10.8553
218894,178610,86,168739,20,-7,-24,1341,-59,10.8553
287674,207639,91,292926,36,21,14,4830,24,10.8553
128514,86315,94,259718,63,-30,72,1896,45,10.8563
247876,171227,101,208647,-12,26,0,2953,-3,10.8563
155832,92541,101,489338,21,6,33,3722,-41,10.8574
239197,148738,111,633342,-36,0,35,6071,-40,10.8584
271400,156806,107,536013,3,74,6,12235,84,10.8634
230465,137536,104,270246,-33,-25,-33,244,-48,10.8665
228345,92926,118,701423,70,32,102,14335,92,10.8665
238269,127904,111,600487,79,20,73,5439,41,10.8685
195334,122448,101,286014,8,-68,-26,4116,110,10.8705
181440,84718,108,573538,9,60,81,6426,156,10.8715
203200,140203,91,316206,95,-3,30,5061,93,10.8715
209589,134821,94,263207,-21,-47,15,2796,-31,10.8715
202722,124219,95,245197,-50,30,-1,2815,55,10.8725
228794,153626,101,201116,74,-29,-11,3208,11,10.8725
219922,130978,106,450244,72,-7,47,5672,24,10.8736
215133,106782,107,516489,41,-49,-35,8223,-37,10.8736
299906,198781,100,274536,-16,-19,-47,5148,-19,10.8746
297619,188224,101,235514,-20,-36,16,9644,20,10.8776
196944,106168,107,532993,153,86,100,7521,230,10.8796
258104,155764,95,346761,-41,-14,-17,7348,100,10.8817
206680,145463,90,239381,-126,-76,35,3206,62,10.8817
148978,110131,86,246751,50,17,27,3096,81,10.8887
160773,90728,92,481997,11,64,15,3167,-47,10.8918
272440,159707,110,515249,98,94,87,12793,-91,10.8918
140764,77743,97,617809,126,11,11,103,-15,10.8918
136527,72703,93,560765,10,123,41,285,1,10.8928
156962,92306,94,449349,38,12,-3,159,6,10.8938
322903,189359,110,538591,193,116,123,5346,279,10.8958
300610,174830,108,403794,17,34,-32,4828,47,10.8958
293380,211831,104,225979,65,64,21,3054,-183,10.8958
220314,96279,118,695601,23,0,36,5709,-1,10.907
194982,119976,97,556317,-38,-70,-6,6341,36,10.9191
100070,60066,94,376389,74,86,20,4212,47,10.9191
232055,123426,112,630401,46,55,11,6253,-74,10.9191
144521,82571,97,444957,7,-20,71,66,28,10.9201
132085,81092,93,348606,34,22,51,3841,-62,10.9201
180210,100775,103,366175,165,23,-11,5616,-28,10.9201
200481,116821,105,559136,-134,44,15,79,29,10.9212
241653,171798,99,208908,-47,17,-5,3600,42,10.9333
128373,72872,97,405575,76,60,77,5929,103,10.9424
236843,166865,91,233343,2,-7,12,5944,-1,10.9424
222836,160434,90,256230,-4,37,18,-31,25,10.9455
164953,116270,85,278809,104,-11,52,3905,20,10.9455
187389,151986,93,152486,44,10,-30,1798,26,10.9455
373798,217842,113,499770,59,22,73,3733,23,10.9475
336252,181369,108,643777,76,19,90,16659,21,10.9475
253696,149515,93,383528,72,49,-2,4981,63,10.9475
276290,155245,110,398734,159,51,43,9039,111,10.9525
185622,100247,105,486989,134,67,10,6553,139,10.9576
212791,137826,101,280249,162,74,96,4315,99,10.9576
300449,181028,102,366085,89,59,-18,7928,131,10.9576
144314,66066,103,369232,33,70,-39,1365,75,10.9576
286503,133539,128,653214,-50,97,30,7059,25,10.9586
183870,120771,92,308363,29,44,15,2747,10,10.9586
155764,93049,98,335430,136,74,-9,5089,182,10.9606
264049,189210,101,254474,13,76,22,5182,12,10.9617
237517,136344,97,558739,119,49,49,4402,60,10.9647
193756,98943,110,455802,1,13,90,5886,49,10.9647
184237,125752,94,307687,18,49,65,4737,52,10.9677
312875,205152,97,312440,29,42,27,5133,61,10.9738
209237,134729,98,334319,-1,18,86,3698,-15,10.9799
150967,78001,94,510631,87,45,51,6269,25,10.9809
346196,197677,106,608566,2,-21,-7,7447,136,10.9829
132598,86309,92,327355,4,-22,29,5033,4,10.9829
272770,152699,108,581904,0,70,47,5818,56,10.9849
248329,167650,94,471725,-5,56,47,5765,71,10.987
187974,109728,103,439198,155,8,92,4229,28,10.989
96300,65715,71,405127,90,17,29,3394,-114,10.992
169634,112191,91,499706,-7,-9,56,11782,-36,10.992
210358,133274,97,361215,45,7,106,3939,69,10.9941
292680,181187,99,319199,47,-61,49,5856,33,10.9941
323679,210520,107,347162,32,39,79,164,-55,10.9951
315267,192724,104,478930,111,-29,-3,5860,4,10.9951
203272,111516,98,533901,-40,-63,5,5958,-1,11.0011
198445,118781,100,586538,19,3,205,8138,146,11.0022
221462,128100,106,529327,-36,42,55,1181,4,11.0032
331050,203751,108,333689,-64,49,50,8878,89,11.0042
287983,169017,100,442968,23,48,38,5422,84,11.0042
