"FSC-A","FSC-H","FSC-W","SSC-A","BL1-A","RL1-A","RL2-A","VL1-A","YL2-A","Time"
289233,184079,101,309942,61,28,35,7996,49,0.483022
286191,197026,94,231062,-6,-31,2,3770,3,0.503274
428857,246064,107,414518,85,57,92,11088,4,0.503274
185430,125607,97,340873,132,54,0,3170,0,0.503274
299044,169218,105,645796,99,25,34,5737,38,0.50935
324566,182688,112,344696,133,78,3,8626,-11,0.523527
338245,176095,117,644036,158,117,64,10624,78,0.530615
312516,184341,104,371530,58,-8,111,10503,-4,0.537703
222654,147028,93,396908,204,200,199,4118,106,0.54783
303566,198930,95,367351,209,62,91,19209,65,0.54783
429781,254366,103,585693,43,96,83,6932,4,0.54783
178631,124489,91,231681,129,59,9,4615,50,0.54783
248752,164258,97,248506,80,65,30,3976,-65,0.54783
239129,169969,100,238990,125,58,90,1063,121,0.549855
294705,180061,107,373522,11,7,-8,5327,92,0.55188
223742,173493,89,113058,-23,55,-44,2263,-49,0.553905
153169,85340,97,409593,99,2,74,6135,91,0.557956
271611,196311,99,315482,-29,-17,18,2619,41,0.557956
250387,147621,114,363416,5,-14,16,195,63,0.563019
285327,141677,110,596470,-35,19,128,194,94,0.563019
187767,109936,99,420093,-71,-73,-30,3568,-37,0.568082
341503,230906,107,361046,114,128,27,18238,161,0.57112
422568,266693,112,394524,125,57,19,4878,-1,0.572133
255878,143088,114,738919,28,118,81,9835,101,0.579221
155563,108513,87,313980,60,26,-13,2848,8,0.579221
241495,121611,101,430799,-17,40,8,10938,-30,0.579221
175096,100719,97,614985,125,48,61,5379,-31,0.583271
352527,232665,107,325068,22,7,20,5899,35,0.583271
339106,224265,100,357038,161,-4,15,203,85,0.585297
440199,242568,116,519237,223,42,55,9756,-101,0.588335
154889,138617,84,149941,-45,18,22,23,-64,0.588335
122883,89067,87,197457,51,63,71,2494,105,0.589347
128799,73669,91,351107,85,45,-52,3232,26,0.591372
121378,83724,87,239074,31,-3,39,2879,-18,0.600486
163460,95605,101,422413,62,39,22,4967,-34,0.602511
106357,71807,89,238139,82,11,61,68,84,0.602511
186906,114522,97,334166,-16,-32,54,2751,52,0.602511
263116,182622,103,263824,9,68,96,5637,44,0.602511
254731,147418,107,465015,86,6,63,143,-3,0.606562
216110,136945,103,311597,-18,57,6,3978,95,0.608587
341584,210138,108,390132,72,-5,95,6950,-25,0.612638
200962,125328,97,311206,100,-83,-8,4252,55,0.620739
251261,180010,92,206638,46,11,14,2688,72,0.621751
184396,124103,98,189899,57,59,16,4146,44,0.622764
221078,155695,99,219925,-12,90,2,2373,-37,0.623776
248012,155741,100,345101,81,27,57,5935,-25,0.627827
213012,160172,89,178950,35,-14,81,91,19,0.629852
344660,209724,107,353536,64,82,45,7834,230,0.630865
185170,121706,97,316009,15,1,55,4011,-5,0.637953
320029,201013,101,246067,-15,60,108,10378,122,0.643016
315267,190074,100,269811,115,4,63,3915,5,0.649092
226394,142199,100,296853,59,17,12,3595,64,0.649092
325421,190735,112,444325,132,13,58,178,35,0.651117
344995,220452,107,409399,-70,147,27,6596,46,0.65213
185372,123971,91,209678,15,58,82,8198,128,0.65213
238415,182204,89,238494,83,-12,-29,3421,36,0.655168
142391,86327,98,418105,34,-6,-7,2672,-17,0.655168
249937,204685,86,143537,-35,0,-15,2088,-6,0.655168
172532,99823,102,386201,6,15,7,2203,102,0.657193
170498,110246,99,394197,54,-43,58,48,62,0.661243
273282,137130,110,275183,-23,-30,63,5173,63,0.665294
150838,129230,83,280779,249,32,156,509,233,0.666307
227065,121868,107,590704,155,74,130,8983,-3,0.668332
230861,137819,107,447436,136,4,2,94,22,0.670357
155691,94048,94,442815,46,34,49,257,105,0.67137
418156,270760,112,438562,119,136,18,11722,47,0.672382
278398,177204,106,585339,128,138,113,8480,176,0.67542
233617,148219,103,281160,64,3,5,5047,123,0.67542
230102,119918,101,642830,116,32,46,5596,127,0.680483
285728,183421,95,430475,78,64,34,1027,111,0.688584
435469,229429,117,753394,100,97,-48,16277,36,0.688584
309263,177144,102,368705,31,8,62,11205,29,0.69061
181611,109899,102,344050,57,60,39,4198,-49,0.69061
116065,71589,90,189896,-19,32,58,2127,33,0.696685
304682,207168,96,350224,73,-9,23,10763,16,0.696685
244536,132397,110,583037,41,75,4,6044,97,0.699723
246383,126809,103,746645,206,45,137,7525,153,0.705799
351364,238936,96,343649,41,-1,67,5965,-45,0.705799
226793,123325,111,546650,0,17,62,5986,36,0.706812
313625,170961,113,541687,2,71,-15,9282,-27,0.707824
293230,191633,97,397606,86,56,44,7987,36,0.710862
343052,218391,102,407595,5,63,43,5391,151,0.7139
358483,192016,116,693956,214,54,49,4321,131,0.726051
152538,96106,99,433566,61,27,15,4256,40,0.726051
309162,195496,103,282320,64,84,-1,3871,-5,0.727064
379717,253378,104,249238,-80,41,40,3443,-46,0.727064
159951,94557,95,335307,-14,3,8,6413,90,0.728077
284397,188482,101,367165,61,118,46,5147,34,0.729089
352519,213000,102,373534,-25,-9,70,7670,-19,0.734152
210122,122111,92,411347,152,141,-6,4520,72,0.734152
321688,213067,99,276514,-9,34,33,3144,143,0.735165
234510,143445,96,357399,72,-10,49,7571,-22,0.736178
167820,108026,92,338944,51,1,57,3065,74,0.73719
335489,190475,111,776300,205,7,55,11064,39,0.738203
204781,136041,93,276410,41,60,63,3993,104,0.740228
200139,135242,93,348468,19,-18,-46,6935,-20,0.747317
313553,155381,114,665628,173,11,54,7015,117,0.747317
238756,133053,106,518200,143,18,32,15347,-34,0.747317
122367,83416,93,269411,56,-7,40,74,88,0.747317
305728,214535,101,234567,42,51,-1,121,57,0.748329
239950,140693,108,383990,9,36,30,3337,68,0.75238
233576,157815,99,268003,39,25,7,4801,-56,0.753392
193419,94992,110,619502,70,-30,12,123,63,0.755418
220342,135496,102,429514,49,-14,48,4542,74,0.755418
247271,164717,94,236978,-82,12,80,4410,0,0.75643
193618,125328,91,319346,59,31,-7,3973,48,0.75643
356873,192226,114,688714,121,91,65,7712,80,0.757443
203878,122961,102,336828,70,41,30,4461,22,0.757443
249357,135874,105,669074,187,7,108,6121,48,0.758455
407079,245246,112,603954,-12,6,20,180,6,0.759468
167977,111943,91,458242,80,119,20,4700,10,0.766556
273373,149013,116,483992,151,94,60,7215,25,0.766556
225891,152992,100,292262,44,-14,76,8537,81,0.769594
255558,153060,107,405092,30,36,17,4078,94,0.776683
200546,105346,105,553723,147,73,157,7916,114,0.776683
212332,142733,92,300668,28,51,23,5628,87,0.776683
353756,238285,106,282499,134,-38,57,6544,-8,0.776683
210134,124198,104,359285,215,-5,110,4190,33,0.777695
308395,173541,100,671446,-3,-7,97,14356,-73,0.781746
320411,192853,110,374029,40,18,5,3336,167,0.783771
305394,183835,108,347899,71,11,60,3611,7,0.783771
345886,225590,101,373343,207,37,51,6814,116,0.784784
113515,69757,88,350184,12,30,13,3443,20,0.787821
373367,197819,111,682238,115,20,15,9540,38,0.790859
349983,203008,112,499182,119,-17,62,7911,55,0.793897
329048,179655,102,562109,18,73,47,179,98,0.797948
322752,192958,106,425630,72,87,102,11875,36,0.797948
119263,76619,90,289666,-35,-20,39,3655,0,0.799973
175869,100588,102,394341,-14,65,21,4131,77,0.800986
357809,197719,113,511522,36,0,19,203,21,0.801998
336582,219024,101,347525,70,24,87,5099,137,0.803011
312470,165037,115,397329,26,92,33,5623,-43,0.804023
319866,181634,106,445079,-19,75,42,5718,27,0.807061
339040,195506,109,428816,70,78,-16,4887,70,0.807061
372389,261020,101,264181,0,-23,16,10831,99,0.808074
250168,147988,102,504723,-8,-74,11,4983,5,0.811112
93519,60671,85,237965,62,-15,64,4609,22,0.820225
263168,144386,108,499035,98,45,13,4712,62,0.823263
277213,132091,104,564574,82,79,85,6445,98,0.823263
306393,195356,101,288144,-10,75,63,9297,3,0.823263
316087,214469,106,261721,108,71,21,86,6295,0.826301
191198,102081,99,507439,102,47,-11,3840,101,0.828326
357831,243064,99,227223,76,32,32,10738,-71,0.829339
223345,135021,104,470957,19,85,27,4658,95,0.83744
389113,250253,100,484102,164,75,30,378,63,0.83744
285201,186418,105,294143,-34,24,64,4717,1,0.838453
184956,98501,108,759759,107,41,5,3484,76,0.840478
179556,110284,99,369024,88,115,29,-1,31,0.841491
152052,96434,91,329243,81,31,23,3895,69,0.841491
171633,91540,103,385102,-58,74,40,3149,32,0.842503
310771,190194,107,394251,66,82,48,4526,54,0.845541
353006,185701,113,684951,181,8,-55,5453,43,0.851617
386939,232661,113,482058,142,66,89,7303,-11,0.851617
228830,152387,96,350550,104,39,1,3937,38,0.851617
254095,133548,110,579564,46,32,120,7863,-13,0.852629
196299,93609,109,668100,12,131,35,6776,39,0.85668
213450,153397,92,236969,-39,11,11,4928,-54,0.857693
180047,88559,104,503944,47,17,59,6897,9,0.86073
211239,133428,93,416865,-75,30,-13,9855,83,0.861743
190504,129255,87,351753,100,-16,51,164,131,0.861743
186046,123683,91,287132,-7,49,91,5294,103,0.865794
285523,194154,95,209381,28,-5,38,3860,49,0.865794
420269,219448,124,384354,121,56,-43,4089,1,0.866806
294341,180265,105,496100,68,36,8,100,-32,0.866806
282262,181796,105,415496,-13,84,41,1285,-49,0.866806
173043,83130,103,581909,152,-30,12,5652,2,0.869844
187474,120843,95,282447,98,-3,18,4527,88,0.869844
285080,195344,102,216381,74,7,28,5539,16,0.869844
293422,149637,112,546930,104,120,79,7793,29,0.871869
386002,235594,103,307986,55,-41,44,9324,122,0.871869
244698,121913,104,783700,128,77,21,8593,25,0.876932
204182,111729,101,518930,206,111,87,223,76,0.877945
275847,192569,95,204113,-19,45,-3,3912,36,0.878958
217228,120487,103,545743,54,-9,-28,5645,4,0.880983
335967,213814,109,496767,54,123,36,59,8,0.885033
216880,132998,93,346886,57,18,-20,890,78,0.886046
202092,111948,100,470477,112,23,78,6068,71,0.887059
326312,217263,106,353826,288,72,101,270,318,0.888071
249946,199922,86,147136,12,-34,-33,1965,43,0.903261
160352,100529,94,337704,63,29,53,40,-61,0.905286
139326,85183,90,348652,73,-2,7,64,4542,0.906298
218045,129070,98,479821,-21,-29,60,5185,-87,0.906298
222749,121822,107,533039,39,107,120,5010,-57,0.906298
309774,180005,109,365436,46,41,15,242,-8,0.908324
364704,227813,105,361178,127,-15,45,9880,-13,0.909336
122868,69525,95,624755,89,31,111,103,0,0.9144
120516,72131,93,439731,97,48,-14,5297,-80,0.917437
189205,146857,87,143194,103,12,-20,7107,-24,0.917437
347168,220865,108,322364,3,35,-3,5141,123,0.924526
125254,75360,96,335123,19,73,16,4056,33,0.924526
228571,138576,104,376219,74,17,39,4462,66,0.924526
315270,211494,96,230497,14,33,-7,6871,-18,0.924526
255751,133922,106,493871,-19,30,51,6571,71,0.927564
298776,186536,99,387699,70,35,46,5306,22,0.927564
287647,201592,101,251884,-84,56,101,-3,7395,0.931614
207496,120724,104,329716,24,-34,4,4998,31,0.933639
252459,176867,102,266780,59,-9,77,3641,161,0.936677
247339,155437,104,366736,109,51,38,4420,42,0.938702
216683,103193,105,553953,62,17,40,3472,1,0.948829
148433,81411,98,302439,17,38,-17,2178,85,0.948829
126208,84481,94,450593,18,19,66,4034,-14,0.948829
214984,136409,102,260815,109,23,-13,3322,-19,0.948829
142594,80447,100,455159,115,29,123,532,-4,0.948829
197469,115082,103,332678,120,94,52,42,-8,0.948829
176581,131125,83,282189,70,114,45,2297,23,0.949841
234701,153372,96,245534,69,86,28,1790,36,0.949841
144970,82274,93,359740,40,-24,-36,4963,11,0.953892
203835,128172,102,278978,43,60,43,3629,-23,0.964018
328910,179155,113,479494,18,-34,66,7562,-9,0.966043
336593,188286,109,297680,91,0,-4,5905,35,0.979207
218528,138800,103,302295,40,109,12,4046,-16,0.981233
383821,233655,111,274568,49,11,55,3724,13,0.982245
126712,69157,92,438776,59,38,35,5230,49,0.991359
196592,120757,102,368982,3,17,25,4480,-14,0.993384
293477,175859,108,494433,137,16,-63,6302,58,0.998447
247739,186836,97,249816,95,70,43,52,29,1.00047
284675,169156,98,442562,135,43,52,3676,69,1.00959
215490,151705,89,260442,12,-1,16,7680,29,1.01667
217905,125893,102,772408,109,129,158,2504,-66,1.02275
248382,169830,101,293548,78,59,20,3932,-44,1.03288
268186,172040,93,390404,80,29,34,287,211,1.03693
181872,145736,91,136049,52,38,22,22,72,1.043
251014,159911,98,277033,83,-25,-5,5194,-13,1.04604
186165,110848,97,489012,60,-28,15,4637,130,1.04705
130651,76379,91,472722,-31,38,31,493,-7,1.04807
213215,114171,108,553512,48,41,33,5197,171,1.05414
265018,193626,95,185866,50,31,11,7498,23,1.05414
299481,157400,112,555952,160,65,53,5322,105,1.06224
203242,126058,97,398116,-57,29,81,5899,15,1.06224
264811,149990,101,738627,12,34,-49,27168,62,1.07034
342581,214150,109,283154,99,52,21,6540,-103,1.07237
237581,177977,88,185152,-21,40,-23,3454,15,1.07844
242603,134603,108,522203,81,61,-66,3645,33,1.07844
285294,148534,111,461939,177,106,12,96,95,1.08047
178641,116790,98,266754,29,36,5,4526,48,1.08047
176687,100102,99,383642,-28,43,87,123,112,1.08655
337535,215327,107,259367,67,28,-12,5020,34,1.08958
201057,129782,100,322439,-19,-20,-10,-15,-16,1.09363
407006,234482,115,676050,369,119,182,8348,171,1.123
276569,162163,106,459729,198,74,-9,6983,84,1.13414
349088,218709,104,341487,66,71,66,1178,119,1.1392
233195,139873,102,474007,163,68,39,10075,74,1.14123
167893,95316,102,498638,47,22,74,5034,73,1.14224
190037,148274,84,192226,93,69,-43,1352,-2,1.14933
288547,161372,111,480444,92,-23,45,8827,59,1.15237
154483,104112,88,278772,42,-30,5,3368,54,1.15945
215499,116665,101,589723,-35,70,16,6482,-93,1.1635
172074,133503,94,147894,7,79,0,2967,85,1.1635
172711,102576,100,377179,-8,63,5,3866,86,1.16958
189534,113028,102,382222,-59,-27,46,2618,47,1.17971
208852,163786,89,150819,8,47,55,1513,171,1.18376
121658,93915,83,171937,55,28,18,1752,22,1.18376
244677,142352,110,422737,-75,48,-22,5096,8,1.18781
215171,127617,97,466457,112,3,45,5865,50,1.19388
202617,115135,100,501690,99,12,47,7480,82,1.1949
239083,135099,108,507246,83,61,24,7620,-84,1.1949
339295,228663,107,386198,84,52,82,3341,165,1.20806
272266,210737,92,273420,254,65,45,3039,106,1.20806
163943,98626,97,368485,23,19,14,3586,115,1.20907
150863,69158,106,540200,115,96,118,7611,62,1.21312
334945,224779,105,308948,72,28,18,121,43,1.21819
257423,121326,109,753198,59,1,117,9488,-60,1.2273
281870,165175,107,390293,-59,7,32,7680,28,1.23439
303174,191751,106,181524,16,-10,-26,3318,41,1.23439
403779,246848,112,372525,-49,61,63,6055,31,1.23439
301172,167055,110,475155,68,35,20,5299,35,1.2354
313120,201960,106,272282,141,40,50,6465,36,1.23641
151103,69665,104,543119,-27,98,43,4150,111,1.23641
410798,226948,108,427101,184,25,38,8321,46,1.24148
352714,217642,111,420347,96,19,-17,4110,64,1.24249
113991,79447,91,272663,78,-3,39,4030,88,1.25262
384243,236581,105,430717,123,40,120,7202,22,1.25262
191296,114743,102,452743,12,-37,96,63,135,1.25565
214786,107391,104,696476,198,58,15,8952,77,1.25768
224957,142288,98,342698,72,43,43,5442,-88,1.26578
335980,218663,102,290961,73,71,34,7115,57,1.26578
186337,116780,93,266717,107,-17,69,4008,-5,1.26679
277528,177299,104,329412,-29,28,-16,6900,11,1.26679
179526,102211,102,373172,69,1,76,-56,74,1.27186
251867,147353,100,548380,168,19,28,7773,-55,1.27186
282816,166462,98,404684,-21,63,36,4948,7,1.27186
217105,124599,105,602340,61,81,66,13838,7,1.27692
311993,212781,96,254353,54,19,7,8956,-10,1.27692
330579,223960,97,327077,70,69,2,5788,47,1.27793
302426,156503,112,619579,94,47,37,6932,3,1.28705
269975,165170,103,364049,54,7,-9,4017,34,1.28806
351858,236176,104,601429,36,93,64,18176,-72,1.29008
255760,181291,97,270222,35,37,25,-56,-112,1.2911
238332,153773,105,478069,3,41,91,243,39,1.29515
159283,107173,90,305278,-79,-7,110,5499,26,1.29717
206674,114547,103,547789,131,28,51,5530,75,1.30527
139938,97395,83,207007,88,50,22,3463,9,1.30527
402949,213748,115,257620,-42,11,-37,6650,-80,1.30629
190289,147008,94,240739,32,-14,17,7061,44,1.30629
314878,218761,92,289901,12,72,1,5987,-7,1.31641
256404,188747,90,294430,86,47,-1,4333,-19,1.31641
183375,121645,95,301320,148,13,-10,7938,-35,1.31742
169244,118277,95,247940,5,23,32,2373,47,1.31742
298406,223630,103,317275,4,81,4,3670,217,1.31844
310417,182129,108,462456,120,146,115,6877,1,1.31844
200893,105979,104,396535,91,17,8,7612,101,1.32451
159632,104615,89,303805,-62,34,-6,4632,100,1.32958
404438,229426,114,431935,38,83,44,8141,96,1.33363
254563,186932,100,227406,-23,51,34,3949,99,1.33363
138727,82382,91,261998,-11,-25,9,3812,-46,1.33464
216187,120164,107,567881,64,25,-33,7675,44,1.33869
252866,159388,98,448027,52,92,81,-42,-14,1.34071
253390,152799,107,447182,-2,95,98,5355,-51,1.34173
175178,120380,92,291506,27,49,-7,79,-8,1.34173
231828,178491,97,214247,64,35,69,3931,3,1.34173
175252,98953,102,337846,-27,22,50,1531,144,1.34578
352690,218728,109,397512,9,30,57,6500,30,1.34578
277108,163617,100,438341,76,56,22,5367,85,1.34679
134930,79493,95,547173,72,35,28,4001,-9,1.35489
270832,174239,98,344955,118,103,3,4702,39,1.35489
297803,175956,105,379688,32,-12,19,9110,21,1.3559
210012,118653,106,415998,96,49,88,3792,-39,1.35692
291229,179715,100,367934,89,101,146,6672,40,1.35692
262312,186836,95,654732,131,73,51,16013,81,1.35692
210668,128234,103,363611,30,54,34,5633,-41,1.35995
141102,83097,96,521897,92,26,-12,6283,67,1.36603
281668,187449,102,228993,6,52,23,3732,-52,1.36603
168482,101143,100,382678,52,25,27,5125,-16,1.37413
180712,114230,95,331914,-59,67,48,3977,-59,1.37717
120979,74369,87,315151,91,-69,-44,217,103,1.38527
250796,187056,91,204054,43,72,42,2482,80,1.38729
259253,163103,87,449320,64,125,348,4911,-9,1.39742
149315,82766,93,410141,4,24,35,3808,16,1.39742
191577,107737,93,373471,10,62,21,3781,-46,1.39742
204471,128128,93,275717,108,16,-4,3597,-30,1.39742
338134,188319,118,495894,6,48,112,3750,87,1.39945
324188,178250,111,532542,114,85,31,9734,50,1.39945
289572,146254,113,552017,106,31,-2,18,68,1.40046
352254,209593,110,435796,6,21,21,12307,-36,1.40147
191057,116757,98,384162,20,83,2,2407,-15,1.40147
297404,163074,109,521382,60,17,-33,6333,60,1.40147
298864,198550,106,329809,-8,93,105,199,65,1.40248
131836,104953,81,339131,-9,60,39,8805,112,1.40248
228688,167573,91,191608,47,24,24,4172,-12,1.4035
