"FSC-A","FSC-H","FSC-W","SSC-A","BL1-A","RL1-A","RL2-A","VL1-A","YL2-A","Time"
273703,171817,101,417205,80,8,5,4751,98,0.492185
369344,230411,111,313849,-17,36,-30,4477,59,0.494211
292955,172466,109,623552,55,62,48,146,33,0.500287
312402,193811,107,146129,61,-13,46,1723,56,0.531681
243859,170862,101,196866,62,-17,-9,3716,-1,0.538771
291966,161702,110,702651,36,41,38,8557,79,0.542821
264128,158913,107,415717,-21,-2,-40,209,-28,0.555987
140175,91702,95,243888,9,20,-3,2699,-22,0.585356
194845,97388,109,638886,712,133,88,137,9872,0.595483
182194,115974,91,257529,65,22,83,6852,-42,0.604598
434601,236303,117,489583,123,50,55,319,-32,0.6127
190736,118880,93,259849,-55,70,-34,4765,-24,0.618776
163891,93615,92,397377,28,41,-36,5787,135,0.620801
151119,89261,99,384892,140,-53,-5,3669,2,0.629916
173242,108270,98,288622,113,11,-30,4064,-102,0.63498
157071,99159,95,323160,65,0,-28,125,32,0.63498
194758,138152,92,238016,-28,3,22,3416,64,0.654221
383752,252373,103,404308,105,117,14,6036,8,0.658272
225465,133675,105,413194,15,33,73,144,58,0.664349
225324,113683,107,606735,70,134,118,5065,40,0.678527
258197,172365,95,239427,11,41,47,2985,78,0.68359
149527,108237,90,224272,-38,9,-21,5250,-16,0.695743
91671,83761,79,277242,131,134,124,271,17,0.699794
315654,210825,103,310913,33,22,2,6060,-63,0.710934
325121,212882,95,300323,58,-29,28,4480,-4,0.71701
188060,129875,90,287777,-12,82,-43,3271,-31,0.725112
349612,219965,108,368973,-24,-11,19,7602,20,0.729163
358508,218353,104,477094,122,91,-1,7673,19,0.732201
289322,175162,108,477555,95,69,13,7525,-6,0.743341
154428,102862,96,236472,-22,35,-39,1689,94,0.746379
248234,133508,111,415981,544,64,63,950,4459,0.757519
154564,96533,92,343164,38,-3,55,3172,39,0.757519
294399,173447,108,351432,-4,-19,15,5513,0,0.76157
287662,201934,103,295149,23,-29,59,4404,8,0.762583
197459,128147,94,304330,-77,38,15,7179,48,0.765621
292891,172346,106,447534,113,33,42,5643,-88,0.768659
168782,115993,97,270326,26,19,13,3932,46,0.768659
286885,179460,107,333111,-15,96,56,248,33,0.768659
275961,192631,95,245502,-30,-40,23,6229,66,0.775749
338155,229202,107,288832,-54,169,120,5795,44,0.784863
422353,260366,112,439694,-22,20,103,6919,14,0.790939
382626,249331,102,329854,144,76,51,8148,61,0.790939
240260,172861,96,203417,64,-2,-24,3974,32,0.791952
341027,216136,98,395908,6,46,56,131,58,0.797016
145315,88929,93,465460,17,46,-52,6765,39,0.80613
320547,213959,105,370663,71,63,76,3524,117,0.810181
144229,88361,97,429441,88,83,37,2169,47,0.813219
176695,108653,96,436552,18,22,19,3658,35,0.81727
266005,181912,102,299183,78,-1,59,4339,19,0.821321
196912,132626,99,279864,-49,-29,9,3645,26,0.827398
259061,170989,98,331598,24,15,81,3760,14,0.827398
308449,179956,102,499055,-11,58,41,246,104,0.833474
231658,139204,100,565210,251,112,-32,4180,45,0.842588
317770,196869,102,691906,84,130,105,21842,178,0.845627
272974,192713,94,241482,55,36,24,4749,104,0.846639
184760,89591,105,804362,117,55,70,6349,158,0.85069
185778,105519,97,486401,21,-11,113,6060,19,0.864868
185518,96196,109,499617,90,34,8,37,36,0.866894
247159,127911,103,691338,159,80,76,6511,35,0.866894
350287,241431,96,203683,67,19,54,7805,38,0.866894
348390,215838,104,358234,44,14,20,8603,-38,0.873983
136471,102147,86,543437,-3,61,44,405,104,0.874996
119519,72214,93,533974,55,77,26,4366,39,0.877021
202332,131733,96,282881,153,48,19,6170,69,0.886136
168137,104866,98,303353,-1,10,26,4858,34,0.886136
258716,147121,104,474868,-4,40,53,5469,46,0.886136
191906,110806,100,408925,56,22,55,4611,6,0.896263
168916,95455,96,448471,106,67,42,5622,-55,0.896263
169141,84183,106,571160,75,30,-13,92,5,0.898288
278025,165667,107,391267,-3,45,-2,7412,36,0.898288
261879,166133,104,386789,-20,-4,37,145,55,0.904365
146334,89536,94,259167,50,7,-15,1486,38,0.908416
239799,139836,102,339290,43,21,35,5021,72,0.911454
120973,84310,89,324062,-4,22,50,8,36,0.913479
156541,104779,98,414537,126,41,20,5399,-21,0.919556
209007,139835,94,280476,10,7,-13,2887,-36,0.922594
322935,212837,101,242687,7,-23,123,122,63,0.927658
186603,103686,98,474889,83,68,-11,4416,12,0.930696
283310,195815,100,278682,65,96,30,8247,33,0.930696
239010,147458,105,489806,97,54,56,4997,35,0.934747
143402,95206,90,322749,93,30,35,3675,40,0.938798
344343,226402,102,334941,56,23,66,1358,46,0.93981
241757,153017,95,221215,4,34,-14,118,-27,0.942848
258518,183675,101,164909,53,-31,-34,3533,-98,0.943861
405245,252692,108,278361,45,27,65,7667,-20,0.958039
193381,139286,95,163593,-15,112,28,4328,58,0.959052
189848,116784,101,292165,112,-18,-19,4859,89,0.96209
195194,144850,88,252989,-31,-40,84,79,43,0.965128
199567,136316,95,163807,127,27,-49,3520,54,0.967154
167666,100843,101,460553,99,10,79,4034,153,0.980319
220389,143558,104,411897,83,34,108,5894,25,0.986396
245682,117000,114,636606,139,94,90,7985,216,1.00665
255196,147136,114,522904,-41,-7,49,4485,-24,1.00766
201181,122737,103,342286,20,-22,54,4077,41,1.02488
311439,198391,104,340520,50,40,-23,4606,101,1.03703
185868,116988,101,380069,95,92,-36,5724,-28,1.0421
244412,181213,90,187896,-22,89,-14,6935,129,1.04615
294653,179781,103,441362,-11,73,50,2703,92,1.05222
128017,77342,91,242712,-16,-27,57,57,31,1.05526
156505,88338,97,512163,1027,127,76,112,12374,1.0583
189052,117118,99,403495,-34,0,95,4421,43,1.05931
252955,124824,109,687583,65,140,86,3515,78,1.09881
211242,131936,97,349321,156,68,23,6476,68,1.09881
318878,189182,105,398997,0,52,-15,11734,-1,1.10691
173874,109439,100,265819,13,78,-33,3398,-26,1.10894
181760,124858,91,252826,20,62,-3,250,7,1.10995
230485,132978,103,406220,40,27,-38,4995,-1,1.11805
186876,116636,102,337195,-7,80,-11,3607,80,1.12008
301328,167366,108,532500,13,-40,42,5897,-5,1.12615
301939,199804,105,391998,741,31,160,205,9945,1.12615
407039,215664,119,510703,37,157,75,9846,101,1.12818
308411,198812,108,318571,57,48,-31,5809,95,1.1302
295215,212161,99,225485,64,52,-29,4447,28,1.13628
264589,139344,111,530541,107,83,49,7524,127,1.14337
338275,229185,102,224978,80,24,35,112,16,1.15552
195706,122196,101,332759,-26,51,-19,4510,-11,1.15957
274718,183326,99,361498,172,83,42,4605,-18,1.16869
280845,187803,98,339416,13,16,33,5121,11,1.17172
141568,93406,90,375208,118,44,16,4059,-14,1.18185
433214,247637,116,608222,12,18,-20,9307,16,1.1859
230606,166964,94,329722,10,82,2,2598,118,1.20008
322988,197509,108,531495,82,49,22,7303,-75,1.20413
160961,106728,96,257957,56,-9,48,4422,62,1.21325
211221,122927,102,490268,137,25,115,5243,48,1.21426
201882,130639,96,277290,81,51,28,2151,92,1.22641
271950,141418,110,705096,93,134,53,733,-109,1.24059
378540,259058,105,399252,-20,70,64,296,14,1.24667
371450,190321,118,419858,89,116,4,5424,-30,1.27705
219012,123233,104,480371,20,77,69,180,-8,1.28211
349701,211801,108,554458,144,11,1,9895,8,1.29021
387504,218978,109,437352,36,120,95,8397,-28,1.29832
194670,104002,106,555314,-6,-1,-26,3608,-38,1.29933
180592,108535,93,309837,67,60,29,4162,-36,1.30034
217381,125299,108,491035,91,43,14,4569,15,1.30338
382488,232788,106,455299,106,71,-48,6875,56,1.30439
200559,101524,101,545006,21,63,21,6902,-103,1.31249
250485,127658,106,542142,110,53,38,8041,61,1.31249
194597,116909,95,448396,32,21,38,3523,28,1.31351
262156,155790,107,321297,42,24,34,4681,40,1.31756
350422,223995,95,352064,-41,50,-5,12153,62,1.31756
182951,111755,95,401406,604,85,113,104,9049,1.32262
308083,202648,98,220391,-7,7,61,5535,74,1.32262
299721,180354,110,387705,-3,33,-11,4794,74,1.32465
287221,169994,100,409152,109,90,118,4110,121,1.32768
233275,137339,101,439131,-51,-37,18,8738,70,1.33174
227467,150007,102,373466,-17,74,94,6792,45,1.33477
292817,143271,113,400459,-65,49,-15,33351,101,1.33781
134881,74148,98,767719,107,9,140,11602,19,1.34085
208341,110070,103,445527,83,-48,13,4276,69,1.34186
287837,136636,115,526223,22,44,47,7556,33,1.34389
275587,194298,101,192806,70,45,4,2972,-30,1.34389
276797,172713,108,458759,111,72,71,5882,145,1.34389
166331,93905,102,326976,-32,28,16,3988,84,1.34693
281864,194380,95,232631,33,-5,17,3731,95,1.35098
140287,87188,87,324907,21,58,20,136,6,1.353
252596,166260,96,290528,-26,27,-6,2475,41,1.353
119905,75155,94,286140,665,20,50,73,6274,1.35908
236235,166876,93,218848,4,44,48,4562,91,1.35908
272852,156737,110,259160,21,-8,-9,4489,-87,1.38035
233454,148365,100,225016,761,24,91,110,6545,1.38035
221976,138624,97,344580,2,103,68,6513,229,1.38035
185286,111652,94,471414,140,56,86,6034,29,1.38035
379235,242173,111,563801,95,59,18,15021,10,1.38035
301718,183596,109,378992,-10,52,104,3552,22,1.38136
314580,192237,108,316864,23,15,24,171,79,1.38136
275101,176555,106,352348,82,116,-8,129,45,1.38338
213776,115743,103,652240,140,36,25,7581,14,1.39149
337916,226815,105,294250,86,51,-59,8492,137,1.39149
238173,151867,96,449422,106,35,56,4563,18,1.39959
246634,119992,119,271900,34,53,101,3542,103,1.40465
307353,188138,109,496752,97,25,5,637,90,1.4087
303868,155378,116,708018,153,122,54,9109,24,1.41478
144150,84477,91,304114,5,72,24,4795,107,1.41478
244516,160425,95,613290,38,28,98,9330,121,1.41478
376969,247475,104,255377,-8,62,23,3783,130,1.41478
180632,127516,90,213804,47,45,29,4385,73,1.41478
276518,204712,93,190367,30,43,-2,4298,95,1.42389
231016,163022,92,258944,24,35,57,137,36,1.42389
314693,187609,103,537787,57,57,17,5664,41,1.42592
238032,130121,105,454912,111,20,24,7430,-36,1.43908
236384,163365,93,234322,-68,8,72,3741,6,1.43908
366115,207522,113,398734,77,26,30,45,41,1.44212
274929,183128,99,421398,76,78,-5,12164,-7,1.44516
210274,126996,104,401863,-30,-40,-83,4561,16,1.44719
223230,118524,104,778389,92,16,1,7490,75,1.46744
127443,82722,91,332421,6,68,100,15688,61,1.46744
165746,109536,95,331130,-15,17,-15,-140,40,1.46744
215335,144943,93,305119,113,46,26,5151,105,1.46744
317740,185515,111,456135,93,127,52,8673,87,1.46947
185328,89808,108,695714,24,71,3,12116,91,1.47757
292683,190386,98,395404,135,44,130,13220,120,1.47757
274767,171850,105,392177,115,68,35,5533,1,1.48061
357407,213506,109,474684,65,139,104,13632,-29,1.48263
398091,240848,113,273871,-3,86,172,13449,22,1.48466
313574,194895,109,599964,76,92,5,5989,57,1.4877
164745,94206,97,369673,-80,-7,25,4336,39,1.48871
310904,180563,111,452248,181,33,39,5185,137,1.49073
195786,125700,95,352307,37,60,22,4136,15,1.49782
212801,139746,103,339206,3,20,39,4836,56,1.50491
362261,246010,101,315764,118,-28,71,2690,7,1.50491
282366,157920,113,500059,50,85,8,10299,-21,1.50795
106954,61768,93,409519,-3,18,-42,3956,19,1.50896
213132,110886,107,475468,93,98,46,3777,-6,1.51099
309478,205748,105,227004,79,36,21,3483,19,1.512
214090,143633,92,342996,24,26,41,4535,-25,1.52415
198939,125541,101,334496,42,32,33,403,41,1.52415
195775,128417,94,322273,23,23,32,5389,-1,1.52517
295769,198031,104,232459,49,94,68,5266,102,1.52618
212068,131255,103,396914,107,18,66,575,-6,1.52618
256953,134092,112,392524,20,9,52,8337,-26,1.52719
207915,126466,102,341148,2,15,6,8155,70,1.52719
184284,111091,97,518555,39,67,12,6854,35,1.53428
345492,181322,107,578510,46,36,-6,8221,83,1.53428
152951,95999,93,244713,109,38,11,2779,40,1.53529
351710,222259,110,342549,110,44,-11,6439,79,1.53833
277481,158659,109,449043,2,18,91,6697,81,1.54542
346628,221238,108,271708,-64,52,36,4378,96,1.54947
329590,194569,111,365519,54,50,22,4430,23,1.5515
91398,77848,76,282132,131,34,33,51,-29,1.55251
135405,86369,96,395814,50,82,-31,5423,-88,1.55352
231563,147041,104,375503,144,86,174,7661,168,1.55656
231768,123364,109,519481,116,94,92,12246,21,1.56264
171835,123322,87,254991,92,65,-16,7758,-49,1.56264
195615,134641,90,281023,85,-20,-51,3174,103,1.56264
297325,139307,118,682197,152,69,73,13635,57,1.56365
223382,146944,100,354520,138,-2,1,6839,73,1.57074
212947,163704,84,134834,-55,-8,100,-55,-115,1.57682
272489,166815,100,641844,112,85,-39,9579,7,1.57682
362797,229517,104,320276,68,-4,9,3968,-61,1.57884
187711,116876,93,372113,129,-14,-24,4822,40,1.57884
232629,152318,97,393693,5,84,-11,5357,27,1.58694
330767,213378,101,432508,34,67,-27,10287,-29,1.58694
236627,152977,96,373096,2,154,68,4253,94,1.58694
338375,207931,110,477895,-41,-3,40,6409,9,1.58694
181176,107258,99,306942,107,7,19,3402,102,1.58897
244700,133268,100,392544,105,24,-15,4606,76,1.60315
312333,203562,102,484759,105,69,-8,8783,185,1.6072
263975,188337,97,249139,-58,54,23,4181,2,1.6072
213327,133981,95,459330,2,74,12,3682,47,1.61125
276303,148114,117,775242,149,63,68,4769,-13,1.61327
369126,214019,113,471361,86,90,74,6897,39,1.61631
228445,131046,98,486778,10,98,94,8792,62,1.61631
275505,156485,110,538753,49,99,85,8333,32,1.61732
173194,117927,92,293889,54,50,62,1880,-84,1.61732
174871,98625,100,365642,-94,27,48,3723,72,1.62036
177470,117045,87,257558,0,39,-21,2992,59,1.6234
102032,86683,53,265489,-41,50,-22,4916,-2,1.64568
351502,193278,104,378439,40,58,-13,5243,28,1.64669
200211,98605,108,457824,19,14,2,3551,117,1.64771
182359,101477,104,302943,123,63,20,2152,-28,1.64771
193751,129443,99,272257,40,-43,69,3364,29,1.64771
250340,138955,104,469184,-4,86,5,6212,124,1.64973
312414,187247,103,461031,80,-9,40,4759,155,1.64973
217057,133617,103,317652,70,73,33,6697,75,1.64973
167639,101885,103,401215,58,7,55,4952,77,1.65074
215362,131214,103,564345,149,-13,9,165,100,1.65277
282044,164544,108,431197,25,40,78,7695,48,1.65277
164433,106148,90,303710,37,113,17,5082,79,1.65783
303402,189718,103,414366,163,76,43,5176,54,1.66188
267316,163227,105,390236,12,-4,11,5805,83,1.6629
200402,134972,93,390599,15,72,5,4770,-31,1.66796
219878,133879,95,324052,17,75,58,4278,25,1.66897
395613,230637,107,514245,1,141,50,11570,-22,1.66897
281685,160358,104,755062,200,174,196,9628,107,1.671
215928,136261,97,306769,195,-83,27,5329,-61,1.671
299080,150175,108,626740,88,87,15,12505,-48,1.67201
262741,137252,107,681731,113,121,70,7651,117,1.67505
293279,159062,107,474870,125,106,17,62,97,1.67708
298873,150961,115,769019,-18,35,59,8441,69,1.6791
188603,114465,94,414200,53,16,-11,3270,28,1.68518
232299,137664,102,453606,101,30,27,6726,14,1.68619
135106,93464,87,200310,-42,-39,-17,2293,98,1.68923
200447,134706,100,318870,7,20,61,4279,1,1.69328
122682,79255,86,248457,-56,30,-20,2867,50,1.69429
156038,91196,97,269865,-13,-1,6,3090,-39,1.6953
233330,148548,100,299864,-22,79,51,4274,120,1.70543
357801,220856,111,432871,107,45,5,6878,31,1.70543
347437,214922,105,527342,42,33,59,17199,89,1.70543
267107,183280,95,316512,14,67,-10,8366,10,1.70543
250490,122709,116,547648,120,54,53,11839,135,1.70746
297132,209781,100,188228,49,55,27,53,1,1.71252
249543,158790,104,294676,-18,12,81,6152,38,1.71758
212859,122261,106,363351,-38,1,35,5570,155,1.71961
197439,117818,97,409495,-48,75,8,6043,85,1.72467
326933,196594,109,262239,48,10,-30,4578,112,1.72467
302594,181114,101,520083,98,56,57,5643,67,1.72467
341104,226175,107,332539,-25,-25,63,3152,12,1.72569
95207,73821,80,474493,243,228,216,155,194,1.72974
181780,121948,99,304111,14,71,42,7465,-18,1.73176
195111,112665,100,432129,88,93,20,3926,21,1.73379
198184,125880,92,314466,95,-18,0,16,-23,1.7348
141327,79984,98,399609,44,-48,-3,6028,61,1.73683
200731,117869,101,382258,72,11,56,7487,76,1.7429
234946,139694,104,576854,-2,111,25,17375,56,1.74392
207418,139842,101,323512,-88,68,-14,7199,171,1.74392
177234,107691,97,276101,102,-15,95,4155,12,1.74493
214055,114972,108,540042,40,110,24,5364,63,1.74695
147229,84718,92,499390,131,83,66,240,38,1.74695
113437,72114,90,329471,23,46,27,3993,41,1.74999
317799,200872,107,366367,23,2,-34,4977,-57,1.751
292228,192965,102,262226,-4,11,-23,4600,-85,1.75404
159740,117016,84,161275,-64,-12,10,2264,-10,1.75404
162396,101777,91,261919,10,28,8,3330,54,1.76214
308244,166915,112,625760,73,95,34,5685,-16,1.76518
221275,130527,96,361073,160,0,21,5994,3,1.77227
286771,201038,103,379161,-12,11,112,10911,81,1.77227
306701,193265,98,285120,131,-8,5,154,-7,1.77328
287850,192108,95,319922,93,-43,-28,-82,33,1.77328
188938,107050,93,493904,114,15,-21,7134,34,1.77328
314670,183161,103,315747,85,5,86,4186,41,1.77328
272655,199358,90,203520,-45,40,22,-34,37,1.7743
165103,90884,103,398584,45,26,63,4947,-7,1.77531
257508,143625,108,456028,140,27,30,12464,15,1.78645
347498,178425,115,775027,75,53,116,18320,61,1.78645
140008,90992,93,323232,34,18,19,3202,-5,1.78746
174816,108489,99,340223,66,55,32,4701,32,1.78848
209263,137394,100,425402,76,23,5,4017,-2,1.79556
168435,98328,93,443339,-78,20,59,5562,64,1.79556
225635,111676,110,765386,187,180,152,7452,61,1.79556
384840,240224,111,186937,114,15,58,10564,-79,1.79759
166740,109591,91,286559,147,55,-2,3846,34,1.79759
178746,101688,107,522806,45,67,9,6845,35,1.79962
246309,174231,100,236173,73,67,41,3651,36,1.79962
219168,123525,107,603217,108,-52,30,15791,79,1.79962
230082,173766,98,245853,-37,46,8,1252,24,1.79962
314432,200773,99,250020,-54,41,-7,5367,-10,1.79962
327464,198002,109,405134,169,13,13,11190,-15,1.80063
173528,108304,97,360836,6,-7,62,4041,12,1.80063
187174,130189,98,249774,1,39,28,76,6,1.8067
184130,135423,96,195469,15,-29,2,4141,-63,1.80772
136340,77808,90,283293,-3,14,62,4211,42,1.82088
272971,152776,109,516183,171,-60,23,7470,100,1.82088
272399,181137,99,201702,-50,59,7,6187,-64,1.82392
202413,92965,109,690159,172,30,38,7449,110,1.83
313936,208763,106,318262,43,-43,34,129,-45,1.83506
321910,219042,104,261278,-3,24,73,4729,5,1.83709
203257,142093,95,250830,110,15,-21,3344,80,1.83709
208437,141682,88,308115,34,63,-26,2936,46,1.84012
193782,127941,98,294413,81,72,47,3428,151,1.84215
195363,126908,92,306072,14,-18,28,5838,98,1.84418
137726,72388,100,410130,7,13,-10,2504,73,1.84924
157827,102223,88,329087,-1,-19,25,164,-38,1.85329
262156,182231,92,237731,64,-17,9,4024,-48,1.85329
280064,192859,95,255747,73,-5,32,2619,-3,1.85835
344424,189221,113,533038,-50,41,49,7805,86,1.85937
198193,144471,97,217304,62,-12,31,6933,120,1.86342
260343,150709,108,420732,80,36,15,3692,22,1.86747
336239,208930,111,355358,6,0,28,7276,75,1.86848
187313,125466,98,264761,52,-22,-27,2846,29,1.87557
220902,120268,107,395736,56,31,33,7110,6,1.88367
250441,163754,93,264237,75,73,18,4074,-8,1.88468
275396,180655,96,484241,75,51,65,230,57,1.88975
209078,137125,99,273430,-27,17,39,2877,105,1.89076
268498,169513,106,327360,63,53,94,3295,-48,1.89177
308424,161589,109,587306,-40,30,-13,286,152,1.89684
273247,205613,93,189598,66,25,59,4400,64,1.89684
334048,218774,98,242239,22,-39,36,12034,-23,1.92013
307031,219873,98,169525,0,-49,69,6252,54,1.92418
339303,213290,109,442262,49,38,44,9109,-74,1.92418
237989,138305,100,412211,56,-30,28,9019,89,1.92621
333241,226427,98,300038,-38,-52,35,5382,-11,1.92621
252503,181810,88,190831,34,15,24,2574,105,1.92722
337458,197267,109,412251,96,-56,28,4285,72,1.92823
158636,107016,89,316993,-40,4,4,5045,61,1.93735
169291,126258,88,436898,111,110,68,779,-2,1.93735
186161,120937,95,343121,-2,45,77,56,19,1.94747
228973,119590,105,372205,50,116,31,7258,-26,1.95456
323189,225102,105,176650,40,52,47,4166,27,1.95456
312430,197242,107,321302,-101,26,25,4359,-95,1.9576
299111,173428,106,520449,5,25,-24,77,-15,1.96773
172944,97556,102,427540,99,80,37,1900,102,1.97684
244726,193270,84,150018,100,82,32,6607,-17,1.97785
261273,188845,101,190471,69,-38,-60,3749,18,1.97785
351038,210376,109,309416,-1,-2,70,4114,8,1.97988
230974,164993,100,217807,9,9,22,2967,-14,1.97988
267126,186876,92,228731,4,57,-12,6500,110,1.98596
151294,120564,91,214804,221,54,117,133,4547,1.98798
212995,130431,93,328543,-6,-34,-18,4621,51,1.99811
117918,100457,82,310854,318,211,132,509,288,1.99912
287215,197099,104,240238,48,42,72,3091,62,2.00722
241855,134329,109,588184,165,85,67,5401,-49,2.00925
364038,225516,107,332637,49,46,58,6023,-53,2.01229
385392,200282,113,314068,34,18,47,7966,-20,2.02444
237735,148332,105,372154,-34,62,16,6010,-96,2.02647
171186,149669,79,185935,125,30,-19,3464,94,2.04875
247138,194814,88,166991,-59,52,14,626,19,2.04976
347396,199198,108,561150,73,41,2,7288,-9,2.05381
295691,220667,91,425720,120,41,71,2540,-37,2.07103
219600,104378,104,630453,82,40,50,5177,11,2.07204
246984,151812,105,423912,-53,13,61,7302,160,2.07406
196800,130562,101,396214,58,51,9,3679,46,2.07406
228476,128821,104,431807,49,-38,94,3670,-32,2.07609
142922,84714,94,487299,22,61,-29,2079,12,2.09736
333257,201851,112,248789,102,59,57,7194,119,2.09938
133306,90673,85,258588,33,53,-36,2447,-41,2.11052
202438,102262,115,390872,-48,38,42,1567,69,2.12673
226222,131394,106,403018,49,17,41,5200,33,2.13989
416167,268548,109,229075,-151,28,3,7061,-12,2.1409
325691,226612,105,274113,-42,-42,45,5652,-6,2.14799
294887,212668,94,212785,-28,-36,39,5122,112,2.16116
292987,171469,98,516295,-54,55,9,6211,34,2.16217
297154,208568,93,234003,-97,9,52,4780,-47,2.1642
255564,181986,91,163916,19,-6,-1,4176,61,2.1642
102525,61038,91,557324,127,-27,0,456,-44,2.1642
267722,184384,90,265595,83,144,76,4360,131,2.1642
256673,182566,101,288358,289,121,234,3124,213,2.16521
255584,132338,104,420178,-8,28,60,5394,29,2.17129
302772,218723,94,251210,57,63,-32,7229,-16,2.17129
211147,141615,92,327823,81,48,44,4368,-4,2.17129
192719,102581,104,527815,63,79,44,172,57,2.18141
352707,221186,99,222071,67,18,29,7025,90,2.18141
188975,113373,96,140441,-12,1,35,2177,75,2.18445
208184,113558,108,93217,-99,69,60,1188,-11,2.19357
190072,123372,100,642662,-3,98,93,5142,8,2.19762
234100,178088,88,240779,91,56,61,3032,110,2.20471
217714,170021,92,220193,-11,28,8,643,25,2.21078
170562,101370,97,389988,-4,-21,-19,5754,-22,2.21888
163459,119167,88,279282,60,8,70,3476,-92,2.228
208781,117774,101,401202,176,-56,23,5550,2,2.22901
