"FSC-A","FSC-H","FSC-W","SSC-A","BL1-A","RL1-A","RL2-A","VL1-A","YL2-A","Time"
121876,68939,87,359623,30,10,35,-20,11,10.1546
208145,112629,110,582965,45,68,67,5581,123,10.1607
305775,213672,100,239069,20,8,52,5291,-98,10.1627
208668,110857,99,498084,27,-13,54,6079,-15,10.1627
381449,204106,104,592305,107,32,100,11092,26,10.1637
167233,116482,86,274887,76,-6,6,6788,39,10.1637
133165,84467,88,259549,14,32,0,-34,0,10.1637
378285,241891,104,381616,-12,75,36,9498,2,10.1698
292137,183619,107,447125,71,11,63,7788,126,10.1698
205290,122480,104,421311,49,18,23,4099,-53,10.1728
207712,125647,96,435309,89,-1,1,15,52,10.1739
313957,166747,105,639821,89,81,64,9982,15,10.182
159173,88501,100,369169,-8,-56,16,3134,-92,10.182
195756,108351,99,223663,54,79,21,10245,33,10.1971
354944,213309,112,436480,-29,56,39,931,-40,10.1971
275516,150584,112,597926,123,11,19,13963,122,10.2002
311285,177866,111,513924,15,85,103,11276,76,10.2012
184143,135439,97,256715,127,-6,-83,368,84,10.2093
195290,103944,107,507138,104,74,37,4444,-5,10.2133
197849,118273,100,359059,58,-28,4,4412,73,10.2133
411283,248350,105,386487,70,58,77,6935,91,10.2356
365155,216433,109,416820,74,44,61,12225,139,10.2417
161972,98663,100,354005,-38,-53,34,4345,40,10.2417
361229,220356,111,368046,119,48,-9,10643,89,10.2427
205171,106974,102,663693,-19,53,28,184,73,10.2427
189198,122425,101,323345,-3,-9,-6,2647,-17,10.2437
218515,132680,103,423722,32,30,5,4550,2,10.2447
225584,125561,101,345684,-105,21,72,5490,35,10.2468
160633,104663,89,275978,26,-48,26,4232,65,10.2488
237640,165122,101,188305,30,-54,-19,3944,37,10.2508
204394,142111,98,205658,29,26,-19,3339,44,10.2549
153183,99079,96,348386,-7,-3,9,1847,27,10.2549
318786,215331,101,192400,36,34,-16,93,4,10.2549
133175,85858,87,406442,60,9,-17,163,27,10.2549
162845,105206,96,417731,56,-18,22,-3,-17,10.2599
156510,78608,102,718208,50,78,38,7583,77,10.2731
231208,153451,94,555470,195,92,109,2021,207,10.2761
151828,87275,95,406936,81,32,3,4177,-14,10.2761
211766,123158,100,356344,54,-8,73,4191,66,10.2761
188784,115476,102,432399,52,39,-10,4209,-31,10.2761
352950,256805,105,411676,90,30,56,5222,151,10.2782
196746,88533,110,348323,28,54,-49,1135,17,10.2782
263511,154074,99,505510,153,29,96,6365,72,10.2964
296166,182302,104,351917,192,66,89,46,30,10.3065
314926,181931,107,607084,-3,50,15,335,-19,10.3065
250198,152215,102,425371,66,-30,39,7471,15,10.3065
113096,79378,82,347250,592,113,-10,32,7978,10.3146
367548,221548,111,373569,115,50,11,5981,56,10.3217
284201,182032,96,329983,-102,39,5,34086,43,10.3217
140935,82951,89,407532,-29,74,12,145,-81,10.3217
251531,154356,102,293847,-42,40,22,10133,37,10.3227
194007,108842,96,602416,1,74,12,5442,-83,10.3247
277095,157327,101,445969,198,20,31,7422,22,10.3278
153665,78328,102,520177,30,20,112,7481,-14,10.3349
270713,161607,108,384919,98,37,-12,8032,70,10.3349
347069,199919,110,524958,63,92,34,7309,118,10.343
213944,100300,103,560993,71,31,116,6227,19,10.343
265283,183751,97,286446,-54,40,-11,1227,-38,10.344
233639,172795,94,171983,8,28,55,7876,-11,10.345
368715,240625,97,287079,-27,67,-1,8548,-82,10.3491
362137,213118,111,389678,15,27,67,5955,7,10.3501
180557,110637,101,383287,54,-7,-18,3429,62,10.3511
207657,102411,102,401491,65,13,-23,4750,34,10.3521
300705,196509,100,295256,88,-30,20,6907,47,10.3521
186598,117814,97,366919,-13,32,-11,4175,-7,10.3572
234734,128613,103,730211,174,105,-25,13275,-22,10.3592
249008,134431,102,747549,21,-47,40,5880,80,10.3602
143836,99167,94,274633,92,86,37,8240,46,10.3602
161204,104575,90,350603,-49,6,-5,3457,95,10.3612
226175,176126,93,241859,-13,79,-1,1670,-47,10.3612
183319,127658,89,249459,63,20,7,3644,-76,10.3764
204849,140234,93,202428,97,3,-27,3198,-30,10.3845
163710,101973,88,281020,70,22,-6,6228,80,10.3906
93326,64990,81,252331,65,40,1,2964,-75,10.3906
208181,88613,114,828270,63,53,-46,6720,-31,10.3926
133529,77485,91,288859,37,43,-2,-11,-7,10.3936
308791,215313,104,175135,-65,26,75,221,61,10.3936
175882,116582,92,360869,43,66,59,4075,12,10.4048
285976,201302,94,209722,-5,32,65,8999,3,10.4048
232052,138443,98,497159,9,24,41,8166,16,10.4048
120027,57355,100,305807,26,-73,9,4808,62,10.4078
218460,141922,100,338614,64,-9,-16,5344,78,10.4098
372483,205104,122,526770,-61,-15,80,6496,101,10.4118
300395,217631,103,185317,-52,-5,3,3366,35,10.421
175125,103483,101,373597,27,14,-30,6232,23,10.427
221765,155347,100,206351,-46,38,31,2653,69,10.427
186201,120562,100,334856,-26,53,86,2838,7,10.4291
161887,109750,91,245046,-41,31,27,2790,-55,10.4311
121259,97412,82,175450,-8,-1,9,2662,-11,10.4341
271664,193487,102,178577,-13,-27,23,63,-38,10.4341
324685,207960,99,280943,50,-18,79,7,28,10.4605
193521,114049,98,355926,60,37,22,5201,-28,10.4615
155499,103347,90,278629,21,4,22,3437,-3,10.4615
341729,217735,109,345564,-64,58,33,6379,-40,10.4675
150219,97381,97,283713,-52,91,12,4604,62,10.4777
231174,137747,107,742045,41,42,29,11044,91,10.4797
195996,139970,88,189564,36,21,-30,4157,-54,10.4817
245751,132160,109,380989,106,13,11,198,51,10.4827
256324,183091,101,240410,-84,-14,-3,4515,-46,10.4929
285793,163832,112,676153,129,32,129,212,114,10.4939
381615,238773,110,340156,-131,-4,69,7906,82,10.4969
283614,142997,107,367656,54,21,39,72,62,10.502
345130,215689,105,343994,72,-41,115,8016,58,10.506
335072,223219,103,303807,42,31,-57,7702,64,10.5091
266877,164182,106,351516,-17,-9,50,5276,100,10.5101
285391,165259,92,379937,128,29,15,9402,18,10.5313
323017,215106,91,158331,78,-9,9,3018,3,10.5313
241314,153739,93,376907,63,10,-1,5500,62,10.5313
241495,143605,106,693465,77,75,22,4486,31,10.5313
140106,92791,94,273376,-2,-55,60,2429,118,10.5334
137847,78714,74,395774,-56,98,3,3017,3,10.5496
208019,149817,97,188502,12,59,21,2913,30,10.5506
93098,63844,76,318348,43,41,-2,200,86,10.5506
220819,129534,100,378768,-19,-39,93,5772,75,10.5516
258101,142563,106,450669,-21,35,8,6909,-1,10.5556
287658,171640,108,546193,119,67,37,4550,56,10.5556
230249,140546,92,329371,134,-10,62,166,-27,10.5556
297756,200633,105,225758,79,8,56,-40,129,10.5567
298550,208905,103,245435,-2,108,9,9176,66,10.5577
395508,221994,112,286923,55,3,35,7397,92,10.5627
297991,169343,110,699547,13,28,138,7659,133,10.5638
209072,118533,106,428631,77,17,4,5405,75,10.5638
275533,164174,106,310267,76,20,53,208,65,10.5658
411304,217318,109,754073,251,65,86,9741,93,10.5658
199109,96049,107,452808,927,141,10,132,7564,10.5688
175800,70453,117,490162,84,24,6,6834,36,10.5688
249340,152446,107,368558,145,79,18,6363,6,10.5688
205856,127847,96,462385,-46,78,27,7887,34,10.5759
262071,119741,117,766594,131,72,16,10879,194,10.585
164959,100429,100,406496,13,84,58,-10,109,10.5881
299373,189038,106,289059,65,37,-5,6157,132,10.5881
119633,68858,91,332036,37,77,61,3024,-92,10.5881
170146,90138,102,395891,66,11,-1,5166,-68,10.5881
164007,96968,94,432261,97,13,-42,8118,-6,10.5881
114704,70781,87,288928,108,56,-97,2899,-99,10.5881
312487,188142,111,552738,-5,25,-5,6928,25,10.5911
121557,91468,83,512507,38,4,9,187,31,10.5982
188702,152371,87,148794,9,0,-8,517,69,10.6002
193303,90517,107,579235,21,89,33,7076,26,10.6012
257737,182967,102,182236,-2,25,-3,5113,-84,10.6012
186896,118650,100,304104,-66,-45,-25,2374,-22,10.6022
393970,255118,105,327243,-17,42,52,86,26,10.6164
140326,105553,89,195827,2,48,2,4202,-5,10.6184
281653,150454,111,565733,54,76,80,5819,57,10.6286
389193,245688,102,374667,67,112,9,6770,-3,10.6286
169621,90448,98,664840,76,131,16,9993,36,10.6296
150400,99777,89,272472,22,-12,35,4891,-6,10.6326
244708,152096,105,481162,466,50,115,-36,7144,10.6397
222341,170839,97,282931,-4,32,87,3326,-4,10.6458
279333,202580,101,421339,75,11,32,4655,-10,10.6559
110949,87396,85,319862,105,3,56,214,22,10.6579
260013,167905,93,342766,-30,27,20,3697,85,10.6772
167983,105138,92,333875,67,0,-4,3667,2,10.6772
155116,78589,106,454928,-62,-19,31,434,50,10.6772
213086,138102,101,363821,101,-26,0,75,130,10.6782
127886,68566,91,347362,-10,50,54,4517,23,10.6833
318602,205840,99,240617,-75,9,-4,293,-109,10.6833
176187,123748,94,105457,35,-23,35,2246,14,10.6843
170104,106496,89,451539,106,-28,-68,5760,132,10.6873
214270,136920,95,409890,122,113,-6,7188,123,10.6914
302687,198252,106,367374,118,69,22,10436,-12,10.6924
341788,211880,105,309568,19,82,16,10595,110,10.6944
155769,138729,82,176462,9,21,67,692,-23,10.7005
252331,123977,113,553606,121,29,78,9811,70,10.7015
156391,132468,80,163259,-37,57,51,2307,-6,10.7035
253992,146783,111,495488,8,24,82,5029,-55,10.7045
338907,222075,106,383857,16,-35,37,4486,74,10.7217
156173,87031,103,284590,-88,7,-27,5066,92,10.7227
364907,243107,103,348988,33,10,-6,4682,122,10.7248
181504,146425,88,113683,-10,6,8,44,21,10.7288
307780,167247,112,497777,156,33,23,6360,146,10.7288
334904,228647,98,249126,-32,68,72,7049,15,10.7288
160472,108097,92,271533,148,56,46,9678,37,10.745
404844,230954,103,668914,46,26,-18,11133,-57,10.746
350296,184613,114,633388,60,56,25,8687,12,10.746
415556,257548,103,443659,140,-3,7,5261,67,10.7491
357063,222417,104,540772,22,15,97,8041,10,10.7633
120472,73611,92,414641,108,61,-22,3481,-45,10.7633
214744,131272,94,445358,85,-11,32,4658,140,10.7633
254407,145110,103,483232,-32,-38,83,7386,189,10.7633
253367,137703,111,516664,143,17,43,8261,64,10.7633
329427,187458,111,304554,122,-44,-65,5862,46,10.7643
181606,118365,90,331537,-24,81,52,4326,32,10.7703
183419,107173,103,598167,250,118,19,9725,158,10.7805
169622,100941,102,436953,105,38,-39,18691,58,10.7815
264983,132046,112,471257,65,35,-16,7897,-15,10.7815
124116,63968,93,379259,60,96,9,4100,17,10.7815
204565,135734,92,293823,-3,45,16,4096,-34,10.7997
315080,224228,104,290675,88,59,105,92,175,10.7997
274321,180863,105,281071,110,57,31,5101,83,10.8017
161049,128582,57,324429,107,47,25,5589,0,10.8017
316393,200195,105,296125,11,13,68,7859,25,10.8038
138245,87877,97,432051,48,39,42,3355,42,10.8048
194462,134748,94,382233,44,62,-13,264,26,10.8048
272652,155341,104,657456,102,76,48,146,110,10.8048
328964,203474,108,436124,-40,-3,8,7261,-12,10.8058
297855,177215,109,410144,46,39,78,3950,38,10.8068
411738,258702,113,526049,-43,58,27,4024,19,10.8068
188042,151334,88,102410,24,6,39,3614,0,10.8068
339388,177235,116,508531,23,10,37,6049,-33,10.8078
272505,190905,99,236735,-56,10,14,6120,-34,10.8078
319603,229838,104,253771,73,43,33,87,-13,10.8098
262956,166644,106,281364,-60,-32,6,3480,99,10.8129
137330,89816,92,302338,138,18,-32,3993,-114,10.8139
299112,148331,115,644038,79,54,79,9498,39,10.8139
206322,159847,88,178713,53,3,53,4672,34,10.8179
261593,185906,99,191163,115,36,38,3570,46,10.819
129412,85507,88,249346,19,19,46,108,-100,10.824
191456,104946,101,408038,-35,-10,21,94,-9,10.8271
195560,108180,101,536931,92,24,47,5776,52,10.8321
133684,73088,100,386392,97,8,41,3879,113,10.8524
241934,163137,101,270086,97,24,7,214,41,10.8524
353819,225224,100,289480,123,-40,-7,5601,21,10.8524
203991,113560,109,324364,275,159,288,4691,331,10.8534
254088,140603,104,596648,-14,16,2,16408,-53,10.8655
254552,128876,105,559012,39,13,25,120,29,10.8666
319509,189192,105,421522,22,47,50,8514,188,10.8767
211525,134520,102,295570,63,-8,8,3524,27,10.8787
138693,111669,82,238535,59,116,82,-80,10,10.8838
371481,198061,105,607299,115,74,34,13146,49,10.8858
253780,157711,105,394264,27,20,13,-15,-7,10.8868
231316,143121,106,509099,32,49,-1,5187,187,10.8949
309240,210520,96,322945,-36,25,33,1992,54,10.8949
193125,112370,100,476734,60,55,57,199,1,10.9081
206651,128479,94,353106,43,43,23,7492,33,10.9111
140372,93651,86,290847,84,47,48,48,-45,10.9354
186330,111954,101,423804,9,-18,-13,6903,-3,10.9385
236413,170404,93,148157,1,25,69,13533,16,10.9425
201414,110971,102,397906,29,30,-36,4285,80,10.9435
328345,165128,120,468595,64,45,23,3014,48,10.9455
259437,147593,103,485335,24,37,12,6250,-2,10.9466
380366,283820,103,422132,24,-35,-1,8221,3,10.9486
231514,170382,99,212995,60,-34,29,3945,-64,10.9496
113801,71133,94,475623,85,-1,24,3167,115,10.9516
228550,154219,103,356821,-16,23,49,4687,63,10.9587
284475,203285,95,214642,54,63,15,4771,-14,10.9638
177867,113359,100,348236,134,15,-34,4280,-20,10.9658
252884,153946,107,401693,22,33,19,3412,13,10.9658
177798,102412,96,375276,90,76,1,10255,-9,10.9688
115276,71219,92,495501,-16,60,107,69,57,10.981
178270,112175,98,429547,74,84,38,119,-14,10.9861
179844,122983,98,242521,1,-10,10,2893,25,10.9891
289770,171447,97,540484,-80,1,24,12767,70,10.9901
332793,198304,109,454360,-47,25,63,9586,50,10.9972
245863,167805,97,323843,31,53,33,159,-10,11.0063
199058,131690,102,448118,28,57,-24,5374,-39,11.0063
188144,91845,107,562810,-1,18,16,4315,-40,11.0134
139793,90593,99,636762,59,49,68,200,27,11.0144
223126,141070,103,306109,102,-22,-17,3411,12,11.0144
128651,91459,85,249825,-3,3,34,2878,35,11.0144
183565,106658,99,434736,121,-9,18,6416,25,11.0154
284571,169401,103,487371,78,9,52,9925,91,11.0154
209986,111841,102,475595,7,92,-2,7600,95,11.0164
269890,129298,114,685400,95,-4,73,7949,101,11.0164
361613,238021,112,660658,113,97,72,12805,108,11.0164
374391,237015,95,337828,16,82,7,5104,69,11.0164
174719,152050,91,189322,272,91,111,1888,97,11.0164
415425,255802,102,729182,103,118,104,8058,37,11.0164
271284,194639,101,267507,72,-16,-16,4413,47,11.0164
161294,87697,102,211335,-8,-34,23,2442,40,11.0185
181244,143140,85,188581,145,29,57,80,33,11.0225
210154,115024,107,563488,-8,44,3,4856,-15,11.0225
339620,218516,111,294446,64,15,15,4602,18,11.0337
179918,107605,97,351034,90,58,-34,3189,-21,11.0407
293716,213694,102,249507,24,-13,18,4914,4,11.0428
392963,234294,112,539657,219,43,44,8673,130,11.0438
275047,150955,111,500430,-20,53,52,6365,23,11.0448
336327,199329,113,494234,200,38,115,8230,141,11.0549
111103,79634,82,470626,281,604,963,121,414,11.061
312325,215584,105,383333,59,27,12,6664,60,11.0671
236914,176857,86,294677,21,28,-95,4203,-61,11.0671
265823,183704,102,230616,31,4,82,7505,23,11.0691
348357,206323,111,460489,126,22,-6,6180,-19,11.0701
262103,139575,103,410752,115,21,-4,10115,100,11.0721
155872,99862,97,273483,-17,17,40,3281,-2,11.0762
261251,171705,101,347846,59,-2,11,101,243,11.0914
278551,181569,102,229786,-7,-7,72,7024,27,11.0924
173121,106221,91,312673,-77,-7,51,3718,-22,11.0924
358105,224783,108,415053,153,99,-4,11249,53,11.0924
285060,161163,102,491481,130,48,-2,6970,83,11.0924
273838,149056,108,459259,39,-27,18,3430,1,11.0934
130390,75154,98,507818,95,-25,-4,3450,37,11.0934
287051,211461,101,225264,-89,-41,67,4917,40,11.0964
233415,127463,109,437739,104,89,-2,11759,79,11.1137
375151,225167,112,334022,391,88,181,10981,148,11.1167
300929,215143,100,176249,-46,126,52,5429,-76,11.1248
151772,80455,96,505847,108,39,-12,5295,30,11.1258
187186,128808,97,280760,112,-19,26,2612,67,11.1289
233019,136099,105,546546,-8,13,51,5267,-77,11.1359
149532,76170,103,414747,116,9,-40,6936,-67,11.141
213117,130344,102,484153,118,45,71,6611,28,11.1471
313505,189144,104,333982,103,111,-15,168,60,11.1532
282999,196636,95,225241,49,-46,49,5925,45,11.1765
194544,125626,102,421561,88,-11,52,4698,98,11.1775
222567,134027,94,343271,15,27,-26,6465,60,11.1785
176791,94731,104,594499,154,70,79,5771,59,11.1785
211346,129614,104,275111,117,47,40,8995,25,11.1795
228676,144449,103,294758,12,41,-61,2798,30,11.1846
147507,94154,98,250427,-44,25,55,3641,37,11.1846
257837,172053,105,482140,-82,-23,17,4465,86,11.1876
96233,70622,79,444274,8,25,82,59,-55,11.2078
370355,231976,111,365845,60,-14,62,5370,129,11.2089
132325,83301,91,278605,134,-12,16,2127,62,11.219
271693,190031,93,214223,24,44,-28,7214,34,11.22
328381,178442,98,607682,-19,96,-24,18422,106,11.2271
289865,177527,97,448191,-40,17,66,235,46,11.2271
294645,217147,103,528881,70,86,78,5261,42,11.2311
143859,98537,95,218497,56,-72,-2,4137,70,11.2332
240696,147223,106,575228,-82,11,5,6398,33,11.2342
163544,112798,88,333356,-16,-18,34,5151,5,11.2392
150967,125963,84,134338,113,29,21,106,107,11.2403
257567,174305,102,285929,-19,-20,115,725,25,11.2403
179138,115325,92,342135,31,14,31,2771,32,11.2494
207428,135638,90,371256,-86,32,17,7264,-19,11.2504
156854,90307,92,608983,69,-27,21,2889,-13,11.2504
312311,218710,97,227081,25,-2,-58,5895,-11,11.2554
311949,193668,108,335404,4,7,40,4415,-55,11.2737
218530,158500,91,238187,-26,53,34,1994,96,11.2737
273183,159108,98,460054,161,37,33,8664,14,11.2747
308326,195040,106,592988,131,71,51,6502,54,11.2747
340950,215910,109,319662,66,86,59,1305,41,11.2767
325068,213924,106,290325,-25,15,23,8336,124,11.2777
198109,124220,96,354917,75,-9,33,4627,84,11.2818
136721,88838,94,270898,70,-70,-10,3073,-70,11.2818
231447,154067,94,239335,44,51,86,3150,24,11.2818
271897,169494,106,333281,-63,26,-18,5263,16,11.2939
422939,226786,111,619306,61,36,57,13088,113,11.2939
204220,120161,100,408628,136,-13,98,8611,109,11.2939
142197,96428,85,392358,126,-53,-53,147,58,11.2939
278488,165889,98,496278,125,76,-12,5294,-25,11.298
325112,186683,103,456989,386,69,85,10365,184,11.299
354794,225427,109,427397,42,-9,69,8093,99,11.303
188055,91290,105,591742,86,48,132,3298,32,11.3041
169754,111601,91,357207,782,10,15,24,7359,11.3041
196211,154035,95,182503,-53,8,128,584,-4,11.3192
346787,195827,106,466587,4,11,37,9400,74,11.3192
318586,234701,100,270146,67,57,67,2619,-9,11.3253
241379,132247,106,453037,-126,34,-31,5123,-37,11.3284
213675,121004,106,416157,118,73,81,6502,48,11.3344
268450,144153,111,575310,-11,-23,100,10438,-6,11.3365
160998,108160,92,303068,22,-38,-67,61,-63,11.3436
384581,229790,99,595331,58,37,21,9095,5,11.3436
175502,112111,95,287383,42,5,2,3287,70,11.3466
252938,144900,106,418158,83,50,33,5579,60,11.3527
264990,161446,105,574019,26,12,-23,4156,-14,11.3547
322296,216507,98,298091,-50,-38,1,4230,44,11.3648
247963,149123,102,380378,108,8,-44,65,12,11.3729
296228,183799,109,441079,4,53,53,7565,51,11.379
205747,103641,112,591185,40,74,-29,6929,-26,11.3841
254355,160394,98,312293,4,21,-36,4483,69,11.3851
165635,93934,104,358204,36,11,52,4515,67,11.4023
248203,175217,92,214530,30,8,32,5495,96,11.4023
369632,208742,115,421551,23,43,-21,16325,21,11.4023
311227,149336,141,578561,67,55,148,8020,18,11.4033
159269,93131,93,456503,112,10,-1,4907,-4,11.4033
309388,182267,109,763680,43,6,31,7684,-21,11.4033
344406,195445,110,330186,63,12,32,6005,23,11.4195
143744,80045,99,326519,49,-47,-25,4098,-41,11.4225
156635,112631,88,226297,71,81,-30,47,24,11.4236
110909,75283,83,296844,-65,-29,24,3788,-62,11.4236
210132,137182,101,318107,-77,58,-40,3839,100,11.4246
288915,169576,109,410155,31,-8,29,5907,31,11.4246
246959,127431,106,419981,58,0,5,7020,0,11.4276
257925,153670,107,535075,76,14,-40,5274,40,11.4286
301772,220195,94,307956,-94,-31,31,8166,133,11.4286
288148,189493,105,267432,10,47,99,3844,77,11.4357
286161,167886,111,755764,139,49,35,20614,-1,11.4357
229185,183823,96,177191,75,54,1,1126,91,11.4367
178995,114184,94,170771,92,-15,31,2093,23,11.4458
237864,114072,111,668817,81,58,-56,8278,103,11.4499
193116,123547,101,294950,81,6,69,3818,-19,11.4519
282394,163282,111,615540,82,40,-17,2230,68,11.456
185075,123400,99,296114,41,48,-25,9478,125,11.4722
277915,195397,100,221940,17,47,32,4383,65,11.4722
206589,122851,101,484186,-5,14,-2,6500,-52,11.4732
316787,224822,99,300224,187,18,-2,-37,78,11.4732
209114,163326,96,151355,39,13,38,4034,17,11.4742
330080,172952,104,700616,-21,95,32,11847,124,11.4772
170123,143170,86,119423,9,7,-53,-38,95,11.4782
119372,77155,86,270784,27,13,53,3406,74,11.4813
232421,121831,105,628091,-57,61,-9,16095,68,11.4894
223326,160019,99,286456,-84,28,-35,3428,30,11.4894
280831,196449,93,228407,124,159,-14,3176,108,11.4894
343181,197286,112,456981,25,85,-18,4529,-68,11.4934
203147,117032,96,301233,40,-25,-47,4018,25,11.4955
190388,132827,88,250817,107,24,71,6096,-55,11.5005
221623,108846,114,841057,73,44,67,11613,68,11.5036
288586,174036,109,452404,145,52,37,33996,0,11.5036
199436,118117,96,381029,-77,75,44,4811,58,11.5056
393724,232713,112,253307,84,21,42,9090,-50,11.5056
262109,168223,104,284717,-38,-14,-22,4027,42,11.5066
161640,98228,95,377982,-126,-35,64,3573,35,11.5127
235667,146481,102,376189,57,-7,-3,3297,-19,11.5167
280024,170671,96,514077,14,140,60,7646,53,11.5299
175462,135267,77,290447,77,89,24,5981,11,11.5299
174313,110767,93,337868,93,28,-13,6911,-119,11.5309
201850,135908,96,212268,53,-20,16,2192,82,11.5309
176957,105863,100,220163,76,21,34,3182,65,11.536
190623,122467,96,298627,-9,122,66,3947,48,11.537
326012,226547,94,231158,96,42,45,3172,18,11.537
299261,168326,110,544368,2014,225,225,143,21336,11.537
113063,71088,86,380641,60,7,7,3846,-48,11.538
129986,86664,96,348978,7,17,59,4186,-19,11.541
166501,109760,96,551553,246,116,-28,1610,44,11.542
388247,254659,110,325038,-2,122,-103,6646,55,11.5694
286178,193998,104,390534,106,101,169,1221,-18,11.5704
158496,84908,97,429616,29,52,-15,4330,-8,11.5704
255947,165149,105,278171,48,53,-17,5664,60,11.5704
189294,118385,96,400672,94,19,7,4810,16,11.5704
152194,84466,101,466008,-42,2,21,23,74,11.5714
96447,67584,88,406137,-97,22,-25,3882,-37,11.5714
167448,69512,108,604435,59,64,23,5223,-58,11.5714
247122,185915,89,225364,-12,66,36,6219,-20,11.5907
218339,111697,108,602952,62,-31,-58,5465,10,11.5937
324968,239009,103,300091,42,90,55,9404,168,11.5947
257520,177287,100,293807,83,40,50,9451,2,11.5957
358965,220427,103,495514,198,33,80,13025,-10,11.5988
251223,143342,110,741735,149,120,25,15337,127,11.6008
198136,132457,101,299296,14,-5,-16,2464,22,11.6018
205660,122144,98,381639,26,-8,41,4852,48,11.6038
307340,174322,119,140617,3,49,16,24,154,11.6109
283823,214999,101,241179,26,87,61,3899,-30,11.6241
218713,132035,104,378408,165,-17,-4,5481,-85,11.6271
244227,154284,103,398237,108,81,79,4077,-18,11.6291
358116,237391,108,332700,75,46,31,6760,71,11.6332
279625,189416,96,212505,41,-4,52,4608,24,11.6362
287270,202778,94,269813,48,59,1,4503,-64,11.6372
225819,141639,93,630372,3150,523,367,370,59494,11.6372
396250,234401,108,624478,19,33,59,10609,-27,11.6413
411375,239971,113,460912,81,73,54,7903,34,11.6423
339707,217773,103,211847,40,4,45,4773,-35,11.6443
202071,128012,98,258868,30,1,12,3800,37,11.6474
304046,203928,103,307252,-4,-3,66,6983,3,11.6484
146806,84306,92,398697,89,73,78,6325,72,11.6504
168803,106231,91,369810,151,19,87,3278,2,11.6514
275631,158801,102,422748,130,-15,-16,7228,-32,11.6524
200564,119480,104,407457,1064,84,105,76,13261,11.6555
263080,200672,90,210162,-42,82,31,1550,92,11.6686
314290,190657,100,486624,135,-10,58,5547,105,11.6686
330952,205480,101,427581,70,86,-28,7003,10,11.6686
345515,231597,106,215650,50,5,67,4715,12,11.6727
146222,81340,100,401383,34,30,80,5104,-32,11.6747
150602,100063,89,245422,49,-5,26,3046,8,11.6798
203591,134743,100,324740,-8,29,64,70,57,11.6838
302361,176229,122,487369,76,117,57,5966,57,11.6848
235802,168586,94,178606,5,48,54,3678,90,11.6899
217598,104028,113,597732,70,-5,-41,5616,36,11.7233
209842,141696,100,357874,133,83,65,4762,73,11.7233
173011,111864,92,259410,130,64,39,4513,16,11.7233
191856,125039,86,457427,131,71,22,8662,24,11.7233
373778,189953,116,633342,101,80,34,7590,-49,11.7274
221236,125939,107,634222,4,55,77,6796,101,11.7284
205430,113397,105,503270,70,18,54,12912,62,11.7284
129002,82724,94,297891,-69,-53,-17,6,95,11.7294
199030,125595,99,544686,58,-5,79,7384,33,11.7324
101119,69057,90,367912,-13,87,55,6789,0,11.7324
299965,215167,103,345827,137,67,57,1249,63,11.7345
320738,205350,95,250064,168,23,25,132,-19,11.7395
195850,144616,88,215527,141,15,63,3358,69,11.7395
310643,198047,108,350126,125,22,-14,8858,-38,11.7395
353975,197811,112,448807,15,-62,46,7565,66,11.7405
320146,211812,106,333971,50,-38,-11,3505,17,11.7416
137808,81044,95,413044,44,24,-31,129,-10,11.7527
328933,233747,98,349559,43,71,25,7031,88,11.7537
295213,210760,96,217613,83,-9,86,160,-59,11.7557
123207,80127,86,400216,46,30,19,6069,93,11.7608
170309,108371,91,395224,-13,1,87,3681,89,11.7608
159544,96935,95,416485,53,77,-77,2490,-39,11.7638
202500,117376,104,423848,6,16,85,3434,-34,11.7638
219756,151678,99,216740,67,69,33,3159,85,11.7669
206591,123195,94,314029,95,89,-3,4852,-49,11.7669
192422,108087,99,489964,-14,41,-40,6060,-24,11.7679
414366,216992,117,692979,43,110,38,6397,32,11.7709
283986,135173,135,631555,189,-15,59,19696,91,11.776
231447,186350,97,157046,49,3,65,4543,62,11.778
321878,201224,107,353244,42,-4,13,70,-14,11.7821
260432,170351,99,288972,71,52,-23,4165,91,11.7871
386102,210854,114,530473,103,-15,31,23,30,11.7902
124321,70500,91,410474,-83,-15,34,4958,5,11.7902
382070,235192,111,403803,122,-20,24,7140,29,11.8104
323206,181870,109,563783,80,19,62,16917,-6,11.8104
164957,106043,98,289540,36,1,-29,5645,8,11.8124
129861,98537,89,188883,26,1,-58,1863,2,11.8124
223490,133890,97,330810,-68,-8,5,6553,-66,11.8145
346519,180392,117,382736,84,25,76,11702,-6,11.8155
265207,161655,99,369562,12,87,22,5485,7,11.8155
257743,162576,94,498233,10,55,68,682,32,11.8195
225569,132866,105,309203,-54,22,21,4607,-61,11.8205
297888,177895,107,490881,42,1,13,7495,34,11.8216
169477,94124,106,228684,142,0,31,4444,63,11.8327
336957,234212,104,207832,-79,-36,90,2940,45,11.8367
160198,96653,96,370066,89,-47,57,3775,-62,11.8388
329772,177377,114,365609,46,95,67,5747,110,11.8489
314419,191071,96,455304,125,90,-1,13673,75,11.859
302320,176131,100,695471,769,122,37,36,9844,11.859
145806,98030,66,453163,33,57,27,6067,11,11.8773
187007,114138,94,384852,10,34,82,4902,19,11.8783
204937,137909,91,249593,15,-7,56,3801,-28,11.8783
95101,62481,81,343662,46,24,7,3963,-35,11.8793
221906,122822,100,380560,-66,-18,25,5985,110,11.8793
296166,155856,103,526184,-1,39,37,3756,-7,11.8924
