"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","R710-W","UV440-A","V440-A","YG610-A","YG610-W","Time"
63553.7,34662,120162,79030.8,37774,137114,42.64,31992,39256.9,179035,146.64,583.2,247026,120417,0.568779
47485.9,26406,117853,45572.3,31890,93654,68985.8,6489.99,7756.34,175828,56.4,684.9,60772.9,82709.9,0.57504
53400.2,32041,109224,36626.9,26804,89553.2,50038,5688.04,7246.36,152357,87.42,711.9,54978.6,77379,0.577128
18094.3,14488,81849,46402.2,37528,81033.1,145.96,406.35,732.29,60902.7,38.54,410.4,145.6,71744.7,0.582346
32456.2,20198,105310,20224.5,15358,86302.4,42299.7,5228.37,6038.06,135936,37.6,513,43938.7,77620.6,0.584433
29768.9,19698,99042.3,26500.8,19506,89036.9,33534.7,6177.81,7732.26,156257,61.1,474.3,56848.4,75310.6,0.589651
32975.6,20343,106233,25342.9,18791,88386.7,95924.4,5275.67,6351.53,156134,63.92,1132.2,45080,78684.4,0.594869
17170.3,11960,94086.4,16804.3,12444,88499.2,-18.86,33.11,0.86,1083.86,27.26,31.5,31.36,29785.6,0.595913
36132.6,23102,102501,17803,13786,84632.1,39755.2,4874.48,5648.91,140978,55.46,364.5,48356.6,75679.9,0.598
30564.1,20662,96943.6,35519.9,23242,100156,61908.4,5448.1,6880.43,155703,71.44,504,55613,83789.1,0.602175
30703.4,19311,104199,25361.8,17938,92658.6,51750.2,7131.55,8187.2,146640,68.62,570.6,60887.1,81872.4,0.606349
39830,24543,106356,33018.1,24130,89675.7,41.82,6178.67,7550.8,130189,51.7,147.6,55236.7,77933.1,0.608437
52676.4,33023,104539,26154.7,19611,87403.8,61367.2,4438.46,5429.61,129160,57.34,621,54881.7,75425.2,0.610524
14187.6,8515,109195,21446.3,16127,87152.2,85.28,-15.91,-28.38,0,0.94,-1.8,39.76,27428.5,0.611567
39851,26766,97574.4,45564.1,26343,113354,68909.5,9645.76,11493.9,141114,83.66,721.8,104062,91209.2,0.613655
28097.3,14996,122792,59739.5,37312,104928,285.36,370.23,381.41,99586,114.68,471.6,1816.64,84078.6,0.614698
45538.5,27242,109552,27075.6,17683,100346,25146.9,8269.33,10300.7,142119,109.98,322.2,90865,89371.8,0.616786
25417,15818,105306,22857.5,16563,90441.9,35205.9,4449.64,5220.63,136746,85.54,536.4,38273.2,77937.8,0.617829
40019,23990,109324,39118.1,28714,89282,-27.88,40.85,-30.53,0,30.08,93.6,-64.4,0,0.623047
35416.5,22947,101149,23469.2,18387,83650.3,38841.8,5001.33,6004.09,127506,37.6,369.9,47126.8,75345.9,0.623047
17340.4,8666,131136,34065.3,22186,100627,39849.5,4158.53,5303.19,124570,37.6,378.9,45851.1,84963.4,0.636615
34323.8,20026,112326,30962.4,21955,92423.2,52.48,76.11,-30.96,0,43.24,84.6,-22.4,0,0.636615
41778.1,25527,107258,30209.6,22059,89751,55942,6754.44,8207.41,148299,69.56,540,76121.4,77682.5,0.639745
18196.5,9999,119265,32963.2,22363,96600.4,226.32,70.52,100.62,53611.6,65.8,129.6,-23.52,0,0.639745
38314.5,21943,114432,39938.1,26195,99919.2,72435.5,6884.3,7831.16,154818,94,624.6,71992.5,81511,0.640789
24010.7,10296,152833,30737.7,13372,150645,51310.7,6084.5,7551.23,154746,56.4,458.1,66708.3,115470,0.642876
37046.1,16660,145729,55074.5,24980,144490,48.38,108.79,134.59,67849.9,66.74,180,310.24,61987.5,0.64392
13441.4,11951,73708.9,39961.9,31938,82000.8,78.72,100.19,149.21,31956.3,0.94,180,-24.08,0,0.646007
31412.5,18687,110165,33464.2,21963,99854.7,-23.78,33.97,18.06,13006.4,85.54,99.9,21.84,16643.1,0.649138
22424.5,14255,103094,26285.9,17650,97601.9,57522.2,6102.13,6637.05,143743,68.62,536.4,55242.9,81950.2,0.649138
49289.8,24242,133250,34042.3,15626,142775,64.78,35.69,52.89,27509.5,64.86,95.4,-34.72,0,0.649138
23702.7,12691,122400,39290.3,28735,89609.5,-12.3,140.61,64.07,44198.9,55.46,92.7,476.56,61119.1,0.659574
15442,9353,108201,24799.3,17241,94266.2,31919.3,3576.31,4106.5,115256,12.22,297.9,40531.1,78336.9,0.660618
12880.7,8398,100518,24256.4,17187,92492.5,-9.84,4.3,-32.68,0,11.28,86.4,-26.88,0,0.662705
46525.5,27086,112571,44824.5,30142,97459.3,78771.7,10185,11748,153922,121.26,878.4,91821.5,85766.2,0.674185
35735,17339,135067,30652.4,19302,104074,73495,10222.8,12737.5,166553,80.84,729.9,97664.6,79571.2,0.682534
48116.6,30972,101814,25146.9,17976,91679.5,38.54,10075.3,12068.4,128520,97.76,202.5,119661,75965.3,0.690883
38484.6,25595,98539.8,23511,17094,90138,45370.6,5470.03,6357.55,140003,59.22,432,57592.1,78472.2,0.703407
36656.2,21039,114183,42980.3,31275,90064.2,175272,9638.88,11087.1,148560,87.42,2060.1,96873.8,78660.9,0.709669
50080.8,29766,110263,42651.5,30430,91857,45.92,125.56,112.66,41479.1,47.94,96.3,159.6,61526.7,0.713843
30540.3,17599,113727,21989.1,15051,95746.4,53015.5,7101.88,7801.92,158446,54.52,560.7,60424.6,81943.1,0.729498
35851.2,22273,105488,29549.5,23589,82095.8,45835.5,6222.1,7185.3,142912,73.32,467.1,55881.3,77437.2,0.73889
20785.1,14083,96724.6,25491.3,18471,90444.5,41.82,4892.97,5820.05,137153,31.96,122.4,52793.4,81387.7,0.746196
17362.1,10985,103581,30224.4,19245,102925,48154.5,5999.36,6620.28,152234,51.7,393.3,64458.8,93097.1,0.752458
25170.6,16175,101983,13326.6,10274,85008.2,25.42,-1.29,16.77,10368.3,5.64,67.5,10.64,10565.2,0.756632
32263,22029,95982,15716.9,12825,80313.9,52065.1,5377.15,6630.6,142660,37.6,565.2,54628,72973.9,0.758719
64488.9,35323,119649,35775.8,23679,99016.1,100.04,49.45,62.35,36483.7,76.14,118.8,67.2,53707.6,0.760807
26354.3,14025,123148,21748.9,15465,92165.1,47679.7,3286.06,3865.27,119095,13.16,295.2,41036.8,76848.4,0.76185
38770.2,24731,102739,30954.2,21926,92520.9,50703.1,7113.49,8416.39,144165,78.96,496.8,73198.7,78690.9,0.763937
29507.1,15623,123778,27163.3,18647,95467.1,27.06,23.65,21.07,8170.67,78.96,140.4,6.72,7464.44,0.767068
40169.5,26037,101108,46491.5,27541,110630,18.86,112.23,98.04,34359.1,87.42,186.3,376.88,71591.9,0.775418
26301.1,17229,100045,20404.9,15469,86447.4,27.88,4484.04,6143.84,126379,41.36,133.2,52045.3,75487.8,0.776461
22446.9,13222,111260,23260.9,16394,92987,6.56,17.63,-25.8,0,61.1,43.2,-22.96,0,0.777505
16660.7,10135,107733,27388.8,21195,84687.6,4.1,28.38,24.51,11556,42.3,72,12.88,14306.8,0.777505
31251.5,16374,125082,32678.6,19990,107135,210.74,116.1,114.81,70982.9,61.1,139.5,553.84,69533.5,0.778548
22323.7,16051,91147.3,11990,9975,78774.9,25196.1,2908.09,3507.51,132489,46.06,304.2,26621.8,71741.8,0.785854
54964.7,29514,122049,54537.4,26787,133429,84.46,110.08,36.12,18937.3,144.76,182.7,32.48,29980.4,0.793159
27860.7,15779,115716,30285.1,16027,123839,41827.4,5318.67,5935.72,142284,78.02,421.2,50693.4,75977,0.820294
40827.5,23655,113112,31437.2,21615,95316.5,58.22,40.85,-20.64,0,72.38,103.5,30.8,26913.4,0.822381
36734.6,24466,98399.4,25966.9,18654,91228.1,80856.9,11146.5,13829.2,151481,59.22,858.6,122217,80290.6,0.825512
45183.6,29651,99866.9,25309.3,18075,91766,-13.12,32.25,30.96,16103.1,62.04,33.3,25.76,35919.3,0.828643
20281.1,10742,123733,37212.4,24530,99419.2,41.82,95.46,97.18,43325.1,50.76,116.1,60.48,44040.2,0.828643
41093.5,25611,105154,27589.7,20438,88468.5,40.18,30.1,-4.3,0,85.54,133.2,29.12,56129.7,0.83073
43868.3,25052,114759,60142.9,36812,107072,68.06,12617.1,14941.2,165767,78.02,310.5,112738,89006.8,0.835948
26956.3,15370,114939,37427.3,24547,99923.9,66843.1,7086.4,8711.8,150603,81.78,590.4,81999.1,82332,0.838035
29727.6,17666,110281,27639.7,19986,90633.4,407.54,267.03,378.4,61231.7,49.82,132.3,3447.92,65119,0.839079
37328.2,24602,99436.7,29561.8,20910,92652.5,59.86,46.44,39.99,23610.7,56.4,74.7,30.24,36032.9,0.843253
45682.7,30881,96948.3,30258,22969,86333.2,65986.2,7365.47,8580.22,134718,47,637.2,82988.1,76458.3,0.855777
23305.8,14331,106578,31301.9,23238,88277.8,40044.7,92.45,129,46708,33.84,341.1,109.2,60648.6,0.862039
28343,11962,155282,46247.2,19162,158170,94566.5,11664.6,13745.8,166116,110.92,1055.7,98402.6,135462,0.863082
30065,18479,106626,23845.6,16482,94815.3,49.2,6401.84,8015.2,136757,24.44,153.9,59604.7,81731.1,0.867257
48677.3,31098,102583,40822.9,29662,90195.1,96.76,8602.58,10557.8,149668,53.58,333,85163.7,81304.2,0.869344
21171.5,13079,106086,16819.8,12347,89277.2,42221.8,3696.28,4304.3,116085,48.88,303.3,42275,76629.3,0.871431
39226.6,26612,96601.3,26938.6,20556,85884.9,50487.4,4623.79,5623.97,141216,34.78,432.9,56696.1,75607.1,0.884999
33804.4,23430,94554.2,29360.1,22090,87104.7,209.1,117.82,78.69,56670.6,67.68,129.6,380.24,58496.3,0.892304
25994.5,15410,110550,24527,17646,91091.6,37419.1,4974.67,5540.55,158561,56.4,356.4,48345.4,81028.1,0.896479
20679.4,14153,95756.8,16279.5,12665,84239.3,68.88,48.16,26.66,20082.6,44.18,43.2,165.2,51068.6,0.898566
44512.3,26927,108336,26220.3,18930,90775.2,47.56,55.9,24.51,11556,34.78,100.8,0.56,734.003,0.899609
17596.6,10671,108070,17181.5,12786,88065.4,782.28,4192.07,4832.77,132242,26.32,195.3,33273.5,79975.6,0.901697
73541.3,45630,105624,35014,23251,98691.6,46598.1,11507.7,14092.4,139468,136.3,972.9,127141,77759.6,0.90274
38519.6,22891,110280,48183.2,30118,104845,52.48,86.43,24.94,20689.5,56.4,135.9,-25.76,0,0.905871
31507,16321,126514,40873.7,26381,101539,58905.5,2518.08,3444.3,138143,65.8,642.6,21966,87453,0.906915
15077.3,8675,113903,40362.9,28795,91863.9,86.92,76.54,89.01,41080,46.06,142.2,46.48,32064.3,0.910046
12943,7528,112677,21898.1,14417,99543.2,14.76,58.91,22.79,11314.9,46.06,72,61.04,57975.6,0.964315
31441.9,19315,106683,34240.7,24019,93426.1,64301.1,7203.36,8444.77,130098,49.82,496.8,84443.5,78717.7,0.969533
48232.8,28239,111937,33544.6,23570,93270.1,92.66,86.43,104.06,61438.5,34.78,174.6,169.68,56162.4,0.979969
30270.1,18943,104724,26410.6,18722,92449.7,51122.9,6797.44,8478.31,148804,66.74,476.1,73646.2,79171.9,1.02171
39235.7,25276,101731,21864.5,16572,86465.8,143.5,39.13,68.37,22181.7,54.52,85.5,192.64,65413.8,1.02171
42634.2,26938,103722,29062.4,20183,94368.3,60729.2,9093.64,10051.7,158926,84.6,769.5,76013.3,82489.2,1.02171
40434.1,25647,103322,35098.5,24459,94043.6,95.12,61.49,-20.64,0,104.34,102.6,136.08,66553.3,1.02171
42208.6,23768,116383,43771.6,25196,113852,-8.2,66.22,75.68,23506,73.32,175.5,20.16,24928.4,1.0238
29081.5,18658,102148,27447,17846,100794,10.66,76.11,22.79,15240.5,33.84,91.8,85.12,59344.9,1.02485
16566.2,8880,122262,32426.9,21556,98586.4,44380.9,6163.19,7114.35,147921,38.54,447.3,59681.4,88195.2,1.02798
39511.5,25448,101754,17567.7,13676,84185.1,52144.6,4707.64,5630.85,125689,24.44,567.9,56843.4,74689.5,1.02902
16369.5,10462,102542,23565.2,16371,94335.5,59.86,5668.69,6394.96,126885,10.34,193.5,57685,81441.8,1.03319
31045.7,16298,124838,65111.3,24131,176832,102548,12481.6,15026.4,181157,126.9,919.8,117951,145151,1.03424
43887.2,29655,96988.4,21648,16603,85449.8,45606.8,10.75,-1.72,0,81.78,390.6,-40.88,0,1.0405
24397.8,15574,102667,31624.1,24898,83240.4,76.26,41.71,38.27,28828.3,47.94,150.3,31.92,19735,1.04259
43476.3,23914,119146,29282.2,17351,110601,26554.1,3000.54,3448.17,143844,99.64,325.8,33032.7,71761.6,1.04259
32360.3,22655,93611.3,19276.6,15026,84074.9,42671.2,4719.68,5428.32,123955,54.52,392.4,52575.6,77099.9,1.04363
30655.8,15927,126142,44937.6,27703,106307,49.2,72.24,-4.3,0,52.64,113.4,-2.8,0,1.04885
19894.7,12270,106261,30586.8,22030,90991.3,0.82,108.79,154.8,59676.3,62.04,118.8,692.16,61382.1,1.04885
47274.5,26862,115337,77315.3,46659,108595,176.3,185.76,157.38,35201.6,156.04,333.9,295.68,85364.2,1.04989
63028,35162,117473,64729.2,41283,102756,168.92,150.5,134.59,43026.8,107.16,161.1,391.44,51000.8,1.06033
41879.6,23306,117765,33571.6,25747,85452.7,56825.2,7573.59,9389.05,158384,64.86,948.6,64514.2,79177.6,1.06033
16975,9531,116722,22323.7,16134,90678.4,31.98,37.84,27.52,20494.9,18.8,56.7,-34.16,0,1.06659
40407.5,23410,113120,31486.4,22170,93075.8,73482.7,7304.41,8384.57,132888,102.46,678.6,82225.9,78951.5,1.06868
38530.8,20896,120844,54648.1,23376,153209,74278.9,6658.55,8389.73,138357,154.16,1067.4,53686.1,81875.9,1.06972
19715.5,12803,100920,16689.5,12811,85376.7,32856.6,3356.15,3778.84,150364,60.16,328.5,32659.8,75114.6,1.06972
19205.9,10619,118531,30405.6,18415,108209,1143.9,24.94,2.58,1610.31,91.18,183.6,-57.68,0,1.07076
41726.3,24420,111981,41483.8,27308,99556.3,58265.1,6102.13,7185.73,129020,111.86,638.1,69741.8,78836.1,1.07076
17035.2,11303,98771.9,11544.8,9327,81119.2,-9.02,448.49,1121.44,72124.3,58.28,1118.7,-43.68,0,1.07076
26649.7,18594,93928.9,18526.3,14918,81387.4,36.9,-5.59,50.74,21592.8,-12.22,143.1,29.68,20692.6,1.07285
25041.1,17715,92638.6,15401.2,12751,79157.4,0.82,21.5,-25.37,0,24.44,31.5,-13.44,0,1.08016
24615.5,19131,84323.9,17261.8,14582,77579.9,39606,4144.34,4570.47,101398,47,400.5,50641.4,67212.8,1.11982
13218.1,6678,129719,33500.3,22386,98073.5,48379.2,5405.1,6860.65,156335,36.66,515.7,47934.3,85789,1.12608
28711.9,20210,93105.6,14316.4,10674,87899.4,27.88,60.63,57.62,18331,54.52,42.3,138.88,52308.3,1.1313
28909.3,17970,105431,20682,16046,84470.8,47705.1,4308.6,5620.96,138539,47.94,442.8,50405,75298.5,1.14278
23089.5,14798,102257,18693.5,15246,80355.5,28.7,48.16,76.54,43618.5,3.76,45,75.6,59693,1.15321
39872.7,24961,104687,24503.2,18785,85485.5,-9.02,33.54,78.69,52622.7,69.56,31.5,3.92,5708.91,1.15634
25949.7,17055,99715,13406.2,10287,85407.5,26554.9,2751.57,3580.18,133465,44.18,208.8,28437.4,73390.2,1.15634
17628.1,10562,109380,30718.8,19118,105303,57.4,5615.37,6745.41,129373,42.3,242.1,53556.7,88104.2,1.15947
35219.1,18343,125831,24280.2,12307,129294,56229.9,6413.45,7536.61,119680,15.04,518.4,78900.6,87447.1,1.16052
35721.7,22667,103280,19578.3,14847,86420.5,38886.9,4745.91,5954.21,149051,64.86,471.6,41120.2,78043.9,1.19183
31716.3,19254,107955,29588.9,21482,90268,31.16,58.91,55.9,33609.7,35.72,53.1,64.96,57530,1.19496
12841.5,8150,103261,23995.7,16678,94290.7,114.8,82.13,138.03,69052.9,11.28,94.5,720.16,76369.6,1.20748
13881,7233,125772,41681.4,24497,111509,49.2,77.83,50.74,33931.6,91.18,128.7,42.56,36223.5,1.21166
17936.1,9374,125396,39984,25322,103483,59784.6,7037.38,8234.07,154444,70.5,512.1,73234.6,85725.3,1.21896
39421.2,25079,103015,27792.3,20303,89710.6,-7.38,49.02,8.6,10247.4,78.02,134.1,2.8,3110.18,1.21896
21575.4,13426,105315,27327.3,18090,99000.7,46309.5,4792.35,6248.76,134843,62.98,377.1,58717.7,82652.2,1.22105
43373.4,23371,121626,47053.2,27590,111768,67.24,93.74,112.23,37718.5,99.64,206.1,133.84,67471.8,1.22418
19769.4,12746,101648,21870.2,15866,90337,34643.4,6006.67,6968.15,131566,112.8,380.7,73394.7,77551.8,1.22731
31318,17224,119163,53659.2,33080,106306,48.38,115.67,66.22,30348.2,135.36,175.5,54.88,42313.1,1.22731
26068,13146,129955,30809,18355,110003,35979.1,4284.95,4852.98,129920,51.7,359.1,43777.4,85125.9,1.2294
33849.9,18699,118637,30662.3,14630,137354,13.12,27.95,-53.75,0,72.38,77.4,-25.76,0,1.23044
10957.1,8347,86029.1,23086.3,19686,76855.8,2921.66,354.32,368.51,96217.8,28.2,252,3189.76,71346.1,1.23775
34766.2,22573,100936,20967.4,15721,87406.6,55208.1,5743.08,7371.92,133350,58.28,545.4,67445.3,74277.3,1.23775
20509.3,10687,125769,33839.8,22770,97396.7,44192.3,4366.22,5054.65,128645,72.38,405,42800.2,83755,1.24088
33456.5,21210,103376,49055.7,32826,97938,59580.4,5151.4,6524.39,136958,79.9,490.5,62206.5,80240.2,1.24088
21891.8,12409,115618,28869.7,20221,93566.5,32718.8,2698.25,3440,129194,58.28,280.8,30688,81095.5,1.24192
42697.9,27799,100660,18506.6,14075,86170.3,41984.8,4458.67,5385.32,122249,46.06,418.5,53925.8,74228.2,1.24401
32666.2,18967,112870,30668.8,22083,91016.2,50844.9,5580.11,5927.98,121481,87.42,451.8,56941.4,80157,1.24505
44615.2,23916,122257,37155,20136,120927,214.02,85.14,98.9,32734.9,91.18,142.2,48.72,49121.8,1.25757
31699.5,20894,99428.5,16395.9,12009,89476.4,15.58,24.08,-12.04,0,37.6,74.7,45.36,51253.7,1.2774
31134.6,22426,90985.3,51832.2,37943,89525.7,39153.4,15998.2,20143.8,150119,43.24,679.5,134308,81931.5,1.27949
24577.7,18274,88142.9,10596.9,8742,79441.3,25.42,22.79,6.45,3950.54,47.94,79.2,69.44,48413,1.28158
25032.7,18039,90944.2,18554.1,14715,82634.3,39880.7,3507.08,4629.38,111254,60.16,325.8,42715.7,75101.7,1.28158
33599.3,16431,134013,47914.2,22242,141179,61.5,92.88,137.17,47065.8,79.9,153,62.72,47795.6,1.28367
31305.4,12898,159066,43236.1,20942,135303,48634.2,7697.43,9616.52,142650,111.86,468.9,78831.8,80105.4,1.30141
54632.9,31421,113950,32752.4,19561,109732,32.8,66.22,25.8,30742.3,110.92,162.9,84,80956.2,1.30349
34958,23101,99173.5,29035.4,21769,87411.6,45693.7,5087.76,6162.33,135385,35.72,537.3,43930.3,79154.8,1.30454
62145.3,36198,112513,38142.3,25082,99660.9,18.04,55.9,38.7,21493.6,63.92,122.4,-35.28,0,1.30558
46532.5,22584,135032,28194.9,13036,141744,67322,9507.73,11902.4,164356,66.74,696.6,86656.6,106166,1.3108
18955.3,11775,105499,27429.8,20962,85757.1,771.62,100.19,70.09,53411.8,16.92,33.3,682.64,69684.6,1.31289
17553.2,11979,96031.9,30610.6,21275,94293.6,44617,4577.35,5619.67,111367,46.06,423,57687.3,87146.6,1.31393
29849.4,20662,94676.7,17651.3,14278,81019.5,13854.7,69.23,80.84,34627,17.86,132.3,274.96,63899.9,1.3275
21479.5,18327,76809.1,9264.36,8195,74087.8,12687,1522.63,1569.07,101311,23.5,102.6,17153.9,71138.3,1.33167
26477.5,16764,103509,24984.6,18840,86910.3,37252.6,5286.85,6145.99,144782,37.6,413.1,46275.6,77712.2,1.33272
12204.5,8311,96238,27819.3,20523,88835.3,26.24,25.37,-34.83,0,25.38,29.7,-12.88,0,1.34107
14016.8,11982,76665.4,19753.8,17879,72408.1,541.2,144.91,101.05,49054.9,18.8,62.1,864.64,66586.4,1.36611
26947.9,14858,118862,32211.2,24019,87888.6,1455.5,104.06,9.46,9253.29,40.42,57.6,609.84,77006.7,1.3682
25461.1,16223,102855,18148.2,13378,88904.4,51.66,53.32,72.24,46414.9,40.42,79.2,45.36,59454.3,1.38072
42992.6,26641,105760,18212.2,13381,89197.7,57892.8,5907.34,6487.84,136848,52.64,606.6,62771,74810.6,1.38594
33430.6,21663,101136,22777.1,17362,85976.4,42262,4536.93,5593.44,144890,42.3,459,50841.3,74178.2,1.42142
22408.4,11843,124002,37623.2,25547,96515.3,53353.3,4703.34,5651.49,134584,41.36,462.6,52806.3,80980.8,1.4329
33190.5,19495,111576,28925.5,21539,88010.7,-2.46,148.78,155.23,42565.5,38.54,61.2,1284.64,78903.6,1.43395
35987,22226,106112,37058.3,24558,98894.5,73.8,6281.87,7144.88,138004,51.7,277.2,75974.1,80978.4,1.43395
17881.5,14326,81801.1,23205.2,18658,81507.9,10152.4,1656.79,1689.47,110061,54.52,163.8,20564.3,71043.9,1.43604
24598,16778,96081.4,23157.6,18286,82995.6,506.76,50.74,56.33,32101.2,47.94,63,189.28,57696.1,1.44021
22145.9,15217,95377.1,19045.3,14773,84488.9,49.2,82.99,1.29,2061.99,53.58,56.7,332.08,68653.6,1.44543
24161.2,15362,103074,27487.2,18378,98019.5,40.18,58.05,32.68,18623.6,70.5,105.3,64.4,68072.9,1.44752
53643.8,31143,112886,39929.1,25187,103895,79571.2,13421.2,15761.2,155211,94,1110.6,111392,83569.5,1.4496
