"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","R710-W","UV440-A","V440-A","YG610-A","YG610-W","Time"
24304,19382,82178.7,12692,10958,75906.2,56.58,37.41,42.57,28180.5,56.4,68.4,81.2,50203.1,0.22983
19681.9,11705,110198,17216.7,12873,87649.7,52284.8,2887.02,3574.16,117177,-1.88,446.4,31981.6,77272.8,0.23295
28165.9,21807,84646.2,17428.3,13826,82611,-4.92,2105.71,5030.14,60442.8,69.56,7645.5,-5.6,0,0.23295
19308.8,12463,101534,35416.6,23826,97417.3,105144,52.03,33.97,17668.7,58.28,904.5,82.32,62731.7,0.23399
50390.2,31985,103248,23010,16665,90488.1,19.68,1867.49,4490.92,64514.9,101.52,2971.8,18.48,19854.2,0.23503
29840.3,19809,98723.5,37216.5,27901,87417,22.96,57.62,16.77,11214.7,36.66,41.4,43.68,46928.1,0.23607
31495.1,21146,97610.1,17047,13015,85838.7,60938.3,3209.52,3854.09,145245,36.66,555.3,29781.4,74225.2,0.23815
18729.9,12559,97737.3,17487.3,13522,84754.4,47234.5,2256.64,2647.51,127955,24.44,432.9,19350.2,76495.2,0.241269
49191.8,27366,117804,49043.4,24242,132584,116.44,56.76,84.71,35136.4,104.34,131.4,-0.56,0,0.243349
37128.7,16670,145967,23868.6,12186,128365,108176,34.83,23.65,28180.5,67.68,971.1,76.16,60135.2,0.243349
45834.6,26056,115283,30286.7,21720,91384.4,74358.4,4650.88,5243.85,149743,72.38,809.1,41211,78500.3,0.243349
14018.2,6580,139620,37068.9,22544,107760,63513.1,2576.13,3018.17,143958,39.48,578.7,25114.3,94158.6,0.244389
44251.9,30119,96287.8,43061.5,33307,84729.3,89.38,131.15,242.95,49912.1,148.52,498.6,95.76,33560,0.249589
32739.7,17422,123156,18973.2,12698,97922.9,144878,46.87,6.45,7685.59,62.04,1245.6,-24.64,0,0.251669
41458.2,24933,108972,32804.1,21369,100606,101113,84.28,90.73,39640.5,86.48,877.5,353.92,67230.4,0.251669
18288.2,11673,102676,14373,10857,86759.4,-59.86,0,-30.53,0,35.72,48.6,-27.44,0,0.254789
25935,17795,95514.3,17707.1,13631,85133.2,44830.2,1799.12,2411.01,124025,39.48,372.6,20284.3,74452.7,0.256869
31619.7,18976,109203,16226.2,12375,85931.1,-83.64,-2.15,35.26,17775.4,31.96,45,-17.92,0,0.257909
51519.3,30556,110498,35553.6,25073,92930.2,101133,5522.92,7132.84,149205,92.12,1044.9,57956.1,79712.3,0.258949
44856,25087,117180,33950.5,22050,100906,107486,7279.9,8471.86,162580,89.3,1177.2,58390.1,85321.1,0.259989
25323.2,15540,106794,17882.6,12884,90961.8,-44.28,48.16,1.29,1043.72,27.26,101.7,0.56,509.724,0.261029
34066.2,21606,103331,24122.8,17886,88388.1,-33.62,27.52,6.45,5636.1,58.28,104.4,-21.28,0,0.261029
55926.5,32714,112038,33859.4,21994,100892,-57.4,73.96,132.01,41794.2,99.64,160.2,10.08,9304.26,0.266228
25175.5,19487,84666.8,12049.9,9970,79207.8,45502.6,2646.22,3495.04,122487,53.58,466.2,33854.2,70020.6,0.269348
34813.1,19875,114793,40677.7,14695,181412,71486.8,3636.94,3839.47,148802,62.04,711,37485.3,75303.8,0.276628
24143.7,16103,98260,21487.3,16151,87189.1,74126.4,3098.58,3929.77,121597,55.46,644.4,36336.7,76731.5,0.283908
30849,17887,113027,33091.9,21474,100992,99240.5,57.62,115.24,47799.8,57.34,936.9,120.4,80515.7,0.283908
21106.4,12908,107161,17894.9,12597,93098.2,-4.1,44.72,85.14,35998.3,60.16,71.1,28,55606.3,0.285987
28280.7,17390,106579,17481.6,12046,95108.2,75.44,30.53,69.66,50167.5,33.84,66.6,89.6,70747.3,0.292227
56523.6,33318,111181,38293.2,27430,91490.4,94558.3,4168.42,5129.9,140843,126.9,1008,47630.8,77338.4,0.293267
39217.5,23558,109099,37467.4,26266,93484.6,118510,7260.55,8228.48,131175,87.42,1027.8,78102.1,79388.6,0.295347
20559.7,9866,136570,34954.1,15187,150837,301.76,130.29,118.25,48739.8,8.46,82.8,220.08,72478.2,0.302627
26361.3,16978,101756,19280.7,15066,83869.5,56446.3,2841.87,3329.06,133114,37.6,479.7,26373.2,75337.5,0.307826
20353.2,12347,108032,27001,19371,91349.7,71946.8,3808.51,4573.05,155285,51.7,575.1,41302.8,80969.8,0.316146
27712.3,18224,99657.2,22532.8,16468,89671.4,71414.6,2481.53,3038.81,110948,40.42,586.8,25447.5,77338.6,0.318226
42313.6,26624,104157,40458,27012,98158.4,83277.6,4589.39,5608.49,148990,124.08,963.9,45035.2,80843.3,0.331745
41298.6,25087,107886,26822.2,20210,86977.7,77071.8,5124.31,5835.1,142743,106.22,819.9,43536.1,78795.4,0.331745
51209.2,30126,111400,37536.3,27047,90952.1,95457,6027.31,7017.6,139959,100.58,880.2,69397.4,78998.6,0.336945
17036.6,10219,109258,26077.6,17734,96369.9,51881.4,2977.75,3984.81,144361,53.58,503.1,26446,79979.9,0.340065
33545.4,20925,105062,29816,21645,90275.9,44534.2,1960.8,2697.39,132615,51.7,454.5,22364.2,73933.5,0.346305
41468.7,24448,111162,24869.8,18620,87533.1,67296.6,3069.77,3682.09,149141,72.38,594,30523.4,76760.5,0.346305
36418.2,25411,93924,15972.8,13019,80405,32.8,22.36,12.04,6982.77,26.32,38.7,-13.44,0,0.349425
34292.3,21670,103709,23615.2,17538,88245.2,73053,4211.42,5085.18,133572,59.22,704.7,41723.4,76341,0.349425
29164.1,20064,95260.1,28648.3,20400,92034.2,99703,5566.78,6713.59,160989,60.16,866.7,53536.6,80894.9,0.351505
22446.9,13981,105220,17307.7,13424,84496.4,52877.7,2826.82,3526.86,133992,36.66,507.6,25798.1,77229.3,0.352545
25393.9,18827,88395.1,14306.5,11846,79148.5,25.42,8.17,-46.01,0,11.28,-0.9,20.16,20018.3,0.353584
23500.4,15898,96875.2,16666.5,11619,94006,58266.7,3155.34,3800.77,151882,56.4,577.8,29999.2,74586.6,0.363984
21046.9,13295,103748,22478.7,16331,90206.4,96.76,115.67,96.75,46967.5,40.42,107.1,1013.6,67644.9,0.374384
14370.3,9127,103185,16848.5,13167,83860.1,65.6,41.71,8.6,9090.48,38.54,54.9,28,42674.6,0.377503
36168.3,22087,107318,23037.1,17123,88171.4,58753.8,3134.7,3830.44,131983,51.7,513,35049.8,75413.7,0.381663
33026.7,19978,108341,20644.3,14231,95070.4,59.86,24.08,17.63,15613.5,64.86,78.3,57.12,52724.2,0.383743
47899.6,30514,102876,37834,28402,87299.8,75043.9,4182.61,5005.2,135826,82.72,789.3,42488.9,75737.1,0.386863
32003.3,16474,127314,43899.5,19475,147728,112637,6279.29,7351.71,152372,85.54,942.3,70636.2,105423,0.387903
35744.1,25062,93469.2,16987.9,13790,80734,55949.4,2974.31,3378.94,142132,88.36,531,32857.4,72449.5,0.387903
16160.2,11758,90072.7,14993.7,12163,80788.2,63.14,19.35,68.8,33648.3,19.74,26.1,52.08,41121.9,0.395183
46603.9,29662,102968,30435.9,22951,86909.1,90450.9,3556.53,4212.71,129983,72.38,886.5,44776.5,73947.8,0.400382
48909.7,29402,109018,25011.6,18215,89989.7,107585,3811.52,5034.01,129173,91.18,1053,45474.8,76575.4,0.403502
31098.9,19078,106830,30171.9,22882,86414.9,71653.2,3377.65,4211.85,131756,47.94,585,39578.6,78066,0.404542
19826.8,12859,101047,23373.3,15542,98558.2,80253.4,4600.14,5707.82,151138,65.8,882,40351.9,83681.5,0.404542
51213.4,28506,117741,38332.5,24743,101530,322.26,129.86,38.7,18378.6,94.94,108.9,305.76,61279.2,0.407662
36921.5,22490,107589,26875.5,19511,90272.8,99696.4,2758.88,3261.55,154220,107.16,918.9,30371,78962.1,0.410782
25141.9,16058,102609,26363,19230,89845.3,39.36,55.04,104.06,32630,28.2,69.3,33.04,39369.3,0.413902
46349.1,29761,102064,23946.5,17669,88819.7,80322.3,4346.87,5382.74,155061,85.54,927,44088.2,75187.1,0.414942
32181.8,20802,101388,26895.2,20426,86292.1,60470.9,3154.48,3792.6,139167,63.92,800.1,36756.2,71526,0.414942
25981.2,16134,105535,29784.9,21290,91685.3,95250.4,33.97,46.44,24154.7,83.66,920.7,-1.12,0,0.414942
40131,25473,103248,22095.7,16917,85598.2,83184.1,24.08,-18.06,0,68.62,856.8,30.8,33090.3,0.417022
58411.5,36067,106137,77221,39771,127247,157836,2268.25,2725.34,125869,175.78,2364.3,21098.6,90974.1,0.418062
26062.4,16907,101025,26856.6,19926,88330.7,264.04,55.47,92.02,45004.6,45.12,79.2,749.84,92719.8,0.418062
56675.5,32259,115140,40647.4,29359,90734.3,22.96,74.39,49.45,18951.8,58.28,169.2,-24.64,0,0.419102
18148.2,12490,95225,15074.9,11427,86457.3,-12.3,29.67,14.19,8773.17,47,45,-1.12,0,0.420142
24332.7,15680,101701,17863.7,14300,81868.2,55423,2770.06,3042.68,123242,41.36,464.4,27262.5,73719.8,0.422221
49231,29215,110437,54137.2,36306,97723.2,138005,5216.33,5926.69,161703,114.68,1472.4,53727.5,81254.6,0.423261
14056,8239,111807,25862,17951,94417.6,73753.3,3698,4235.93,142289,46.06,500.4,40540.6,83565.2,0.426381
58282,31486,121310,47851.1,36250,86509.5,112790,9521.49,11149.9,153836,80.84,1688.4,97819.1,83053.8,0.431581
14099.4,8003,115459,25414.3,18315,90939.1,50450.5,2400.26,2518.94,124967,52.64,461.7,20958.6,88053.1,0.431581
31085.6,21487,94812,18712.4,14626,83846.3,52481.6,3191.46,3672.63,135753,31.96,443.7,35147.8,72963.2,0.433661
36234.8,23762,99936.2,20110.5,15666,84128.8,87.74,19.35,61.06,40832.9,37.6,64.8,15.12,12703.9,0.439901
22859.9,14311,104685,25577.4,19039,88042.6,59072,2932.6,3632.64,135343,19.74,675,27586.7,79816.5,0.439901
37760.1,26703,92673,16406.6,13474,79799.6,64684.9,2424.34,3072.35,132293,38.54,616.5,32796.4,71975.9,0.439901
57837.5,34613,109509,50498.9,31433,105287,146.78,80.41,44.72,37098.4,101.52,156.6,31.92,28656.3,0.439901
31103.8,20537,99255.9,17583.3,12925,89155.6,59208.1,3430.11,3683.81,138828,47.94,670.5,29246,77786.8,0.4451
38323.6,22902,109666,27025.6,17674,100212,119456,52.46,44.72,22202.8,69.56,992.7,5.6,4959.48,0.44718
51889.6,29819,114043,40767.9,22335,119622,130632,11589.8,13566.5,182378,129.72,1685.7,92277.4,85202.3,0.44718
45061.1,25390,116311,37825.8,25539,97065.3,117619,5063.68,5687.18,149865,57.34,1099.8,48889.1,81330.1,0.44822
38658.2,26019,97371.3,12945.3,10171,83412.2,62733.3,2631.6,3686.82,141546,34.78,669.6,31502.2,73820.2,0.4503
44572.5,23159,126133,43965.9,21523,133873,38916.4,2434.66,2736.95,148607,114.68,529.2,18655.8,75234.1,0.4503
23417.8,15231,100762,22568.9,15362,96281.3,65431.1,2731.79,3325.62,149279,35.72,578.7,26687.9,80786.1,0.4503
42529.2,26045,107015,31029.6,22272,91305.5,52.48,57.62,15.91,12124.2,62.98,87.3,163.52,60888.9,0.45134
39910.5,26076,100306,24372,18117,88162.8,89200.4,5103.67,5903.47,141511,94.94,928.8,57412.9,76201.7,0.45342
43013.6,21983,128233,47840.4,19551,160364,140.22,87.72,166.41,77346.4,79.9,148.5,131.04,75331.9,0.45862
22559.6,14492,102019,36357.2,22812,104450,47.56,92.02,82.13,37904.7,44.18,114.3,280.56,67350.8,0.45966
30831.5,18383,109915,20428.7,14530,92141.3,72328.9,2368.87,3091.7,126715,59.22,868.5,28907.8,80968.4,0.46382
32644.5,20130,106279,22987.9,17274,87214,67786.9,314.76,352.17,75920.5,69.56,633.6,3198.16,74482.8,0.46382
50262.1,31398,104910,30255.5,21738,91214.8,14.76,49.45,18.06,19090,106.22,134.1,42,47457.1,0.46694
33398.4,15539,140858,34764.7,15467,147303,48207,72.24,42.57,37198.2,62.98,419.4,199.36,74658.6,0.469019
43668.1,27242,105052,20535.3,15175,88685.2,35.26,1172.61,2421.76,61208.1,91.18,5023.8,26.88,32029.2,0.472139
43108.8,26595,106230,25894,17555,96666.8,86773.2,4192.07,5014.23,161480,87.42,992.7,34967.5,79928.5,0.474219
30132.9,16495,119720,48518.6,30642,103770,109459,3995.56,4551.12,141223,96.82,963.9,41979.8,86782.9,0.474219
20619.2,11731,115191,24041.6,17679,89122.1,77.9,32.68,45.15,19090,36.66,100.8,93.52,55215.6,0.478379
63086.1,37266,110943,39640.4,26790,96971.9,140721,6461.61,7895.23,135238,174.84,1394.1,71766.2,79557.4,0.480459
33384.4,18794,116414,33158.3,22263,97608.8,112686,4460.82,5543.13,141352,88.36,1110.6,41231.1,83545.8,0.482539
39823,25339,102997,22997.7,17206,87596.1,62612.7,81.7,5.59,3104.63,35.72,767.7,318.64,80939.5,0.483579
28722.4,19006,99039.9,22286.8,17319,84334.3,60320,3146.31,3811.52,132939,26.32,540.9,32923,74910.2,0.488779
37987.6,22218,112051,33358.4,24711,88469.8,86.1,93.31,125.13,50309.9,77.08,172.8,56,42184.1,0.488779
26947.2,10326,171026,50093.8,20710,158520,106008,5298.46,6061.28,143198,72.38,891,56381.4,118941,0.491898
30733.5,20986,95975.9,17019.9,13758,81074.1,77.08,46.87,26.23,16217.1,29.14,88.2,36.4,33598.7,0.492938
41943.3,26795,102586,62665.2,42495,96642.6,94771.5,3539.33,4450.07,152292,119.38,1700.1,38669.7,83710.7,0.495018
20877.5,14680,93203.5,17662.8,13548,85440.6,51213.9,2906.8,3456.34,154512,26.32,388.8,27343.1,76694.1,0.496058
41718.6,23232,117686,48236.5,35808,88282.7,124368,3490.31,4355.9,137113,84.6,1582.2,28102.5,84343.5,0.497098
30485.7,21038,94966.8,19116.7,15063,83172.6,48294.7,2466.48,3000.11,126767,23.5,466.2,29790.9,72280.8,0.509578
34766.9,21132,107821,17371.7,13372,85138.5,35.26,77.4,38.7,33371.6,60.16,66.6,-5.04,0,0.516857
41212.5,26426,102206,28917.3,21511,88100.2,88994.6,4120.26,4858.14,147810,45.12,857.7,47000.8,76992.6,0.518937
12312.3,7248,111327,27970.2,20548,89208.4,76159.1,3593.08,4143.48,137981,47,632.7,37804.5,78772.6,0.524137
27161.4,11966,148759,48095.5,19251,163731,214.02,111.8,72.24,42651.5,94.94,176.4,89.6,70747.3,0.526217
31320.8,22677,90516.4,12942.1,10117,83836.2,46219.3,2021.86,2464.76,129535,45.12,425.7,24498.3,73214.6,0.528297
20267.1,13659,97241.7,15468.5,12582,80570.8,-7.38,727.99,1669.26,68630.3,56.4,3996,-8.96,0,0.532457
21303.8,13136,106285,26048.1,17688,96511.2,76.26,40.42,71.38,28699.1,39.48,111.6,61.6,67283.6,0.539736
13295.1,8638,100869,43118.9,24931,113346,59311.4,3447.31,4213.14,135949,55.46,489.6,34797.8,89801.6,0.540776
16050.3,9603,109536,23435.6,16719,91864.1,68565.1,2985.06,3565.99,117438,68.62,513,38017.3,80063.6,0.543896
31999.8,21581,97175.2,16570.6,12777,84994,116.44,36.98,-5.16,0,5.64,70.2,86.8,67720.5,0.543896
28913.5,18938,100057,23367.5,17459,87714.9,75783.6,4140.47,4870.18,126255,71.44,654.3,47092.6,76897.1,0.543896
52748.5,29730,116277,41704.4,29270,93376.8,89902.3,5890.14,7081.67,149808,108.1,885.6,63389.2,78801.8,0.544936
36475.6,22455,106456,33973.4,23435,95006.7,94373.8,4726.99,6084.93,161712,102.46,816.3,52232.9,80319.4,0.553256
14240.1,8945,104331,23976,17669,88929.2,91.02,39.99,6.02,3985.12,61.1,55.8,49.84,53546.1,0.554296
19985,13668,95825.1,12970.8,11164,76142.2,56776.8,1363.53,1839.54,116143,32.9,792,11468.2,73569.2,0.554296
26902.4,19593,89985,12906.8,10729,78838.7,49.2,896.55,2174.08,71418.8,31.02,3093.3,7.84,9880.81,0.556376
24719.1,18423,87933.1,29680.7,23967,81159.8,324.72,102.34,155.66,51521.9,48.88,265.5,203.84,71437.8,0.556376
48626.2,29490,108063,26256.4,19386,88762,94718.2,5112.7,5959.37,159344,115.62,900.9,51089.4,77594.3,0.558456
49582.4,28647,113430,27758.6,17147,106094,140413,67.08,57.19,28830.8,125.02,1314.9,193.2,74044.2,0.559495
31469.9,17754,116166,22940.3,16478,91237.8,74.62,30.96,30.96,17955.7,32.9,122.4,21.28,25356.5,0.560535
31627.4,22270,93072.9,18401.6,14423,83614.3,64080.5,3706.17,4686.14,166999,32.9,615.6,32371.9,76636.4,0.561575
50423.8,30056,109947,43296.8,29016,97790.9,122.18,45.58,-16.77,0,76.14,125.1,58.24,44903.7,0.563655
41753.6,25827,105950,24578.7,17699,91010.1,191.06,82.13,60.2,66868.9,66.74,66.6,222.88,61115.8,0.564695
15453.9,11359,89161.6,25412.6,16690,99786.8,67802.5,2646.22,3453.33,123401,44.18,533.7,32685,85197.8,0.565735
44714.6,29535,99218.4,22196.6,16114,90274,91448.9,4300.43,5535.39,141155,58.28,886.5,49413.8,75624.3,0.566775
17876.6,12702,92234.4,22815.7,15751,94930.4,59406.5,2128.5,2271.69,119389,19.74,463.5,24863.4,88235.8,0.569895
21455,9188,153034,55756.7,19844,184140,116153,5852.73,7257.97,163456,51.7,934.2,58617.4,146000,0.571975
46300.1,28926,104900,21677.5,15703,90470.5,74950.5,3844.63,4685.28,151782,66.74,738,40725.4,76829.6,0.571975
28860.3,17015,111160,30626.2,20507,97874.7,84915.1,3747.88,4577.35,150216,74.26,673.2,41681.4,81974.3,0.573015
19063.8,12131,102989,24854.2,17727,91885,51382,3322.61,3756.05,148825,58.28,419.4,34270.3,78291.2,0.574055
39062.1,25652,99796.3,24482.7,18620,86170.8,-28.7,33.97,36.55,17109.6,40.42,66.6,-43.68,0,0.576135
42233.1,28462,97245,23208.5,17863,85147.5,76692.1,3793.03,4483.18,136086,67.68,695.7,37246.7,73340.8,0.580295
24404.8,11071,144467,36158.7,14140,167588,58.22,115.24,80.84,41716,88.36,73.8,570.64,112983,0.580295
37669.1,21943,112504,37017.3,24287,99887.3,92529.6,4222.6,5139.79,147867,62.04,820.8,46764.5,81694.2,0.583414
27281.8,12077,148045,69535.2,37097,122842,70.52,156.95,31.39,18045.4,99.64,297.9,2.24,4077.8,0.583414
23725.1,12463,124757,28763.1,20130,93642.4,77.08,36.55,13.76,8349.77,45.12,126,42,55050.2,0.587574
62857.9,32965,124965,43693.7,27169,105396,244.36,59.77,32.25,22247.7,128.78,233.1,-13.44,0,0.588614
37515.8,23283,105598,29490.5,21959,88013.5,97822.7,133.73,257.14,90117.3,105.28,1123.2,1014.16,70481.4,0.591734
27962.2,18747,97750.6,12573.1,9910,83147.1,61045.7,22.36,17.63,16744.9,46.06,630,21.84,28626.1,0.591734
47083.4,28676,107604,27431.5,18660,96342.4,92543.6,47.3,52.46,39517.5,68.62,789.3,75.6,47639.6,0.594854
15657.6,10899,94149.6,13333.2,10751,81276.6,41229.6,1795.25,2119.9,117538,16.92,320.4,18279,75100.6,0.601094
13310.5,7663,113835,36262,22626,105033,82923.3,3021.18,3569,126637,57.34,547.2,35217.3,92698.2,0.605253
29557.5,18803,103020,21856.3,16155,88664.4,54692.4,3070.63,3449.89,157008,45.12,451.8,29961.1,76943.9,0.607333
37153.9,20899,116509,30476.1,21435,93178.6,78462.5,4677.54,5619.67,149347,33.84,680.4,51318.4,80910.4,0.616693
32124.4,23599,89211.6,15742.4,12850,80287.3,123.82,50.31,48.16,27445.3,12.22,41.4,92.96,59727.7,0.622933
33195.4,22251,97770.6,19470.9,14886,85721.1,61588.6,3185.44,3495.47,139682,84.6,557.1,30823.5,74689.4,0.625013
16314.9,11033,96910.5,28741,21961,85768.9,66546.3,1912.64,2446.27,117708,3.76,419.4,22839.6,84185.4,0.626053
48317.5,28746,110156,37161.6,25603,95122.5,102581,6101.27,7792.03,163098,93.06,1042.2,59487.7,81262.8,0.626053
23827.3,16404,95193,23628.3,19072,81192.5,85870.4,7227.01,9063.54,144593,52.64,739.8,71403.9,76233.7,0.629172
48071.8,23858,132049,36182.5,18682,126927,115806,7646.26,8884.66,153754,90.24,1379.7,66604.2,83457,0.641652
40782,23578,113355,37565,26551,92722,84476.4,4997.89,5673.85,170024,109.04,1011.6,43404.5,82982.5,0.643732
19752.6,13738,94228.2,19096.2,15118,82781.2,46871.2,3550.08,4189.49,137625,8.46,408.6,39840.1,72480.3,0.661411
28107.8,20424,90191.6,18514.8,14600,83108.5,49466.5,3605.98,4225.18,125693,70.5,385.2,39549.4,70607,0.663491
44597.7,25067,116598,37585.5,28102,87652.3,75280.9,2977.75,3624.04,168802,78.02,705.6,30395.7,79955.5,0.665571
18711,11827,103682,21605.4,15775,89757.8,39815.1,2709.86,3669.19,137330,25.38,343.8,24122,78295.2,0.665571
38997.7,25737,99302.7,25107.6,19028,86475.2,41,8646.87,10519.5,155728,32.9,188.1,94853.4,77436.7,0.671811
17010.7,9903,112573,34207.9,22626,99083,50293.9,2284.16,2859.5,133191,58.28,540.9,23824.6,85742.5,0.67909
45451.7,26848,110948,54188.1,34880,101814,104567,3663.17,4007.6,128056,100.58,990,38136,81113.9,0.68845
17603.6,10779,107029,28519.6,19094,97887.3,56246.3,3163.51,3728.1,155919,59.22,438.3,37107.8,79656.1,0.68949
46015.9,30483,98930.5,29419.1,22059,87402.5,168374,5402.52,6668.87,136451,87.42,1865.7,60537.7,74982.5,0.695729
56687.4,33802,109907,32034.1,22382,93798.1,108952,5704.38,6894.19,133595,89.3,1113.3,62602.4,77271.1,0.696769
54906.6,34702,103693,33614.3,22798,96628.8,91.02,53.32,85.57,39216.2,100.58,199.8,92.96,52975.9,0.697809
22706.6,15151,98217.9,28286.7,19458,95271.8,72136.2,64.93,49.88,31737.2,91.18,711.9,246.96,62731.7,0.698849
36523.9,24164,99057.7,29670.9,22228,87480.2,50644.8,2711.15,3406.03,136191,57.34,451.8,28661.4,75278.6,0.698849
60032,31631,124380,48498.1,34322,92604.5,150.06,223.6,312.18,58959.7,108.1,404.1,236.88,63106.4,0.700929
20803.3,14087,96781.8,34255.5,23171,96887,63.14,3572.01,4481.03,167428,13.16,180.9,33063.5,85514.5,0.703009
80802.4,44803,118194,74920.1,42163,116452,248371,189.63,88.58,26629.3,285.76,2439,73.36,50607.6,0.704049
42947.1,27385,102778,26528.6,19177,90659.7,89863.8,4433.73,5242.13,146878,71.44,814.5,45065.4,76016.9,0.704049
47361.3,28875,107493,46187.3,31478,96160.2,99961.3,4456.52,5209.88,173935,126.9,1230.3,35925.7,84116.7,0.705089
41373.5,21258,127550,50855.6,21927,151998,42.64,7630.78,9334.87,162878,72.38,286.2,78555.7,120627,0.707169
31444.7,17232,119589,45379.6,27328,108826,49.2,48.59,47.3,28970.6,49.82,116.1,25.2,37534.3,0.709249
12505.5,7450,110008,28511.4,20010,93379.5,72700.4,2932.17,3319.17,137153,76.14,576.9,31958.6,81996.7,0.710289
39114.6,26774,95742.7,25998.9,19890,85664.4,765.06,86.43,160.82,82988.2,51.7,72.9,813.68,74685.3,0.712369
34234.9,20104,111601,35630.6,23727,98414.9,61451.6,3920.31,4103.92,140446,64.86,765,33739.4,84900.5,0.714449
16856.7,10910,101258,20941.2,15639,87755,56138.8,2860.79,3851.08,160346,63.92,465.3,28343.8,80277.5,0.715489
21805.7,12688,112631,23968.6,16016,98077.3,47887.2,2098.83,2812.2,137026,71.44,485.1,18991.8,85507.6,0.717569
19623.1,12166,105706,22410.6,16382,89653.3,54194.6,1.72,-11.61,0,43.24,400.5,-24.08,0,0.718608
33263.3,21250,102586,20428.7,15474,86520.1,31.98,9.46,50.31,30814.2,67.68,81.9,11.76,12430.7,0.718608
60326,37661,104977,40514.6,27193,97641.4,29.52,57.19,104.06,59301.5,71.44,120.6,8.96,16311.2,0.722768
47013.4,29660,103880,71650,28876,162614,93.48,9125.03,10817.9,169528,126.9,378,74747.7,121203,0.725888
31213,21499,95147.5,16802.6,13723,80243.1,33.62,83.85,107.07,47734.3,42.3,29.7,137.76,60188.3,0.725888
37961,25289,98375.3,15320.1,11924,84201.2,53718.2,3035.8,3783.14,128396,58.28,468,27081.6,74685.2,0.726928
