"FSC-A","FSC-H","FSC-W","SSC-A","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
50204.7,27815,118289,43121.4,860.16,598.5,677.46,58.59,91.8,26016.6,20.3307
42592.9,30576,91292.8,31372.3,181.44,109.62,33.18,47.43,108.9,3308.13,20.334
61156.2,37120,107972,51982.6,179.76,163.8,141.12,27.9,131.4,4075.72,20.3402
102078,68952,97020.4,42496.4,252,218.82,288.54,46.5,163.8,8356.76,20.3432
81249,46669,114096,49009.8,530.88,303.24,244.02,72.54,189,11166.9,20.3465
43240.4,26776,105834,44905.6,107.52,141.12,51.66,35.34,89.1,2625.5,20.3472
73051.3,56305,85027.8,21176.4,85.68,157.5,15.54,16.74,85.5,4170.71,20.3487
49710.5,41277,78926,13718.9,2574.6,1796.34,2218.02,-26.97,1.8,100248,20.3498
36362.9,24314,98012.6,20780.8,83.16,140.7,131.88,-17.67,45.9,5301.15,20.3516
73850.7,47353,102209,33432.8,130.2,118.44,46.2,34.41,63,3950.64,20.352
96267.5,56121,112418,37816,453.6,460.32,520.8,76.26,207,19082.4,20.352
35978.6,18317,128727,33939.4,1928.64,734.58,698.46,66.03,162,32637.6,20.3524
40691.7,29318,90960.2,24137.4,89.04,91.98,67.2,49.29,66.6,1449.63,20.3527
58097.9,35062,108593,63692.2,151.2,237.3,148.68,64.17,239.4,3370.08,20.3542
107388,57879,121595,37532,5323.92,2018.94,2567.88,66.96,169.2,92294.3,20.3549
109065,71208,100377,32754.1,1545.6,726.18,717.36,36.27,147.6,35610.6,20.3571
42116.2,34778,79364.2,10059,83.16,67.2,134.4,12.09,45,3007.82,20.3579
54530,40713,87777.3,32924.6,195.72,152.04,161.28,18.6,133.2,6305.33,20.3641
54348,34280,103902,32529.8,107.52,180.6,190.26,70.68,119.7,5613.85,20.3704
56235.2,43973,83811.2,45359.2,1809.36,1622.88,2355.78,18.6,138.6,70896.8,20.3726
94831.1,50968,121936,42500.6,750.96,464.1,448.14,55.8,171.9,21335,20.373
28310.1,20694,89655.5,49026.6,341.88,132.72,237.3,-2.79,237.6,445.45,20.3788
29991.5,25265,77796.3,41005.4,155.4,73.5,54.6,-10.23,116.1,435.42,20.3814
46624.2,33272,91835.9,39092.8,85.68,158.76,213.36,9.3,75.6,3739.42,20.3884
45120.6,33872,87299.9,33526.1,118.44,81.9,31.92,-21.39,94.5,454.3,20.3899
28163.8,24531,75241.2,31029.6,170.52,118.02,119.7,-1.86,110.7,1482.67,20.3917
34448.4,21014,107434,34849.1,399,211.68,204.12,59.52,259.2,5901.77,20.3932
83181.7,64386,84667.4,63798.8,390.6,244.02,212.52,-7.44,261,6619.21,20.3935
28028,18416,99741.7,24657.4,43.68,44.52,78.12,-4.65,65.7,646.64,20.3939
60787.3,31395,126891,39633.7,1203.72,541.38,622.86,34.41,114.3,24603,20.3946
77630.7,53072,95862.3,21538.4,136.08,98.28,73.92,1.86,85.5,4389.01,20.3972
85691.2,48098,116759,72219,1071.84,779.94,806.4,53.01,240.3,31934.9,20.3976
45015.6,27673,106607,47494.4,126,224.28,259.98,13.02,104.4,9940.32,20.3991
31026.1,23314,87214.8,28612.9,330.12,172.2,231.42,32.55,185.4,5297.61,20.4009
50793.4,40690,81808.7,14642.9,796.32,462.42,445.62,38.13,83.7,18903.6,20.4016
58481.5,38560,99394.3,27956,93.24,156.24,186.06,34.41,66.6,4389.01,20.4057
32492.6,28592,74476.6,17989.4,62.16,63.84,47.04,6.51,33.3,1392.99,20.4068
105687,66799,103689,37986.5,892.92,391.44,470.82,26.04,200.7,18775.6,20.4071
49620.2,35680,91141,23862.7,98.28,187.74,183.12,33.48,144.9,7812.78,20.4101
37569.7,31903,77176.7,38687.9,94.92,79.8,33.6,2.79,90,833.08,20.4105
73043.6,50843,94152.3,24749.8,181.44,134.82,114.66,21.39,72,3354.74,20.4112
30719.5,24273,82941.3,32979.2,120.96,105.84,57.12,39.06,110.7,2635.53,20.4127
53835.6,37990,92871,15265.3,515.76,123.48,235.2,-12.09,103.5,6623.34,20.4145
41816.6,34108,80347.5,27365.5,125.16,112.14,65.1,20.46,80.1,2089.19,20.4152
84652.4,45517,121884,81228.8,748.44,440.16,375.06,41.85,639,9477.17,20.416
40252.8,31641,83373.1,30831.4,114.24,341.88,507.78,-5.58,70.2,17999.1,20.4211
40647.6,27273,97674.7,47418.8,304.92,115.5,161.28,39.99,206.1,1845.52,20.4226
93532.6,58554,104685,55492.1,3957.24,1650.6,1688.4,99.51,374.4,73638.5,20.4237
40356.4,32069,82472.1,26018.2,142.8,42.42,116.34,32.55,198,371.7,20.4244
29426.6,20102,95935.8,42725.8,80.64,82.74,-1.68,30.69,41.4,808.3,20.4303
41972,35113,78337.9,30922.9,173.88,114.24,61.74,-12.09,121.5,627.76,20.431
34151.6,21454,104324,15771,219.24,126,149.1,33.48,66.6,4222.63,20.4318
28928.2,20957,90463.3,35494.2,102.48,85.26,71.4,40.92,62.1,923.94,20.4321
29134.7,17464,109332,23818.2,235.2,178.5,186.9,24.18,28.8,11021.8,20.4325
33743.5,25073,88199,20464.1,181.44,92.4,87.78,26.97,125.1,1621.91,20.4329
27937,22556,81170.4,18971.4,63.84,22.26,22.26,18.6,90.9,484.98,20.4347
98118.3,61648,104306,45901.8,1487.64,638.82,694.68,61.38,178.2,33493.7,20.4355
41348.3,36501,74239.1,22448.2,103.32,87.78,6.3,9.3,77.4,1575.3,20.4355
59490.9,43025,90617,26790.1,63.84,49.14,33.18,15.81,79.2,1033.68,20.4377
39403,32494,79470.5,19443.5,110.04,10.92,34.44,-2.79,74.7,138.06,20.4391
52177.3,36215,94422,37007.9,145.32,112.98,28.56,10.23,146.7,1056.1,20.4399
35843.5,26667,88087.9,36465.2,85.68,108.36,44.94,-24.18,72.9,3738.24,20.4417
29111.6,21664,88065.8,21962.6,164.64,67.62,23.1,16.74,123.3,985.89,20.4428
37789.5,33678,73536.8,17456.9,70.56,59.64,6.72,-2.79,36.9,918.63,20.4432
51233.7,37910,88569,27307.6,227.64,247.38,141.96,-0.93,33.3,10808.8,20.4435
55393.8,35017,103672,64386.8,273.84,211.26,111.3,28.83,194.4,2806.04,20.4461
77954.8,51869,98495.2,53946.5,1038.24,705.6,918.12,57.66,155.7,34780.5,20.4465
33233.9,28070,77592.3,16658,88.2,34.02,63,16.74,88.2,268.45,20.4472
36822.8,29346,82233.3,21951.7,78.12,54.18,25.62,14.88,83.7,312.7,20.448
53780.3,37169,94824.9,32188,546,566.58,576.66,-3.72,87.3,25712.8,20.452
85542.8,41012,136695,62884.9,3503.64,1752.24,1950.9,119.97,285.3,75422.1,20.4546
32461.1,26025,81743.4,29981.3,244.44,67.62,115.5,-5.58,120.6,319.78,20.4568
47496.4,32157,96797.7,23335.2,130.2,87.78,118.86,25.11,170.1,1880.92,20.4575
46140.5,36188,83559.9,23275.6,391.44,356.16,333.48,-13.02,19.8,20746.8,20.4586
64591.1,36049,117425,64837.1,287.28,190.26,166.74,32.55,210.6,1454.94,20.4641
30503.2,25504,78382.1,30103.9,199.08,98.28,90.72,30.69,152.1,2896.9,20.4671
68402.6,53698,83482.3,22728.7,215.88,143.64,97.44,4.65,85.5,4917.06,20.4704
29141,20761,91989,16586.6,541.8,204.12,277.62,-13.02,43.2,11704.4,20.4704
44941.4,33377,88242.8,11350.9,104.16,88.2,26.04,24.18,90.9,3878.07,20.4733
49104.3,38681,83195.9,37800.8,210.84,112.14,78.54,0.93,173.7,1691.53,20.4866
77465.5,55573,91353.3,30513.8,1585.08,1047.06,1388.94,-13.02,58.5,58518,20.4891
35034.3,28173,81496.8,17277.1,75.6,15.12,31.92,-5.58,100.8,116.82,20.4924
126887,83244,99895,75813.4,1428.84,1199.52,1071,122.76,527.4,48867.9,20.4939
45549.7,34673,86094.2,22385.2,83.16,56.7,55.44,37.2,103.5,495.6,20.4939
29028.3,21815,87206,26164.3,36.96,149.1,151.2,0.93,119.7,5659.28,20.4943
37129.4,19157,127019,52797.4,280.56,149.52,36.54,35.34,252.9,1420.13,20.4947
44550.8,26076,111968,41384.3,243.6,120.96,57.12,15.81,198,1288.56,20.4954
38110.1,26302,94957.9,20726.2,146.16,183.12,112.56,13.95,39.6,4738.88,20.4954
43334.2,29767,95406,20394.4,178.08,178.08,60.06,19.53,68.4,5084.62,20.4969
115765,61702,122958,59815.6,316.68,307.02,244.44,45.57,116.1,11169.3,20.4998
98977.9,56136,115552,50659.6,2267.16,1468.32,1875.72,59.52,178.2,73101,20.5024
60604.6,44249,89759.8,24276,315.84,222.6,136.92,56.73,48.6,7000.94,20.5046
58012.5,36206,105008,27498.2,130.2,65.1,134.4,16.74,86.4,3230.25,20.5097
38271.8,29585,84778.8,19509.8,37.8,75.18,66.36,10.23,44.1,2478,20.5127
85627.5,48623,115412,43055.9,1045.8,737.1,713.16,26.04,117,37563.5,20.5127
30834.3,25522,79177,19150.3,21.84,52.92,93.24,12.09,60.3,602.98,20.513
106297,74139,93962.5,26955.6,248.64,257.46,230.58,15.81,73.8,10775.8,20.5152
64483.3,46711,90470.7,28435.7,728.28,299.46,258.72,53.01,216.9,12607.1,20.5186
58366.7,40756,93854.2,26686.8,1466.64,525.84,545.58,74.4,197.1,24391.2,20.5233
45200.4,31302,94634.6,19490.5,237.72,186.48,270.9,14.88,108,8244.07,20.5237
60314.8,37251,106112,40152,272.16,219.66,259.56,71.61,163.8,9867.16,20.5241
85583.4,55288,101447,40080.6,372.12,340.2,237.3,29.76,95.4,14277.4,20.5285
69234.9,43381,104594,27200,820.68,438.48,374.64,21.39,85.5,20628.2,20.5296
109866,73050,98564.8,47910.2,2144.52,1019.34,1132.32,44.64,115.2,55132,20.5296
31819.2,19352,107756,39099.5,308.28,91.56,65.1,35.34,303.3,874.97,20.5307
63674.1,37372,111660,47144.2,945.84,611.1,782.88,63.24,187.2,28373.1,20.5307
66451,49809,87432.6,23045.4,231,195.72,156.66,29.76,113.4,5533.02,20.5307
50479.8,39461,83835.8,14807.5,894.6,677.88,889.98,13.02,70.2,39032,20.5311
91122.5,56459,105772,33948.6,246.96,210.42,38.22,45.57,172.8,7853.49,20.5318
33312.3,24528,89006.6,43582.6,248.64,116.34,144.9,24.18,207.9,874.38,20.5322
37265.2,20187,120979,37925.2,284.76,276.36,374.22,46.5,92.7,11394.1,20.5329
106784,59467,117682,37941.1,1258.32,456.54,532.56,55.8,135.9,20022.2,20.5329
60016.6,38129,103156,23247.8,1631.28,612.78,911.4,28.83,107.1,36279.7,20.5336
56716.8,31270,118868,53511.4,279.72,175.14,100.38,77.19,447.3,2361.77,20.5336
87896.9,48835,117957,51349.2,1916.04,807.24,870.24,84.63,307.8,37532.8,20.534
47997.6,23667,132910,59459.4,403.2,496.86,583.8,39.06,192.6,16687.6,20.5347
61249.3,38436,104434,30106.4,240.24,191.52,183.12,43.71,207,7044.01,20.5347
96973.1,59719,106419,46987.9,540.12,360.78,478.38,45.57,135,15156.5,20.5351
85570.1,53683,104464,24508.7,465.36,246.54,381.36,35.34,111.6,12045.4,20.5362
119967,67015,117320,36853.3,387.24,338.1,360.36,56.73,160.2,13125.7,20.5366
57587.6,27767,135919,43544.8,397.32,315,316.68,66.96,134.1,10970.5,20.5366
58152.5,34364,110903,29746.1,779.52,890.4,894.6,48.36,122.4,34972.8,20.5373
43388.8,29515,96341.8,21186.5,1827.84,1011.36,1273.44,9.3,134.1,54255.8,20.5373
72247,46390,102065,33590.8,5355,2907.24,3555.3,24.18,222.3,123965,20.5377
60186.7,27247,144764,46904.8,1553.16,642.6,684.18,34.41,242.1,34198.8,20.5377
73297,42103,114091,42061.3,842.52,367.08,350.28,33.48,153,16393.1,20.5377
52150.7,34478,99128.4,29535.2,366.24,254.52,227.64,5.58,62.1,12404.7,20.5391
76682.9,44815,112139,43891.7,394.8,301.56,183.12,91.14,219.6,8990.42,20.5402
44351.3,37160,78218.7,20689.2,54.6,36.54,10.5,20.46,81.9,922.76,20.5406
38899,30569,83394.4,36375.4,113.4,65.94,47.46,22.32,120.6,747.53,20.5417
27561.8,19579,92256.5,37938.6,231.84,157.92,130.62,45.57,243,1620.14,20.5417
31283,24930,82236.8,14305.2,54.6,90.3,99.54,31.62,34.2,2669.16,20.5425
29787.8,19406,100596,36356.9,1800.12,1097.04,1289.4,69.75,189.9,53524.2,20.5465
58423.4,33034,115906,41002.9,193.2,284.34,135.24,83.7,166.5,7454.65,20.5513
45193.4,28798,102847,35483.3,1146.6,484.68,452.34,47.43,73.8,21470.7,20.5516
136900,73566,121957,50121.1,411.6,353.22,497.28,80.91,248.4,12630.1,20.5524
68891.9,47707,94638.1,36615.6,223.44,162.96,256.2,-8.37,352.8,6005.61,20.5542
95732,64341,97510,29661.2,861.84,432.6,565.74,62.31,198,23646.6,20.559
29011.5,23319,81534.3,38445.1,28.56,74.76,0,-2.79,29.7,293.82,20.5597
74896.5,44673,109874,45146.6,1071,628.32,628.74,123.69,221.4,25751.1,20.5623
31026.8,28699,70851.7,23231,152.04,61.74,103.74,6.51,99.9,1256.11,20.5759
45216.5,35712,82978,27147.1,713.16,409.08,391.44,7.44,39.6,19852.9,20.5766
29897.7,23045,85023.9,46963.6,131.04,152.46,133.98,-10.23,45,5698.22,20.5774
62058.5,44633,91122.4,19064.6,1043.28,495.6,529.62,32.55,99.9,26337.6,20.5811
47065.2,35602,86637.4,29304.2,146.16,92.4,171.36,58.59,159.3,1289.74,20.5818
97120.8,59698,106618,44335.2,1805.16,1021.44,1249.5,50.22,151.2,52520,20.5825
32510.8,26462,80516.5,26812,64.68,76.86,105.42,15.81,78.3,1866.76,20.5829
51874.9,36689,92661.9,44929.1,166.32,142.38,80.64,23.25,195.3,2911.65,20.5829
113107,70565,105046,50121.1,703.92,408.66,357,89.28,157.5,16069.2,20.584
76377,51262,97644.3,44091.6,572.88,381.36,506.94,43.71,279,18796.2,20.5906
50026.2,30453,107658,33735.2,118.44,260.4,272.58,36.27,95.4,8970.36,20.5921
88636.8,63025,92168.2,25577.2,197.4,194.04,129.78,1.86,181.8,5331.24,20.5925
59406.9,34351,113338,27838.4,88.2,96.18,170.52,53.01,137.7,2301,20.5939
29746.5,26757,72858.2,24318,155.4,66.78,113.4,23.25,161.1,764.64,20.5972
49428.4,37124,87257.3,39036.5,174.72,141.12,49.14,39.06,139.5,4136.49,20.5972
44225.3,36854,78644.1,13690.3,102.48,54.18,58.38,-14.88,58.5,2159.4,20.6002
58931.6,40828,94595.4,22494.4,338.52,209.58,202.44,17.67,61.2,9175.68,20.6064
42362.6,30496,91037.4,27759.5,118.44,96.18,63.84,4.65,77.4,2366.49,20.6123
42948.5,26591,105851,37957.1,191.52,285.6,260.82,66.03,175.5,7241.66,20.6189
44285.5,33294,87171.7,24297.8,149.52,116.76,104.16,36.27,62.1,3901.08,20.6211
79196.6,51964,99881.2,34143.5,5628,1473.36,1671.18,33.48,139.5,77965,20.6233
95905.6,62474,100606,51851.5,604.8,696.36,921.9,62.31,139.5,34179.3,20.6237
32160.8,27032,77970.2,28447.4,73.08,68.88,15.12,-4.65,42.3,666.7,20.6237
27505.8,15886,113472,27699.8,164.64,87.78,142.8,1.86,132.3,2301,20.6244
108032,55341,127934,44922.4,3623.76,1047.9,1275.12,84.63,288.9,53046.9,20.6248
63884.1,39716,105416,41774,2725.8,1329.72,1525.44,45.57,63,75340,20.627
55165.6,29014,124606,38666.9,344.4,228.9,403.2,13.95,97.2,9217.57,20.6281
34512.1,23291,97109.8,58884,516.6,192.36,318.36,44.64,390.6,2480.95,20.6285
113813,59849,124628,68515.4,1370.04,807.24,1089.9,136.71,328.5,32604,20.6285
65333.1,42808,100020,27083.3,2550.24,766.5,762.72,22.32,137.7,40007.9,20.6289
36063.3,26796,88201.4,27893,247.8,168,188.16,30.69,192.6,6702.4,20.6296
32083.1,19928,105510,21966,1949.64,496.02,571.62,6.51,90,23250.1,20.6322
78572.2,52368,98329.3,34335.8,616.56,287.28,279.3,76.26,125.1,13371.8,20.6351
52871,29825,116176,38566.9,219.24,161.7,62.16,32.55,106.2,3662.13,20.6362
81518.5,48313,110579,38153.6,170.52,206.22,144.48,69.75,261.9,6731.31,20.6366
36514.1,24504,97657,32938.9,243.6,252.42,248.22,43.71,215.1,9524.96,20.638
39016.6,22296,114684,57157,325.08,195.3,233.94,64.17,400.5,1755.84,20.6439
39736.2,27494,94717.1,33332,488.88,118.86,298.62,38.13,422.1,1142.83,20.6461
134204,71869,122378,49049.3,1268.4,939.54,1234.38,95.79,162,46221.8,20.6472
78313.2,50875,100881,47770,1064.28,596.4,483.42,27.9,198.9,24817.2,20.6487
111316,67762,107659,57508.1,4467.12,2307.9,2847.6,39.99,196.2,119965,20.6487
58464,29427,130203,73408.4,1192.8,730.38,823.62,41.85,253.8,27125.8,20.6487
57468.6,35490,106122,44263.8,90.72,94.92,31.92,27.9,108,915.68,20.6494
55743.1,45484,80317.9,34868.4,100.8,42.42,41.58,2.79,137.7,408.28,20.6502
58085.3,45025,84545.9,39246.5,232.68,73.08,55.02,20.46,193.5,437.19,20.6528
80466.4,55681,94708.2,41833.7,5617.08,3184.44,3571.26,29.76,165.6,158881,20.6572
67070.5,45649,96289.8,20477.5,75.6,68.46,80.64,-11.16,74.7,4688.14,20.6575
50005.9,39996,81937.9,31615.1,374.64,190.26,275.52,8.37,161.1,8061.76,20.6741
89716.2,44122,133259,68715.4,2196.6,1094.52,1266.72,44.64,198.9,52321.2,20.6744
100419,61740,106593,40941.6,714.84,600.6,693.84,29.76,169.2,29203.2,20.6803
40336.8,35772,73898.9,11153.5,50.4,145.74,158.76,-22.32,44.1,6821.58,20.6811
70023.1,40919,112149,48215.2,1361.64,761.04,777.42,66.03,203.4,35383.5,20.6844
34008.8,25448,87582.5,12884.8,56.28,70.56,144.9,36.27,63.9,1879.15,20.6847
76068.3,48241,103340,29174,241.92,190.26,201.6,40.92,93.6,8775.66,20.6851
102491,54199,123930,55495.4,579.6,560.7,612.78,36.27,163.8,26041.4,20.6855
122601,68141,117914,51462.6,2972.76,1447.74,1863.96,27.9,170.1,69230,20.6858
30791.6,20152,100137,48470.5,122.64,177.66,113.82,6.51,167.4,3171.84,20.6869
47008.5,34023,90549,23099.2,158.76,367.08,479.22,46.5,14.4,18615.7,20.6873
51965.9,31749,107268,31054,591.36,581.28,524.16,43.71,88.2,26143.5,20.6877
29197,20482,93421.3,32347.6,136.92,81.06,120.54,0.93,142.2,964.06,20.6899
37593.5,28131,87580.5,24533,175.56,154.14,181.44,16.74,72.9,6946.66,20.6925
27489,26240,68655.5,22055,129.36,81.06,1.26,-31.62,180.9,1936.38,20.6976
35765.8,25460,92063.9,33948.6,177.24,112.14,52.08,16.74,150.3,1227.79,20.7017
64225.7,40197,104712,36026.8,1958.04,1068.48,1194.48,74.4,131.4,49924.6,20.7086
80040.8,48052,109164,55331.6,544.32,357,309.12,52.08,188.1,11652.5,20.7105
35428.4,29105,79774.5,20172.6,78.96,85.68,15.12,-9.3,57.6,690.89,20.7131
41550.6,34195,79633.3,32892.7,268.8,146.16,279.3,-6.51,326.7,693.25,20.7164
64673.7,47717,88824.9,28131.6,284.76,134.82,55.44,-21.39,124.2,6311.23,20.7197
126281,65346,126649,69046.3,1905.12,1062.18,973.14,109.74,428.4,36263.2,20.7197
31024.7,21828,93148,48695.6,386.4,257.46,286.86,19.53,98.1,7125.43,20.7215
31315.2,23448,87524.4,46784.6,129.36,124.32,68.88,-18.6,138.6,1113.33,20.7285
35749,28337,82678,22428,268.8,78.54,110.04,32.55,252.9,355.77,20.7351
45110.8,35726,82751.5,13607.2,213.36,140.28,186.06,-24.18,24.3,8891.3,20.7366
74844.7,38896,126106,44211.7,325.92,186.48,171.36,56.73,164.7,4416.15,20.7381
74175.5,49254,98695.9,36728.2,248.64,260.82,220.92,-3.72,58.5,11182.3,20.7392
49268.8,29844,108192,18986.5,512.4,325.08,506.94,64.17,250.2,12635.4,20.7399
47669.3,30704,101748,28063.6,70.56,93.66,23.52,31.62,126,2538.77,20.7425
93947,50538,121827,74671,2076.48,1184.82,1128.96,82.77,225,57889.6,20.7425
55575.1,35357,103011,40755.1,588.84,277.62,154.56,62.31,185.4,9806.39,20.7425
84637,50560,109707,37292.6,713.16,571.2,807.24,52.08,136.8,25844.4,20.7425
72337.3,56275,84241.6,30697,299.88,401.94,422.1,36.27,126.9,18463.5,20.7436
71783.6,35840,131261,71810.8,682.92,223.86,283.08,39.06,585.9,2413.69,20.7443
95676.7,51460,121847,39329.6,2656.92,1040.76,1174.74,119.97,507.6,51302.3,20.7454
42620.9,35051,79689.7,23221,242.76,97.86,37.8,-2.79,63.9,5165.45,20.7461
37050.3,27919,86970.5,18013,79.8,102.9,183.96,-2.79,36.9,4847.44,20.7476
42148.4,30311,91129.9,23144.5,2185.68,770.7,962.22,28.83,60.3,42316.6,20.7491
33432.7,18355,119370,26515.4,162.12,252,146.58,-19.53,122.4,7569.11,20.7531
101271,57957,114514,38381.3,501.48,240.66,332.64,96.72,300.6,12321.6,20.7539
39874.8,30985,84338.7,28579.3,112.56,81.9,-9.24,-12.09,79.2,1174.69,20.755
103964,67520,100909,43394.4,302.4,325.08,408.24,49.29,122.4,13599.5,20.7579
76974.1,47668,105827,52798.2,2127.72,591.78,616.98,125.55,417.6,24388.2,20.7597
53855.2,39205,90025.6,21943.3,145.32,86.1,53.34,52.08,77.4,1925.17,20.7597
41578.6,36830,73985.8,49050.1,382.2,96.18,87.78,45.57,281.7,1018.93,20.7605
71437.1,39034,119939,33519.4,719.04,390.18,320.88,54.87,174.6,13126.9,20.762
49828.8,34877,93631.3,28480.2,272.16,201.18,132.3,19.53,69.3,7606.28,20.7631
88775.4,60507,96153.9,23121.8,378,172.62,283.08,33.48,103.5,9420.53,20.766
46436.6,39335,77368,16384.2,54.6,98.7,86.52,26.04,72,3602.54,20.7708
46704.7,35816,85460.1,12399.2,1620.36,429.66,555.66,63.24,117.9,26931.1,20.7715
81904.9,54549,98401.8,28564.2,215.04,64.26,33.18,-5.58,144.9,2731.11,20.7752
93862.3,55943,109958,53448.4,1051.68,735.42,763.98,79.05,71.1,30101.2,20.7796
34864.2,27387,83428.6,35791.6,184.8,60.9,-13.86,-1.86,134.1,595.31,20.78
39548.6,31124,83275.2,17550.1,629.16,220.92,226.8,35.34,48.6,10296.7,20.784
51069.9,40496,82648.1,41546.4,215.04,126.42,172.62,-6.51,241.2,3600.18,20.7851
71230.6,42664,109417,28848.1,261.24,302.4,191.94,15.81,108.9,11440.1,20.7859
43113,33705,83828.9,32368.6,82.32,68.88,-17.22,0,61.2,403.56,20.7859
52958.5,34753,99867.3,33490.8,151.2,170.94,67.62,43.71,76.5,5456.91,20.787
71525.3,35971,130313,74903.6,248.64,378.84,381.36,35.34,153,10750.4,20.7884
30871.4,17716,114201,40306.6,812.28,448.98,463.26,47.43,45.9,19923.1,20.7906
87339,52159,109738,43325.5,309.96,252.84,282.24,40.92,106.2,8616.95,20.7914
49389.2,36060,89760.7,19589.6,1838.76,819,1233.12,15.81,96.3,46853.7,20.7936
60635.4,35779,111065,27108.5,404.04,158.76,125.58,21.39,180,5649.84,20.7958
48545,33176,95896,33664.7,88.2,128.94,99.54,25.11,24.3,5320.03,20.7984
85024.8,53713,103740,47676.7,216.72,255.78,178.92,64.17,144,8688.93,20.802
47511.8,30259,102903,22498.6,115.08,118.44,65.1,32.55,39.6,2650.87,20.802
32814.6,28834,74583.4,12609.2,153.72,88.2,74.76,26.97,4.5,3575.4,20.8024
100560,57671,114274,61947.5,931.56,574.14,561.54,93.93,272.7,25907.5,20.8039
83234.9,42852,127296,71971.2,421.68,380.52,322.56,108.81,330.3,11279.6,20.805
32907.7,26300,82001.5,28387,157.08,52.5,54.6,21.39,155.7,566.99,20.8064
31850.7,24761,84300.6,32260.2,72.24,94.5,124.32,13.02,56.7,1684.45,20.8068
28706.3,16217,116008,14122.9,116.76,12.6,86.52,-20.46,49.5,2336.99,20.8075
31059.7,19412,104859,21900.5,247.8,238.98,346.08,20.46,73.8,12912.1,20.8086
29288,23245,82573.4,23343.6,124.32,78.54,80.64,6.51,146.7,519.79,20.8138
79335.2,46288,112325,79044.8,572.88,202.44,371.28,85.56,380.7,2489.8,20.8145
69718.6,46153,98998.5,61173.8,139.44,130.62,53.34,55.8,155.7,720.39,20.8145
35142.1,23426,98312.7,43337.3,120.12,105.42,39.06,50.22,126.9,684.99,20.8145
28124.6,18444,99933.5,30639,41.16,107.1,83.58,24.18,60.3,2143.47,20.8149
41103.3,31622,85185.8,18732,207.48,155.4,110.46,-1.86,70.2,7485.33,20.8164
124259,66777,121950,85328.9,2177.28,1470.84,1780.38,151.59,545.4,60104.5,20.8167
58968.7,36576,105659,36482,186.48,168.42,133.56,28.83,122.4,5474.61,20.8175
31040.1,23423,86848.1,26413.8,83.16,6.72,27.3,18.6,63,1029.55,20.8186
32169.9,20847,101131,46662.8,147.84,170.1,114.66,56.73,137.7,3076.26,20.82
75964.7,52040,95665.3,35367.4,1575,466.2,526.68,79.05,178.2,22984,20.8215
58852.5,47925,80479,21272.2,113.4,103.74,33.6,11.16,58.5,3056.2,20.827
28808.5,18072,104471,46088.3,514.08,149.52,232.68,24.18,395.1,686.76,20.8311
42884.1,35952,78172.4,31784.8,126,81.06,47.88,-10.23,103.5,435.42,20.8311
30879.1,26091,77562.9,26499.5,46.2,117.18,0,7.44,21.6,1587.1,20.8336
117781,84879,90939.7,73488.2,472.92,522.9,573.3,97.65,385.2,21602.3,20.8348
71789.2,51199,91892,30887.6,315,200.76,166.32,71.61,107.1,7240.48,20.837
67475.8,37368,118339,47383.6,1424.64,673.68,769.86,41.85,128.7,31312.5,20.8384
33324.2,22094,98847.4,32349.2,140.28,78.54,86.1,44.64,106.2,464.33,20.8392
78078.7,46440,110184,43239.8,203.28,157.92,129.36,22.32,131.4,4929.45,20.8443
45520.3,34470,86545.4,29716.7,96.6,67.62,96.18,10.23,142.2,1180,20.8462
48595.4,35442,89858,36451.8,425.04,373.38,490.14,13.02,37.8,19179.1,20.8462
32641.7,19619,109037,44641,248.64,241.5,159.18,-4.65,155.7,8549.1,20.8476
28806.4,25338,74506.9,17414.9,76.44,91.56,37.8,-2.79,37.8,821.28,20.859
45679.9,33545,89243.6,16759.7,615.72,268.8,318.36,-2.79,48.6,12721.6,20.862
25223.8,20754,79650.5,13983.5,26.04,65.1,-7.56,20.46,11.7,2000.1,20.8671
30769.2,20867,96635.4,41097.8,170.52,96.6,81.48,-2.79,129.6,1526.92,20.8675
62165.6,38514,105782,23777.9,540.96,403.2,504.84,14.88,144,16507.6,20.8689
67366.6,52355,84327,22586.8,204.96,184.38,157.08,20.46,122.4,7915.44,20.8701
83768.3,45836,119771,32687.8,2956.8,1504.44,1923.18,26.97,209.7,81099.6,20.8704
38320.1,26314,95437.6,15316.6,200.76,107.52,120.96,19.53,104.4,2884.51,20.8715
41562.5,31814,85617.7,17112.5,1088.64,436.38,527.1,4.65,83.7,22233.6,20.8719
38724,31276,81142.6,19689.6,71.4,97.44,62.58,8.37,54,4030.88,20.8723
32671.8,24209,88445.6,24497.8,235.2,56.7,113.4,16.74,137.7,243.08,20.8752
90563.9,53627,110676,37446.4,727.44,329.28,449.82,59.52,179.1,15713.5,20.8796
83233.5,53487,101984,57536.6,424.2,311.22,243.6,46.5,157.5,10756.3,20.8807
58210.6,35922,106199,82395.6,497.28,401.52,415.8,13.02,187.2,13500.4,20.8826
50871.8,40938,81438.6,11057.8,993.72,399,517.86,-13.02,-12.6,35312.1,20.8826
79980.6,51546,101688,26093.8,235.2,178.5,261.66,9.3,138.6,8736.13,20.8826
75575.5,47875,103455,34742.4,260.4,188.16,238.14,-1.86,87.3,8934.37,20.8829
