"FSC-A","FSC-H","FSC-W","SSC-A","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
39570.3,34072,76111.7,34041.8,282.24,150.78,189.84,55.8,301.5,1966.47,1.04751
47986.4,33630,93512.8,49585.2,312.48,143.22,241.92,37.2,258.3,1334.58,1.05119
85325.1,55671,100445,35203.6,1491,866.88,1026.9,0.93,75.6,43279.4,1.05413
43612.8,24027,118958,47196.2,343.56,240.66,232.26,29.76,286.2,6782.05,1.0545
56175.7,37097,99240.7,26604.5,535.08,378.84,465.78,9.3,122.4,15943.6,1.05523
63958.3,42684,98200.1,36844.9,551.88,384.3,359.1,76.26,167.4,17668.1,1.0556
47489.4,27415,113524,39020.5,233.52,204.12,195.72,26.04,132.3,4970.16,1.05854
69766.9,47441,96377.5,34802,96.6,105,82.32,39.06,157.5,3532.33,1.05928
93725.1,57957,105981,36627.4,1905.12,1434.3,1905.96,12.09,122.4,72701,1.05964
60566.1,32479,122210,33053.2,372.12,343.56,438.06,50.22,179.1,12303.3,1.06001
48305.6,36865,85874.3,43787.5,166.32,139.02,93.24,33.48,161.1,2794.83,1.06185
55367.9,35529,102130,32494.6,203.28,287.7,228.9,4.65,162.9,12490.3,1.06406
41353.2,20442,132576,62960.5,450.24,215.04,227.64,9.3,291.6,4718.82,1.06994
29978.2,18766,104692,35752.9,132.72,48.72,126.84,-8.37,106.2,435.42,1.07031
67715.9,49243,90121,43500.2,157.92,204.54,273.84,6.51,81.9,5278.73,1.07104
89858.3,62973,93515.5,58275.8,210.84,225.12,191.52,76.26,195.3,7457.01,1.07141
42484.4,27116,102680,36566,154.56,41.58,37.38,34.41,150.3,379.37,1.07141
30986.2,22626,89751.2,18807.6,4055.52,1691.34,2053.8,26.97,131.4,80920.9,1.07178
97155.8,48458,131396,88156.3,640.92,556.92,537.18,73.47,283.5,17673.4,1.07178
26244.4,19880,86516.8,23528.4,89.88,68.88,33.18,13.95,98.1,1282.07,1.07656
50992.9,35329,94592.8,23728.3,258.72,176.4,143.22,13.02,48.6,7769.12,1.0795
52813.6,42753,80957.9,14236.3,191.52,154.98,147.84,32.55,68.4,5543.05,1.08207
29055.6,24061,79140,30650.8,52.92,53.34,30.66,-7.44,40.5,932.79,1.08354
53279.1,36715,95102.8,34322.4,470.4,265.86,335.16,-7.44,86.4,10054.8,1.08391
53358.2,38675,90417.1,16894.1,151.2,69.3,11.34,-7.44,228.6,1521.02,1.08648
28259,17465,106040,39376.7,176.4,121.38,37.8,47.43,105.3,729.83,1.08722
88064.2,56105,102867,35171.6,637.56,579.6,729.96,84.63,138.6,27437.4,1.09237
63600.6,38684,107748,53192.2,265.44,142.38,30.66,20.46,296.1,700.92,1.09237
31958.5,28561,73331.9,15251,654.36,369.18,387.24,13.02,29.7,16021.4,1.09273
70566.3,45605,101406,31033,74.76,134.82,88.2,62.31,302.4,2043.76,1.09494
53715.2,34385,102378,42031.9,601.44,178.08,186.9,62.31,587.7,585.87,1.09568
43607.2,29349,97374.4,35675.6,195.72,199.08,193.62,23.25,58.5,7079.41,1.09604
42645.4,32916,84907.3,24867.4,157.08,111.3,18.06,27.9,185.4,788.83,1.09604
71230.6,43212,108029,34235.9,366.24,272.58,280.98,35.34,98.1,10181,1.09604
46066.3,34846,86638.4,35469.8,39.48,80.64,10.92,-2.79,39.6,1597.13,1.09715
31880.1,23304,89653.9,19508.2,48.72,75.6,2.1,-21.39,45.9,1018.93,1.09751
57276.8,30167,124430,69232,346.92,276.78,108.78,19.53,253.8,4749.5,1.09788
66408.3,40018,108754,39251.5,187.32,112.14,203.7,62.31,243,2826.69,1.09862
123574,81295,99619.6,41338.9,118.44,127.68,120.12,47.43,101.7,3467.43,1.09898
98967.4,59725,108597,29086.7,2220.12,1120.98,1329.72,39.99,149.4,56546.2,1.09935
60399.5,32723,120965,39767.3,103.32,111.72,70.98,61.38,419.4,4150.06,1.10119
34966.4,29551,77545.9,26904.4,95.76,109.2,79.38,-1.86,90.9,712.72,1.10156
76463.8,50533,99165.5,94515.1,401.52,288.12,378.84,37.2,899.1,1568.22,1.10376
32749.5,21021,102101,32796.1,271.32,70.14,26.04,23.25,154.8,549.88,1.11149
75950,51809,96073.3,37448,141.96,131.04,90.3,20.46,92.7,3675.7,1.11222
30346.4,25811,77051.7,28598.6,112.56,61.32,-0.84,5.58,49.5,1215.4,1.12619
49469,38674,83828.9,46448.6,132.72,157.5,99.96,30.69,118.8,1433.11,1.13538
56655.2,40252,92242.8,34088,150.36,262.08,204.54,49.29,101.7,8904.28,1.14715
91007.7,59591,100087,41548.9,203.28,433.44,394.8,27.9,88.2,21066.5,1.15009
60463.2,35152,112725,34825.6,190.68,173.46,71.82,48.36,86.4,6440.44,1.15487
52924.2,38176,90854,25641.8,328.44,278.88,425.46,16.74,53.1,12314.5,1.15634
32902.8,27578,78189.8,35088.5,99.12,86.52,33.18,-25.11,85.5,1802.45,1.15634
54447.4,27532,129604,50490.7,315,266.7,365.82,20.46,169.2,8215.75,1.15745
32862.2,25869,83252.4,16191,477.96,372.12,427.14,4.65,48.6,19375.6,1.15818
70624.4,45919,100796,31699.1,186.48,76.86,96.6,22.32,233.1,425.39,1.15818
29232,19335,99081.9,18610.2,98.28,113.82,114.66,-7.44,53.1,4197.26,1.15892
61866.7,42902,94506,23392.3,169.68,115.5,107.52,-13.95,116.1,4288.71,1.15928
30642.5,15416,130266,51658.3,1021.44,681.24,749.7,30.69,93.6,34050.7,1.15965
101378,55064,120657,62732,1160.04,675.36,753.9,114.39,180,32914.3,1.16075
128966,71335,118482,75769.7,2958.48,1798.44,2167.62,86.49,261.9,81847.2,1.16112
40784.8,32652,81859.4,20461.6,131.88,75.18,44.94,-15.81,57.6,4094.6,1.16186
66976,45565,96331.4,71310.1,307.44,277.2,241.5,41.85,253.8,5835.1,1.16223
30615.2,23786,84352,33080,131.88,132.72,51.66,31.62,107.1,3847.98,1.16406
30720.2,23546,85504.1,33227,220.92,91.98,71.4,20.46,153.9,906.24,1.16627
78612.8,54625,94315.2,46309.2,236.88,325.5,316.26,54.87,268.2,9199.87,1.16811
51849.7,36294,93624.9,55097.3,100.8,170.94,190.68,47.43,243.9,4161.86,1.17399
35756.7,26485,88478.4,29919.1,295.68,170.52,172.2,9.3,186.3,6088.8,1.17473
29185.8,21741,87977.6,35933.5,257.88,104.58,101.22,37.2,174.6,1249.62,1.1784
27383.3,22116,81144.5,36567.7,304.08,131.04,194.88,-22.32,172.8,561.68,1.17877
47623.8,34490,90492.1,29741.9,151.2,111.72,123.48,13.02,158.4,1738.14,1.17951
40990.6,32788,81931.2,36680.3,419.16,119.28,191.1,24.18,324.9,1847.88,1.17987
32702.6,27846,76966.1,14660.5,174.72,239.82,259.98,28.83,60.3,10434.7,1.18318
53035.5,46583,74613.8,22522.9,255.36,47.88,66.78,-5.58,186.3,338.07,1.18576
28030.8,16744,109713,14080.9,505.68,271.74,401.94,-11.16,38.7,15784.3,1.18723
59646.3,31708,123281,37182.6,847.56,648.9,672.42,51.15,247.5,28617.9,1.19201
92778,59187,102730,46481.4,257.04,262.92,282.66,21.39,99.9,12446,1.19311
33084.8,21684,99992.9,20212.1,88.2,139.44,60.9,-9.3,63,3752.99,1.19642
29568.7,17680,109605,35009.5,172.2,53.34,82.74,5.58,124.2,1082.06,1.19826
63547.4,44201,94220.5,26944.7,323.4,268.38,265.44,34.41,66.6,8996.91,1.19899
111921,61576,119119,59669.4,2158.8,1015.14,987.42,123.69,303.3,47582.9,1.2001
61693.8,39733,101758,35808.4,682.92,492.24,732.48,56.73,233.1,20889.5,1.20083
53930.1,37436,94410.8,36042.7,601.44,458.22,404.88,53.01,135,18791.5,1.2012
68627.3,45515,98814.9,25184.9,1212.12,564.9,618.24,88.35,213.3,23052.5,1.20157
66290,45184,96148.7,56753.8,359.52,317.94,196.56,60.45,179.1,10378.1,1.20671
42060.9,29008,95025.6,39259.1,2940,1108.8,1363.74,73.47,314.1,58591.7,1.20708
45080.7,30772,96009.6,30988.4,703.08,545.58,624.12,13.95,43.2,27419.7,1.20745
68040,45023,99039.8,23588.9,987.84,447.3,528.78,45.57,118.8,20197.5,1.20745
68982.2,34547,130860,38797.9,156.24,220.5,122.64,44.64,109.8,7686.52,1.20745
50996.4,31298,106783,26471.8,530.04,399.84,679.98,33.48,34.2,20809.3,1.20782
79181.9,49228,105413,39836.2,2183.16,1003.38,1310.82,37.2,73.8,51238,1.20782
101088,50118,132186,78736.6,304.92,259.14,197.4,84.63,186.3,4961.9,1.20782
67589.2,34755,127450,79631.2,1209.6,492.24,470.4,27.9,252,17664,1.20782
84496.3,58782,94204.9,28641.5,311.64,525.42,470.82,12.09,105.3,22598.2,1.20818
66113.6,38313,113090,41029.8,558.6,326.76,388.08,23.25,153.9,15608.4,1.20855
103024,63156,106906,46819.9,1003.8,818.58,1049.58,21.39,181.8,41271.1,1.20855
75409.6,43702,113085,40840,1165.08,514.5,714.84,58.59,171.9,20529,1.20892
30161.6,18310,107956,29715.8,1056.72,1294.02,1390.2,-8.37,93.6,57156.2,1.20929
51643.9,40813,82927.9,27257.2,154.56,44.94,39.9,-3.72,134.1,651.95,1.2137
32791.5,26937,79779.6,37668.1,99.96,68.46,14.28,15.81,101.7,1522.2,1.21407
54854.8,34024,105660,33336.2,296.52,195.72,246.96,16.74,140.4,8109.55,1.21738
44999.5,23090,127721,54526.1,181.44,139.86,150.36,37.2,217.8,1586.51,1.22105
85897,45768,122997,42762.7,255.36,162.54,115.5,17.67,147.6,5425.64,1.2262
28215.6,22473,82282.6,17680.3,1323,651.42,952.14,-14.88,127.8,33101.9,1.22877
70534.1,46756,98864.8,28026.6,250.32,140.28,194.88,21.39,211.5,6984.42,1.23061
82222.7,43576,123659,78031.8,677.04,707.28,893.76,132.06,353.7,27934.1,1.23098
73355.1,46467,103458,38063.8,666.12,653.94,706.02,0.93,149.4,27543.6,1.23208
31229.1,24635,83078.2,29448.7,156.24,84,83.16,-4.65,84.6,1555.83,1.23208
50675.8,30647,108366,45058.4,288.12,270.9,195.72,23.25,81,11765.8,1.23355
31736.6,22198,93697.2,37058.3,144.48,59.22,85.26,33.48,129.6,412.41,1.23539
43751.4,38341,74784,14648.8,209.16,185.22,110.04,21.39,27.9,8268.85,1.23576
84756.7,59241,93763,35131.3,317.52,168.84,231,56.73,91.8,6959.05,1.23723
34321.7,27623,81428.8,33970.4,73.08,61.74,41.16,-1.86,85.5,1164.66,1.23833
43103.2,37155,76027.8,28472.6,42.84,61.74,46.62,21.39,90.9,435.42,1.24311
43558.2,36048,79189.7,28467.6,102.48,58.8,62.16,38.13,90.9,753.43,1.2501
74225.2,54449,89339.1,40960.1,274.68,199.5,184.8,49.29,159.3,5006.15,1.25157
26226.2,17656,97347.1,19640.9,322.56,300.72,292.74,38.13,91.8,11448.9,1.26995
62940.5,40484,101889,22554,328.44,477.96,549.36,30.69,127.8,20328.4,1.27143
39186.7,27504,93373.3,19677,401.52,296.1,351.54,-21.39,31.5,13066.1,1.274
47315.1,32885,94293.5,19669.4,128.52,154.14,139.44,18.6,108,6511.24,1.28834
63294,44077,94108.9,26301.2,1027.32,429.66,401.1,6.51,92.7,20769.2,1.28871
27594.7,18454,97997.5,34183.8,70.56,66.78,2.1,-11.16,90.9,956.39,1.28981
93775.5,60463,101644,51880.9,525,349.44,189.84,26.04,211.5,9609.33,1.29054
40855.5,29243,91560.6,20425.4,504,299.46,279.3,62.31,108,14382.4,1.29422
45548.3,33306,89625.1,26205.5,137.76,90.3,130.62,13.02,105.3,1078.52,1.30047
32273.5,25016,84548.9,32318.2,24.36,49.56,85.68,31.62,52.2,302.67,1.30084
43801.1,28503,100710,35304.4,211.68,151.2,183.12,33.48,111.6,6401.5,1.30415
70825.3,43036,107854,38300.6,781.2,435.12,627.9,79.98,138.6,19601.6,1.30452
47355.7,30619,101359,24018.1,1748.88,624.54,745.08,18.6,192.6,27366,1.30488
35095.9,26312,87414.3,26531.4,101.64,88.2,11.34,22.32,92.7,1152.27,1.30635
51219.7,26279,127734,26265.1,1149.96,658.56,915.18,23.25,195.3,27627.3,1.30856
80409.7,41458,127110,43891.7,318.36,281.82,179.34,6.51,58.5,8521.96,1.30856
81930.1,54586,98365.4,40415.8,129.36,232.26,263.76,57.66,198,8663.56,1.30966
68491.5,50089,89613.7,24428,201.6,155.82,222.6,19.53,106.2,5187.28,1.31334
45235.4,33678,88026.2,27140.4,230.16,265.86,287.28,24.18,80.1,9242.94,1.31628
53154.5,36300,95965.1,24296.2,522.48,491.4,675.36,2.79,68.4,23389.4,1.31738
51280.6,35915,93574.4,34659.2,183.12,117.18,215.46,50.22,66.6,5617.39,1.31775
38220,21302,117585,44538.5,199.08,131.46,38.64,30.69,113.4,1832.54,1.31922
132089,77794,111275,43657.3,1192.8,476.28,548.1,135.78,229.5,21287.8,1.31996
80005.8,47253,110961,46408.3,1392.72,1273.02,1506.12,50.22,80.1,63287.5,1.32033
39704.7,33358,78004.9,30247.6,143.64,74.76,81.06,33.48,104.4,1148.73,1.32033
44148.3,29727,97329.1,19477.1,382.2,410.76,459.48,-11.16,54,14130.5,1.32069
104181,65586,104102,76333.3,11314.8,2033.22,2630.04,83.7,232.2,102582,1.32106
69981.8,48487,94588.8,32035.9,294,256.2,269.64,26.97,285.3,9549.15,1.32143
83901.3,45774,120124,52106.9,333.48,272.16,186.48,-4.65,179.1,8943.81,1.3218
134373,69966,125865,100121,352.8,274.26,179.76,141.36,445.5,6146.03,1.32216
123054,67850,118858,111286,729.12,331.8,417.48,70.68,769.5,2527.56,1.32584
76543.6,44528,112656,54049.8,2151.24,1020.18,1303.26,48.36,109.8,54466.4,1.32915
33851.3,24559,90332.6,14391.7,168,141.12,131.04,43.71,48.6,7034.57,1.33209
55953.1,47782,76743.2,32588.6,165.48,117.18,119.28,1.86,169.2,2437.29,1.33503
99497.3,53442,122014,38010,1438.08,883.68,1123.5,60.45,233.1,43307.8,1.33614
70447.3,39472,116965,34093.9,253.68,295.26,476.28,35.34,195.3,11607.7,1.33834
53645.2,44116,79692,11224.1,186.48,177.24,109.62,0.93,64.8,7810.42,1.34349
53954.6,36993,95584.8,24512.9,89.04,159.18,223.02,16.74,60.3,6448.7,1.34643
108120,69793,101525,68759,513.24,467.46,649.32,102.3,365.4,17927.7,1.35011
89571.3,60916,96364.6,26915.3,151.2,116.34,68.46,-0.93,64.8,2958.85,1.35048
37321.9,29359,83311,41093.6,64.68,71.82,67.62,4.65,98.1,1051.38,1.35526
45639.3,31698,94359.8,13879.3,332.64,240.24,265.86,4.65,31.5,11719.2,1.3582
49740.6,34021,95817.3,30954.8,105.84,164.22,146.16,26.04,67.5,4957.18,1.35856
41811.7,24441,112114,43612,411.6,249.9,235.62,42.78,128.7,9588.09,1.36004
76612.2,51652,97205.5,52092.6,2372.16,753.06,842.94,21.39,155.7,34306.1,1.36518
48732.6,33617,95003.7,43656.5,576.24,393.54,431.76,23.25,81.9,13921,1.36555
54824.7,33162,108347,50319.4,237.72,186.48,211.68,-5.58,224.1,3999.61,1.36592
92455.3,54203,111786,40556.9,171.36,274.68,270.06,49.29,124.2,9599.3,1.36629
72450.7,53417,88888,21954.2,158.76,132.3,109.62,27.9,133.2,4852.16,1.36665
41736.1,30188,90606.1,19228.4,582.12,359.94,292.32,61.38,129.6,11975.8,1.36776
40266.8,37116,71099.4,9856.56,236.04,153.72,246.12,16.74,-3.6,7576.78,1.3707
56230.3,42218,87287.6,24023.2,3438.12,1667.82,1925.7,13.02,90,94972.3,1.38798
42633.5,27096,103116,48351.2,4466.28,1755.6,2187.78,16.74,107.1,92166.3,1.38945
62353.2,48492,84269.1,47200.4,188.16,110.46,57.12,14.88,154.8,899.16,1.38982
53057.2,37764,92076,41715.2,209.16,178.08,102.06,42.78,168.3,4460.4,1.3946
31693.2,20793,99891.6,56989.8,73.92,95.34,23.94,29.76,107.1,391.17,1.39496
40245.8,33170,79516.1,28090.4,115.08,73.5,88.62,26.97,110.7,1109.2,1.3957
37969.4,24518,101491,41697.6,158.76,145.74,95.34,11.16,92.7,1131.62,1.39607
37859.5,27544,90079.9,39483.4,170.52,85.26,53.34,13.95,188.1,1083.83,1.39644
93305.8,63029,97017.1,23016.8,320.04,198.24,279.72,14.88,110.7,9372.15,1.39754
59043.6,50335,76874.6,29889.7,848.4,491.4,430.92,-0.93,62.1,25962.4,1.40011
61342.4,37526,107129,52305.1,2083.2,1271.34,1488.9,-13.02,83.7,64964.3,1.40416
45268.3,27368,108400,61809.7,153.72,265.86,243.6,7.44,78.3,9792.82,1.40416
73007.9,52912,90426.5,29376.5,126.84,259.98,249.06,46.5,135.9,10684.3,1.40489
54399.1,36558,97519,52498.3,316.68,132.3,152.88,38.13,306.9,1398.3,1.40526
102304,52475,127767,49738.1,449.4,286.44,277.62,98.58,216.9,10597,1.40563
85383.9,47438,117959,37363.2,1441.44,735.42,987.84,60.45,296.1,30379.1,1.40599
67779.6,39531,112368,43571.6,388.92,288.12,314.58,68.82,200.7,11012.3,1.40636
80751.3,63814,82930.4,47376,357.84,290.22,277.62,49.29,229.5,8292.45,1.40673
32199.3,22818,92480.2,23796.4,514.08,285.6,321.3,37.2,103.5,12725.7,1.41298
36238.3,17436,136207,24754.8,169.68,106.26,66.36,20.46,150.3,778.8,1.41886
83719.3,56189,97645.9,31531.9,2670.36,618.66,720.72,75.33,223.2,31438.1,1.4196
30688,21551,93321.4,38171.3,131.88,98.28,75.6,43.71,137.7,630.12,1.42033
58842,38092,101236,35299.3,759.36,567.84,703.08,54.87,144.9,26799.6,1.42217
36744.4,25725,93608.6,13620.6,204.12,108.36,66.36,53.01,52.2,4481.64,1.42842
106387,56147,124178,82967.6,2073.96,818.16,862.26,99.51,267.3,32576.3,1.42953
56854.7,40398,92233,35752.1,1037.4,525,527.1,65.1,159.3,21190.4,1.42989
53072.6,40560,85753.6,37001.2,95.76,131.46,114.24,-6.51,84.6,3892.23,1.43431
32206.3,25033,84315.6,27804,162.12,146.16,92.4,0.93,68.4,5174.3,1.43504
128671,72719,115961,54722.6,1937.88,1028.58,1114.26,90.21,277.2,48723.4,1.43504
64267.7,45775,92012,47506.2,2125.2,770.28,968.94,40.92,155.7,30731.3,1.43504
115223,77577,97338.7,37709.3,1723.68,711.06,696.36,74.4,269.1,33371,1.43651
38834.6,30717,82855.2,15370.3,84,52.92,63,16.74,66.6,1014.8,1.4446
64588.3,40170,105374,25079.9,687.96,329.7,462,-11.16,110.7,17054.5,1.44975
115065,70381,107144,60028.1,775.32,500.22,619.92,78.12,280.8,22546.3,1.45232
29675.8,21020,92523,13712.2,94.08,47.04,33.18,-39.06,60.3,2292.74,1.45563
50816.5,29739,111985,32174.5,170.52,266.7,187.74,5.58,100.8,8241.12,1.46372
76802.6,62098,81054.7,18648.8,126.84,143.22,121.38,-16.74,106.2,4926.5,1.47254
26927.6,22829,77302,22541.4,-9.24,74.76,45.78,29.76,9.9,761.69,1.481
51737.7,39806,85180.2,49046.8,1164.24,693.84,867.72,32.55,85.5,32667.7,1.48431
66791.2,41786,104753,44977,188.16,171.78,189.42,51.15,105.3,6268.16,1.48468
27908.3,19559,93511.9,21287.3,819.84,434.28,615.3,40.92,36.9,24485,1.48799
40749.1,28222,94625.9,25541,67.2,51.66,7.98,10.23,52.2,3242.64,1.48872
33861.1,21861,101510,13517.3,167.16,201.6,259.98,2.79,61.2,9693.11,1.48909
34730.5,25548,89091.1,28599.5,94.92,100.38,51.66,6.51,54,1693.89,1.49019
77705.6,47847,106433,29302.6,726.6,374.22,441,46.5,187.2,15820.3,1.49019
52784.9,28148,122897,40949.2,278.04,186.48,118.44,27.9,235.8,6679.39,1.49093
46974.9,32706,94127.9,46132,486.36,448.56,251.16,26.04,142.2,16159.5,1.4913
35494.9,24899,93425.2,19823.2,143.64,142.8,109.2,0.93,77.4,5769.02,1.4913
53559.1,30324,115752,31621.8,557.76,344.4,212.1,25.11,147.6,13395.9,1.4913
115504,69741,108540,74493.7,1933.68,1119.72,1211.7,86.49,279,49479.8,1.49166
85657.6,69423,80861.6,41973.1,320.04,220.5,134.4,-6.51,199.8,7137.23,1.49166
34722.1,22903,99355.9,21924,305.76,279.72,314.58,-19.53,101.7,10450.7,1.49203
78075.2,49990,102355,28042.6,7212.24,2197.86,2684.64,26.97,222.3,139267,1.49203
139458,72640,125819,72019.9,618.24,696.78,578.34,30.69,378,27118.8,1.49203
60934.3,34110,117074,61942.4,280.56,259.98,185.64,23.25,225,3742.96,1.4924
81536.7,48428,110341,63222.6,226.8,261.66,187.74,9.3,184.5,7045.78,1.49313
48944.7,35137,91289.5,25113.5,197.4,154.56,230.58,13.95,107.1,6269.34,1.49313
49562.8,30244,107398,63241.9,433.44,172.2,137.34,53.94,332.1,2142.29,1.4935
28714,20297,92713.2,18120.5,23.52,183.96,171.36,31.62,32.4,7937.86,1.49387
72352.7,48352,98066.4,54316.1,3033.24,1380.54,1470.84,76.26,207,65385.6,1.49424
51451.4,28046,120228,28991.8,252.84,189.42,184.8,39.06,136.8,6132.46,1.4946
38168.9,23410,106853,43365,160.44,133.98,207.48,22.32,200.7,2019.57,1.49497
63345.8,40256,103126,33133.8,3257.52,1091.58,1143.66,33.48,158.4,57542.1,1.49497
54924.8,34879,103201,42315,665.28,357.84,454.86,33.48,105.3,19343.7,1.49938
30975,25129,80782.3,18092.8,138.6,95.76,37.38,13.02,82.8,1399.48,1.50711
48027.7,34745,90589.8,22621.2,207.48,104.58,106.68,3.72,73.8,4668.08,1.50858
34975.5,28464,80528.2,37107.8,110.88,133.56,13.02,10.23,161.1,703.87,1.50968
36171.1,28906,82007.5,39364.1,210,88.62,81.9,24.18,204.3,1022.47,1.51115
46145.4,36124,83716.8,25624.2,802.2,273,173.88,19.53,81,12319.8,1.51593
30994.6,23320,87103.9,43555.7,346.08,126,385.56,-10.23,153,811.84,1.51703
42737.1,27992,100058,21184,436.8,134.4,84.84,-2.79,46.8,7083.54,1.51924
69337.8,37284,121879,47678.4,1416.24,869.4,986.16,78.12,265.5,37804.8,1.52365
31269.7,26612,77006.3,33144.7,342.72,107.1,170.52,-18.6,215.1,594.72,1.52475
90753.6,58693,101335,24633,596.4,456.54,666.54,39.06,174.6,21659.5,1.52696
71698.9,45485,103306,26833.8,143.64,300.3,327.6,31.62,80.1,15089.8,1.52917
51660,31565,107258,33980.5,789.6,533.82,687.12,33.48,99.9,25145.2,1.52953
35952.7,22812,103288,34649.2,128.52,150.78,169.26,13.02,30.6,5811.5,1.52953
37759.4,20191,122560,48158.9,1319.64,889.14,1013.88,24.18,252,39823.2,1.53578
56376.6,41103,89888.7,18372.5,2688,2337.3,2495.64,10.23,186.3,100376,1.53615
72416.4,48478,97897.6,28486.1,295.68,284.34,343.98,26.97,77.4,11975.8,1.53615
31455.9,26085,79029.9,17220,45.36,90.72,127.68,4.65,65.7,1928.71,1.53762
44416.4,33790,86146,16825.2,983.64,515.34,482.16,14.88,40.5,25180.6,1.53836
46041.1,35916,84011.3,21867.7,172.2,147.42,153.72,26.97,44.1,6425.1,1.53909
76813.8,58698,85762.2,21015.1,165.48,84.42,86.52,30.69,124.2,1210.68,1.54424
51627.1,31144,108638,42351.1,113.4,180.6,122.64,84.63,197.1,4131.77,1.55012
78126.3,46205,110812,50080.8,767.76,718.2,748.02,38.13,131.4,26935.9,1.55123
76458.2,46110,108670,27374.8,322.56,163.38,98.7,13.02,281.7,6190.28,1.5527
62875.4,38421,107249,37971.4,3832.92,1627.5,1908.9,70.68,234,71895,1.55417
114068,60902,122748,60233,1078.56,681.66,690.48,114.39,396.9,32563.9,1.55454
82450.9,47982,112615,52673.9,525,351.12,358.26,80.91,265.5,14046.7,1.56115
32347,20620,102808,23247.8,141.12,155.4,90.72,48.36,108.9,5490.54,1.56152
38057.6,22924,108801,32808.7,906.36,349.86,354.06,9.3,65.7,16665.7,1.56557
41929.3,27051,101581,23544.4,116.76,70.14,103.32,-8.37,131.4,2783.62,1.5663
43314.6,27792,102140,20863.1,64.68,83.16,69.72,28.83,71.1,3283.94,1.56704
51889.6,37974,89551.7,43823.6,324.24,275.52,262.08,42.78,254.7,10802.3,1.56704
33776.4,25513,86762.4,44160.5,182.28,175.14,75.18,39.06,198,2248.49,1.5674
45772.3,38221,78483.9,13638.2,2226,723.24,983.22,20.46,106.2,43860.6,1.56851
133998,70223,125054,87585.1,2509.08,1572.48,1931.16,79.98,260.1,67190.4,1.56924
70531.3,43390,106530,50961.1,1560.72,928.2,853.44,54.87,127.8,43405.7,1.56961
46776.1,29912,102485,29854.4,98.28,124.32,11.76,-1.86,69.3,2696.3,1.57071
65703.4,43423,99162.6,24551.5,198.24,234.78,332.22,43.71,180,8129.02,1.57108
44275.7,33043,87814.4,18416.2,96.6,96.18,27.72,-5.58,56.7,6563.16,1.57329
30911.3,26028,77831.7,17779.4,431.76,519.54,714,-0.93,9,30836.9,1.57513
76250.3,42326,118063,45368.4,6667.92,3034.08,3735.9,52.08,117.9,148062,1.57586
43059.1,32513,86793.6,34902,77.28,85.68,91.98,11.16,52.2,2858.55,1.57696
71175.3,39396,118401,36240.1,2638.44,1121.4,1359.96,53.01,175.5,57516.7,1.57807
43383.2,33444,85012.6,15499.7,257.88,148.26,162.96,7.44,63,9086,1.58064
28583.1,24190,77437.9,26402,107.52,68.88,45.36,-5.58,97.2,1064.95,1.58579
114032,69303,107834,49270.2,239.4,234.78,369.6,-4.65,160.2,9486.61,1.58616
73896.2,37832,128010,58375.8,3229.8,1602.72,1710.66,20.46,151.2,77297.7,1.58799
68964.7,51585,87616,34991,149.52,204.96,192.78,44.64,27,7390.34,1.5891
44020.9,33503,86110.3,20504.4,167.16,43.26,15.12,7.44,132.3,225.97,1.59314
45935.4,35353,85153.2,26392.8,150.36,63.42,50.82,10.23,140.4,428.93,1.59572
82350.1,49904,108146,31435.3,827.4,426.3,540.12,84.63,130.5,20214.6,1.59608
59073.7,40407,95811.5,35157.4,139.44,100.8,40.32,-20.46,115.2,1528.1,1.60344
47723.2,33805,92518.5,22213.8,105.84,82.74,45.78,1.86,66.6,2766.51,1.60454
90259.4,56852,104046,43421.3,276.36,323.4,301.98,28.83,97.2,11759.9,1.60454
34229.3,19840,113067,30886.8,165.48,102.06,154.56,33.48,50.4,5033.29,1.60711
51684.5,41058,82497.8,31883,199.92,50.82,68.46,20.46,163.8,2289.2,1.60711
29341.9,21851,88002.9,27540.2,84.84,80.22,77.28,-13.95,90.9,1655.54,1.60748
28840,24500,77145.2,29457.1,189,76.02,83.58,16.74,151.2,1139.88,1.60748
42940.8,30188,93221.4,18271.7,44.52,94.08,57.12,20.46,81,1223.66,1.60748
53436.6,38407,91181.8,14152.3,120.96,51.66,58.8,5.58,68.4,2658.54,1.61042
66294.2,52181,83261.3,27287.4,964.32,537.6,654.78,19.53,78.3,28193.1,1.61667
94137.4,59450,103774,36017.5,114.24,175.56,193.2,83.7,82.8,4974.88,1.61814
64792,33981,124958,41585.9,660.24,651,676.2,29.76,170.1,29431,1.61851
91531.3,55011,109044,55287.1,254.52,238.56,173.88,77.19,201.6,6031.57,1.61888
31383.1,25639,80218.5,32041,181.44,115.92,64.26,16.74,236.7,729.83,1.61888
30504.6,16575,120612,36494.6,249.48,202.02,118.44,58.59,148.5,5522.99,1.6255
33553.1,27225,80769,36394.7,194.88,65.1,29.82,16.74,144,755.79,1.62991
50290.8,37988,86760.5,47565,222.6,167.16,154.56,33.48,135.9,1791.24,1.62991
82686.1,49274,109975,42487.2,196.56,147,177.66,78.12,160.2,4457.45,1.62991
41087.2,23607,114063,17958.4,185.64,204.12,222.18,26.97,123.3,8013.38,1.63065
37909.2,32000,77638,16339.7,102.48,110.88,154.14,17.67,55.8,3486.31,1.63322
