"FSC-A","FSC-H","FSC-W","SSC-A","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
44685.2,33636,87064.1,25929.1,-32.76,131.04,81.48,-10.23,52.2,737.5,0.236442
33084.8,24230,89486,46222.7,256.2,174.72,298.2,-10.23,260.1,362.26,0.236442
48568.1,27530,115618,33931,6504.96,963.48,1183.14,26.97,75.6,42405.1,0.23747
51979.2,26552,128296,51037.6,9901.92,1734.18,2016.42,43.71,256.5,72098.6,0.23747
73941,42093,115121,39852.1,3224.76,655.62,853.86,44.64,87.3,26344.7,0.23747
86717.4,58460,97213.7,34372.8,15787.8,1794.24,1868.58,64.17,144.9,79845.3,0.23747
82219.9,42376,127156,40309.1,19887.8,2194.08,2834.16,64.17,243.9,106967,0.238498
80761.1,48103,110030,34807.9,25423.4,2682.96,3535.98,83.7,241.2,121446,0.239526
66329.9,37259,116670,48770.4,12645.4,1494.36,1928.64,64.17,150.3,71352.8,0.241582
74403.7,50630,96308.9,30703.7,11780.2,1456.14,1880.34,30.69,144,66679.4,0.24261
38817.8,24182,105201,29221.9,12667.2,1312.92,1580.46,18.6,109.8,55244.6,0.243638
48943.3,28919,110915,54375.7,9477.72,1182.72,1511.58,78.12,180,54013.9,0.244666
71606.5,44794,104764,40319.2,9351.72,1042.44,1223.88,90.21,169.2,49165.9,0.244666
61186.3,44128,90869.9,20486.8,14698.3,1321.74,1506.54,19.53,144.9,70165.2,0.245694
44489.2,26583,109681,34682.8,20470.8,2474.22,2984.94,26.97,213.3,100341,0.245694
61131.7,38758,103368,55722.2,20214.6,3470.46,4049.22,28.83,126.9,138071,0.246722
48990.2,33024,97220.9,17758.4,15680.3,1483.86,1876.14,14.88,97.2,84270.3,0.24775
94546.9,49804,124412,64352.4,47442.4,6848.52,8511.3,149.73,412.2,262143,0.248778
45725.4,32692,91663.4,14359,12608.4,1538.04,1775.34,3.72,60.3,59842.5,0.249806
69111,44380,102056,33711.7,23724.1,2223.48,2571.66,74.4,205.2,127590,0.249806
85377.6,53787,104027,32856.6,20849.6,2585.52,3033.24,56.73,190.8,113176,0.249806
46921.7,30823,99765.1,20837,11161.1,1295.7,1625.82,68.82,78.3,65469.9,0.250834
78152.2,53399,95915.3,38740,9338.28,1552.74,1897.98,91.14,140.4,71856.7,0.250834
78008.7,43790,116748,41546.4,17582,2317.56,2606.94,113.46,198.9,106073,0.250834
64428.7,47036,89769.5,22469.2,13910.4,1709.4,1844.22,76.26,77.4,80716.7,0.250834
56078.4,31478,116753,43573.3,12690.7,1829.52,2343.6,93.93,125.1,86786.6,0.250834
53059.3,37258,93330.1,22968.1,9434.04,855.96,1154.16,81.84,101.7,47407.1,0.251862
108463,68947,103097,32039.3,32638.2,3292.38,3940.86,113.46,284.4,165950,0.25289
35940.8,27457,85785.6,31409.3,13336.7,1596.84,1853.04,63.24,131.4,71003,0.253918
61768.7,48374,83682.8,15292.2,9360.96,1016.82,1420.86,39.06,71.1,51057.4,0.254946
43136.8,26899,105097,23435.2,11324.9,1552.32,1704.36,27.9,102.6,63792.6,0.255974
56442.4,41678,88752.1,20362.4,7016.52,1085.7,1446.48,33.48,34.2,48756.4,0.257002
79643.9,49328,105813,25188.2,15851.6,2044.56,2323.02,59.52,179.1,95281.5,0.25803
61005.7,39256,101846,36153.6,19519.9,2092.44,2544.78,53.01,128.7,110250,0.25803
98473.2,60486,106695,33662.2,24933.7,2747.22,3400.74,93.93,227.7,132149,0.25803
71240.4,44964,103834,34307.3,23776.2,3159.66,3731.28,95.79,379.8,123534,0.259058
72477.3,34444,137901,62805.1,12400.1,1892.52,2033.64,113.46,342.9,78540.8,0.259058
65461.2,38930,110199,41872.3,27385.7,2769.48,3474.66,79.98,271.8,132856,0.261114
35852.6,24236,96948.2,25367.2,2753.52,514.5,603.54,13.95,128.7,19578,0.261114
88963.7,58789,99173.7,32161.1,7093.8,892.92,1128.96,66.96,158.4,42193.3,0.261114
35331.8,23841,97122.8,32329.9,7882.56,1053.36,1323.42,52.08,83.7,57822.9,0.261114
86981.3,49623,114874,56621.9,2268,653.1,721.56,77.19,261,23036.5,0.261114
38803.1,30552,83235.1,14034.7,11732.3,1332.24,1620.36,56.73,34.2,63337.7,0.262142
28375.9,26067,71340.9,28219.8,-28.56,119.7,129.36,-1.86,24.3,4614.98,0.26317
65830.1,41629,103635,28097.2,9410.52,802.2,1073.94,75.33,184.5,45951,0.264198
134786,78993,111824,52337.9,14036.4,1662.78,1846.32,124.62,288,64654,0.264198
49544.6,32397,100224,24656.5,13031.8,1450.68,1680,20.46,97.2,77371.4,0.266254
123317,63728,126815,60174.2,15860,1952.16,2289.42,83.7,358.2,85327,0.266254
68487.3,44357,101188,32399.6,5048.4,641.76,867.3,125.55,482.4,24767,0.266254
119536,79404,98659.1,27678.8,34678.6,3325.14,4021.5,104.16,249.3,153684,0.267282
27321,17842,100354,28976.6,12235.4,1927.38,2134.02,54.87,186.3,80575.1,0.269338
58223.2,38179,99942.8,26917,4464.6,624.96,647.64,26.97,133.2,27985.5,0.269338
39293.8,32286,79760.8,18690.8,9962.4,1181.88,1444.38,20.46,102.6,51975.5,0.270366
71144.5,41138,113339,32394.6,18367.4,2546.04,3081.12,53.01,158.4,114057,0.271394
57339.1,37811,99383.1,29405,4397.4,433.44,533.4,59.52,160.2,28097.6,0.271394
34274.1,25051,89664.6,20559.8,2843.4,1725.36,1954.68,44.64,52.2,72311,0.272422
64054.2,40872,102707,39254,15993.6,2033.22,2397.36,57.66,121.5,88964.3,0.272422
36550.5,24510,97730.5,22794.2,7779.24,1110.06,1333.5,65.1,131.4,56496,0.274478
51975,32932,103432,56359,16034.8,2047.08,2610.72,98.58,183.6,102364,0.274478
96149.9,50731,124210,68470.1,3145.8,1273.44,1598.52,86.49,287.1,66754.4,0.274478
87575.6,44916,127780,41538.8,23323.4,1307.88,1822.38,79.05,251.1,123531,0.275506
73183.6,33829,141777,69262.2,26355.8,3325.56,3908.1,47.43,205.2,153630,0.276534
55118,29114,124071,42283.1,16091,2374.26,2944.2,84.63,253.8,98419.1,0.277562
28202.3,16889,109436,31799,9610.44,1291.08,1515.78,54.87,81,54918.4,0.277562
41116.6,24504,109966,35574,10879.7,1429.68,1519.56,47.43,104.4,61400.1,0.27859
50657.6,24653,134665,57346,16780.7,2295.72,2589.72,27.9,231.3,95264.3,0.27859
40166.7,19743,133332,66769.1,10825.1,1700.58,1966.44,35.34,148.5,83802.4,0.279618
35991.2,19271,122397,30397.1,2029.44,977.34,1065.54,10.23,209.7,44700.8,0.281674
86429.7,56163,100854,36471.1,8802.36,1022.7,1278.9,75.33,204.3,47791.8,0.282702
65625,37768,113874,41947.1,17357.8,1984.92,2121,102.3,195.3,91328.5,0.28373
70841.4,44963,103255,44894.6,6049.68,794.64,960.96,63.24,194.4,39556.5,0.284758
30537.5,22896,87408.5,27477.2,7686,1152.48,1302.42,45.57,99,57664.8,0.284758
52815.7,37606,92042,27688.9,2765.28,497.7,488.04,68.82,177.3,16622.7,0.285786
41516.3,29829,91213.7,31509.2,5907.72,683.76,675.78,77.19,150.3,35505,0.287842
29062.6,16826,113197,34842.4,3064.32,898.38,1020.18,-0.93,61.2,41726,0.287842
68420.8,51591,86914.9,38931.5,1573.32,393.54,437.64,38.13,82.8,17390.2,0.28887
52719.8,43205,79968.6,28256.8,9436.56,1881.18,2162.58,9.3,94.5,94251.3,0.289898
80229.1,48699,107967,30006.5,28008.1,3175.62,3805.62,63.24,270,144958,0.290926
38941.7,27846,91649.9,36017.5,10636.9,1406.16,1810.62,5.58,122.4,55339.6,0.290926
56741.3,37794,98391.2,30602,15901.2,1697.64,2127.3,83.7,164.7,91062.4,0.292982
73322.9,44586,107776,56930.2,12990.6,1512.84,1835.82,112.53,364.5,62891.6,0.295038
69090.7,50685,89334.7,23215.1,18262.4,1951.32,2336.88,49.29,99,101300,0.295038
51233.7,30581,109795,23558.6,5984.16,903,664.86,50.22,121.5,27744.2,0.296066
106410,62530,111525,55251,9969.96,157.5,70.98,133.92,304.2,-33.63,0.296066
69449.8,41893,108645,41167.6,4746.84,854.28,1168.86,66.96,146.7,33468.9,0.298122
55147.4,32454,111362,38525.8,14923.4,1931.16,2042.04,11.16,104.4,78986.8,0.300178
78245.3,52101,98422,23557,19891.2,2579.22,2870.7,71.61,184.5,103028,0.300178
39867.1,28989,90128.3,25646,4902.24,1011.36,1301.58,14.88,99,49741.7,0.300178
48883.1,37578,85252.1,29424.4,4174.8,1086.54,1387.68,13.02,72,49275,0.302234
45816.4,30831,97389.8,29127,9280.32,1105.86,1510.74,48.36,103.5,54632.2,0.302234
50670.9,33433,99326.1,53645.8,12391.7,2086.56,2516.22,64.17,213.3,79167.4,0.303262
66927.7,49961,87792,54621,7477.68,1552.32,1873.2,-7.44,70.2,75779.6,0.30429
78210.3,46591,110012,34069.6,21569.5,2404.92,2797.62,79.05,234.9,102436,0.30429
86726.5,57990,98011.9,44402.4,8239.56,1062.6,1230.6,42.78,226.8,49365.3,0.305318
104689,54358,126217,80861.8,26806.1,3037.44,3760.26,93,264.6,137363,0.305318
85517.6,53665,104435,55602.1,12424.4,1844.64,2187.78,49.29,209.7,73124,0.305318
53288.2,38501,90706.6,22569.1,8793.96,831.18,916.86,31.62,112.5,50770.1,0.307374
66983.7,33243,132053,31697.4,21924.8,2846.34,3680.04,75.33,195.3,125642,0.308402
43162,29150,97038.2,34392.1,17722.3,1975.26,2305.8,60.45,108,94941,0.30943
68485.2,48653,92250.1,51912,7826.28,1176.84,1308.3,93,94.5,52948.4,0.30943
62985.3,41591,99247.6,19042,15062,1510.32,1956.78,8.37,109.8,75915.3,0.312514
51144.1,23146,144810,42479.6,23205.8,2758.56,3128.58,29.76,305.1,109150,0.312514
96394.2,58879,107293,35537.9,25253.8,5713.68,7188.72,108.81,215.1,250797,0.313542
34528.2,24770,91354.1,14436.2,8432.76,931.56,1209.18,27.9,42.3,38652.1,0.31457
49980.7,30645,106886,30028.3,5528.04,890.82,1031.1,29.76,63,40289.9,0.31457
81835.6,41015,130761,57837.4,24156.7,2732.52,3463.32,106.95,450,129285,0.315598
45448.2,33387,89211.2,25388.2,3427.2,824.04,1003.38,-8.37,53.1,41248.1,0.315598
54575.5,33569,106547,38986.1,23698.1,2753.52,3381.42,84.63,238.5,106152,0.31971
54007.1,34975,101198,43161.7,7787.64,981.96,1162.98,12.09,145.8,47321.5,0.31971
81169.2,51453,103386,35224.6,11547.5,1579.62,2021.04,4.65,124.2,64489.4,0.320738
67599.7,40007,110736,40632.5,7989.24,884.94,1118.04,117.18,252.9,37926.4,0.322794
65158.8,35891,118978,42239.4,1426.32,290.64,336,60.45,315,7547.87,0.322794
50969.1,32318,103358,37386.7,14695,287.7,265.86,34.41,250.2,10068.3,0.323822
34975.5,18745,122281,43669.1,11751.6,1497.72,2022.72,18.6,108,78781.5,0.32485
74440.1,45219,107886,26470.1,5507.88,675.36,815.22,47.43,269.1,25402.4,0.32485
60673.9,41896,94909.4,20144,20963,1913.1,2357.04,39.06,120.6,84745.8,0.32485
56909.3,40239,92686.4,25762.8,14828.5,1557.36,1572.9,15.81,61.2,76448.7,0.325878
54241.6,38038,93453.3,21552.7,5014.8,99.12,119.7,71.61,196.2,937.51,0.325878
65886.8,38183,113086,42967.7,15729.8,1757.7,1941.66,32.55,173.7,81909.1,0.326906
93651.6,54498,112620,80575.3,29642.8,4647.72,5192.04,129.27,403.2,191946,0.326906
38411.8,26186,96133.7,35357.3,18462.4,2347.38,3070.2,55.8,140.4,95870.9,0.327934
56428.4,50124,73778.9,22308.7,2267.16,340.2,441.84,28.83,61.2,21704.9,0.327934
84140.7,42488,129784,39670.7,8603.28,1950.9,2308.32,13.02,49.5,94641.3,0.331018
48330.8,32380,97819.9,19538.4,18955.4,2376.78,2983.26,33.48,98.1,93664.9,0.331018
69442.8,40011,113744,42126,12925.1,1911,2423.4,22.32,156.6,96594.2,0.332046
36922.9,20359,118855,49338.2,15078.8,1703.52,2211.3,19.53,133.2,76367.8,0.332046
102197,60662,110408,28952.3,9006.48,1273.02,1295.28,48.36,186.3,59827.8,0.332046
107117,54243,129418,61015.9,34078,4142.04,5138.7,94.86,466.2,194911,0.332046
79206.4,50758,102267,33173.3,6707.4,714,992.88,32.55,190.8,32422.9,0.333074
46813.2,30724,99855.2,34870.1,8645.28,1266.3,1893.36,32.55,112.5,62682.8,0.334102
57372.7,40723,92330.6,33824.3,8327.76,1141.14,1473.36,50.22,80.1,54781.5,0.334102
47194,26460,116890,38984.4,23242,2966.46,3583.44,79.98,194.4,140654,0.334102
50004.5,31035,105594,40336.8,15299.8,1668.66,2359.14,83.7,264.6,84272.1,0.33513
32019.4,21998,95391.6,23352,15125.9,1624.98,1854.72,57.66,38.7,83246.6,0.336158
88304.3,49818,116165,43159.2,27820,3234.42,3681.3,144.15,234,121185,0.336158
57045.8,37412,99929.3,30419.8,14205.2,1769.46,2359.14,65.1,99.9,90972.7,0.337186
56448,31523,117355,57500.5,8726.76,1214.64,1412.04,81.84,205.2,57355.1,0.337186
28152.6,20842,88523.6,35915,223.44,343.98,396.06,21.39,209.7,11525.1,0.338214
70330.4,57107,80711.2,24013.1,13297.2,1128.12,1497.72,22.32,88.2,61542.3,0.338214
51896.6,24781,137246,46793.9,17971,748.02,913.5,93.93,216,26304.6,0.34027
54921.3,35326,101889,21546.8,12226.2,1067.22,1242.78,30.69,80.1,57212.3,0.34027
71577.1,46932,99950.5,24954.7,21711.5,2316.3,2580.06,80.91,170.1,105907,0.342326
31709.3,21470,96790.9,24633.8,1675.8,26.04,-18.06,20.46,108,12.39,0.342326
50083.6,34040,96424.2,30054.4,5710.32,802.2,909.3,61.38,120.6,29278.7,0.342326
67951.8,35799,124397,94334.5,10275.7,1879.08,2105.04,102.3,308.7,64797.3,0.343354
81358.2,47805,111534,48611.6,22387.7,2724.54,3089.94,75.33,288,134118,0.343354
44870,21920,134151,35983.9,10931.8,1529.64,1982.82,55.8,136.8,76692.9,0.343354
48989.5,27153,118240,45628.8,16669,2172.66,2701.44,110.67,333,84145.8,0.343354
52271.1,29355,116697,47397,8757,1049.58,1218.84,61.38,206.1,42299.5,0.343354
41722.1,28294,96638.8,12178.3,11392.1,1461.18,2064.72,53.01,118.8,58414.7,0.343354
58807.7,29428,130964,39078.5,11356,1441.02,1826.58,64.17,182.7,62049.7,0.344382
73371.9,49687,96775.8,24080.3,10266.5,1303.26,1397.34,39.06,161.1,63969.6,0.344382
104345,63661,107418,94174.1,46971.1,6525.12,7124.04,213.9,645.3,242791,0.346438
87322.9,53526,106916,57104,18314.5,2396.94,2892.12,66.03,308.7,99774.3,0.347466
85794.1,49017,114707,47145,15619.8,1675.38,1881.6,45.57,258.3,83352.2,0.349522
97508.6,48115,132814,44263.8,35534.5,3886.26,4757.76,110.67,436.5,182562,0.35055
67984.7,31332,142201,40696.3,21427.6,2090.34,2526.3,86.49,227.7,105743,0.35055
47070.8,29657,104017,38330.9,5068.56,949.62,1015.98,29.76,116.1,44715.5,0.351578
78794.1,40073,128861,62585.9,14448,2850.12,3248.7,174.84,447.3,113278,0.351578
56188.3,35818,102807,24490.2,10354.7,1589.7,1689.66,70.68,117,65524.2,0.351578
83860.7,54040,101700,78556.8,302.4,138.6,9.66,37.2,168.3,-807.12,0.352606
124386,80430,101353,51744,8272.32,1495.62,1599.78,92.07,243,67778.6,0.353634
77925.4,54703,93357.2,24486,5170.2,582.54,690.06,69.75,207,29225.1,0.353634
72129.4,41051,115151,57263.6,10576.4,1218.42,1505.28,53.01,197.1,55597.5,0.354662
78302.7,48086,106718,36838.2,27336.1,3478.02,4039.56,74.4,278.1,124581,0.354662
83436.5,48371,113045,30153.5,28755.7,2787.12,3559.08,81.84,290.7,144920,0.35569
107604,63740,110636,49113.1,17377.9,2236.92,2520.84,93,315,107999,0.356718
55897.8,34276,106877,35973.8,2861.88,541.8,870.66,9.3,154.8,21571.6,0.357746
91394.1,49829,120203,47203.8,32636.5,3466.26,4081.14,66.03,281.7,165069,0.357746
65935.1,45285,95420.6,34363.6,10788.1,1771.56,1796.76,24.18,63.9,69444.2,0.357746
81476.5,51717,103247,29622.6,17932.3,2058,2521.68,76.26,207.9,94444.8,0.359802
52056.2,32042,106471,26465.9,4000.92,669.9,717.36,113.46,263.7,23760.5,0.359802
58773.4,37209,103517,25920.7,16922.6,1677.9,2007.18,71.61,109.8,84898,0.359802
105211,61875,111437,61531.7,12241.3,1766.1,2063.46,93,205.2,82918.6,0.36083
64957.9,33971,125315,52586.5,27809.9,3281.04,3909.36,116.25,245.7,154403,0.36083
30445.8,21402,93229.4,23115.1,8277.36,1143.66,1258.74,54.87,96.3,44771.6,0.361858
75755.4,39422,125937,78324.1,5329.8,1540.14,1839.18,76.26,314.1,57974,0.363914
52314.5,33021,103827,33117,10978.8,1685.88,2202.9,79.05,282.6,64914.7,0.364942
26254.2,18418,93419.2,20085.2,5412.96,641.34,798.84,20.46,90,29266.9,0.366998
30422.7,22369,89131.5,45584.3,12162.4,1743.84,2132.34,25.11,73.8,88331.8,0.369054
51541,32301,104572,18653,13451.8,1470.42,1949.22,27.9,175.5,64466.3,0.37111
66914.4,44269,99060.3,29406.7,12839.4,1548.96,1714.02,103.23,290.7,60675,0.374195
57765.4,41131,92040.4,22878.2,3783.36,751.38,958.02,17.67,83.7,28203.2,0.375223
51576,28123,120189,27844.3,12284.2,1571.22,1699.74,41.85,199.8,55935.5,0.376251
67928,44281,100534,35225.4,19308.2,2491.44,2908.08,49.29,242.1,100571,0.377279
63761.6,39643,105408,27100.9,17426.6,2089.5,2428.02,26.97,158.4,83826,0.378307
35281.4,26763,86395.5,18784.1,10043,1229.76,1281,14.88,56.7,64855.7,0.378307
73260.6,42941,111809,32551.7,10788.1,1273.44,1721.58,31.62,145.8,66203.3,0.378307
35110.6,21985,104663,17929.8,3785.88,532.98,520.38,19.53,73.8,24308.6,0.378307
47499.9,30074,103510,43046.6,23581.3,3013.08,3764.46,32.55,208.8,131116,0.379335
55637.4,35619,102368,36571.1,9038.4,1477.14,1693.02,43.71,148.5,59477.9,0.380363
38419.5,25376,99222.1,21791.3,3067.68,278.88,324.24,29.76,58.5,14188.9,0.381391
63653.1,32514,128301,45330.6,26835.5,3567.48,4048.38,123.69,221.4,148708,0.383447
37871.4,27049,91757.2,14290.9,1643.88,160.44,202.44,1.86,42.3,7245.2,0.383447
64465.1,40679,103857,30318.1,8191.68,1020.6,1172.64,15.81,140.4,47621.8,0.385503
84207.2,56771,97208.1,43459.9,8515.08,1045.38,1299.48,72.54,231.3,46507.9,0.385503
41165.6,28772,93765.8,34473.6,7960.68,968.1,1252.44,50.22,76.5,42852.9,0.386531
30009.7,19223,102311,28370.2,3918.6,625.8,694.26,52.08,197.1,21392.8,0.388587
75124,52327,94087.7,26197.9,14803.3,1571.22,1923.18,77.19,154.8,76546.6,0.389615
64901.9,40434,105194,27972,23770.3,2466.66,2601.48,78.12,310.5,103028,0.390643
39012.4,34782,73506.9,52001.9,326.76,239.4,233.1,-0.93,118.8,2376.52,0.391671
121659,69260,115118,58405.2,13727.3,1424.22,1881.6,100.44,310.5,63859.2,0.391671
78625.4,44091,116867,45419.6,26158.4,2694.72,2827.44,102.3,261,116847,0.391671
69510,42727,106617,26117.3,2406.6,317.94,293.16,79.05,225,14025.5,0.391671
68581.8,46504,96649.3,57028.4,406.56,257.04,351.12,26.97,243,3151.19,0.393727
35939.4,29483,79887.5,21446.9,194.04,152.04,151.2,-8.37,101.7,2588.92,0.394755
75783.4,54306,91454.7,34666,7732.2,777,1058.4,52.08,219.6,36321.6,0.395783
125162,64279,127610,67699.8,41582.5,4615.8,5548.2,55.8,336.6,221785,0.395783
89462.8,53146,110319,59353.6,22752.2,2814,3171,58.59,207.9,130450,0.398867
35073.5,22466,102314,30644,18295.2,2121,2585.94,46.5,99,105392,0.398867
124584,65355,124929,44870.3,24708.6,3819.9,4444.86,87.42,360.9,178535,0.399895
58415,37955,100864,29314.3,13319,1387.68,1788.36,36.27,102.6,76102.9,0.402979
39305,26487,97251.2,29611.7,15570.2,2116.8,2528.4,60.45,110.7,89867.6,0.405035
53369.4,33853,103318,27379,7129.92,918.54,1383.9,25.11,117,40913,0.406063
77966.7,52665,97021.3,26349.1,12056.5,1321.74,1567.44,53.94,108,62920,0.408119
80476.9,53309,98935.2,26703.6,853.44,168,307.02,66.03,183.6,5213.24,0.409147
66825.5,40818,107293,37784.9,6359.64,1114.68,1000.02,62.31,142.2,45262.4,0.409147
70305.9,34901,132018,84913.1,852.6,479.64,494.34,49.29,259.2,12796.5,0.409147
79041.9,49808,104001,36482.9,28187,3606.96,4472.58,108.81,265.5,150265,0.409147
49896.7,25389,128797,45953,9949.8,1424.64,1501.5,61.38,319.5,47445.4,0.410175
77511.7,42930,118328,35842.8,26337.4,3089.52,3848.46,46.5,180,135028,0.411203
33775,19644,112680,27576.4,15876.8,2000.88,2170.56,16.74,139.5,84068.5,0.411203
53301.5,38402,90963.2,43228.9,6737.64,808.08,926.52,21.39,122.4,38948.8,0.411203
105055,54922,125357,48231.1,7722.12,950.04,1205.82,14.88,252,48952.9,0.412231
110947,58055,125244,95991.8,8487.36,1660.26,1703.52,67.89,435.6,60391.8,0.412231
57151.5,41685,89852,22287.7,13732.3,1391.04,1596.42,18.6,117.9,69968.7,0.412231
62561.1,38756,105790,23632.6,7621.32,943.32,747.6,66.03,259.2,37234.3,0.414287
90455.4,44734,132519,61555.2,18961.3,2106.72,2665.74,108.81,301.5,102966,0.414287
32958.8,20620,104752,39847.9,14376.6,1916.88,2245.74,50.22,142.2,90772.1,0.415315
27995.1,20403,89922.4,20166.7,953.4,261.66,353.64,31.62,137.7,11305.6,0.415315
70586.6,45470,101737,29500.8,5425.56,681.66,692.58,114.39,213.3,21743.3,0.415315
71540.7,37698,124370,65226,12496.7,1734.6,2099.58,117.18,248.4,72272.6,0.415315
60281.9,45014,87764.6,21951.7,6220.2,601.86,538.86,50.22,153,24826.6,0.416343
114034,60468,123591,45838,4805.64,351.96,323.4,34.41,147.6,14564.7,0.416343
58377.2,43637,87673.5,18192.7,5297.88,484.68,735.84,16.74,105.3,27983.1,0.416343
49853.3,34379,95034.3,56775.6,22852.2,2599.8,3095.82,64.17,210.6,114551,0.416343
93557.1,50870,120530,46834.2,24575,2951.34,3456.6,88.35,333.9,123378,0.417371
48260.8,34981,90415.4,16980.6,2388.12,374.64,487.62,2.79,112.5,14128.7,0.417371
73140.9,43989,108967,46345.3,14807.5,1683.36,2159.22,62.31,207,81909.7,0.418399
69279.7,52548,86403.2,17787.8,9038.4,1036.98,1036.98,-8.37,48.6,50632,0.419427
51215.5,43538,77092.6,59265.4,418.32,623.28,900.9,14.88,244.8,24103.3,0.419427
39994.5,26845,97637.5,40472.9,6216.84,855.96,1168.44,63.24,117,40523.6,0.420455
34716.5,27458,82860.4,16878.1,4413.36,561.54,756.84,27.9,36,22276,0.421483
34179.6,26318,85112.6,25163,3718.68,548.52,622.86,-28.83,45.9,23348.1,0.422511
69712.3,40437,112982,48537.7,12185,1461.18,1534.26,61.38,151.2,70326.2,0.422511
78563.8,51465,100044,39196.1,21260.4,2528.4,3346.56,83.7,233.1,113615,0.422511
51221.1,29777,112732,38855,19699.7,2178.96,2688.84,46.5,163.8,106649,0.423539
57056.3,34134,109546,36650,9826.32,1223.04,1240.26,32.55,109.8,52137.1,0.423539
28175,19084,96755.2,15043.6,10136.3,1205.4,1295.7,39.06,217.8,51108.2,0.423539
101398,50263,132210,58942,29778,3519.18,4376.4,76.26,277.2,170552,0.423539
91494.9,67454,88893.3,52481.5,294.84,267.96,186.9,8.37,253.8,5476.38,0.423539
93151.1,67835,89994.1,38975.2,556.92,136.92,131.88,49.29,104.4,3552.98,0.425595
37837.1,20148,123074,40775.3,17950.8,4207.56,4835.04,25.11,105.3,169067,0.425595
39058.6,30716,83335.9,12876.4,4832.52,527.1,549.78,-5.58,38.7,26227.3,0.426623
97693.4,65391,97910,63635.9,5160.96,850.92,664.86,55.8,120.6,30721.3,0.426623
39610.2,22718,114266,43640.5,17603.9,2258.76,2546.04,53.01,169.2,111016,0.427651
60701.2,50027,79519.3,12143,12140.5,1102.92,1297.38,25.11,51.3,57123.8,0.427651
54056.1,32381,109404,25559.5,19864.3,2274.3,2467.92,35.34,270.9,89194.4,0.427651
80376.8,39905,132003,58120.4,18298.6,2079.42,2320.92,76.26,210.6,90772.1,0.430735
59677.1,32243,121298,37153.2,7809.48,2048.76,2465.82,52.08,230.4,99875.2,0.430735
98929.6,56058,115656,43012.2,20166.7,2153.34,2647.68,123.69,270,94458.4,0.430735
54495,35003,102031,34560.1,18700.1,2189.04,2583.84,64.17,261,100989,0.430735
91264.6,68603,87184.5,23900.5,12209.4,1093.26,1432.2,65.1,208.8,54398,0.430735
55379.8,36567,99252.6,31264,7576.8,1037.4,1170.54,42.78,144,42322.5,0.431763
99127.7,56355,115277,47716.2,38336.8,3421.74,4557.42,142.29,368.1,164009,0.433819
113276,73948,100390,45188.6,14377.4,1475.46,1904.28,55.8,218.7,75521.2,0.433819
91372.4,59311,100962,28676.8,25524.2,2651.04,2880.78,67.89,157.5,132257,0.433819
42154.7,25210,109586,49927.9,14202.7,2001.72,2094.54,42.78,126,89390.3,0.434847
73419.5,49838,96545.2,26170.2,4852.68,751.38,784.56,70.68,232.2,27171.3,0.435875
