"FSC-A","FSC-H","FSC-W","SSC-A","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
70301,42324,108857,30294.6,26806.1,3202.5,4021.08,70.68,153.9,137448,5.44844
68282.9,53166,84170.1,36470.3,7663.32,1174.74,1403.22,25.11,140.4,52609.7,5.44844
37569,24575,100188,26163.5,9837.24,1131.06,1359.54,19.53,162,48760,5.44844
60043.2,37744,104255,27329.4,3842.16,433.44,568.26,51.15,207,24431.3,5.44946
72231.6,45426,104208,22675.8,8741.04,1268.82,1546.44,40.92,140.4,53610.3,5.45049
55309.1,39961,90706.9,32136.7,16275.8,1073.1,1197.84,6.51,142.2,106839,5.45049
46057.9,31398,96135.1,17483.8,16265.8,1396.5,1769.04,-7.44,89.1,77923.7,5.45152
88028.5,42889,134511,55666,4346.16,631.26,753.48,82.77,234,26119.3,5.45152
46259.5,26926,112592,37037.3,3198.72,519.54,520.8,0,88.2,22020.6,5.45563
74420.5,49197,99136.6,35172.5,21382.2,2280.6,2943.78,44.64,198.9,113334,5.45666
64600.9,43904,96430.5,26408.8,6458.76,48.3,-0.84,26.97,128.7,619.5,5.45872
52922.8,32543,106577,35898.2,25198.3,2950.92,3822.84,59.52,173.7,148076,5.45872
32839.8,21984,97898,16459.8,5577.6,672.84,880.74,21.39,56.7,39488.7,5.45872
65627.1,42452,101313,43448.2,13701.2,1795.08,2034.48,14.88,86.4,73805.5,5.45974
79209.9,51167,101454,30096.4,21263.8,2579.22,3144.96,57.66,253.8,121354,5.46077
76606.6,42638,117747,28049.3,17200.7,1835.4,2161.32,55.8,139.5,93506.1,5.4618
32723.6,23531,91138.2,17593.8,798.84,187.74,203.7,17.67,72,7908.36,5.46386
65330.3,33634,127296,75393.4,13482.8,2084.46,2591.82,57.66,177.3,98833.3,5.46591
90620.6,47417,125249,60948.7,9864.12,1223.46,1225.56,46.5,279.9,48023.6,5.46797
94996.3,61667,100956,34928,6892.2,1456.56,2095.8,83.7,289.8,73881.6,5.46797
54222.7,35940,98874.2,23396.5,17174.6,1997.52,2328.06,18.6,159.3,83558.8,5.469
66490.9,41024,106219,45288.6,17140.2,2491.02,2671.2,36.27,148.5,104564,5.47002
53794.3,35566,99124.5,32520.6,6647.76,1137.78,1295.7,75.33,60.3,51268,5.47105
53295.2,33444,104436,33232.9,11927.2,1176.42,1373.82,53.01,125.1,65336.6,5.47105
48756.4,40270,79346.9,18657.2,3073.56,603.12,614.04,39.06,87.3,27618.5,5.47208
68728.8,39315,114567,39102,20318.8,2191.14,2593.08,66.03,226.8,93922.1,5.47208
58125.2,42087,90510,23334.4,3780,617.82,716.94,36.27,100.8,26462.7,5.47311
36765.4,20937,115081,65009.3,613.2,373.38,302.4,20.46,57.6,11949.3,5.47414
47663.7,25969,120285,36671.9,17571.1,1862.28,2520.42,18.6,73.8,97298.7,5.47516
52030.3,29259,116540,50594,17697.1,2156.7,2409.96,54.87,222.3,89090.6,5.47516
77875,52139,97884.8,59792,19156.2,2979.9,3560.34,40.92,168.3,137892,5.47516
87679.9,50636,113480,28430.6,15365.3,1676.22,2289.84,67.89,163.8,86422.6,5.47619
45916.5,27524,109329,39889.1,12106.9,1718.22,1879.92,37.2,196.2,73804.3,5.47825
56234.5,37836,97404.2,40596.4,20463.2,2556.12,3205.02,83.7,271.8,109961,5.47825
69245.4,50109,90563.9,36040.2,3118.08,433.44,437.64,34.41,44.1,20937.9,5.47928
74375,41706,116871,43534.7,23839.2,2638.02,2980.32,80.91,237.6,112832,5.4803
81944.8,56055,95804.7,45207.1,234.36,71.82,90.3,38.13,99.9,2382.42,5.4803
40985.7,30004,89522.7,37145.6,993.72,357.84,607.32,13.02,70.2,19893,5.48133
114280,72899,102737,47617.1,11173.7,1361.64,1649.76,84.63,193.5,63939.5,5.48133
103740,65497,103802,38486.3,23698.9,2839.62,3301.62,74.4,180.9,134734,5.48133
49994.7,41593,78774.1,15669.4,2551.92,442.26,667.8,0,36.9,21565.1,5.48236
41077.4,30502,88258.1,22560.7,5048.4,611.1,580.44,70.68,108,24045.4,5.48442
60121.6,45896,85849.1,23206.7,2404.08,1162.56,1302.42,13.95,126.9,54629.9,5.48442
80627.4,48136,109772,42755.2,25499.9,2841.72,3483.48,90.21,149.4,142030,5.48647
66076.5,41997,103112,46278.1,695.52,416.22,395.22,62.31,229.5,15890.5,5.4875
64267,42364,99419.4,30540.7,4559.52,669.48,716.52,79.98,146.7,29235.7,5.48956
32889.5,22075,97642,31079.2,5038.32,1005.9,1172.22,39.06,52.2,44900.2,5.48956
78124.9,49370,103707,44871.1,15254.4,1716.12,2039.94,78.12,125.1,76671.7,5.4947
41760.6,29798,91845.9,32191.3,10572.2,1457.82,1726.2,46.5,132.3,57890.8,5.4947
59992.1,39649,99161.2,29077.4,8346.24,1124.34,1370.46,26.04,93.6,47063.7,5.49572
51112.6,34923,95917.2,30312.2,16871.4,1769.88,2092.86,53.01,135.9,95245.5,5.49778
76579.3,41154,121949,54719.3,21251.2,3911.46,4624.2,84.63,332.1,149130,5.49881
50493.1,38075,86910.5,20575.8,6741,693.84,797.16,8.37,35.1,34995.3,5.49881
26590.9,16990,102570,20307,13340,1622.88,1995,40.92,105.3,70247.8,5.49881
28747.6,26168,71996.4,29254.7,210,162.12,272.16,32.55,94.5,3696.94,5.50086
37638.3,23423,105309,27615.8,7657.44,909.3,1015.98,26.04,44.1,45299.6,5.50086
71075.9,46587,99985.6,26929.6,21916.4,2822.4,3561.6,40.92,233.1,113711,5.50086
85366.4,51831,107939,50542,14104.4,1709.4,1851.78,78.12,406.8,65042.2,5.50189
72543.1,53330,89146.5,20410.3,1925.28,535.08,727.44,41.85,200.7,25675.6,5.50189
33157.6,26098,83263.7,18803.4,408.24,133.14,246.12,5.58,59.4,4670.44,5.50395
48031.2,31840,98862.2,30120.7,14659.7,1743,2122.26,58.59,127.8,75015.5,5.50498
32979.1,19233,112376,23356.2,2701.44,385.98,406.14,6.51,46.8,19364.4,5.50703
110593,55076,131597,49727.2,22817.8,2328.06,2966.04,87.42,283.5,116816,5.50703
27282.5,18131,98614.9,28003.1,8705.76,1157.52,1561.98,4.65,38.7,62336.4,5.50806
66155.6,35858,120910,67735.9,7486.08,1200.36,1384.32,71.61,147.6,49045.5,5.50806
55718.6,32591,112042,36990.2,12099.4,1557.36,1644.72,53.01,119.7,71408.9,5.50806
49058.1,28968,110987,45454.1,13009.1,1935.78,2341.92,51.15,143.1,85269.8,5.50909
43782.2,27679,103664,31930.9,9626.4,1064.7,1220.94,60.45,72.9,49643.2,5.51012
68388.6,41994,106728,28265.2,13502.2,1402.8,1748.88,47.43,159.3,69551.6,5.51217
38683.4,28897,87730.8,16112,9171.12,998.34,1220.1,44.64,70.2,44266.5,5.51217
47361.3,26527,117008,41523.7,29909.9,3690.96,4119.36,17.67,201.6,161954,5.5132
33743.5,27551,80266.2,17362.8,8875.44,862.26,886.62,3.72,54,41432.2,5.51423
50494.5,36009,91899.5,39316.2,6115.2,1095.36,1312.08,72.54,127.8,43475.9,5.51526
47000.1,25520,120697,57634.1,5244.12,594.72,677.04,102.3,169.2,34853.1,5.51526
52231.2,35730,95802.5,16738.7,9886.8,1018.08,1090.32,57.66,97.2,46509.1,5.51628
99584.8,56061,116416,40116.7,22052.5,2298.24,2816.94,72.54,280.8,118172,5.51731
80367.7,49746,105877,38541.7,29616.7,3062.64,3768.66,54.87,217.8,158338,5.51731
28456.4,25050,74447.9,17463.6,1379.28,194.88,195.3,15.81,18.9,9786.33,5.51834
46713.1,28776,106387,40717.3,13328.3,1581.3,2114.7,35.34,123.3,77399.7,5.51834
47281.5,30474,101681,23457,13774.3,1436.82,2018.94,4.65,45,76407.4,5.51937
54059.6,35000,101224,32183.8,8420.16,877.38,1188.18,3.72,93.6,45756.9,5.51937
50462.3,35802,92371.9,66951.4,11396.3,1732.5,2019.78,11.16,120.6,77991.5,5.5204
56575.4,37639,98507.5,29857.8,7374.36,1055.04,1105.02,40.92,55.8,42382.1,5.52142
35222.6,18360,125727,52468.1,196.56,226.38,227.64,14.88,62.1,5342.45,5.52142
54474.7,33751,105776,34633.2,14957,1952.16,2052.54,66.03,98.1,86601.4,5.52142
70633.5,45931,100782,30678.5,4118.52,1252.02,1545.6,44.64,211.5,50304,5.52142
35042,31877,72042.9,14267.4,364.56,97.44,89.04,32.55,1.8,3331.14,5.52451
109495,65138,110164,48346.2,8232.84,1012.2,1259.58,123.69,239.4,49790.7,5.52656
39988.9,31221,83940.7,13946.5,9250.92,0,-13.44,10.23,58.5,195.88,5.52656
60776.8,45678,87198.8,23525,4389.84,749.7,748.86,2.79,95.4,37607.2,5.52759
45568.6,33467,89233.7,18376.7,7455,869.82,938.7,34.41,65.7,40525.3,5.52862
65965.2,38775,111492,43517.9,7921.2,1254.96,1588.02,80.91,227.7,51964.2,5.52965
46805.5,41871,73259.4,58962.1,172.2,135.24,232.26,-6.51,131.4,1095.63,5.5317
48040.3,23382,134649,67595.6,14275.8,2309.16,2695.98,1.86,239.4,87204.9,5.53273
69467.3,43049,105754,39171.7,6426,1054.62,1446.9,17.67,77.4,54373.8,5.53273
75805.1,48507,102417,37562.3,2150.4,294.42,287.28,83.7,181.8,12960.5,5.53273
70935.9,49896,93170.9,29330.3,17918,2029.86,2715.72,42.78,115.2,100606,5.53273
39084.5,25099,102054,35987.3,15864.2,1837.08,2294.88,18.6,109.8,81670.8,5.53376
49364,28418,113840,45630.5,24169.3,2836.68,3089.1,74.4,176.4,124371,5.53479
56492.1,37419,98940.8,28161.8,22206.2,2251.62,2801.82,65.1,176.4,108560,5.53479
81094.3,51004,104200,43179.4,31935.1,3554.88,4275.18,60.45,154.8,161711,5.53582
48808.9,31457,101686,18235.6,7004.76,733.32,989.52,65.1,40.5,37757,5.53684
49940.1,30964,105699,22966.4,10479,1262.52,1423.38,32.55,36.9,61566.5,5.53684
41804.7,33368,82106,12804.1,8762.04,1056.3,1293.18,9.3,28.8,47156.3,5.53787
36517.6,28731,83297.4,11142.6,3620.4,836.22,932.82,30.69,67.5,46249.5,5.53787
45584.7,28179,106016,41999.2,17839.1,2433.9,3008.88,27.9,122.4,105275,5.53787
78170.4,50786,100874,34226.6,16085.2,2359.14,2890.02,50.22,81,110643,5.53787
43387.4,27775,102374,29893.1,13855,1512.42,1893.36,56.73,81.9,70834.2,5.5389
55720.7,39507,92432,25693.9,11160.2,1602.3,1645.14,54.87,91.8,76405,5.53993
67920.3,40624,109571,37264.9,14711.8,1789.2,1689.24,95.79,305.1,74521.7,5.54096
41109.6,27888,96606.4,14837.8,4656.96,504.84,654.78,22.32,88.2,20983.9,5.54199
64281.7,35702,117998,24518.8,14891.5,1419.6,1563.66,66.96,99,66989.2,5.54199
61420.1,47937,83969.1,20074.3,12111.1,1557.36,1914.78,53.94,98.1,79611.1,5.54404
63191.8,46875,88348.5,18523.7,6365.52,661.08,920.64,44.64,202.5,36087.3,5.54507
70018.2,53830,85244.5,17282.2,11524,1096.62,1273.02,21.39,150.3,59302.7,5.54507
40964,29397,91322.8,37465.7,837.48,254.1,232.26,39.99,122.4,8843.51,5.5461
51268.7,42011,79977.8,23368,2984.52,567.84,415.38,50.22,29.7,21543.8,5.54712
69923.7,49941,91758.7,37179.2,13855.8,1935.36,2253.3,97.65,264.6,76255.1,5.54712
74306.4,38826,125425,59340.1,13876.8,1656.06,1903.44,90.21,214.2,84729.3,5.54712
68271.7,43668,102461,44668.7,18200.3,2466.24,3066.84,98.58,206.1,118812,5.54815
74389,49839,97818.1,26036.6,10699.1,1233.12,1468.74,4.65,75.6,56743.8,5.54918
65065,49187,86691.6,11883.5,16451.4,1496.46,1858.08,25.11,109.8,72481.5,5.54918
42291.2,27285,101579,32272,11061.1,1231.44,1624.14,38.13,120.6,56726.1,5.55021
32797.1,20966,102518,25423.4,3001.32,396.48,348.6,12.09,75.6,19126.6,5.55329
68075,42266,105554,39370,17304,1808.52,1995.84,79.05,132.3,90966.8,5.55432
80430.7,53083,99299.3,31253,9830.52,1021.44,1125.6,88.35,133.2,44572.7,5.55432
49862.4,36515,89491.5,19525,7866.6,1036.98,957.6,26.97,51.3,36955.8,5.55432
63500.5,41755,99666.4,31812.5,16571.5,1982.4,2423.82,42.78,132.3,98190.7,5.55535
86331.7,60767,93107,21644.3,8174.04,725.34,690.9,60.45,206.1,37126.3,5.5574
40187.7,27789,94776.4,29560.4,2320.92,504.42,495.6,72.54,110.7,18733.7,5.5574
48433.7,30337,104630,33752.9,11801.2,1163.82,1226.82,57.66,125.1,70769.3,5.5574
69981.1,46022,99654.1,26061,10123.7,1165.5,1403.64,79.98,182.7,51544.2,5.5574
46032.7,32110,93952,13608,11325.7,1177.26,1316.7,14.88,69.3,55447.6,5.55843
49104.3,30482,105574,35107.8,14737.8,1916.88,2084.88,70.68,96.3,83590,5.55946
97668.9,52424,122097,43769.9,25741,2873.64,3654,99.51,295.2,124046,5.56049
68835.9,41195,109509,41845.4,15117.5,1671.18,2127.3,73.47,181.8,83856.7,5.56049
100936,59890,110451,29193.4,13025,1348.62,1640.1,65.1,128.7,66514.8,5.56049
68385.8,44555,100589,23772.8,33346.3,3419.22,4312.98,66.96,274.5,173614,5.56152
66376.8,40407,107656,88867.8,31724.3,205.38,6.3,93.93,263.7,823.05,5.56152
78316,55774,92023.5,27536.9,15653.4,1378.02,1619.94,73.47,189,71890.3,5.56255
54050.5,34538,102561,31260.6,12145.6,1423.38,1809.78,61.38,135.9,69851.3,5.56357
73364.9,38462,125008,29521,18039.8,2019.36,2724.96,109.74,278.1,86045.6,5.56357
78159.2,46349,110515,61147,11009.9,1404.48,1710.24,66.03,282.6,61188.3,5.5646
38345.3,26232,95798.9,43031.5,14873,1781.64,1850.94,29.76,153,74589,5.56563
33145.7,22517,96471,28610.4,299.88,280.56,283.08,21.39,139.5,12215.4,5.56563
95627.7,55620,112676,45985.8,18975.6,2004.66,2398.2,97.65,334.8,97231.4,5.56666
50037.4,32391,101240,57719.8,131.88,112.98,62.58,33.48,99.9,599.44,5.56666
47304.6,26189,118376,34173.7,1904.28,389.34,311.64,28.83,254.7,15388.4,5.56666
44598.4,29774,98166.2,27238.7,13895.3,1565.76,1723.68,61.38,161.1,86481.6,5.56666
35226.8,22878,100910,41186.9,10814.2,1450.68,1813.14,34.41,182.7,68360.9,5.56769
102621,68236,98560.1,32353.4,21645.1,2288.58,3034.5,56.73,194.4,114926,5.56769
45479,33150,89909.9,15781.9,971.04,69.3,112.14,24.18,26.1,5420.33,5.56769
68323.5,42590,105134,43499.4,14383.3,1857.66,2319.66,51.15,141.3,98242.7,5.56871
51324.7,36002,93428.6,24540.6,1365.84,318.36,486.78,13.02,117.9,13434.3,5.56871
64855.7,40569,104769,45680,11500.4,1525.86,1749.3,97.65,252.9,65912.4,5.56871
76806.8,55667,90423.6,29387.4,9372.72,1218.42,1498.56,51.15,84.6,52658.7,5.56974
92979.6,57212,106508,44750.2,8335.32,1130.22,1231.44,99.51,186.3,54163.2,5.57077
41759.9,27015,101306,25861.1,11580.2,1744.26,2241.96,53.94,191.7,76511.2,5.57282
71914.5,45227,104207,29565.5,10193.4,1123.08,1290.24,32.55,183.6,55482.4,5.57282
54395.6,34550,103180,42621.6,3924.48,441.42,455.7,50.22,283.5,17757.8,5.57385
84227.5,58433,94466,29129.5,4493.16,706.44,1081.5,47.43,131.4,28987.3,5.57591
70979.3,46436,100174,32087.2,5455.8,1526.28,1879.92,69.75,109.8,73134,5.57694
44908.5,29833,98653.3,48717.5,21289.8,2709,3329.76,82.77,216,122667,5.57797
28704.9,12746,147592,41201.2,404.04,192.36,28.14,10.23,92.7,4280.45,5.57797
49913.5,28098,116419,46626.7,21261.2,2501.52,3309.18,106.02,182.7,109049,5.57797
58223.9,38749,98473.8,54792.4,14982.2,2105.88,2498.58,27.9,160.2,107094,5.58311
54273.8,36507,97430.3,28192.9,7260.12,776.58,831.18,32.55,88.2,36869.7,5.58413
32349.8,27580,76870.1,60308.6,325.08,190.68,223.44,-4.65,216,731.6,5.58619
30554.3,20690,96781.4,26182,7533.96,75.18,-28.98,10.23,15.3,1383.55,5.58619
82732.3,40118,135150,75170.8,58616.9,7195.02,8757.42,159.96,549,262143,5.58619
56269.5,36667,100572,38956.7,15369.5,1846.32,1922.34,50.22,152.1,75734.8,5.58619
39181.1,31885,80532.3,24844.7,6554.52,806.4,942.9,68.82,105.3,37895.1,5.58722
39809.7,23154,112679,45367.6,11795.3,1577.52,1826.58,56.73,122.4,76969,5.58722
26667.2,18086,96630.6,16577.4,1942.92,58.8,84.84,8.37,54.9,-230.1,5.58825
35456.4,23966,96957,22586.8,4860.24,629.58,824.46,9.3,83.7,29492.9,5.58825
95255.3,57747,108103,43562.4,7935.48,1023.54,1169.7,86.49,224.1,45575.7,5.58825
67573.8,35553,124561,53261,16640.4,2137.8,2636.76,25.11,142.2,97960.1,5.58825
80244.5,53000,99224.6,34141.8,10565.5,1020.6,1392.72,76.26,185.4,56174.5,5.58927
45505.6,30473,97865.5,63409.9,-75.6,144.9,-46.62,18.6,82.8,1820.15,5.5903
32037.6,23035,91149,37322.9,7452.48,1386.84,2072.7,43.71,77.4,65197.9,5.5903
44756.6,28728,102101,25053,4064.76,446.46,493.92,26.97,120.6,21439.4,5.5903
63429.1,35892,115817,54713.4,21403.2,2167.2,2525.04,66.96,164.7,105301,5.59133
76759.9,54262,92708.3,36926.4,15629.9,1516.2,1749.3,53.94,141.3,81651.9,5.59133
55365.8,43524,83366.7,17407.3,10491.6,1422.54,1695.96,23.25,45,72909.2,5.59133
62292.3,33310,122557,33624.4,15466.1,1677.9,1966.02,34.41,162.9,79446.4,5.59133
56322,32479,113646,47859,4853.52,598.92,698.04,68.82,290.7,26659.1,5.59544
101398,59718,111276,57543.4,16270.8,2544.36,3068.52,40.92,154.8,119119,5.59544
90148.8,61902,95441,24662.4,23692.2,2292.78,2790.9,53.94,120.6,116874,5.59544
73236.8,45116,106385,20386,12550.4,1089.48,1170.12,27.9,207.9,61614.9,5.5975
94336.9,62457,98987.5,38494.7,14982.2,1383.9,2028.6,47.43,234.9,72230.8,5.5975
29391.6,12009,160397,44062.2,4919.04,1122.66,1176.84,-1.86,180,46136.2,5.5975
33957,22408,99313,27533.5,5862.36,628.74,858.06,15.81,147.6,35633,5.60264
53545.1,28769,121976,46263,20200.3,3051.72,3594.78,66.03,231.3,125271,5.60264
71732.5,51143,91919.9,34648.3,2903.88,288.96,205.38,89.28,239.4,17163.7,5.60264
65137.1,32947,129566,36540.8,19178.9,2293.2,2717.82,45.57,189.9,101849,5.60264
60798.5,43474,91652.3,20951.3,-207.48,2.1,-56.7,40.92,105.3,-198.83,5.60264
43204.7,28378,99776.7,22916,1295.28,108.36,48.72,30.69,198,6075.23,5.60264
68405.4,40016,112031,26820.4,36948.2,4024.02,5087.46,59.52,216,196519,5.60367
36763.3,30282,79562.8,13331.6,3739.68,502.74,796.74,13.02,22.5,25503.9,5.60469
54933.2,36714,98058,19819.8,5644.8,981.12,1290.66,43.71,108.9,45162.1,5.60469
34083,28229,79126.6,13046,2315.88,200.76,228.9,19.53,36,15087.5,5.60675
130033,70273,121268,74997.7,24938.8,3445.68,3811.08,146.01,491.4,146006,5.60881
42431.2,25504,109033,29894.8,14716,1815.66,2265.48,26.97,134.1,79808.7,5.60983
93198.7,63394,96347.8,36183.8,15532.4,1577.1,1864.38,60.45,220.5,77646.4,5.60983
49158.2,38368,83966.6,15566.9,3234.84,358.26,410.76,56.73,54,18796.8,5.60983
49245.7,36369,88739.5,20503.6,3555.72,169.26,230.58,47.43,162.9,6412.12,5.61189
56417.9,28368,130337,48717.5,2355.36,488.04,269.22,40.92,138.6,21879.6,5.61292
38684.1,31553,80347.4,31299.2,-110.88,162.12,231.84,20.46,125.1,4660.41,5.61292
46593.4,30864,98935.5,23055.5,3308.76,426.72,501.48,12.09,88.2,19153.8,5.616
59392.9,45879,84840,25641.8,406.56,165.9,148.68,33.48,103.5,6530.12,5.61909
49589.4,34199,95028.8,15681.1,19495.6,2005.08,2378.88,61.38,224.1,105170,5.61909
74330.2,49334,98741.3,36195.6,30515.5,3646.44,4464.18,38.13,221.4,180097,5.61909
72198,42910,110267,36470.3,18430.4,2270.94,2719.92,92.07,207,109490,5.62011
94117.8,55915,110312,56344.7,3270.12,1472.1,1832.04,77.19,216,71713.9,5.62114
71143.8,49489,94212.5,29552,9797.76,924.42,1208.76,42.78,187.2,45678.4,5.62217
61898.9,46622,87010.6,15336.7,15482,1410.78,1632.54,35.34,113.4,79045.2,5.6232
47908,28820,108942,41927.8,10184.2,1364.16,1631.7,35.34,171.9,65014.5,5.62423
49333.2,34647,93315.5,20758.1,12846.1,1423.38,1641.78,39.99,137.7,70919.8,5.62423
32384.1,22364,94899.1,25980.4,8914.92,887.04,1185.66,18.6,107.1,43402.8,5.62423
78589.7,54379,94714,22006.3,2215.92,283.5,345.24,56.73,211.5,11508.5,5.62423
56322,38701,95375.3,50385.7,19295.6,2076.9,2625.84,52.08,91.8,152907,5.62525
43189.3,28312,99973.6,22543.9,5427.24,977.34,1242.78,41.85,50.4,48763.5,5.62731
63014.7,39927,103432,27286.6,8421.84,1066.8,1221.36,39.99,179.1,44210.5,5.62937
48570.9,27169,117161,43485.1,13118.3,1702.26,2000.04,75.33,205.2,80419.4,5.62937
53309.9,35494,98431.2,35763,16640.4,1748.46,2118.06,46.5,178.2,92578.7,5.63039
85703.8,47259,118849,43226.4,21662.8,2730,3113.04,60.45,272.7,111594,5.63039
80261.3,62852,83688.7,21667.8,11654.2,1204.14,1374.24,39.06,108.9,59936.9,5.63142
72182.6,45078,104942,50292.5,9379.44,1246.98,1586.34,129.27,286.2,53204.4,5.63245
39969.3,23179,113009,50202.6,1072.68,361.2,328.86,43.71,174.6,13294.5,5.63451
69403.6,33699,134972,70046.8,31164.8,3564.54,4352.04,54.87,248.4,173624,5.63451
36719.9,21326,112842,49256.8,14211.1,2508.24,2787.12,8.37,229.5,105923,5.63451
64816.5,29702,143014,29878,9142.56,1233.96,1548.12,55.8,232.2,53948.4,5.63451
50985.9,29135,114687,58620.2,2525.04,409.08,531.72,53.94,236.7,16965.4,5.63451
68828.9,54693,82474.4,18748.8,12800.8,1207.08,1566.18,35.34,104.4,67116,5.63451
44216.9,26808,108095,51773.4,6986.28,1107.96,1288.14,39.06,166.5,46240.1,5.63656
62949.6,34888,118249,46461.2,2674.56,972.72,876.96,34.41,130.5,35720.4,5.63759
27755,20764,87601.2,20918.5,11304.7,1745.52,1867.32,30.69,49.5,86210.2,5.63759
32840.5,22216,96877.7,32319.8,8820,1425.48,1604.4,29.76,99.9,63021.4,5.63862
41360.2,27881,97219.7,21918.1,8049.72,822.78,994.56,56.73,190.8,39505.2,5.63965
51454.9,40005,84293.2,20002.9,5461.68,509.04,584.64,63.24,108,25092.7,5.63965
71082.9,47086,98935.8,30527.3,10035.5,1051.68,1338.12,66.03,75.6,53105.3,5.6417
81239.9,40474,131545,45985,20585.9,2375.1,2767.38,98.58,441.9,117968,5.64479
100607,56913,115850,36848.3,23896.3,3051.3,3627.54,101.37,320.4,140962,5.64684
67323.2,44746,98603.1,21281.4,8959.44,1011.78,1271.76,60.45,117.9,43322.5,5.64684
76242.6,37579,132963,54334.6,10704.1,1396.08,1543.92,78.12,181.8,58658.4,5.65095
29019.2,18758,101386,18359,3386.88,510.3,420.84,28.83,92.7,20357.4,5.65198
71527.4,44106,106281,36588.7,22636.3,2253.72,2666.58,65.1,153.9,120482,5.65198
61546.8,42345,95254,19119.2,8597.4,1092,1410.78,28.83,48.6,50367.1,5.65404
57836.8,35058,108118,37049.9,25050.5,2875.32,3450.3,66.03,193.5,138106,5.66123
44776.9,35582,82471.4,10768,8645.28,1176.42,1361.64,32.55,65.7,59164,5.66123
43425.9,30126,94468.6,31103.5,9782.64,1198.26,1359.96,41.85,128.7,49661.5,5.66123
37720.2,27262,90676.8,16227.1,7473.48,845.46,1090.32,42.78,54,41531.3,5.66226
28947.1,20744,91451.8,32179.6,11836.4,1690.5,2005.5,16.74,131.4,73914.6,5.66535
48373.5,35830,88479.1,16274.2,13506.4,1559.46,1740.06,13.02,62.1,62254.4,5.66637
47010.6,31907,96558.3,24499.4,9929.64,1368.36,1398.6,30.69,80.1,66474.1,5.6674
82399.1,43293,124734,99559.3,7371.84,1395.66,1660.68,78.12,296.1,58539.2,5.6674
82708.5,49613,109253,50844.4,17684.5,3748.5,4690.98,65.1,130.5,186992,5.66843
43189.3,27232,103939,29383.2,7326.48,1245.3,1239.84,27.9,78.3,61576.5,5.67049
77252.7,43564,116216,44060.5,15472.8,2084.04,2199.96,108.81,217.8,95385.9,5.67151
54631.5,31126,115027,71620.9,4162.2,818.58,1026.06,32.55,198.9,36277.9,5.67254
69010.9,52046,86898.1,27252.1,5016.48,755.16,767.34,42.78,36.9,36329.8,5.67357
40289.9,24530,107641,21965.2,2677.92,522.06,486.36,45.57,55.8,19742,5.67357
41136.2,19373,139158,57970.9,411.6,229.74,347.76,15.81,171,6428.05,5.67563
67328.8,38924,113361,27400,7948.92,1197,1253.28,21.39,143.1,53127.1,5.67768
66217.9,40350,107550,36918.8,17828.2,2242.38,2813.16,86.49,270,94541,5.68077
64753.5,38699,109659,30521.4,12446.3,1068.48,1150.38,64.17,214.2,68930.9,5.68693
80512.6,57978,91008.2,28942.2,5786.76,763.14,816.48,44.64,150.3,35713.9,5.68693
40408.2,30186,87729.1,27482.3,363.72,182.28,112.14,8.37,110.7,4015.54,5.68899
84240.1,52075,106016,33908.3,7502.88,970.2,1054.2,46.5,142.2,46456.6,5.69002
36353.1,21001,113444,36245.2,9939.72,1191.54,1411.62,35.34,85.5,57465.4,5.69105
54712.7,40036,89560.7,19534.2,16101.1,1724.52,2142.42,1.86,115.2,93050.1,5.69207
124768,74264,110104,50803.2,11104.8,1332.66,1659.84,42.78,162.9,65734.8,5.6931
38301.2,23489,106863,37976.4,5668.32,1055.04,1147.86,18.6,225,43530.2,5.69619
31168.2,21184,96423.7,20912.6,89.88,111.72,132.72,22.32,48.6,3357.69,5.69721
81060.7,54625,97252.1,25221,11346.7,1108.8,1404.48,77.19,101.7,54385,5.69824
46388.3,30919,98324.8,15335.9,5123.16,684.6,1190.7,4.65,89.1,30688.8,5.7003
78232,49256,104089,38827.3,28468.4,3437.7,4253.76,53.94,221.4,172265,5.7003
43596.7,26983,105887,23705.6,7218.12,942.06,1203.72,80.91,160.2,40603.8,5.70338
50439.2,36545,90452.4,15865.9,21362.9,1834.56,2258.34,23.25,159.3,90949.7,5.70338
47495,31607,98479.2,39477.5,21202.4,2477.58,2869.02,56.73,176.4,120918,5.70338
70256.2,47593,96743.4,28560,31526.9,3749.76,4727.94,23.25,148.5,182057,5.70544
28361.9,21483,86520.8,43001.3,111.72,98.7,30.66,-42.78,82.8,2322.24,5.70544
107534,64328,109553,88636,10670.5,1686.3,1799.28,52.08,246.6,73761.2,5.70544
59792.6,36381,107709,27810.7,23094.1,1762.32,2081.94,24.18,124.2,125507,5.70544
85591.8,57705,97207.2,30500.4,13876,1631.28,1814.82,37.2,267.3,66548.5,5.70647
63941.5,34163,122661,34443.4,19869.4,1929.9,2391.9,79.05,276.3,100371,5.70749
63818.3,34484,121285,51670.9,14003.6,1698.9,2052.12,49.29,189.9,77690.6,5.70955
49280.7,32472,99459.8,27940.9,12466.4,1702.26,1792.14,27.9,81,74672.8,5.71058
59158.4,39184,98943.6,21633.4,11062.8,1005.9,1174.32,25.11,122.4,72006,5.71161
93905,60006,102559,31813.3,14984.8,1572.06,1554,66.03,202.5,74437.3,5.71161
45159.8,28953,102221,14317.8,6343.68,696.78,986.58,28.83,72.9,32803.4,5.71263
